SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	all_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	product
SCO3795	SC_RS21100	aspS	chromosome	4172747	4174510	-	no		Rhodanese	NA	0	no	NA	NA	NA	aspartate--tRNA ligase
SCO3796	SC_RS21105		chromosome	4174717	4176885	+	no			NA	0	no	NA	NA	NA	ATP-binding SpoIIE family protein phosphatase
SCO3797	SC_RS21110		chromosome	4176813	4177901	-	no		DUF2252	NA	0	no	NA	NA	NA	AI-2E family transporter
SCO3798	SC_RS21115		chromosome	4177967	4178944	-	no		CBM_5_12;Dioxygenase_C	NA	0	no	NA	NA	NA	pirin family protein
SCO3799	SC_RS21120		chromosome	4179065	4179535	-	no		FHA;FhaA_N;Yop-YscD_cpl	NA	0	no	NA	NA	NA	SseB family protein
SCO3800	SC_RS21125		chromosome	4179684	4181510	+	no		FHA;Yop-YscD_cpl	NA	0	no	NA	NA	NA	acyl-CoA dehydrogenase
SCO3801	SC_RS21130		chromosome	4181609	4182907	+	no		PP2C;PP2C_2	NA	0	no	NA	NA	NA	M18 family aminopeptidase
SCO3802	SC_RS21135		chromosome	4183022	4183273	+	no		FTSW_RODA_SPOVE	NA	0	no	NA	NA	NA	DUF6458 family protein
SCO3803	SC_RS21140		chromosome	4183333	4183737	-	no		PBP_dimer_2;Transpeptidase	NA	0	no	NA	NA	NA	cupin domain-containing protein
SCO3804	SC_RS21145		chromosome	4183789	4184793	+	no		ABC1;APH;PASTA;PK_Tyr_Ser-Thr;Pkinase	NA	1	no	NA	NA	CastroMelchor	GlxA family transcriptional regulator
SCO3805	SC_RS21150		chromosome	4184790	4185284	+	no		Sortase	NA	1	no	NA	NA	CastroMelchor	LURP-one-related/scramblase family protein
SCO3806	SC_RS21155		chromosome	4185307	4185765	-	no		Sortase	NA	0	no	NA	NA	NA	DUF2867 domain-containing protein
SCO3807	SC_RS21160		chromosome	4185833	4186627	-	no		GATase;Peptidase_C26	NA	0	no	NA	NA	NA	carbon-nitrogen family hydrolase
SCO3808	SC_RS21165		chromosome	4186809	4187633	+	no			NA	0	no	NA	NA	NA	maleylpyruvate isomerase family mycothiol-dependent enzyme
SCO3809	SC_RS21170		chromosome	4187758	4189068	-	no		DUF881	NA	1	no	NA	NA	CastroMelchor	MFS transporter
SCO3810	SC_RS21175		chromosome	4189065	4189715	-	no		CrgA	NA	1	no	NA	NA	CastroMelchor	GntR family transcriptional regulator
SCO3811	SC_RS21180		chromosome	4189937	4190881	+	no		Rhomboid	NA	0	no	NA	NA	NA	D-alanyl-D-alanine carboxypeptidase family protein
SCO3812	SC_RS21185		chromosome	4190999	4191346	+	no		Pro_isomerase	NA	0	no	NA	NA	NA	GntR family transcriptional regulator
SCO3813	SC_RS21190		chromosome	4191343	4192329	+	no		DUF5324	NA	0	no	NA	NA	NA	DUF1648 domain-containing protein
SCO3814	SC_RS21195		chromosome	4192477	4193454	+	no		Prenyltransf	NA	1	no	NA	NA	CastroMelchor	BRO family protein
SCO3815	SC_RS21200		chromosome	4193532	4194950	-	no			NA	0	no	NA	NA	NA	dihydrolipoamide acetyltransferase family protein
SCO3816	SC_RS21205		chromosome	4194961	4195941	-	no		PK_Tyr_Ser-Thr;Pkinase	NA	0	no	NA	NA	NA	alpha-ketoacid dehydrogenase subunit beta
SCO3817	SC_RS21210	pdhA	chromosome	4195943	4197196	-	no			NA	0	no	NA	NA	NA	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
SCO3818	SC_RS21215		chromosome	4197520	4198176	+	no			NA	1	no	NA	NA	CastroMelchor	response regulator
SCO3819	SC_RS21220		chromosome	4198301	4198708	+	no		DUF6344	NA	0	no	NA	NA	NA	pyridoxamine 5'-phosphate oxidase family protein
SCO3820	SC_RS21225		chromosome	4198795	4200420	-	yes	GntR;HTH_41	GntR;HTH_41;UTRA	NA	1	no	NA	GntR	pfam;CastroMelchor	protein kinase domain-containing protein
SCO3821	SC_RS21230		chromosome	4200767	4202437	+	no		Glycos_transf_2	NA	1	no	NA	NA	CastroMelchor	Stk1 family PASTA domain-containing Ser/Thr kinase
SCO3822	SC_RS21235		chromosome	4202553	4203092	-	no		Methyltransf_21	NA	0	no	NA	NA	NA	bacterial proteasome activator family protein
	SC_RS21240		chromosome	4203327	4204064	+	no		Fer4_13;Fer4_15	NA	0	no	NA	NA	NA	hypothetical protein
SCO3823	SC_RS21245		chromosome	4204101	4205081	-	no			NA	0	no	NA	NA	NA	NAD(P)H-quinone oxidoreductase
SCO3824	SC_RS21250		chromosome	4205224	4206252	+	no		AAA_16;Beta-prop_Aladin;Beta-prop_CAF1B_HIR1;Beta-prop_EIPR1;Beta-prop_EML;Beta-prop_EML_2;Beta-prop_IFT122_1st;Beta-prop_NOL10_N;Beta-prop_SCAP;Beta-prop_TEP1_2nd;Beta-prop_THOC3;Beta-prop_WDR19_1st;Beta-prop_WDR36-Utp21_1st;Beta-prop_WDR36-Utp21_2nd;Beta-prop_WDR3_1st;Beta-prop_WDR3_2nd;Beta-prop_WDR5;Beta-prop_WDR75_1st;Beta-prop_WDR90_POC16_2nd;EIF3I;PROPPIN;WD40;WD40_CDC20-Fz;WD40_Gbeta;WD40_MABP1-WDR62_1st;WD40_MABP1-WDR62_2nd;WD40_Prp19;WD40_WDHD1_1st;WDR55;nSTAND1	NA	0	no	NA	NA	NA	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein
SCO3825	SC_RS21255		chromosome	4206249	4207097	+	no		DUF6405	NA	0	no	NA	NA	NA	ABC transporter permease
SCO3826	SC_RS21260		chromosome	4207170	4208267	-	no		CMD	NA	0	no	NA	NA	NA	potassium channel family protein
SCO3827	SC_RS21265		chromosome	4208264	4209661	-	no		DUF3566	NA	0	no	NA	NA	NA	molybdopterin-binding protein
SCO3828	SC_RS21270		chromosome	4209661	4210671	-	no		DNA_gyraseA_C;DNA_topoisoIV	NA	0	no	NA	NA	NA	NTP transferase domain-containing protein
SCO3829	SC_RS21275		chromosome	4210796	4212271	-	no		DNA_gyraseB;DNA_gyraseB_C;HATPase_c;Toprim	NA	0	no	NA	NA	NA	dihydrolipoamide acetyltransferase family protein
SCO3830	SC_RS21280		chromosome	4212271	4213275	-	no		DciA	NA	0	no	NA	NA	NA	alpha-ketoacid dehydrogenase subunit beta
SCO3831	SC_RS21285	pdhA	chromosome	4213272	4214438	-	no		AAA_15;AAA_21;AAA_23;SMC_N	NA	0	no	NA	NA	NA	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
SCO3832	SC_RS21290		chromosome	4214629	4215141	+	no		6PGD;NAD_binding_2	TF	1	no	NA	Unclassified_TF	ZorroAranda;CastroMelchor	Lrp/AsnC family transcriptional regulator
SCO3833	SC_RS21295		chromosome	4215177	4215806	-	no		DNA_pol3_beta;DNA_pol3_beta_2;DNA_pol3_beta_3	NA	1	no	NA	NA	CastroMelchor	TetR/AcrR family transcriptional regulator
SCO3834	SC_RS21300		chromosome	4215803	4217317	-	no		Bac_DnaA;Bac_DnaA_C;IstB_IS21	NA	1	no	NA	NA	CastroMelchor	3-hydroxyacyl-CoA dehydrogenase
SCO3835	SC_RS21305	paaN	chromosome	4217476	4219167	+	no		Ribosomal_L34	NA	0	no	NA	NA	NA	phenylacetic acid degradation protein PaaN
SCO3836	SC_RS21310		chromosome	4219178	4219963	-	no		Ribonuclease_P	NA	0	no	NA	NA	NA	TrmH family RNA methyltransferase
SCO3837	SC_RS21315		chromosome	4219960	4221270	-	no		YidD	NA	0	no	NA	NA	NA	HTTM domain-containing protein
	SC_RS21320		chromosome	4221267	4221905	-	no		60KD_IMP	NA	0	no	NA	NA	NA	DUF5819 family protein
SCO3839	SC_RS21325		chromosome	4222523	4222852	-	no		KH_KhpA-B;R3H	NA	0	no	NA	NA	NA	rhodanese-like domain-containing protein
SCO3840	SC_RS21330		chromosome	4222903	4223718	-	no		GidB	NA	0	no	NA	NA	NA	hypothetical protein
SCO3841	SC_RS21335		chromosome	4223858	4225387	-	no		AAA_31;ArsA_ATPase;CBP_BcsQ;CbiA;Fer4_NifH;MipZ;ParA	NA	0	no	NA	NA	NA	DUF2252 domain-containing protein
SCO3842	SC_RS21340		chromosome	4225790	4226674	+	yes	HTH_ParB	HTH_ParB;ParB_C;ParB_N	NA	0	no	NA	Unknown_TF	pfam	carbohydrate-binding protein
SCO3843	SC_RS21350	fhaA	chromosome	4227374	4228246	+	no		AhpC-TSA;Redoxin;Thioredoxin;Thioredoxin_2;Thioredoxin_8	NA	0	no	NA	NA	NA	antibiotic biosynthesis regulator FhaA
SCO3844	SC_RS21355	fhaB	chromosome	4228257	4228775	+	no		DAO;GIDA;Pyr_redox;Pyr_redox_2;Pyr_redox_3;Thi4	NA	0	no	NA	NA	NA	antibiotic biosynthesis regulator FhaB
SCO3845	SC_RS21360		chromosome	4228917	4230464	+	no		RsmA_C	NA	0	no	NA	NA	NA	Stp1/IreP family PP2C-type Ser/Thr phosphatase
SCO3846	SC_RS21365		chromosome	4230492	4231931	+	yes	Sigma70_ECF;Sigma70_r2;Sigma70_r4;Sigma70_r4_2	Sigma70_ECF;Sigma70_r2;Sigma70_r4;Sigma70_r4_2	NA	0	no	NA	Sigma	pfam	FtsW/RodA/SpoVE family cell cycle protein
SCO3847	SC_RS21370		chromosome	4231928	4233400	+	no		F5_F8_type_C	NA	0	no	NA	NA	NA	peptidoglycan D,D-transpeptidase FtsI family protein
SCO3848	SC_RS21375	pknB	chromosome	4233591	4235612	+	no		MurJ;Polysacc_synt_3	NA	1	no	NA	NA	CastroMelchor	Stk1 family PASTA domain-containing Ser/Thr kinase
SCO3849	SC_RS21380		chromosome	4235691	4236452	-	no		DUF6049	NA	0	no	NA	NA	NA	class E sortase
SCO3850	SC_RS21385		chromosome	4236466	4237524	-	no		HD;PolyA_pol;PolyA_pol_RNAbd	NA	0	no	NA	NA	NA	class E sortase
SCO3851	SC_RS21390		chromosome	4237521	4238159	-	no			NA	0	no	NA	NA	NA	aminodeoxychorismate/anthranilate synthase component II
SCO3852	SC_RS21395		chromosome	4238156	4238317	-	no		MFS_1	NA	0	no	NA	NA	NA	hypothetical protein
SCO3853	SC_RS21400		chromosome	4238399	4239178	-	no		Inos-1-P_synth	NA	0	no	NA	NA	NA	DUF881 domain-containing protein
SCO3854	SC_RS21405	crgA	chromosome	4239330	4239584	+	yes	PadR	PadR	NA	0	no	NA	PadR	pfam	cell division protein CrgA
SCO3855	SC_RS21410		chromosome	4239852	4240745	-	no		Transgly;Transpeptidase	NA	0	no	NA	NA	NA	rhomboid family intramembrane serine protease
SCO3856	SC_RS21415		chromosome	4240850	4241383	-	no		GT87	NA	0	no	NA	NA	NA	peptidylprolyl isomerase
SCO3857	SC_RS21420		chromosome	4241704	4242402	+	no		Ala_racemase_N	NA	1	no	NA	NA	CastroMelchor	DUF5324 family protein
SCO3858	SC_RS21425		chromosome	4242512	4243288	-	no		Acetyltransf_6;FemAB	NA	0	no	NA	NA	NA	isoprenyl transferase
SCO3859	SC_RS21435		chromosome	4243938	4244486	+	no		Ribosomal_S6	TF	1	no	NA	Unclassified_TF	ZorroAranda;CastroMelchor	helix-turn-helix domain-containing protein
SCO3860	SC_RS21440		chromosome	4244573	4246303	+	no		SSB	NA	0	no	NA	NA	NA	serine/threonine-protein kinase
SCO3861	SC_RS21445		chromosome	4246345	4247670	-	no		Ribosomal_S18	NA	0	no	NA	NA	NA	hypothetical protein
	SC_RS21450		chromosome	4247800	4247928	-	no		Ribosomal_L9_C;Ribosomal_L9_N	NA	0	no	NA	NA	NA	DLW-39 family protein
SCO3863	SC_RS21455		chromosome	4248267	4248656	+	no		MatE	NA	0	no	NA	NA	NA	DUF6344 domain-containing protein
SCO3864	SC_RS21460		chromosome	4248804	4249592	+	no		AAA_25;DnaB;DnaB_C	NA	0	no	NA	NA	NA	GntR family transcriptional regulator
SCO3865	SC_RS21465		chromosome	4249601	4250383	+	no		Beta-lactamase;DUF7586	NA	0	no	NA	NA	NA	glycosyltransferase family 2 protein
SCO3866	SC_RS21470		chromosome	4250514	4251389	-	no		Acetyltransf_1;Acetyltransf_10;Acetyltransf_7;Acetyltransf_9	NA	0	no	NA	NA	NA	FkbM family methyltransferase
SCO3867	SC_RS21475		chromosome	4251449	4251661	-	yes	MarR;MarR_2	MarR;MarR_2	NA	0	no	NA	MarR	pfam	ferredoxin
SCO3868	SC_RS21480		chromosome	4251939	4252493	+	no		MFS_1;MFS_4	NA	0	no	NA	NA	NA	hypothetical protein
SCO3869	SC_RS21485		chromosome	4252857	4257887	+	no		HbpS-like	NA	0	no	NA	NA	NA	nSTAND1 domain-containing NTPase
SCO3870	SC_RS21490		chromosome	4258228	4258428	-	no		Acetyltransf_1;Acetyltransf_10;Acetyltransf_18;Acetyltransf_7;Acetyltransf_9	NA	0	no	NA	NA	NA	SCO3870 family protein
SCO3871	SC_RS21495		chromosome	4258993	4259403	+	no		NUDIX	NA	0	no	NA	NA	NA	carboxymuconolactone decarboxylase family protein
SCO3872	SC_RS21505		chromosome	4259979	4260722	-	no		Cys_Met_Meta_PP	NA	0	no	NA	NA	NA	DUF3566 domain-containing protein
SCO3873	SC_RS21510	gyrA	chromosome	4260741	4263335	-	no		LMWPc	NA	0	no	NA	NA	NA	DNA gyrase subunit A
SCO3874	SC_RS21515	gyrB	chromosome	4263378	4265438	-	no		Phage_holin_4_2	NA	0	no	NA	NA	NA	DNA topoisomerase (ATP-hydrolyzing) subunit B
SCO3875	SC_RS21520		chromosome	4265873	4266445	-	no		Cupin_2	NA	0	no	NA	NA	NA	DUF721 domain-containing protein
SCO3876	SC_RS21525	recF	chromosome	4266442	4267563	-	no		DUF5326	NA	0	no	NA	NA	NA	DNA replication/repair protein RecF
SCO3877	SC_RS21530	gnd	chromosome	4267594	4268469	-	yes	HTH_IclR	HTH_IclR;IclR_C	NA	0	no	NA	HTH_other	pfam	phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)
SCO3878	SC_RS21535	dnaN	chromosome	4268713	4269843	-	no		SsgA	NA	0	no	NA	NA	NA	DNA polymerase III subunit beta
SCO3879	SC_RS21540	dnaA	chromosome	4270778	4272748	-	no		YibE_F	NA	0	no	NA	NA	NA	chromosomal replication initiator protein DnaA
SCO3880	SC_RS21545	rpmH	chromosome	4273127	4273264	+	no		ThiC-associated;ThiC_Rad_SAM	NA	0	no	NA	NA	NA	50S ribosomal protein L34
SCO3881	SC_RS21550	rnpA	chromosome	4273286	4273657	+	no			NA	0	no	NA	NA	NA	ribonuclease P protein component
SCO3882	SC_RS21555	yidD	chromosome	4273654	4274028	+	no		HATPase_c;HATPase_c_2	NA	0	no	NA	NA	NA	membrane protein insertion efficiency factor YidD
SCO3883	SC_RS21560	yidC	chromosome	4274032	4275327	+	no			NA	0	no	NA	NA	NA	membrane protein insertase YidC
SCO3884	SC_RS21565		chromosome	4275343	4275855	+	yes	GntR	GntR;UTRA	NA	0	no	NA	GntR	pfam	Jag family protein
SCO3885	SC_RS21570	rsmG	chromosome	4275980	4276699	+	no			NA	0	no	NA	NA	NA	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
SCO3886	SC_RS21575		chromosome	4277005	4278078	+	no		FtsK_SpoIIIE	NA	0	no	NA	NA	NA	ParA family protein
SCO3887	SC_RS21580		chromosome	4278075	4279181	+	no			NA	0	no	NA	NA	NA	ParB/RepB/Spo0J family partition protein
SCO3888	SC_RS21585		chromosome	4279519	4280136	+	no		RepSA	NA	0	no	NA	NA	NA	GNAT family N-acetyltransferase
SCO3889	SC_RS21590	trxA	chromosome	4280212	4280544	-	no		Recombinase;Resolvase	NA	0	no	NA	NA	NA	thioredoxin
SCO3890	SC_RS21595	trxB	chromosome	4280583	4281551	-	no			NA	0	no	NA	NA	NA	thioredoxin-disulfide reductase
SCO3891	SC_RS21600		chromosome	4281711	4282559	-	no		TerD;vWA-TerF-like	NA	0	yes	ECF	Sigma	SigmaReview	anti-sigma factor family protein
SCO3892	SC_RS21605	sigM	chromosome	4282577	4283287	-	no			sigma	0	yes	ECF	Sigma	ZorroAranda;SigmaReview	RNA polymerase sigma factor SigM
SCO3893	SC_RS21610		chromosome	4283316	4285007	-	no		Metallophos	NA	0	no	NA	NA	NA	protein kinase family protein
SCO3894	SC_RS21615	murJ	chromosome	4285147	4287582	-	yes	LacI;Peripla_BP_3	LacI;Peripla_BP_3	NA	0	no	NA	LacI	pfam	murein biosynthesis integral membrane protein MurJ
SCO3895	SC_RS21620		chromosome	4287627	4289990	-	no		Aminotran_1_2;Aminotran_5	NA	0	no	NA	NA	NA	DUF6049 family protein
SCO3896	SC_RS21625		chromosome	4290216	4291667	+	no		Cyt_bd_oxida_I	NA	0	no	NA	NA	NA	CCA tRNA nucleotidyltransferase
SCO3897	SC_RS21630		chromosome	4291764	4292357	-	no		Cyt_bd_oxida_II	NA	0	no	NA	NA	NA	LppU/SCO3897 family protein
SCO3898	SC_RS21635		chromosome	4292389	4293666	-	no		AAA_16;AAA_21;AAA_22;AAA_29;AAA_33;ABC_membrane;ABC_tran;RsgA_GTPase;SMC_N	NA	0	no	NA	NA	NA	MFS transporter
SCO3899	SC_RS21640		chromosome	4293746	4294828	-	no		GAF;GAF_2;GAF_3;HATPase_c;HisKA_3	NA	0	no	NA	NA	NA	inositol-3-phosphate synthase
SCO3900	SC_RS21645		chromosome	4294873	4295550	-	no		Peptidase_M23	NA	0	no	NA	NA	NA	PadR family transcriptional regulator
SCO3901	SC_RS21650		chromosome	4296215	4298602	+	no		Hydrolase;Hydrolase_3;S6PP	NA	0	no	NA	NA	NA	transglycosylase domain-containing protein
SCO3902	SC_RS21655		chromosome	4298723	4300231	+	no		Bac_luciferase	NA	0	no	NA	NA	NA	glycosyltransferase family 87 protein
SCO3903	SC_RS21660		chromosome	4300309	4301340	-	no			NA	0	no	NA	NA	NA	alanine racemase
SCO3904	SC_RS21665	femX	chromosome	4301402	4302523	-	no		PTS_2-RNA	NA	0	no	NA	NA	NA	peptidoglycan bridge formation glycyltransferase FemX
SCO3905	SC_RS21670		chromosome	4302661	4302966	-	no		Abhydrolase_1;Abhydrolase_6;Hydrolase_4;KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	hypothetical protein
SCO3906	SC_RS21675	rpsF	chromosome	4303242	4303532	+	no		Peptidase_M24	NA	0	no	NA	NA	NA	30S ribosomal protein S6
SCO3907	SC_RS21680		chromosome	4303613	4304212	+	no		AAA_21;ABC_tran	NA	0	no	NA	NA	NA	single-stranded DNA-binding protein
SCO3908	SC_RS21685	rpsR	chromosome	4304258	4304494	+	no			NA	0	no	NA	NA	NA	30S ribosomal protein S18
SCO3909	SC_RS21690	rplI	chromosome	4304513	4304959	+	no		AAA_21;ABC_tran	NA	0	no	NA	NA	NA	50S ribosomal protein L9
SCO3910	SC_RS21695		chromosome	4305060	4306397	-	no		ABC2_membrane_2;ABC2_membrane_4	NA	0	no	NA	NA	NA	MATE family efflux transporter
SCO3911	SC_RS21700	dnaB	chromosome	4306857	4308332	+	no		HAD;Hydrolase;Hydrolase_3;S6PP	NA	0	no	NA	NA	NA	replicative DNA helicase
SCO3912	SC_RS21705		chromosome	4308427	4309812	+	no		Seryl_tRNA_N;tRNA-synt_2b	NA	0	no	NA	NA	NA	serine hydrolase domain-containing protein
SCO3913	SC_RS21710		chromosome	4309887	4310339	-	no		ACT;PDT	NA	0	no	NA	NA	NA	GNAT family N-acetyltransferase
SCO3914	SC_RS21715		chromosome	4310386	4310850	-	no		Dyp_perox_C;Dyp_perox_N	NA	1	no	NA	NA	CastroMelchor	MarR family winged helix-turn-helix transcriptional regulator
SCO3915	SC_RS21720		chromosome	4310991	4312205	+	no		CopC;CopD	NA	0	no	NA	NA	NA	MFS transporter
SCO3916	SC_RS21725		chromosome	4312354	4312773	+	no		LpqE-like	NA	0	no	NA	NA	NA	GlcG/HbpS family heme-binding protein
SCO3917	SC_RS21730		chromosome	4312891	4313757	-	no		AhpC-TSA;SCO1-SenC	NA	0	no	NA	NA	NA	GNAT family N-acetyltransferase
SCO3918	SC_RS21735		chromosome	4313836	4314318	-	no		DUF1775	NA	0	no	NA	NA	NA	NUDIX domain-containing protein
SCO3919	SC_RS21740		chromosome	4314389	4315294	-	no			NA	1	no	NA	NA	CastroMelchor	LysR family transcriptional regulator
SCO3920	SC_RS21745		chromosome	4315547	4316725	-	no		HATPase_c;HATPase_c_2	NA	0	no	NA	NA	NA	cystathionine gamma-lyase
SCO3921	SC_RS21750		chromosome	4316722	4317216	-	no		AMP_N;Peptidase_M24	NA	0	no	NA	NA	NA	low molecular weight protein-tyrosine-phosphatase
SCO3922	SC_RS21755		chromosome	4317222	4317599	-	no		SpoIIE	NA	0	no	NA	NA	NA	phage holin family protein
SCO3923	SC_RS21760		chromosome	4317659	4317976	+	no		Prim-Pol	NA	0	no	NA	NA	NA	cupin domain-containing protein
SCO3924	SC_RS21765		chromosome	4318118	4318330	+	no			NA	0	no	NA	NA	NA	DUF5326 family protein
SCO3925	SC_RS21770		chromosome	4318648	4319373	+	no		DUF5926;SEC-C	TF	0	no	NA	Unclassified_TF	ZorroAranda	IclR family transcriptional regulator
SCO3926	SC_RS21775		chromosome	4319474	4319911	+	no		HATPase_c_2	NA	1	no	NA	NA	CastroMelchor	SsgA family sporulation/cell division regulator
SCO3927	SC_RS21780		chromosome	4319961	4321502	-	no		GDPD	NA	0	no	NA	NA	NA	YibE/F family protein
SCO3928	SC_RS21785	thiC	chromosome	4321756	4323594	+	no		PDZ_2;PDZ_6;Trypsin;Trypsin_2	NA	0	no	NA	NA	NA	phosphomethylpyrimidine synthase ThiC
SCO3929	SC_RS21790		chromosome	4324441	4325793	-	no		ADH_N;ADH_zinc_N;ADH_zinc_N_2	NA	0	no	NA	NA	NA	hypothetical protein
SCO3930	SC_RS21795		chromosome	4325990	4326556	+	yes	TetR_N	TetR_N	NA	0	no	NA	TetR	pfam	ATP-binding protein
SCO3931	SC_RS21800		chromosome	4326866	4327165	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO3932	SC_RS21805		chromosome	4327576	4328355	-	yes	GntR	GntR;UTRA	TF	0	no	NA	GntR	pfam;ZorroAranda	GntR family transcriptional regulator
SCO3933	SC_RS21810		chromosome	4328521	4328871	+	no			NA	1	no	NA	NA	CastroMelchor	SCO3933 family regulatory protein
SCO3934	SC_RS21815		chromosome	4328871	4330172	+	no			NA	1	no	NA	NA	CastroMelchor	FtsK/SpoIIIE domain-containing protein
SCO3935	SC_RS21820		chromosome	4330169	4330366	+	no			NA	1	no	NA	NA	CastroMelchor	hypothetical protein
SCO3936	SC_RS21825		chromosome	4330663	4332021	+	yes	GntR	GntR;UTRA	NA	0	no	NA	GntR	pfam	replication initiator
SCO3937	SC_RS21830		chromosome	4332160	4333725	-	no			NA	0	no	NA	NA	NA	recombinase family protein
SCO3938	SC_RS21835		chromosome	4333802	4333930	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO3939	SC_RS21840		chromosome	4334010	4335458	+	no		Barstar	NA	0	no	NA	NA	NA	VWA domain-containing protein
SCO3940	SC_RS21845		chromosome	4335483	4336355	-	no			NA	0	no	NA	NA	NA	membrane protein
SCO3941	SC_RS21850	sppA	chromosome	4336537	4337643	-	yes	HTH_17	HTH_17	NA	1	no	NA	HTH_other	pfam;CastroMelchor	Ser/Thr/Tyr protein phosphatase SppA
SCO3943	SC_RS21855		chromosome	4338034	4339146	-	no		Integrase_N_phage;Phage_int_M;Phage_int_SAM_3;Phage_integrase	NA	1	no	NA	NA	CastroMelchor	LacI family DNA-binding transcriptional regulator
SCO3944	SC_RS21860	hisC	chromosome	4339565	4340644	+	no		PQQ;PQQ_2	NA	0	no	NA	NA	NA	histidinol-phosphate transaminase
SCO3945	SC_RS21865		chromosome	4340932	4342437	+	no		DUF4232	NA	0	no	NA	NA	NA	cytochrome ubiquinol oxidase subunit I
SCO3946	SC_RS21870	cydB	chromosome	4342458	4343462	+	no			NA	0	no	NA	NA	NA	cytochrome d ubiquinol oxidase subunit II
SCO3947	SC_RS21875	cydD	chromosome	4343538	4347056	+	no		Prim-Pol	NA	0	no	NA	NA	NA	thiol reductant ABC exporter subunit CydD
SCO3948	SC_RS21880		chromosome	4347161	4348843	+	no			NA	1	no	NA	NA	CastroMelchor	sensor histidine kinase
SCO3949	SC_RS21885		chromosome	4348966	4350015	+	yes	Sigma70_r2;Sigma70_r4;Sigma70_r4_2	Sigma70_r2;Sigma70_r4;Sigma70_r4_2	NA	0	no	NA	Sigma	pfam	M23 family metallopeptidase
SCO3950	SC_RS21890		chromosome	4350063	4350950	-	no		AMP-binding;AMP-binding_C	NA	0	no	NA	NA	NA	HAD family hydrolase
SCO3951	SC_RS21895		chromosome	4351038	4351943	-	no		MFS_1	NA	0	no	NA	NA	NA	LLM class flavin-dependent oxidoreductase
SCO3952	SC_RS21900		chromosome	4351997	4352455	-	yes	TetR_N	TetR_C_21;TetR_C_29;TetR_N	NA	0	no	NA	TetR	pfam	hypothetical protein
SCO3953	SC_RS21905		chromosome	4352462	4353010	-	no		PAS;PAS_4;PAS_8;PAS_9	NA	0	no	NA	NA	NA	RNA 2'-phosphotransferase
SCO3954	SC_RS21910		chromosome	4353121	4354878	-	no		SSI	NA	0	no	NA	NA	NA	SDR family oxidoreductase
SCO3955	SC_RS21915		chromosome	4354875	4355735	-	no		DUF6234	NA	0	no	NA	NA	NA	M24 family metallopeptidase
SCO3956	SC_RS21920		chromosome	4355990	4356952	+	no		DUF6010	NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO3957	SC_RS21925		chromosome	4356942	4357850	+	no		PBP_dimer_2;Transpeptidase	NA	0	no	NA	NA	NA	ABC transporter permease
SCO3958	SC_RS21930		chromosome	4357847	4358758	+	no		HxlR	NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO3959	SC_RS21935		chromosome	4358770	4359489	+	no		DUF2797	NA	0	no	NA	NA	NA	ABC transporter permease
SCO3960	SC_RS21940		chromosome	4359709	4360551	-	no		Amidohydro_2	NA	0	no	NA	NA	NA	HAD family hydrolase
SCO3961	SC_RS21945	serS	chromosome	4360548	4361825	-	yes	Fe_dep_repr_C	Fe_dep_repr_C;Fe_dep_repress;FeoA	NA	0	no	NA	Other_TF	pfam	serine--tRNA ligase
SCO3962	SC_RS21950	pheA	chromosome	4362335	4363267	-	no		PBP	NA	0	no	NA	NA	NA	prephenate dehydratase
SCO3963	SC_RS21955	efeB	chromosome	4363348	4364685	-	yes	FCD;GntR	FCD;GntR	NA	0	no	NA	GntR	pfam	iron uptake transporter deferrochelatase/peroxidase subunit
SCO3964	SC_RS21960		chromosome	4364694	4366736	-	yes	Response_reg;Trans_reg_C	Response_reg;Trans_reg_C	NA	0	no	NA	LuxR	pfam	copper resistance CopC/CopD family protein
SCO3965	SC_RS21965		chromosome	4366750	4367286	-	no		HATPase_c;HisKA	NA	0	no	NA	NA	NA	copper chaperone PCu(A)C
SCO3966	SC_RS21970		chromosome	4367283	4367933	-	no		Glycos_transf_2;GtrA_DPMS_TM	NA	0	no	NA	NA	NA	SCO family protein
SCO3967	SC_RS21975		chromosome	4368066	4368827	-	no		PMT;PMT_2;YkcB_C	NA	0	no	NA	NA	NA	YcnI family copper-binding membrane protein
SCO3968	SC_RS21980		chromosome	4368955	4369809	-	no		MFS_1;Sugar_tr	NA	0	no	NA	NA	NA	hypothetical protein
	SC_RS21985		chromosome	4370051	4370515	+	yes	TetR_N	TetR_C_1;TetR_N	NA	0	no	NA	TetR	pfam	ATP-binding protein
