sample	timepoint	chrom	position	strand	mod_type	group	coverage	mod_freq	n_modified	n_canonical	n_other_mod	n_delete	n_fail	n_diff
2-1	T2	NC_003888.3	5362867	-	6mA	6mA	31	25.81	8	23	0	0	14	0
2-1	T2	NC_003888.3	5362914	-	5mC	CCGG_pos_5mC	15	0.0	0	10	5	0	29	0
2-1	T2	NC_003888.3	5362914	-	4mC	CCGG_4mC	15	33.33	5	10	0	0	29	0
2-1	T2	NC_003888.3	5362918	-	6mA	6mA	33	54.55	18	15	0	0	11	0
2-1	T2	NC_003888.3	5364871	-	6mA	6mA	36	55.56	20	16	0	0	10	4
2-1	T2	NC_003888.3	5371477	+	5mC	CCGG_pos_5mC	26	0.0	0	1	25	1	24	0
2-1	T2	NC_003888.3	5371477	+	4mC	CCGG_4mC	26	96.15	25	1	0	1	24	0
2-1	T2	NC_003888.3	5373058	+	6mA	6mA	39	46.15	18	21	0	0	5	0
2-1	T2	NC_003888.3	5375906	+	5mC	CCGG_pos_5mC	13	0.0	0	5	8	0	32	8
2-1	T2	NC_003888.3	5375906	+	4mC	CCGG_4mC	13	61.54	8	5	0	0	32	8
2-1	T2	NC_003888.3	5377738	+	5mC	CCGG_pos_5mC	20	0.0	0	2	18	0	24	1
2-1	T2	NC_003888.3	5377738	+	4mC	CCGG_4mC	20	90.0	18	2	0	0	24	1
2-1	T2	NC_003888.3	5378947	+	6mA	6mA	42	78.57	33	9	0	0	10	0
2-1	T2	NC_003888.3	5380211	-	5mC	CCGG_pos_5mC	17	0.0	0	10	7	0	34	2
2-1	T2	NC_003888.3	5380211	-	4mC	CCGG_4mC	17	41.18	7	10	0	0	34	2
2-1	T2	NC_003888.3	5380624	+	6mA	6mA	40	60.0	24	16	0	0	12	0
2-1	T2	NC_003888.3	5382593	-	5mC	CCGG_pos_5mC	6	0.0	0	1	5	0	24	5
2-1	T2	NC_003888.3	5382593	-	4mC	CCGG_4mC	6	83.33	5	1	0	0	24	5
2-1	T2	NC_003888.3	5387333	-	5mC	CCGG_pos_5mC	12	0.0	0	1	11	0	24	6
2-1	T2	NC_003888.3	5387333	-	4mC	CCGG_4mC	12	91.67	11	1	0	0	24	6
2-1	T2	NC_003888.3	5387852	-	6mA	6mA	33	39.39	13	20	0	1	8	2
2-1	T2	NC_003888.3	5387896	-	6mA	6mA	29	55.17	16	13	0	0	16	0
2-1	T2	NC_003888.3	5390120	-	5mC	CCGG_pos_5mC	18	0.0	0	2	16	0	31	0
2-1	T2	NC_003888.3	5390120	-	4mC	CCGG_4mC	18	88.89	16	2	0	0	31	0
2-1	T2	NC_003888.3	5395916	+	6mA	6mA	44	40.91	18	26	0	0	14	0
2-1	T2	NC_003888.3	5395917	+	6mA	6mA	46	50.0	23	23	0	0	12	0
2-1	T2	NC_003888.3	5399559	-	5mC	CCGG_pos_5mC	21	0.0	0	9	12	0	34	1
2-1	T2	NC_003888.3	5399559	-	4mC	CCGG_4mC	21	57.14	12	9	0	0	34	1
2-1	T2	NC_003888.3	5404791	+	6mA	6mA	44	47.73	21	23	0	0	14	1
2-1	T2	NC_003888.3	5407711	+	6mA	6mA	53	60.38	32	21	0	1	16	0
2-1	T2	NC_003888.3	5408167	-	5mC	CCGG_pos_5mC	19	0.0	0	3	16	0	27	0
2-1	T2	NC_003888.3	5408167	-	4mC	CCGG_4mC	19	84.21	16	3	0	0	27	0
2-1	T2	NC_003888.3	5409281	+	6mA	6mA	62	48.39	30	32	0	1	13	0
2-1	T2	NC_003888.3	5410133	-	6mA	6mA	36	50.0	18	18	0	0	5	0
2-1	T2	NC_003888.3	5411479	+	5mC	CCGG_pos_5mC	19	0.0	0	5	14	0	36	0
2-1	T2	NC_003888.3	5411479	+	4mC	CCGG_4mC	19	73.68	14	5	0	0	36	0
2-1	T2	NC_003888.3	5411813	+	6mA	6mA	48	56.25	27	21	0	0	8	0
2-1	T2	NC_003888.3	5413517	-	6mA	6mA	35	40.0	14	21	0	0	8	2
2-1	T2	NC_003888.3	5417244	-	5mC	CCGG_pos_5mC	18	0.0	0	6	12	1	25	1
2-1	T2	NC_003888.3	5417244	-	4mC	CCGG_4mC	18	66.67	12	6	0	1	25	1
2-1	T2	NC_003888.3	5417248	-	6mA	6mA	38	36.84	14	24	0	2	4	1
2-1	T2	NC_003888.3	5418299	+	6mA	6mA	30	60.0	18	12	0	0	10	0
2-1	T2	NC_003888.3	5418660	+	6mA	6mA	26	53.85	14	12	0	0	12	0
2-1	T2	NC_003888.3	5418877	-	5mC	CCGG_pos_5mC	10	0.0	0	1	9	0	25	3
2-1	T2	NC_003888.3	5418877	-	4mC	CCGG_4mC	10	90.0	9	1	0	0	25	3
2-1	T2	NC_003888.3	5421522	+	5mC	CCGG_pos_5mC	20	0.0	0	2	18	0	22	1
2-1	T2	NC_003888.3	5421522	+	4mC	CCGG_4mC	20	90.0	18	2	0	0	22	1
2-1	T2	NC_003888.3	5421583	-	5mC	CCGG_pos_5mC	22	0.0	0	2	20	0	26	0
2-1	T2	NC_003888.3	5421583	-	4mC	CCGG_4mC	22	90.91	20	2	0	0	26	0
2-1	T2	NC_003888.3	5422997	-	6mA	6mA	42	57.14	24	18	0	0	11	0
2-1	T2	NC_003888.3	5423218	+	6mA	6mA	24	41.67	10	14	0	0	15	0
2-1	T2	NC_003888.3	5424038	+	6mA	6mA	35	51.43	18	17	0	0	8	0
2-1	T2	NC_003888.3	5426350	-	5mC	CCGG_pos_5mC	16	0.0	0	6	10	1	37	1
2-1	T2	NC_003888.3	5426350	-	4mC	CCGG_4mC	16	62.5	10	6	0	1	37	1
2-1	T2	NC_003888.3	5427965	+	6mA	6mA	39	64.1	25	14	0	0	4	0
2-1	T2	NC_003888.3	5428537	+	6mA	6mA	32	53.12	17	15	0	0	11	0
2-1	T2	NC_003888.3	5429022	-	5mC	CCGG_pos_5mC	20	0.0	0	4	16	0	22	10
2-1	T2	NC_003888.3	5429022	-	4mC	CCGG_4mC	20	80.0	16	4	0	0	22	10
2-1	T2	NC_003888.3	5430002	+	5mC	CCGG_pos_5mC	13	0.0	0	0	13	0	30	1
2-1	T2	NC_003888.3	5430002	+	4mC	CCGG_4mC	13	100.0	13	0	0	0	30	1
2-1	T2	NC_003888.3	5431248	+	6mA	6mA	36	52.78	19	17	0	0	15	0
2-1	T2	NC_003888.3	5433940	+	5mC	CCGG_pos_5mC	15	0.0	0	5	10	1	47	0
2-1	T2	NC_003888.3	5433940	+	4mC	CCGG_4mC	15	66.67	10	5	0	1	47	0
2-1	T2	NC_003888.3	5435784	+	6mA	6mA	40	52.5	21	19	0	0	11	1
2-1	T2	NC_003888.3	5437964	-	6mA	6mA	62	46.77	29	33	0	0	12	4
2-1	T2	NC_003888.3	5441140	-	6mA	6mA	53	35.85	19	34	0	0	11	1
2-1	T2	NC_003888.3	5441559	-	6mA	6mA	49	55.1	27	22	0	0	14	0
2-1	T2	NC_003888.3	5441617	-	6mA	6mA	48	39.58	19	29	0	0	14	1
2-1	T2	NC_003888.3	5444994	+	5mC	CCGG_pos_5mC	5	0.0	0	2	3	0	35	2
2-1	T2	NC_003888.3	5444994	+	4mC	CCGG_4mC	5	60.0	3	2	0	0	35	2
2-1	T2	NC_003888.3	5447114	+	6mA	6mA	27	51.85	14	13	0	1	7	0
2-1	T2	NC_003888.3	5448109	-	5mC	CCGG_pos_5mC	12	0.0	0	4	8	0	46	3
2-1	T2	NC_003888.3	5448109	-	4mC	CCGG_4mC	12	66.67	8	4	0	0	46	3
2-1	T2	NC_003888.3	5448469	+	5mC	CCGG_pos_5mC	6	0.0	0	1	5	0	38	0
2-1	T2	NC_003888.3	5448469	+	4mC	CCGG_4mC	6	83.33	5	1	0	0	38	0
2-1	T2	NC_003888.3	5451748	-	5mC	CCGG_pos_5mC	10	0.0	0	4	6	0	53	1
2-1	T2	NC_003888.3	5451748	-	4mC	CCGG_4mC	10	60.0	6	4	0	0	53	1
2-1	T2	NC_003888.3	5452717	-	5mC	CCGG_pos_5mC	25	0.0	0	1	24	0	29	9
2-1	T2	NC_003888.3	5452717	-	4mC	CCGG_4mC	25	96.0	24	1	0	0	29	9
2-1	T2	NC_003888.3	5458898	+	5mC	CCGG_pos_5mC	26	0.0	0	1	25	1	29	2
2-1	T2	NC_003888.3	5458898	+	4mC	CCGG_4mC	26	96.15	25	1	0	1	29	2
2-1	T2	NC_003888.3	5462054	-	5mC	CCGG_pos_5mC	16	0.0	0	6	10	0	42	0
2-1	T2	NC_003888.3	5462054	-	4mC	CCGG_4mC	16	62.5	10	6	0	0	42	0
2-1	T2	NC_003888.3	5462058	-	6mA	6mA	38	50.0	19	19	0	1	16	3
2-1	T2	NC_003888.3	5465993	-	6mA	6mA	44	34.09	15	29	0	0	21	0
2-1	T2	NC_003888.3	5466073	-	5mC	CCGG_pos_5mC	18	0.0	0	6	12	0	47	2
2-1	T2	NC_003888.3	5466073	-	4mC	CCGG_4mC	18	66.67	12	6	0	0	47	2
2-1	T2	NC_003888.3	5466486	-	6mA	6mA	45	35.56	16	29	0	0	20	0
2-1	T2	NC_003888.3	5466826	+	5mC	CCGG_pos_5mC	12	0.0	0	1	11	0	40	1
2-1	T2	NC_003888.3	5466826	+	4mC	CCGG_4mC	12	91.67	11	1	0	0	40	1
2-1	T2	NC_003888.3	5466830	+	6mA	6mA	45	60.0	27	18	0	0	9	0
2-1	T2	NC_003888.3	5467255	-	6mA	6mA	48	72.92	35	13	0	2	9	4
2-1	T2	NC_003888.3	5468607	-	5mC	CCGG_pos_5mC	29	0.0	0	9	20	0	37	0
2-1	T2	NC_003888.3	5468607	-	4mC	CCGG_4mC	29	68.97	20	9	0	0	37	0
2-1	T2	NC_003888.3	5471207	-	5mC	CCGG_pos_5mC	22	0.0	0	6	16	1	38	1
2-1	T2	NC_003888.3	5471207	-	4mC	CCGG_4mC	22	72.73	16	6	0	1	38	1
2-1	T2	NC_003888.3	5471326	+	6mA	6mA	40	47.5	19	21	0	0	20	0
2-1	T2	NC_003888.3	5472920	-	6mA	6mA	59	37.29	22	37	0	0	9	0
2-1	T2	NC_003888.3	5476668	+	5mC	CCGG_pos_5mC	27	0.0	0	2	25	0	24	0
2-1	T2	NC_003888.3	5476668	+	4mC	CCGG_4mC	27	92.59	25	2	0	0	24	0
2-1	T2	NC_003888.3	5478036	+	5mC	CCGG_pos_5mC	14	0.0	0	1	13	0	38	1
2-1	T2	NC_003888.3	5478036	+	4mC	CCGG_4mC	14	92.86	13	1	0	0	38	1
2-1	T2	NC_003888.3	5479928	+	6mA	6mA	31	54.84	17	14	0	0	13	1
2-1	T2	NC_003888.3	5480963	-	6mA	6mA	52	48.08	25	27	0	0	9	0
2-1	T2	NC_003888.3	5486991	+	6mA	6mA	33	51.52	17	16	0	0	16	0
2-1	T2	NC_003888.3	5487487	-	5mC	CCGG_pos_5mC	13	0.0	0	4	9	1	51	2
2-1	T2	NC_003888.3	5487487	-	4mC	CCGG_4mC	13	69.23	9	4	0	1	51	2
2-1	T2	NC_003888.3	5487974	-	6mA	6mA	44	40.91	18	26	0	0	19	0
2-1	T2	NC_003888.3	5488415	-	6mA	6mA	52	53.85	28	24	0	0	10	0
2-1	T2	NC_003888.3	5488710	+	5mC	CCGG_pos_5mC	20	0.0	0	6	14	0	27	2
2-1	T2	NC_003888.3	5488710	+	4mC	CCGG_4mC	20	70.0	14	6	0	0	27	2
2-1	T2	NC_003888.3	5488781	+	6mA	6mA	28	50.0	14	14	0	0	19	0
2-1	T2	NC_003888.3	5490935	+	6mA	6mA	25	52.0	13	12	0	0	19	2
2-1	T2	NC_003888.3	5491194	+	5mC	CCGG_pos_5mC	9	0.0	0	4	5	0	38	2
2-1	T2	NC_003888.3	5491194	+	4mC	CCGG_4mC	9	55.56	5	4	0	0	38	2
2-1	T2	NC_003888.3	5491377	+	5mC	CCGG_pos_5mC	17	0.0	0	3	14	0	30	0
2-1	T2	NC_003888.3	5491377	+	4mC	CCGG_4mC	17	82.35	14	3	0	0	30	0
2-1	T2	NC_003888.3	5492226	+	5mC	CCGG_pos_5mC	9	0.0	0	3	6	0	36	3
2-1	T2	NC_003888.3	5492226	+	4mC	CCGG_4mC	9	66.67	6	3	0	0	36	3
2-1	T2	NC_003888.3	5496181	-	6mA	6mA	51	33.33	17	34	0	0	22	0
2-1	T2	NC_003888.3	5499821	-	6mA	6mA	39	61.54	24	15	0	0	27	0
2-1	T2	NC_003888.3	5499851	+	6mA	6mA	39	76.92	30	9	0	1	11	3
2-1	T2	NC_003888.3	5499872	+	6mA	6mA	41	43.9	18	23	0	0	12	0
2-1	T2	NC_003888.3	5500255	+	6mA	6mA	42	64.29	27	15	0	0	15	0
2-1	T2	NC_003888.3	5503134	+	5mC	CCGG_pos_5mC	19	0.0	0	6	13	0	31	1
2-1	T2	NC_003888.3	5503134	+	4mC	CCGG_4mC	19	68.42	13	6	0	0	31	1
2-1	T2	NC_003888.3	5503726	-	6mA	6mA	45	60.0	27	18	0	0	9	0
2-1	T2	NC_003888.3	5505392	+	6mA	6mA	41	48.78	20	21	0	0	9	0
2-1	T2	NC_003888.3	5513141	+	5mC	CCGG_pos_5mC	11	0.0	0	6	5	1	37	0
2-1	T2	NC_003888.3	5513141	+	4mC	CCGG_4mC	11	45.45	5	6	0	1	37	0
2-1	T2	NC_003888.3	5513858	+	6mA	6mA	34	50.0	17	17	0	0	14	0
2-1	T2	NC_003888.3	5515781	+	6mA	6mA	34	47.06	16	18	0	0	14	0
2-1	T2	NC_003888.3	5517555	-	5mC	CCGG_pos_5mC	18	0.0	0	2	16	0	20	1
2-1	T2	NC_003888.3	5517555	-	4mC	CCGG_4mC	18	88.89	16	2	0	0	20	1
2-1	T2	NC_003888.3	5520178	+	6mA	6mA	27	37.04	10	17	0	2	15	7
2-1	T2	NC_003888.3	5521386	-	5mC	CCGG_pos_5mC	7	0.0	0	3	4	0	38	1
2-1	T2	NC_003888.3	5521386	-	4mC	CCGG_4mC	7	57.14	4	3	0	0	38	1
2-1	T2	NC_003888.3	5523320	-	5mC	CCGG_pos_5mC	11	0.0	0	5	6	0	29	3
2-1	T2	NC_003888.3	5523320	-	4mC	CCGG_4mC	11	54.55	6	5	0	0	29	3
2-1	T2	NC_003888.3	5523353	+	5mC	CCGG_pos_5mC	14	0.0	0	3	11	0	34	0
2-1	T2	NC_003888.3	5523353	+	4mC	CCGG_4mC	14	78.57	11	3	0	0	34	0
2-1	T2	NC_003888.3	5528871	-	6mA	6mA	47	48.94	23	24	0	0	5	0
2-1	T2	NC_003888.3	5528919	+	6mA	6mA	51	86.27	44	7	0	2	10	3
2-1	T2	NC_003888.3	5531344	-	5mC	CCGG_pos_5mC	18	0.0	0	2	16	0	32	4
2-1	T2	NC_003888.3	5531344	-	4mC	CCGG_4mC	18	88.89	16	2	0	0	32	4
2-1	T2	NC_003888.3	5532802	+	5mC	CCGG_pos_5mC	24	0.0	0	3	21	1	32	3
2-1	T2	NC_003888.3	5532802	+	4mC	CCGG_4mC	24	87.5	21	3	0	1	32	3
2-1	T2	NC_003888.3	5534200	+	5mC	CCGG_pos_5mC	20	0.0	0	4	16	0	33	2
2-1	T2	NC_003888.3	5534200	+	4mC	CCGG_4mC	20	80.0	16	4	0	0	33	2
2-1	T2	NC_003888.3	5535159	+	5mC	CCGG_pos_5mC	18	0.0	0	4	14	0	31	2
2-1	T2	NC_003888.3	5535159	+	4mC	CCGG_4mC	18	77.78	14	4	0	0	31	2
2-1	T2	NC_003888.3	5535359	-	5mC	CCGG_pos_5mC	8	0.0	0	4	4	0	30	10
2-1	T2	NC_003888.3	5535359	-	4mC	CCGG_4mC	8	50.0	4	4	0	0	30	10
2-1	T2	NC_003888.3	5535609	-	6mA	6mA	28	57.14	16	12	0	1	10	3
2-1	T2	NC_003888.3	5537590	-	5mC	CCGG_pos_5mC	16	0.0	0	4	12	0	29	0
2-1	T2	NC_003888.3	5537590	-	4mC	CCGG_4mC	16	75.0	12	4	0	0	29	0
2-1	T2	NC_003888.3	5538698	-	5mC	CCGG_pos_5mC	8	0.0	0	3	5	0	32	2
2-1	T2	NC_003888.3	5538698	-	4mC	CCGG_4mC	8	62.5	5	3	0	0	32	2
2-1	T2	NC_003888.3	5539511	-	6mA	6mA	24	54.17	13	11	0	0	10	0
2-1	T2	NC_003888.3	5539967	+	5mC	CCGG_pos_5mC	19	0.0	0	2	17	0	32	0
2-1	T2	NC_003888.3	5539967	+	4mC	CCGG_4mC	19	89.47	17	2	0	0	32	0
2-1	T2	NC_003888.3	5542186	+	6mA	6mA	37	51.35	19	18	0	1	12	1
2-1	T2	NC_003888.3	5544612	+	6mA	6mA	37	54.05	20	17	0	0	13	0
2-1	T2	NC_003888.3	5547372	+	6mA	6mA	32	62.5	20	12	0	0	13	0
2-1	T2	NC_003888.3	5549317	-	5mC	CCGG_pos_5mC	12	0.0	0	6	6	0	35	0
2-1	T2	NC_003888.3	5549317	-	4mC	CCGG_4mC	12	50.0	6	6	0	0	35	0
2-1	T2	NC_003888.3	5552178	+	5mC	CCGG_pos_5mC	16	0.0	0	2	14	0	44	0
2-1	T2	NC_003888.3	5552178	+	4mC	CCGG_4mC	16	87.5	14	2	0	0	44	0
2-1	T2	NC_003888.3	5553698	+	6mA	6mA	40	47.5	19	21	0	0	19	0
2-1	T2	NC_003888.3	5554072	+	6mA	6mA	52	63.46	33	19	0	0	8	0
2-1	T2	NC_003888.3	5555374	+	6mA	6mA	55	69.09	38	17	0	0	12	2
2-1	T2	NC_003888.3	5557809	+	5mC	CCGG_pos_5mC	26	0.0	0	6	20	0	40	0
2-1	T2	NC_003888.3	5557809	+	4mC	CCGG_4mC	26	76.92	20	6	0	0	40	0
2-1	T2	NC_003888.3	5560936	+	6mA	6mA	37	37.84	14	23	0	0	11	0
2-1	T2	NC_003888.3	5561237	+	5mC	CCGG_pos_5mC	23	0.0	0	6	17	0	34	0
2-1	T2	NC_003888.3	5561237	+	4mC	CCGG_4mC	23	73.91	17	6	0	0	34	0
2-1	T2	NC_003888.3	5563993	-	5mC	CCGG_pos_5mC	21	0.0	0	3	18	0	38	0
2-1	T2	NC_003888.3	5563993	-	4mC	CCGG_4mC	21	85.71	18	3	0	0	38	0
2-1	T2	NC_003888.3	5564456	+	6mA	6mA	42	45.24	19	23	0	0	15	0
2-1	T2	NC_003888.3	5568757	+	6mA	6mA	46	56.52	26	20	0	0	9	0
2-1	T2	NC_003888.3	5572075	-	5mC	CCGG_pos_5mC	13	0.0	0	1	12	0	42	0
2-1	T2	NC_003888.3	5572075	-	4mC	CCGG_4mC	13	92.31	12	1	0	0	42	0
2-1	T2	NC_003888.3	5572986	+	6mA	6mA	49	53.06	26	23	0	0	15	1
2-1	T2	NC_003888.3	5574962	+	6mA	6mA	36	55.56	20	16	0	2	13	3
2-1	T2	NC_003888.3	5575858	-	6mA	6mA	38	52.63	20	18	0	0	11	0
2-1	T2	NC_003888.3	5576108	+	6mA	6mA	36	55.56	20	16	0	0	11	2
2-1	T2	NC_003888.3	5576606	-	5mC	CCGG_pos_5mC	25	0.0	0	3	22	0	24	0
2-1	T2	NC_003888.3	5576606	-	4mC	CCGG_4mC	25	88.0	22	3	0	0	24	0
2-1	T2	NC_003888.3	5577918	+	6mA	6mA	28	75.0	21	7	0	2	13	4
2-1	T2	NC_003888.3	5577919	+	6mA	6mA	33	63.64	21	12	0	0	14	0
2-1	T2	NC_003888.3	5577930	+	6mA	6mA	27	55.56	15	12	0	2	11	7
2-1	T2	NC_003888.3	5577931	+	6mA	6mA	31	74.19	23	8	0	0	13	3
2-1	T2	NC_003888.3	5581267	+	6mA	6mA	47	65.96	31	16	0	0	8	0
2-1	T2	NC_003888.3	5582342	+	6mA	6mA	32	25.0	8	24	0	0	20	0
2-1	T2	NC_003888.3	5582423	+	6mA	6mA	35	60.0	21	14	0	0	18	0
2-1	T2	NC_003888.3	5584613	+	6mA	6mA	38	44.74	17	21	0	1	12	0
2-1	T2	NC_003888.3	5584975	+	5mC	CCGG_pos_5mC	13	0.0	0	11	2	0	41	1
2-1	T2	NC_003888.3	5584975	+	4mC	CCGG_4mC	13	15.38	2	11	0	0	41	1
2-1	T2	NC_003888.3	5584979	+	6mA	6mA	38	39.47	15	23	0	0	16	1
2-1	T2	NC_003888.3	5584981	-	6mA	6mA	42	47.62	20	22	0	1	17	0
2-1	T2	NC_003888.3	5586240	-	6mA	6mA	50	58.0	29	21	0	0	10	0
2-1	T2	NC_003888.3	5586248	-	5mC	CCGG_pos_5mC	15	0.0	0	4	11	0	42	3
2-1	T2	NC_003888.3	5586248	-	4mC	CCGG_4mC	15	73.33	11	4	0	0	42	3
2-1	T2	NC_003888.3	5587981	-	5mC	CCGG_pos_5mC	15	0.0	0	1	14	0	36	0
2-1	T2	NC_003888.3	5587981	-	4mC	CCGG_4mC	15	93.33	14	1	0	0	36	0
2-1	T2	NC_003888.3	5587984	-	6mA	6mA	35	54.29	19	16	0	0	16	0
2-1	T2	NC_003888.3	5590733	-	6mA	6mA	32	53.12	17	15	0	2	10	0
2-1	T2	NC_003888.3	5591157	+	6mA	6mA	32	56.25	18	14	0	0	15	0
2-1	T2	NC_003888.3	5591171	+	6mA	6mA	30	53.33	16	14	0	0	17	0
2-1	T2	NC_003888.3	5591206	+	6mA	6mA	40	75.0	30	10	0	0	7	0
2-1	T2	NC_003888.3	5595878	-	6mA	6mA	32	43.75	14	18	0	0	10	1
2-1	T2	NC_003888.3	5596192	+	6mA	6mA	24	70.83	17	7	0	0	18	0
2-1	T2	NC_003888.3	5596856	+	5mC	CCGG_pos_5mC	20	0.0	0	2	18	1	26	0
2-1	T2	NC_003888.3	5596856	+	4mC	CCGG_4mC	20	90.0	18	2	0	1	26	0
2-1	T2	NC_003888.3	5597295	+	6mA	6mA	35	77.14	27	8	0	1	5	3
2-1	T2	NC_003888.3	5598023	+	6mA	6mA	41	65.85	27	14	0	1	6	0
2-1	T2	NC_003888.3	5598024	+	6mA	6mA	37	51.35	19	18	0	0	11	0
2-1	T2	NC_003888.3	5598032	+	6mA	6mA	32	71.88	23	9	0	1	15	0
2-1	T2	NC_003888.3	5598033	+	6mA	6mA	33	51.52	17	16	0	0	15	0
2-1	T2	NC_003888.3	5598050	+	6mA	6mA	32	65.62	21	11	0	0	12	5
2-1	T2	NC_003888.3	5598697	+	5mC	CCGG_pos_5mC	20	0.0	0	7	13	0	30	0
2-1	T2	NC_003888.3	5598697	+	4mC	CCGG_4mC	20	65.0	13	7	0	0	30	0
2-1	T2	NC_003888.3	5604974	+	5mC	CCGG_pos_5mC	23	0.0	0	1	22	0	35	0
2-1	T2	NC_003888.3	5604974	+	4mC	CCGG_4mC	23	95.65	22	1	0	0	35	0
2-1	T2	NC_003888.3	5605492	-	5mC	CCGG_pos_5mC	24	0.0	0	1	23	0	34	5
2-1	T2	NC_003888.3	5605492	-	4mC	CCGG_4mC	24	95.83	23	1	0	0	34	5
2-1	T2	NC_003888.3	5610114	-	5mC	CCGG_pos_5mC	18	0.0	0	6	12	0	47	0
2-1	T2	NC_003888.3	5610114	-	4mC	CCGG_4mC	18	66.67	12	6	0	0	47	0
2-1	T2	NC_003888.3	5612366	-	6mA	6mA	24	62.5	15	9	0	0	27	0
2-1	T2	NC_003888.3	5612386	-	6mA	6mA	37	40.54	15	22	0	0	14	0
2-1	T2	NC_003888.3	5613317	+	6mA	6mA	27	51.85	14	13	0	1	17	0
2-1	T2	NC_003888.3	5613335	+	6mA	6mA	31	58.06	18	13	0	0	12	2
2-1	T2	NC_003888.3	5614302	-	6mA	6mA	40	42.5	17	23	0	0	10	3
2-1	T2	NC_003888.3	5614471	+	5mC	CCGG_pos_5mC	10	0.0	0	3	7	0	41	1
2-1	T2	NC_003888.3	5614471	+	4mC	CCGG_4mC	10	70.0	7	3	0	0	41	1
2-1	T2	NC_003888.3	5616621	+	5mC	CCGG_pos_5mC	10	0.0	0	2	8	1	32	12
2-1	T2	NC_003888.3	5616621	+	4mC	CCGG_4mC	10	80.0	8	2	0	1	32	12
2-1	T2	NC_003888.3	5616968	-	5mC	CCGG_pos_5mC	12	0.0	0	5	7	0	39	2
2-1	T2	NC_003888.3	5616968	-	4mC	CCGG_4mC	12	58.33	7	5	0	0	39	2
2-1	T2	NC_003888.3	5623314	+	6mA	6mA	33	57.58	19	14	0	0	18	0
2-1	T2	NC_003888.3	5625052	+	6mA	6mA	35	45.71	16	19	0	0	10	0
2-1	T2	NC_003888.3	5626705	+	6mA	6mA	42	50.0	21	21	0	0	7	0
2-1	T2	NC_003888.3	5627674	+	6mA	6mA	38	60.53	23	15	0	0	7	0
2-1	T2	NC_003888.3	5628148	+	6mA	6mA	31	70.97	22	9	0	0	15	0
2-1	T2	NC_003888.3	5628198	-	5mC	CCGG_pos_5mC	19	0.0	0	2	17	0	24	2
2-1	T2	NC_003888.3	5628198	-	4mC	CCGG_4mC	19	89.47	17	2	0	0	24	2
2-1	T2	NC_003888.3	5631606	+	6mA	6mA	33	51.52	17	16	0	0	8	1
2-1	T2	NC_003888.3	5631905	+	6mA	6mA	34	61.76	21	13	0	0	8	0
2-1	T2	NC_003888.3	5632144	-	6mA	6mA	25	56.0	14	11	0	0	15	1
2-1	T2	NC_003888.3	5632146	+	6mA	6mA	33	54.55	18	15	0	0	12	0
2-1	T2	NC_003888.3	5632751	-	6mA	6mA	32	37.5	12	20	0	0	13	0
2-1	T2	NC_003888.3	5634926	+	6mA	6mA	31	41.94	13	18	0	1	14	0
2-1	T2	NC_003888.3	5636354	+	6mA	6mA	27	74.07	20	7	0	0	13	0
2-1	T2	NC_003888.3	5636817	+	5mC	CCGG_pos_5mC	17	0.0	0	3	14	0	20	3
2-1	T2	NC_003888.3	5636817	+	4mC	CCGG_4mC	17	82.35	14	3	0	0	20	3
2-1	T2	NC_003888.3	5637791	+	6mA	6mA	43	55.81	24	19	0	2	7	0
2-1	T2	NC_003888.3	5642523	+	6mA	6mA	42	57.14	24	18	0	0	16	0
2-1	T2	NC_003888.3	5643865	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	1	29	2
2-1	T2	NC_003888.3	5643865	-	4mC	CCGG_4mC	15	86.67	13	2	0	1	29	2
2-1	T2	NC_003888.3	5648877	+	5mC	CCGG_pos_5mC	35	0.0	0	3	32	0	28	0
2-1	T2	NC_003888.3	5648877	+	4mC	CCGG_4mC	35	91.43	32	3	0	0	28	0
2-1	T2	NC_003888.3	5649592	-	5mC	CCGG_pos_5mC	12	0.0	0	2	10	0	25	3
2-1	T2	NC_003888.3	5649592	-	4mC	CCGG_4mC	12	83.33	10	2	0	0	25	3
2-1	T2	NC_003888.3	5649596	-	6mA	6mA	36	41.67	15	21	0	0	3	1
2-1	T2	NC_003888.3	5650747	-	5mC	CCGG_pos_5mC	15	0.0	0	5	10	0	27	4
2-1	T2	NC_003888.3	5650747	-	4mC	CCGG_4mC	15	66.67	10	5	0	0	27	4
2-1	T2	NC_003888.3	5651165	-	5mC	CCGG_pos_5mC	19	0.0	0	4	15	0	25	0
2-1	T2	NC_003888.3	5651165	-	4mC	CCGG_4mC	19	78.95	15	4	0	0	25	0
2-1	T2	NC_003888.3	5652010	+	6mA	6mA	45	57.78	26	19	0	2	8	7
2-1	T2	NC_003888.3	5652733	-	5mC	CCGG_pos_5mC	17	0.0	0	1	16	1	34	1
2-1	T2	NC_003888.3	5652733	-	4mC	CCGG_4mC	17	94.12	16	1	0	1	34	1
2-1	T2	NC_003888.3	5652736	-	6mA	6mA	47	65.96	31	16	0	0	5	0
2-1	T2	NC_003888.3	5655636	-	5mC	CCGG_pos_5mC	28	0.0	0	3	25	0	28	0
2-1	T2	NC_003888.3	5655636	-	4mC	CCGG_4mC	28	89.29	25	3	0	0	28	0
