position	strand	timepoint	frequency	rel_pos_in_motif	motif_base	in_CCGG_C1	in_CCGG_C2	in_CCGG_other_C	orientation
6630911	-	T1	98.81	5	G	False	False	False	+
6631406	-	T1	94.32	5	G	False	False	False	+
6632138	-	T1	74.07	5	G	False	False	False	+
6635129	-	T1	96.02	5	G	False	False	False	+
6641886	+	T1	90.73	3	C	True	False	False	+
6662904	-	T1	96.45	5	G	False	False	False	+
6668266	+	T1	82.77	3	C	True	False	False	+
6671479	-	T1	82.83	5	G	False	False	False	+
6681685	-	T1	95.69	5	G	False	False	False	+
6697443	+	T1	85.42	3	C	True	False	False	+
6709357	+	T1	58.78	3	C	True	False	False	+
6711562	+	T1	60.2	3	C	True	False	False	+
6721869	+	T1	86.79	3	C	True	False	False	+
6733949	-	T1	93.6	5	G	False	False	False	+
6733964	-	T1	98.72	5	G	False	False	False	+
6742756	-	T1	86.71	5	G	False	False	False	+
6744548	-	T1	89.41	5	G	False	False	False	+
6744587	-	T1	100.0	5	G	False	False	False	+
6745205	+	T1	82.66	3	C	True	False	False	+
6746285	+	T1	86.73	3	C	True	False	False	+
6753262	-	T1	76.52	5	G	False	False	False	+
6753712	-	T1	91.01	5	G	False	False	False	+
6762214	+	T1	64.17	3	C	True	False	False	+
6772065	+	T1	81.67	3	C	True	False	False	+
6785565	+	T1	72.88	3	C	True	False	False	+
6785946	+	T1	94.13	3	C	True	False	False	+
6787550	+	T1	73.77	3	C	True	False	False	+
6789327	+	T1	87.54	3	C	True	False	False	+
6816125	+	T1	96.56	3	C	True	False	False	+
6818985	-	T1	87.57	5	G	False	False	False	+
6832902	-	T1	74.94	5	G	False	False	False	+
6832923	-	T1	97.92	5	G	False	False	False	+
6840447	+	T1	82.24	3	C	True	False	False	+
6841170	-	T1	81.33	5	G	False	False	False	+
6873051	-	T1	76.5	5	G	False	False	False	+
6873495	+	T1	100.0	3	C	True	False	False	+
6886810	-	T1	93.79	5	G	False	False	False	+
6899442	-	T1	93.8	5	G	False	False	False	+
6904461	+	T1	73.26	3	C	True	False	False	+
6910043	-	T1	93.64	5	G	False	False	False	+
6913459	+	T1	90.91	3	C	True	False	False	+
6919169	+	T1	92.46	3	C	True	False	False	+
6927603	+	T1	96.3	3	C	True	False	False	+
6930690	-	T1	90.87	5	G	False	False	False	+
6940097	+	T1	90.64	3	C	True	False	False	+
6957138	-	T1	92.27	5	G	False	False	False	+
6968874	-	T1	81.03	5	G	False	False	False	+
6990122	-	T1	81.76	5	G	False	False	False	+
7004904	+	T1	69.59	3	C	True	False	False	+
7011225	+	T1	86.82	3	C	True	False	False	+
7014680	-	T1	96.97	5	G	False	False	False	+
7024849	-	T1	90.2	5	G	False	False	False	+
7035262	-	T1	67.21	5	G	False	False	False	+
7036618	-	T1	84.02	5	G	False	False	False	+
7039604	-	T1	66.91	5	G	False	False	False	+
7043492	+	T1	94.44	3	C	True	False	False	+
7048730	-	T1	86.34	5	G	False	False	False	+
7061219	+	T1	92.56	3	C	True	False	False	+
7061637	+	T1	56.61	3	C	True	False	False	+
7064924	-	T1	87.84	5	G	False	False	False	+
7066430	+	T1	100.0	3	C	True	False	False	+
7085551	+	T1	94.44	3	C	True	False	False	+
7102150	-	T1	95.83	5	G	False	False	False	+
7109297	+	T1	97.92	3	C	True	False	False	+
7117204	+	T1	94.25	3	C	True	False	False	+
7117826	-	T1	100.0	5	G	False	False	False	+
7121969	+	T1	80.9	3	C	True	False	False	+
7140660	-	T1	77.13	5	G	False	False	False	+
7149016	-	T1	75.35	5	G	False	False	False	+
7174480	+	T1	100.0	3	C	True	False	False	+
7174582	+	T1	97.44	3	C	True	False	False	+
7174792	+	T1	100.0	3	C	True	False	False	+
7176637	+	T1	90.84	3	C	True	False	False	+
7195860	+	T1	85.16	3	C	True	False	False	+
7198374	-	T1	95.47	5	G	False	False	False	+
7200859	-	T1	80.36	5	G	False	False	False	+
7204493	-	T1	98.15	5	G	False	False	False	+
7210462	-	T1	96.25	5	G	False	False	False	+
7211994	-	T1	94.1	5	G	False	False	False	+
7234307	+	T1	96.3	3	C	True	False	False	+
7236450	+	T1	76.72	3	C	True	False	False	+
7238591	-	T1	87.95	5	G	False	False	False	+
7242404	+	T1	95.83	3	C	True	False	False	+
7248425	+	T1	96.25	3	C	True	False	False	+
7257899	-	T1	66.71	5	G	False	False	False	+
7266341	+	T1	83.65	3	C	True	False	False	+
7270262	+	T1	94.44	3	C	True	False	False	+
7271782	+	T1	83.64	3	C	True	False	False	+
7272696	+	T1	85.93	3	C	True	False	False	+
7286093	+	T1	57.64	3	C	True	False	False	+
7289324	-	T1	84.73	5	G	False	False	False	+
7308229	-	T1	95.24	5	G	False	False	False	+
7323537	+	T1	67.04	3	C	True	False	False	+
7330927	-	T1	96.63	5	G	False	False	False	+
7348859	+	T1	66.67	3	C	True	False	False	+
7356385	-	T1	91.85	5	G	False	False	False	+
7359957	+	T1	78.52	3	C	True	False	False	+
7365285	-	T1	90.47	5	G	False	False	False	+
7394962	+	T1	67.87	3	C	True	False	False	+
7396296	-	T1	97.92	5	G	False	False	False	+
7399919	-	T1	88.38	5	G	False	False	False	+
7405665	+	T1	64.46	3	C	True	False	False	+
7413539	+	T1	90.3	3	C	True	False	False	+
7420172	+	T1	88.38	3	C	True	False	False	+
7425874	+	T1	80.48	3	C	True	False	False	+
7430881	-	T1	84.09	5	G	False	False	False	+
7432977	+	T1	93.94	3	C	True	False	False	+
7437589	+	T1	91.85	3	C	True	False	False	+
7441094	-	T1	100.0	5	G	False	False	False	+
7454133	-	T1	86.67	5	G	False	False	False	+
7463794	-	T1	76.67	5	G	False	False	False	+
7484367	+	T1	86.3	3	C	True	False	False	+
7489948	+	T1	95.56	3	C	True	False	False	+
7497753	-	T1	97.78	5	G	False	False	False	+
7521098	+	T1	79.31	3	C	True	False	False	+
7537617	+	T1	97.62	3	C	True	False	False	+
7559931	+	T1	82.5	3	C	True	False	False	+
7565023	+	T1	81.51	3	C	True	False	False	+
7566272	+	T1	78.41	3	C	True	False	False	+
7573069	-	T1	94.34	5	G	False	False	False	+
7576488	-	T1	67.5	5	G	False	False	False	+
7585226	-	T1	91.63	5	G	False	False	False	+
7586358	-	T1	76.08	5	G	False	False	False	+
7586424	-	T1	96.97	5	G	False	False	False	+
7586609	+	T1	79.96	3	C	True	False	False	+
7593848	+	T1	94.41	3	C	True	False	False	+
7608702	-	T1	100.0	5	G	False	False	False	+
7622522	-	T1	76.11	5	G	False	False	False	+
7623826	-	T1	70.0	5	G	False	False	False	+
7627883	+	T1	93.27	3	C	True	False	False	+
7634732	+	T1	80.78	3	C	True	False	False	+
7645243	+	T1	92.49	3	C	True	False	False	+
7647609	+	T1	100.0	3	C	True	False	False	+
7656770	-	T1	95.56	5	G	False	False	False	+
7664369	+	T1	87.96	3	C	True	False	False	+
7671741	+	T1	96.3	3	C	True	False	False	+
7688006	-	T1	95.0	5	G	False	False	False	+
7757446	-	T1	83.63	5	G	False	False	False	+
7757969	-	T1	91.25	5	G	False	False	False	+
7770756	-	T1	84.03	5	G	False	False	False	+
7773144	-	T1	100.0	5	G	False	False	False	+
7777132	+	T1	90.49	3	C	True	False	False	+
7790557	-	T1	98.15	5	G	False	False	False	+
7816264	+	T1	74.53	3	C	True	False	False	+
7865009	+	T1	92.59	3	C	True	False	False	+
7874137	-	T1	93.61	5	G	False	False	False	+
7874630	-	T1	92.06	5	G	False	False	False	+
7880437	-	T1	85.4	5	G	False	False	False	+
7910904	+	T1	92.92	3	C	True	False	False	+
7931714	-	T1	90.58	5	G	False	False	False	+
7935499	-	T1	89.35	5	G	False	False	False	+
7966815	-	T1	98.61	5	G	False	False	False	+
7970794	-	T1	81.11	5	G	False	False	False	+
7980591	-	T1	93.12	5	G	False	False	False	+
7982612	+	T1	95.83	3	C	True	False	False	+
8005438	+	T1	100.0	3	C	True	False	False	+
8059748	+	T1	71.72	3	C	True	False	False	+
8123892	-	T1	72.01	5	G	False	False	False	+
8135264	-	T1	93.64	5	G	False	False	False	+
8171175	-	T1	88.33	5	G	False	False	False	+
8191210	-	T1	90.77	5	G	False	False	False	+
8203590	-	T1	94.1	5	G	False	False	False	+
8229706	-	T1	88.89	5	G	False	False	False	+
8284214	+	T1	78.24	3	C	True	False	False	+
8365342	-	T1	90.28	5	G	False	False	False	+
8387143	-	T1	80.6	5	G	False	False	False	+
8427620	+	T1	78.21	3	C	True	False	False	+
8434867	-	T1	94.44	5	G	False	False	False	+
8484451	-	T1	93.94	5	G	False	False	False	+
8492391	+	T1	90.41	3	C	True	False	False	+
8503014	+	T1	76.4	3	C	True	False	False	+
8512369	-	T1	100.0	5	G	False	False	False	+
8564813	-	T1	100.0	5	G	False	False	False	+
8645065	+	T1	100.0	3	C	True	False	False	+
8659069	+	T1	59.91	3	C	True	False	False	+
6872	+	T2	90.79	3	C	True	False	False	+
8437	-	T2	67.1	5	G	False	False	False	+
15442	-	T2	87.79	5	G	False	False	False	+
15890	+	T2	87.85	3	C	True	False	False	+
22976	+	T2	93.77	3	C	True	False	False	+
28089	+	T2	62.0	3	C	True	False	False	+
28196	+	T2	80.77	3	C	True	False	False	+
33484	+	T2	89.15	3	C	True	False	False	+
35451	+	T2	72.7	3	C	True	False	False	+
40677	+	T2	91.98	3	C	True	False	False	+
49273	+	T2	79.32	3	C	True	False	False	+
51465	-	T2	69.74	5	G	False	False	False	+
69018	-	T2	85.38	5	G	False	False	False	+
72667	+	T2	95.0	3	C	True	False	False	+
75626	+	T2	78.56	3	C	True	False	False	+
79564	-	T2	75.19	5	G	False	False	False	+
83403	+	T2	70.4	3	C	True	False	False	+
104202	+	T2	57.06	3	C	True	False	False	+
106962	-	T2	93.46	5	G	False	False	False	+
108751	-	T2	70.14	5	G	False	False	False	+
108921	+	T2	89.45	3	C	True	False	False	+
108947	+	T2	91.85	3	C	True	False	False	+
108948	-	T2	80.71	5	G	False	False	False	+
128592	-	T2	90.4	5	G	False	False	False	+
128807	-	T2	75.4	5	G	False	False	False	+
139785	+	T2	56.47	3	C	True	False	False	+
151355	-	T2	79.02	5	G	False	False	False	+
173563	+	T2	83.71	3	C	True	False	False	+
210962	-	T2	76.32	5	G	False	False	False	+
212900	+	T2	81.66	3	C	True	False	False	+
227095	-	T2	61.94	5	G	False	False	False	+
231677	+	T2	83.76	3	C	True	False	False	+
234720	-	T2	77.58	5	G	False	False	False	+
262658	+	T2	79.49	3	C	True	False	False	+
273922	+	T2	72.28	3	C	True	False	False	+
277593	+	T2	100.0	3	C	True	False	False	+
286084	+	T2	93.61	3	C	True	False	False	+
287572	-	T2	80.67	5	G	False	False	False	+
289130	-	T2	77.38	5	G	False	False	False	+
294436	+	T2	58.79	3	C	True	False	False	+
299409	-	T2	84.72	5	G	False	False	False	+
300957	-	T2	83.42	5	G	False	False	False	+
305746	+	T2	84.03	3	C	True	False	False	+
312437	-	T2	88.04	5	G	False	False	False	+
314629	-	T2	89.53	5	G	False	False	False	+
321268	-	T2	84.45	5	G	False	False	False	+
321759	+	T2	86.12	3	C	True	False	False	+
328301	+	T2	65.45	3	C	True	False	False	+
332394	-	T2	61.11	5	G	False	False	False	+
349736	-	T2	86.39	5	G	False	False	False	+
355753	+	T2	74.24	3	C	True	False	False	+
360828	-	T2	68.98	5	G	False	False	False	+
377174	-	T2	86.19	5	G	False	False	False	+
381290	-	T2	78.89	5	G	False	False	False	+
390061	-	T2	72.32	5	G	False	False	False	+
390757	-	T2	73.98	5	G	False	False	False	+
396741	+	T2	73.52	3	C	True	False	False	+
412104	-	T2	70.4	5	G	False	False	False	+
417535	+	T2	65.4	3	C	True	False	False	+
427244	+	T2	84.12	3	C	True	False	False	+
429502	+	T2	84.13	3	C	True	False	False	+
436315	-	T2	86.33	5	G	False	False	False	+
447951	+	T2	88.21	3	C	True	False	False	+
461750	+	T2	68.65	3	C	True	False	False	+
478236	+	T2	86.25	3	C	True	False	False	+
492730	+	T2	60.69	3	C	True	False	False	+
497269	-	T2	62.08	5	G	False	False	False	+
505710	-	T2	87.82	5	G	False	False	False	+
509204	+	T2	79.71	3	C	True	False	False	+
510774	-	T2	72.22	5	G	False	False	False	+
510955	-	T2	81.34	5	G	False	False	False	+
520063	+	T2	78.08	3	C	True	False	False	+
529741	-	T2	88.55	5	G	False	False	False	+
541459	-	T2	56.03	5	G	False	False	False	+
594827	+	T2	83.41	3	C	True	False	False	+
596992	-	T2	89.68	5	G	False	False	False	+
621757	-	T2	83.33	5	G	False	False	False	+
622545	+	T2	73.11	3	C	True	False	False	+
624994	+	T2	80.08	3	C	True	False	False	+
636420	-	T2	95.24	5	G	False	False	False	+
649057	+	T2	75.3	3	C	True	False	False	+
649459	+	T2	80.3	3	C	True	False	False	+
656160	-	T2	96.45	5	G	False	False	False	+
656945	-	T2	80.3	5	G	False	False	False	+
663152	+	T2	88.57	3	C	True	False	False	+
663176	+	T2	86.21	3	C	True	False	False	+
666721	-	T2	93.49	5	G	False	False	False	+
717307	+	T2	78.39	3	C	True	False	False	+
727872	+	T2	85.07	3	C	True	False	False	+
733497	+	T2	87.78	3	C	True	False	False	+
734618	-	T2	92.96	5	G	False	False	False	+
756023	-	T2	91.64	5	G	False	False	False	+
765329	-	T2	90.03	5	G	False	False	False	+
775898	-	T2	68.98	5	G	False	False	False	+
803302	+	T2	88.89	3	C	True	False	False	+
809552	+	T2	80.56	3	C	True	False	False	+
817784	-	T2	81.57	5	G	False	False	False	+
855580	+	T2	100.0	3	C	True	False	False	+
857506	-	T2	86.82	5	G	False	False	False	+
859487	+	T2	74.5	3	C	True	False	False	+
866800	-	T2	86.11	5	G	False	False	False	+
872799	+	T2	83.33	3	C	True	False	False	+
891511	+	T2	77.03	3	C	True	False	False	+
906210	+	T2	86.85	3	C	True	False	False	+
908334	-	T2	63.82	5	G	False	False	False	+
918784	+	T2	59.46	3	C	True	False	False	+
927025	+	T2	74.46	3	C	True	False	False	+
929544	+	T2	61.42	3	C	True	False	False	+
936561	+	T2	78.78	3	C	True	False	False	+
948183	+	T2	80.06	3	C	True	False	False	+
949316	-	T2	80.0	5	G	False	False	False	+
961706	+	T2	51.52	3	C	True	False	False	+
969195	+	T2	86.63	3	C	True	False	False	+
972325	+	T2	70.3	3	C	True	False	False	+
976907	+	T2	81.98	3	C	True	False	False	+
980964	-	T2	86.03	5	G	False	False	False	+
984131	+	T2	80.47	3	C	True	False	False	+
1006269	-	T2	90.25	5	G	False	False	False	+
1016863	-	T2	80.36	5	G	False	False	False	+
1028309	+	T2	50.0	3	C	True	False	False	+
1044603	-	T2	74.6	5	G	False	False	False	+
1073742	+	T2	76.65	3	C	True	False	False	+
1079782	-	T2	90.83	5	G	False	False	False	+
1095973	-	T2	76.52	5	G	False	False	False	+
1129961	-	T2	79.68	5	G	False	False	False	+
1137620	+	T2	85.56	3	C	True	False	False	+
1169451	+	T2	60.8	3	C	True	False	False	+
1169991	+	T2	83.2	3	C	True	False	False	+
1170864	+	T2	81.67	3	C	True	False	False	+
1181497	-	T2	90.91	5	G	False	False	False	+
1215955	+	T2	54.46	3	C	True	False	False	+
1216273	+	T2	71.43	3	C	True	False	False	+
1230820	-	T2	94.87	5	G	False	False	False	+
1264928	+	T2	76.67	3	C	True	False	False	+
1267177	+	T2	72.64	3	C	True	False	False	+
1278343	-	T2	86.33	5	G	False	False	False	+
1279236	-	T2	82.61	5	G	False	False	False	+
1281131	+	T2	81.11	3	C	True	False	False	+
1283778	+	T2	76.26	3	C	True	False	False	+
1293227	+	T2	100.0	3	C	True	False	False	+
1325706	+	T2	85.05	3	C	True	False	False	+
1340154	-	T2	52.71	5	G	False	False	False	+
1353577	-	T2	85.77	5	G	False	False	False	+
1356288	+	T2	82.6	3	C	True	False	False	+
1455817	-	T2	66.82	5	G	False	False	False	+
1475188	+	T2	75.99	3	C	True	False	False	+
1515390	+	T2	67.5	3	C	True	False	False	+
1598968	-	T2	73.15	5	G	False	False	False	+
1607202	+	T2	81.48	3	C	True	False	False	+
1671253	-	T2	80.59	5	G	False	False	False	+
1678297	+	T2	71.43	3	C	True	False	False	+
1725493	-	T2	51.39	5	G	False	False	False	+
1726607	+	T2	77.32	3	C	True	False	False	+
1739728	+	T2	94.19	3	C	True	False	False	+
1841396	-	T2	80.01	5	G	False	False	False	+
1861366	+	T2	88.18	3	C	True	False	False	+
1870562	-	T2	83.77	5	G	False	False	False	+
1885552	-	T2	88.5	5	G	False	False	False	+
1895100	-	T2	81.65	5	G	False	False	False	+
1895969	-	T2	51.52	5	G	False	False	False	+
1911586	-	T2	82.74	5	G	False	False	False	+
2064966	-	T2	59.32	5	G	False	False	False	+
2120336	-	T2	83.04	5	G	False	False	False	+
2210386	+	T2	79.44	3	C	True	False	False	+
2232835	-	T2	58.61	5	G	False	False	False	+
2345704	+	T2	82.5	3	C	True	False	False	+
2470828	-	T2	67.86	5	G	False	False	False	+
2657783	-	T2	98.55	5	G	False	False	False	+
2669754	-	T2	62.7	5	G	False	False	False	+
2746196	+	T2	86.97	3	C	True	False	False	+
2757679	+	T2	51.14	3	C	True	False	False	+
2834395	-	T2	53.33	5	G	False	False	False	+
2926349	-	T2	65.28	5	G	False	False	False	+
2997516	-	T2	52.41	5	G	False	False	False	+
4810459	+	T2	60.59	3	C	True	False	False	+
5144881	-	T2	58.31	5	G	False	False	False	+
5264100	+	T2	69.81	3	C	True	False	False	+
5616621	+	T2	59.61	3	C	True	False	False	+
5708318	-	T2	63.55	5	G	False	False	False	+
5839406	+	T2	54.27	3	C	True	False	False	+
5949624	+	T2	95.21	3	C	True	False	False	+
5985811	-	T2	88.53	5	G	False	False	False	+
6231819	-	T2	77.78	5	G	False	False	False	+
6280598	+	T2	64.29	3	C	True	False	False	+
6318436	-	T2	75.63	5	G	False	False	False	+
6342876	+	T2	54.4	3	C	True	False	False	+
6351819	+	T2	77.71	3	C	True	False	False	+
6367294	+	T2	61.41	3	C	True	False	False	+
6412023	-	T2	68.18	5	G	False	False	False	+
6601278	-	T2	90.61	5	G	False	False	False	+
6621915	+	T2	68.79	3	C	True	False	False	+
6647403	-	T2	77.12	5	G	False	False	False	+
6658503	-	T2	64.72	5	G	False	False	False	+
6667222	+	T2	93.33	3	C	True	False	False	+
6671542	+	T2	77.23	3	C	True	False	False	+
6690724	-	T2	55.32	5	G	False	False	False	+
6700304	-	T2	76.67	5	G	False	False	False	+
6704142	+	T2	69.55	3	C	True	False	False	+
6729794	-	T2	90.9	5	G	False	False	False	+
6774868	-	T2	87.33	5	G	False	False	False	+
6778258	-	T2	100.0	5	G	False	False	False	+
6781327	+	T2	71.11	3	C	True	False	False	+
6805448	+	T2	87.78	3	C	True	False	False	+
6835175	-	T2	75.29	5	G	False	False	False	+
6854894	-	T2	77.46	5	G	False	False	False	+
6855266	+	T2	79.82	3	C	True	False	False	+
6870740	-	T2	96.97	5	G	False	False	False	+
6879358	+	T2	77.08	3	C	True	False	False	+
6915212	-	T2	87.54	5	G	False	False	False	+
6934865	+	T2	70.74	3	C	True	False	False	+
6990121	+	T2	92.2	3	C	True	False	False	+
7025921	-	T2	82.72	5	G	False	False	False	+
7046215	+	T2	73.29	3	C	True	False	False	+
7086307	+	T2	82.5	3	C	True	False	False	+
7098627	+	T2	100.0	3	C	True	False	False	+
7098628	-	T2	71.67	5	G	False	False	False	+
7106904	-	T2	82.51	5	G	False	False	False	+
7110695	+	T2	62.74	3	C	True	False	False	+
7115741	-	T2	97.92	5	G	False	False	False	+
7155623	-	T2	73.13	5	G	False	False	False	+
7176454	+	T2	87.45	3	C	True	False	False	+
7192312	+	T2	73.92	3	C	True	False	False	+
7208261	+	T2	77.7	3	C	True	False	False	+
7217716	+	T2	96.39	3	C	True	False	False	+
7223494	+	T2	68.57	3	C	True	False	False	+
7224278	+	T2	89.6	3	C	True	False	False	+
7297596	-	T2	72.22	5	G	False	False	False	+
7317522	+	T2	81.47	3	C	True	False	False	+
7338091	-	T2	65.61	5	G	False	False	False	+
7341114	+	T2	84.45	3	C	True	False	False	+
7341715	+	T2	76.99	3	C	True	False	False	+
7350638	+	T2	84.07	3	C	True	False	False	+
7359958	-	T2	78.03	5	G	False	False	False	+
7379055	+	T2	81.43	3	C	True	False	False	+
7383457	+	T2	89.66	3	C	True	False	False	+
7387247	+	T2	72.66	3	C	True	False	False	+
7393413	-	T2	83.26	5	G	False	False	False	+
7401473	-	T2	90.42	5	G	False	False	False	+
7434482	+	T2	97.44	3	C	True	False	False	+
7444927	-	T2	75.36	5	G	False	False	False	+
7466223	-	T2	67.42	5	G	False	False	False	+
7468090	+	T2	92.46	3	C	True	False	False	+
7489567	+	T2	72.59	3	C	True	False	False	+
7490449	+	T2	79.51	3	C	True	False	False	+
7491875	+	T2	88.31	3	C	True	False	False	+
7494848	+	T2	91.84	3	C	True	False	False	+
7511383	+	T2	74.08	3	C	True	False	False	+
7533572	+	T2	62.36	3	C	True	False	False	+
7534535	+	T2	73.39	3	C	True	False	False	+
7541926	+	T2	68.4	3	C	True	False	False	+
7544620	+	T2	64.08	3	C	True	False	False	+
7557748	+	T2	93.27	3	C	True	False	False	+
7568784	+	T2	65.29	3	C	True	False	False	+
7571525	+	T2	56.67	3	C	True	False	False	+
7586326	+	T2	72.36	3	C	True	False	False	+
7596392	-	T2	84.26	5	G	False	False	False	+
7597304	+	T2	82.78	3	C	True	False	False	+
7599863	-	T2	77.46	5	G	False	False	False	+
7617176	+	T2	88.39	3	C	True	False	False	+
7621049	+	T2	71.17	3	C	True	False	False	+
7627119	-	T2	51.11	5	G	False	False	False	+
7631847	+	T2	75.79	3	C	True	False	False	+
7643643	+	T2	65.55	3	C	True	False	False	+
7657600	-	T2	91.84	5	G	False	False	False	+
7679572	-	T2	88.14	5	G	False	False	False	+
7680006	-	T2	85.35	5	G	False	False	False	+
7685547	-	T2	84.5	5	G	False	False	False	+
7686395	+	T2	51.28	3	C	True	False	False	+
7707551	-	T2	89.58	5	G	False	False	False	+
7732934	-	T2	77.09	5	G	False	False	False	+
7747450	+	T2	75.95	3	C	True	False	False	+
7755274	+	T2	73.58	3	C	True	False	False	+
7772223	+	T2	84.58	3	C	True	False	False	+
7796396	-	T2	60.78	5	G	False	False	False	+
7805185	+	T2	65.93	3	C	True	False	False	+
7817424	+	T2	88.64	3	C	True	False	False	+
7820127	+	T2	79.18	3	C	True	False	False	+
7834762	+	T2	62.29	3	C	True	False	False	+
7848260	+	T2	78.52	3	C	True	False	False	+
7864791	-	T2	76.95	5	G	False	False	False	+
7867246	-	T2	94.15	5	G	False	False	False	+
7867425	+	T2	86.67	3	C	True	False	False	+
7870160	+	T2	96.08	3	C	True	False	False	+
7871053	+	T2	79.1	3	C	True	False	False	+
7884104	+	T2	60.54	3	C	True	False	False	+
7894997	+	T2	93.52	3	C	True	False	False	+
7911893	+	T2	59.52	3	C	True	False	False	+
7913150	+	T2	91.45	3	C	True	False	False	+
7916083	-	T2	87.92	5	G	False	False	False	+
7919558	+	T2	90.95	3	C	True	False	False	+
7927337	-	T2	88.18	5	G	False	False	False	+
7932217	-	T2	67.21	5	G	False	False	False	+
7933804	-	T2	85.24	5	G	False	False	False	+
7936411	+	T2	78.0	3	C	True	False	False	+
7937217	-	T2	71.69	5	G	False	False	False	+
7958083	-	T2	81.65	5	G	False	False	False	+
7963617	+	T2	78.87	3	C	True	False	False	+
7963618	-	T2	85.21	5	G	False	False	False	+
7970793	+	T2	89.19	3	C	True	False	False	+
7981996	+	T2	56.48	3	C	True	False	False	+
7984546	+	T2	88.53	3	C	True	False	False	+
7998750	+	T2	54.76	3	C	True	False	False	+
8001560	-	T2	87.76	5	G	False	False	False	+
8002518	+	T2	93.93	3	C	True	False	False	+
8028031	+	T2	85.98	3	C	True	False	False	+
8032874	-	T2	89.05	5	G	False	False	False	+
8038511	+	T2	91.98	3	C	True	False	False	+
8038519	+	T2	64.72	11	?	False	False	False	+
8046592	+	T2	75.95	3	C	True	False	False	+
8050456	+	T2	70.04	3	C	True	False	False	+
8059932	-	T2	86.94	5	G	False	False	False	+
8062181	+	T2	92.31	3	C	True	False	False	+
8087241	+	T2	78.21	3	C	True	False	False	+
8096657	-	T2	75.56	5	G	False	False	False	+
8099175	-	T2	81.44	5	G	False	False	False	+
8099937	+	T2	81.42	3	C	True	False	False	+
8102014	-	T2	81.41	5	G	False	False	False	+
8102071	-	T2	95.56	5	G	False	False	False	+
8106002	-	T2	92.5	5	G	False	False	False	+
8108546	+	T2	93.94	3	C	True	False	False	+
8116601	+	T2	86.9	3	C	True	False	False	+
8117108	+	T2	100.0	3	C	True	False	False	+
8117823	-	T2	63.87	5	G	False	False	False	+
8120212	-	T2	76.39	5	G	False	False	False	+
8121668	+	T2	85.96	3	C	True	False	False	+
8138693	-	T2	75.2	5	G	False	False	False	+
8151533	+	T2	65.01	3	C	True	False	False	+
8158805	-	T2	80.68	5	G	False	False	False	+
8172715	-	T2	78.05	5	G	False	False	False	+
8174297	-	T2	84.92	5	G	False	False	False	+
8185664	-	T2	78.34	5	G	False	False	False	+
8188747	-	T2	76.56	5	G	False	False	False	+
8190733	+	T2	92.69	3	C	True	False	False	+
8200570	+	T2	84.9	3	C	True	False	False	+
8202516	-	T2	74.24	5	G	False	False	False	+
8210965	-	T2	79.54	5	G	False	False	False	+
8211625	-	T2	79.93	5	G	False	False	False	+
8211907	-	T2	55.56	5	G	False	False	False	+
8213114	+	T2	66.92	3	C	True	False	False	+
8234143	-	T2	82.76	5	G	False	False	False	+
8274449	-	T2	82.13	5	G	False	False	False	+
8274954	-	T2	77.52	5	G	False	False	False	+
8280656	-	T2	100.0	5	G	False	False	False	+
8280962	-	T2	82.78	5	G	False	False	False	+
8297569	-	T2	77.58	5	G	False	False	False	+
8301667	+	T2	90.2	3	C	True	False	False	+
8303170	-	T2	80.28	5	G	False	False	False	+
8309844	-	T2	85.98	5	G	False	False	False	+
8315559	-	T2	84.24	5	G	False	False	False	+
8319757	+	T2	78.53	3	C	True	False	False	+
8325851	-	T2	72.11	5	G	False	False	False	+
8333356	+	T2	89.79	3	C	True	False	False	+
8333440	+	T2	86.75	3	C	True	False	False	+
8341484	-	T2	71.39	5	G	False	False	False	+
8366361	+	T2	86.51	3	C	True	False	False	+
8370817	+	T2	69.94	3	C	True	False	False	+
8374446	+	T2	78.09	3	C	True	False	False	+
8378650	+	T2	95.0	3	C	True	False	False	+
8392453	-	T2	72.9	5	G	False	False	False	+
8400484	-	T2	82.97	5	G	False	False	False	+
8403811	+	T2	75.4	3	C	True	False	False	+
8422862	-	T2	83.75	5	G	False	False	False	+
8428806	-	T2	87.96	5	G	False	False	False	+
8428846	-	T2	79.18	5	G	False	False	False	+
8433343	-	T2	56.57	5	G	False	False	False	+
8436223	-	T2	84.01	5	G	False	False	False	+
8437671	-	T2	80.81	5	G	False	False	False	+
8441296	-	T2	97.92	5	G	False	False	False	+
8453768	-	T2	59.22	5	G	False	False	False	+
8454600	+	T2	68.08	3	C	True	False	False	+
8466720	-	T2	82.96	5	G	False	False	False	+
8478716	+	T2	62.53	3	C	True	False	False	+
8486834	-	T2	82.13	5	G	False	False	False	+
8496549	+	T2	83.33	3	C	True	False	False	+
8496550	-	T2	86.01	5	G	False	False	False	+
8497188	+	T2	69.29	3	C	True	False	False	+
8500671	+	T2	87.6	3	C	True	False	False	+
8510055	+	T2	94.44	3	C	True	False	False	+
8519410	-	T2	59.88	5	G	False	False	False	+
8524106	+	T2	92.86	3	C	True	False	False	+
8533435	-	T2	89.63	5	G	False	False	False	+
8533636	-	T2	83.72	5	G	False	False	False	+
8533672	+	T2	73.74	3	C	True	False	False	+
8534106	-	T2	86.1	5	G	False	False	False	+
8546821	+	T2	76.11	3	C	True	False	False	+
8547129	+	T2	91.52	3	C	True	False	False	+
8550636	+	T2	94.17	3	C	True	False	False	+
