SARP_gene_id	SARP_old_locus_tag	SARP_label	gene_id	old_locus_tag	gene_name	product	bgc_name	target_type	pwm_used	hit_count	best_score	best_pvalue	best_qvalue	comment
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18170	SCO3211	trpC	indole-3-glycerol phosphate synthase TrpC	cda	BGC_gene	SARP_heptamer_relaxed	5	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18185	SCO3214	NA	anthranilate synthase component I family protein	cda	BGC_gene	SARP_heptamer_relaxed	8	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18215	SCO3220	NA	hypothetical protein	cda	BGC_gene	SARP_heptamer_relaxed	3	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18245	SCO3226	absA2	two component system response regulator	cda	BGC_gene	SARP_heptamer_relaxed	14	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18260	SCO3229	hppD	4-hydroxyphenylpyruvate dioxygenase	cda	BGC_gene	SARP_heptamer_relaxed	6	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18295	SCO3236	asnO	L-asparagine oxygenase	cda	BGC_gene	SARP_heptamer_relaxed	8	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18335	SCO3244	NA	hypothetical protein	cda	BGC_gene	SARP_heptamer_relaxed	6	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18340	SCO3245	NA	FAD-dependent monooxygenase	cda	BGC_gene	SARP_heptamer_relaxed	6	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18350	SCO3247	NA	acyl-CoA dehydrogenase family protein	cda	BGC_gene	SARP_heptamer_relaxed	9	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27550	SCO5078	NA	DUF6081 family protein	act	BGC_gene	SARP_heptamer_relaxed	6	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27555	SCO5079	NA	NmrA/HSCARG family protein	act	BGC_gene	SARP_heptamer_relaxed	9	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27565	SCO5081	NA	antibiotic biosynthesis monooxygenase	act	BGC_gene	SARP_heptamer_relaxed	4	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27570	SCO5082	actII-orf4	TetR family transcriptional regulator ActII	act	BGC_gene	SARP_heptamer_relaxed	10	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27610	SCO5090	NA	aromatase/cyclase	act	BGC_gene	SARP_heptamer_relaxed	4	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31645	SCO5880	NA	RedY protein	red	BGC_gene	SARP_heptamer_relaxed	6	7.05802	2.32e-4	0.0435	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31650	SCO5881	redZ	response regulator transcription factor	red	BGC_gene	SARP_heptamer_relaxed	7	7.05802	2.32e-4	0.0435	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31665	SCO5884	NA	DUF6206 family protein	red	BGC_gene	SARP_heptamer_relaxed	7	7.05802	2.32e-4	0.0435	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31700	SCO5891	redM	L-proline--[L-prolyl-carrier protein] ligase RedM	red	BGC_gene	SARP_heptamer_relaxed	11	7.05802	2.32e-4	0.0435	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31710	SCO5893	NA	NAD-dependent epimerase/dehydratase family protein	red	BGC_gene	SARP_heptamer_relaxed	9	7.05802	2.32e-4	0.0435	Heptamer match; assigned to redD (red CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33640	SCO6278	NA	MFS transporter	cpk	BGC_gene	SARP_heptamer_relaxed	3	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33675	SCO6285	NA	hypothetical protein	cpk	BGC_gene	SARP_heptamer_relaxed	10	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33685	SCO6287	NA	thioesterase II family protein	cpk	BGC_gene	SARP_heptamer_relaxed	2	7.05802	2.32e-4	0.0435	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SARP_family	NA	SARP heptamer (any)	SC_RS26000	SCO4768	NA	response regulator transcription factor	NA	TF_candidate	SARP_heptamer_relaxed	4	7.05802	2.32e-4	0.0468	SARP_heptamer_relaxed motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS27570	SCO5082	NA	TetR family transcriptional regulator ActII	NA	TF_candidate	SARP_heptamer_relaxed	9	7.05802	2.32e-4	0.0468	SARP_heptamer_relaxed motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS31650	SCO5881	NA	response regulator transcription factor	NA	TF_candidate	SARP_heptamer_relaxed	7	7.05802	2.32e-4	0.0468	SARP_heptamer_relaxed motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS06435	SCO0898	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_relaxed	10	7.05802	2.32e-4	0.0489	SARP_heptamer_relaxed motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS27570	SCO5082	NA	TetR family transcriptional regulator ActII	NA	SARP_autoregulation	SARP_heptamer_relaxed	9	7.05802	2.32e-4	0.0489	SARP_heptamer_relaxed motif in SARP gene promoter (auto/cross-reg)
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18220	SCO3221	NA	prephenate dehydrogenase	cda	BGC_gene_cross	ActII_ORF4	2	8.52133	2.35e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27530	SCO5074	NA	hypothetical protein	act	BGC_gene	ActII_ORF4	3	8.38863	2.65e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18215	SCO3220	NA	hypothetical protein	cda	BGC_gene_cross	ActII_ORF4	1	8.38863	2.65e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18245	SCO3226	absA2	two component system response regulator	cda	BGC_gene_cross	ActII_ORF4	1	8.38863	2.65e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31655	SCO5882	NA	nitroreductase family protein	red	BGC_gene	SARP_heptamer_strict	1	9.15196	2.76e-4	0.0703	Heptamer match; assigned to redD (red CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18255	SCO3228	NA	alpha-hydroxy acid oxidase	cda	BGC_gene	SARP_heptamer_relaxed	4	7.04778	2.76e-4	0.0489	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33650	SCO6280	NA	AfsR/SARP family transcriptional regulator	cpk	BGC_gene	SARP_heptamer_relaxed	2	7.04778	2.76e-4	0.0489	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18250	SCO3227	NA	aminotransferase-like domain-containing protein	cda	BGC_gene_cross	ActII_ORF4	3	8.32701	3.05e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18355	SCO3248	NA	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	cda	BGC_gene_cross	ActII_ORF4	2	8.32701	3.05e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18360	SCO3249	NA	acyl carrier protein	cda	BGC_gene_cross	ActII_ORF4	1	8.32701	3.05e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33665	SCO6283	NA	NAD(P)H-binding protein	cpk	BGC_gene_cross	ActII_ORF4	3	8.23223	3.14e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18255	SCO3228	NA	alpha-hydroxy acid oxidase	cda	BGC_gene	SARP_heptamer_strict	1	9.04412	3.2e-4	0.0772	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33650	SCO6280	NA	AfsR/SARP family transcriptional regulator	cpk	BGC_gene	SARP_heptamer_strict	1	9.04412	3.2e-4	0.0772	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27570	SCO5082	actII-orf4	TetR family transcriptional regulator ActII	act	BGC_gene	ActII_ORF4	2	8.19905	3.22e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27610	SCO5090	NA	aromatase/cyclase	act	BGC_gene	ActII_ORF4	5	8.19905	3.22e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18185	SCO3214	NA	anthranilate synthase component I family protein	cda	BGC_gene_cross	ActII_ORF4	5	8.19905	3.22e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18210	SCO3219	NA	alpha/beta hydrolase family protein	cda	BGC_gene_cross	ActII_ORF4	4	8.19905	3.22e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18230	SCO3223	NA	ABC transporter permease subunit	cda	BGC_gene_cross	ActII_ORF4	1	8.19905	3.22e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31715	SCO5894	NA	thioesterase II family protein	red	BGC_gene_cross	ActII_ORF4	4	8.19905	3.22e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33635	SCO6277	NA	alpha/beta fold hydrolase	cpk	BGC_gene_cross	ActII_ORF4	4	8.19905	3.22e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4	SC_RS27570	SCO5082	NA	TetR family transcriptional regulator ActII	NA	TF_candidate	ActII_ORF4	2	8.19905	3.22e-4	0.192	ActII_ORF4 motif in TF candidate promoter
SC_RS27570	SCO5082	actII-orf4	SC_RS27570	SCO5082	NA	TetR family transcriptional regulator ActII	NA	SARP_autoregulation	ActII_ORF4	2	8.19905	3.22e-4	0.384	ActII_ORF4 motif in SARP gene promoter (auto/cross-reg)
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27565	SCO5081	NA	antibiotic biosynthesis monooxygenase	act	BGC_gene	ActII_ORF4	4	8.19431	3.26e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18295	SCO3236	asnO	L-asparagine oxygenase	cda	BGC_gene_cross	ActII_ORF4	2	8.19431	3.26e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31725	SCO5896	NA	PEP/pyruvate-binding domain-containing protein	red	BGC_gene_cross	ActII_ORF4	7	8.19431	3.26e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4	SC_RS36895	SCO6937	NA	LuxR C-terminal-related transcriptional regulator	NA	TF_candidate	ActII_ORF4	2	8.19431	3.26e-4	0.192	ActII_ORF4 motif in TF candidate promoter
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31665	SCO5884	NA	DUF6206 family protein	red	BGC_gene_cross	ActII_ORF4	4	8.16114	3.42e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18190	SCO3215	NA	class I SAM-dependent methyltransferase	cda	BGC_gene	SARP_heptamer_strict	2	8.95098	3.64e-4	0.0849	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31655	SCO5882	NA	nitroreductase family protein	red	BGC_gene	SARP_heptamer_relaxed	5	6.77474	3.64e-4	0.0559	Heptamer match; assigned to redD (red CSR)
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27545	SCO5077	NA	PPOX class F420-dependent oxidoreductase	act	BGC_gene	ActII_ORF4	3	8.09953	3.74e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27580	SCO5084	NA	MMPL family transporter	act	BGC_gene	ActII_ORF4	4	8.09953	3.74e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33675	SCO6285	NA	hypothetical protein	cpk	BGC_gene_cross	ActII_ORF4	3	8.09953	3.74e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27615	SCO5091	NA	MBL fold metallo-hydrolase	act	BGC_gene	ActII_ORF4	3	7.99052	3.86e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18255	SCO3228	NA	alpha-hydroxy acid oxidase	cda	BGC_gene_cross	ActII_ORF4	3	7.99052	3.86e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31635	SCO5878	NA	beta-ketoacyl [acyl carrier protein] synthase domain-containing protein	red	BGC_gene_cross	ActII_ORF4	3	7.99052	3.86e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31705	SCO5892	NA	type I polyketide synthase	red	BGC_gene_cross	ActII_ORF4	2	7.99052	3.86e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33645	SCO6279	NA	aspartate aminotransferase family protein	cpk	BGC_gene_cross	ActII_ORF4	1	7.99052	3.86e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33660	SCO6282	cpkO	SDR family oxidoreductase	cpk	BGC_gene_cross	ActII_ORF4	2	7.99052	3.86e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18270	SCO3231	NA	non-ribosomal peptide synthetase	cda	BGC_gene_cross	ActII_ORF4	3	7.9763	3.92e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27520	SCO5072	NA	3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein	act	BGC_gene	ActII_ORF4	5	7.97156	4.11e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4	SC_RS29775	SCO5518	NA	PucR family transcriptional regulator	NA	TF_candidate	ActII_ORF4	5	7.97156	4.11e-4	0.192	ActII_ORF4 motif in TF candidate promoter
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18310	SCO3239	NA	TatD family hydrolase	cda	BGC_gene_cross	ActII_ORF4	1	7.87204	4.55e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18350	SCO3247	NA	acyl-CoA dehydrogenase family protein	cda	BGC_gene_cross	ActII_ORF4	4	7.87204	4.55e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31630	SCO5877	redD	AfsR/SARP family transcriptional regulator	red	BGC_gene_cross	ActII_ORF4	2	7.87204	4.55e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31640	SCO5879	redW	L-prolyl-[peptidyl-carrier protein] dehydrogenase	red	BGC_gene_cross	ActII_ORF4	3	7.87204	4.55e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4	SC_RS22750	SCO4116	NA	BTAD domain-containing putative transcriptional regulator	NA	SARP_autoregulation	ActII_ORF4	1	7.87204	4.55e-4	0.384	ActII_ORF4 motif in SARP gene promoter (auto/cross-reg)
SC_RS27570	SCO5082	actII-orf4	SC_RS31630	SCO5877	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	ActII_ORF4	2	7.87204	4.55e-4	0.384	ActII_ORF4 motif in SARP gene promoter (auto/cross-reg)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18235	SCO3224	NA	ABC transporter ATP-binding protein	cda	BGC_gene	SARP_heptamer_relaxed	8	6.51195	4.95e-4	0.0559	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18315	SCO3240	NA	EboA domain-containing protein	cda	BGC_gene_cross	ActII_ORF4	5	7.76303	5.01e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18240	SCO3225	absA1	sensor histidine kinase	cda	BGC_gene_cross	ActII_ORF4	1	7.74408	5.18e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18285	SCO3234	hasP	3-hydroxyasparagine phosphotransferase	cda	BGC_gene	SARP_heptamer_relaxed	4	6.43686	5.25e-4	0.0559	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18290	SCO3235	NA	ABC transporter ATP-binding protein	cda	BGC_gene	SARP_heptamer_relaxed	6	6.43686	5.25e-4	0.0559	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27590	SCO5086	NA	3-oxoacyl-ACP reductase	act	BGC_gene	SARP_heptamer_relaxed	4	6.43686	5.25e-4	0.0559	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31670	SCO5885	NA	DUF6041 domain-containing protein	red	BGC_gene	SARP_heptamer_relaxed	5	6.43686	5.25e-4	0.0559	Heptamer match; assigned to redD (red CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18235	SCO3224	NA	ABC transporter ATP-binding protein	cda	BGC_gene	SARP_heptamer_strict	2	7.90196	5.49e-4	0.113	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31700	SCO5891	redM	L-proline--[L-prolyl-carrier protein] ligase RedM	red	BGC_gene_cross	ActII_ORF4	3	7.65403	5.53e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27605	SCO5089	NA	acyl carrier protein	act	BGC_gene	ActII_ORF4	8	7.61137	5.76e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31695	SCO5890	NA	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	red	BGC_gene_cross	ActII_ORF4	2	7.61137	5.76e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18230	SCO3223	NA	ABC transporter permease subunit	cda	BGC_gene	SARP_heptamer_strict	1	7.81863	6.02e-4	0.123	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18175	SCO3212	trpD	anthranilate phosphoribosyltransferase	cda	BGC_gene_cross	ActII_ORF4	3	7.53081	6.08e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18225	SCO3222	NA	phospholipase	cda	BGC_gene_cross	ActII_ORF4	1	7.53081	6.08e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18275	SCO3232	NA	amino acid adenylation domain-containing protein	cda	BGC_gene_cross	ActII_ORF4	1	7.53081	6.08e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18345	SCO3246	NA	beta-ketoacyl-ACP synthase III	cda	BGC_gene_cross	ActII_ORF4	3	7.53081	6.08e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31720	SCO5895	NA	SAM-dependent methyltransferase	red	BGC_gene_cross	ActII_ORF4	2	7.53081	6.08e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4	SC_RS37190	SCO6993	NA	LuxR family transcriptional regulator AbsR2	NA	TF_candidate	ActII_ORF4	2	7.53081	6.08e-4	0.192	ActII_ORF4 motif in TF candidate promoter
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18200	SCO3217	NA	AfsR/SARP family transcriptional regulator	cda	BGC_gene_cross	ActII_ORF4	2	7.49763	6.26e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4	SC_RS18200	SCO3217	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	ActII_ORF4	2	7.49763	6.26e-4	0.385	ActII_ORF4 motif in SARP gene promoter (auto/cross-reg)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18230	SCO3223	NA	ABC transporter permease subunit	cda	BGC_gene	SARP_heptamer_relaxed	1	6.33447	6.51e-4	0.0559	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27600	SCO5088	NA	ketosynthase chain-length factor	act	BGC_gene	SARP_heptamer_relaxed	1	6.33447	6.51e-4	0.0559	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31695	SCO5890	NA	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	red	BGC_gene	SARP_heptamer_relaxed	1	6.33447	6.51e-4	0.0559	Heptamer match; assigned to redD (red CSR)
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33615	SCO6273	NA	thioester reductase domain-containing protein	cpk	BGC_gene_cross	ActII_ORF4	3	7.43128	6.54e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27600	SCO5088	NA	ketosynthase chain-length factor	act	BGC_gene	ActII_ORF4	4	7.38863	6.93e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18190	SCO3215	NA	class I SAM-dependent methyltransferase	cda	BGC_gene_cross	ActII_ORF4	1	7.36493	7.15e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33650	SCO6280	NA	AfsR/SARP family transcriptional regulator	cpk	BGC_gene_cross	ActII_ORF4	2	7.33649	7.31e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31735	SCO5898	NA	DUF1295 domain-containing protein	red	BGC_gene_cross	ActII_ORF4	1	7.30806	7.56e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33670	SCO6284	NA	acyl-CoA carboxylase subunit beta	cpk	BGC_gene_cross	ActII_ORF4	4	7.30806	7.56e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18205	SCO3218	NA	MbtH family protein	cda	BGC_gene_cross	ActII_ORF4	2	7.30332	7.79e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18285	SCO3234	hasP	3-hydroxyasparagine phosphotransferase	cda	BGC_gene_cross	ActII_ORF4	1	7.30332	7.79e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4	SC_RS21215	SCO3818	NA	response regulator	NA	TF_candidate	ActII_ORF4	2	7.30332	7.79e-4	0.209	ActII_ORF4 motif in TF candidate promoter
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31645	SCO5880	NA	RedY protein	red	BGC_gene_cross	ActII_ORF4	1	7.20853	8.18e-4	0.179	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33680	SCO6286	scbR2	ScbR family autoregulator-binding transcription factor	cpk	BGC_gene_cross	ActII_ORF4	3	7.20853	8.18e-4	0.179	ActII-ORF4-like motif in non-act BGC
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18360	SCO3249	NA	acyl carrier protein	cda	BGC_gene	SARP_heptamer_relaxed	1	6.0273	8.7e-4	0.0559	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27575	SCO5083	NA	MFS transporter	act	BGC_gene	SARP_heptamer_relaxed	2	6.0273	8.7e-4	0.0559	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27570	SCO5082	actII-orf4	SC_RS26000	SCO4768	NA	response regulator transcription factor	NA	TF_candidate	ActII_ORF4	1	7.09953	9.18e-4	0.214	ActII_ORF4 motif in TF candidate promoter
