chrom	position	strand	T1_freq	T2_freq	T3_freq	delta	category	pattern	region
NC_003888.3	7198374	-	95.47	91.81	90.24	5.230000000000004	dynamic	Monotone decrease	arm
NC_003888.3	6280046	+	68.3	63.09	65.21	5.209999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	5210454	-	90.08	84.87	90.0	5.209999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	5766822	-	87.99	91.1	93.18	5.190000000000012	dynamic	Monotone increase	core
NC_003888.3	6904461	+	73.26	75.63	78.45	5.189999999999998	dynamic	Monotone increase	core
NC_003888.3	6015609	-	91.86	96.96	97.03	5.170000000000002	dynamic	Monotone increase	core
NC_003888.3	5411479	+	83.8	78.63	82.97	5.170000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	1729534	-	92.96	89.84	95.0	5.159999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	1468250	-	81.3	82.48	77.35	5.13000000000001	dynamic	Peak (T2 max)	arm
NC_003888.3	7688006	-	95.0	94.87	100.0	5.1299999999999955	dynamic	Valley (T2 min)	arm
NC_003888.3	3233570	-	89.8	88.38	93.49	5.109999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	4729648	+	87.32	82.21	85.68	5.109999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	5421522	+	91.87	91.11	86.78	5.090000000000003	dynamic	Monotone decrease	core
NC_003888.3	6662904	-	96.45	96.67	91.58	5.090000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	5708906	-	97.56	92.48	93.64	5.079999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	6753712	-	91.01	96.08	93.07	5.069999999999993	dynamic	Peak (T2 max)	core
NC_003888.3	5929295	+	93.86	93.49	98.55	5.060000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	2307759	-	88.41	93.45	88.81	5.040000000000006	dynamic	Peak (T2 max)	core
NC_003888.3	203228	-	96.97	91.95	94.58	5.019999999999996	dynamic	Valley (T2 min)	arm
NC_003888.3	1456612	-	87.71	88.33	83.33	5.0	dynamic	Peak (T2 max)	arm
NC_003888.3	4449475	+	88.01	83.01	86.07	5.0	dynamic	Valley (T2 min)	core
NC_003888.3	7365285	-	90.47	95.47	93.27	5.0	dynamic	Peak (T2 max)	arm
NC_003888.3	2039688	-	95.81	92.45	97.44	4.989999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	5951205	+	98.55	98.55	93.57	4.980000000000004	dynamic	Other	core
NC_003888.3	3639865	+	74.52	72.88	69.54	4.97999999999999	dynamic	Monotone decrease	core
NC_003888.3	3696485	+	83.12	84.03	88.08	4.959999999999994	dynamic	Monotone increase	core
NC_003888.3	4494506	+	85.75	80.79	82.78	4.959999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	2919098	-	79.78	79.17	84.12	4.950000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	6089200	+	95.56	94.71	90.61	4.950000000000003	dynamic	Monotone decrease	core
NC_003888.3	7874137	-	93.61	97.78	98.55	4.939999999999998	dynamic	Monotone increase	arm
NC_003888.3	4209237	+	91.78	95.0	96.67	4.890000000000001	dynamic	Monotone increase	core
NC_003888.3	4630506	-	93.02	92.06	88.14	4.8799999999999955	dynamic	Monotone decrease	core
NC_003888.3	1593629	+	70.72	70.8	75.56	4.840000000000003	dynamic	Monotone increase	core
NC_003888.3	3141094	+	89.29	91.48	86.64	4.840000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	4527258	-	85.28	84.85	89.69	4.840000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	3305529	-	60.88	57.38	62.22	4.839999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	3417037	-	88.96	86.56	84.13	4.829999999999998	dynamic	Monotone decrease	core
NC_003888.3	5713734	+	81.3	81.48	86.11	4.810000000000002	dynamic	Monotone increase	core
NC_003888.3	7497753	-	97.78	94.97	93.01	4.769999999999996	dynamic	Monotone decrease	arm
NC_003888.3	5924583	+	86.6	87.95	83.18	4.769999999999996	dynamic	Peak (T2 max)	core
NC_003888.3	476881	-	97.78	95.0	93.04	4.739999999999995	dynamic	Monotone decrease	arm
NC_003888.3	3658730	-	95.57	98.04	93.32	4.720000000000013	dynamic	Peak (T2 max)	core
NC_003888.3	2547347	+	81.57	79.05	83.76	4.710000000000008	dynamic	Valley (T2 min)	core
NC_003888.3	8645065	+	100.0	95.29	99.07	4.709999999999994	dynamic	Valley (T2 min)	arm
NC_003888.3	4700315	-	82.49	79.06	77.81	4.679999999999993	dynamic	Monotone decrease	core
NC_003888.3	2274821	+	89.91	92.07	94.58	4.670000000000002	dynamic	Monotone increase	core
NC_003888.3	3716228	+	94.31	90.2	94.84	4.640000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	2270080	+	86.62	86.5	81.99	4.63000000000001	dynamic	Monotone decrease	core
NC_003888.3	4770929	-	91.2	93.27	95.83	4.6299999999999955	dynamic	Monotone increase	core
NC_003888.3	6017039	-	80.28	84.9	83.52	4.6200000000000045	dynamic	Peak (T2 max)	core
NC_003888.3	3223037	+	92.78	89.84	88.22	4.560000000000002	dynamic	Monotone decrease	core
NC_003888.3	2884771	+	87.66	92.2	88.67	4.540000000000006	dynamic	Peak (T2 max)	core
NC_003888.3	3764466	-	84.63	89.13	84.72	4.5	dynamic	Peak (T2 max)	core
NC_003888.3	5261558	+	99.05	94.59	97.92	4.459999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	6222485	+	94.37	98.81	96.67	4.439999999999998	dynamic	Peak (T2 max)	core
NC_003888.3	5359887	-	90.72	89.33	93.75	4.420000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	3892534	-	91.53	88.37	92.78	4.409999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	6242795	+	90.96	95.14	95.35	4.390000000000001	dynamic	Monotone increase	core
NC_003888.3	5959763	+	94.95	90.57	94.91	4.38000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	3960646	-	92.59	88.74	93.11	4.3700000000000045	dynamic	Valley (T2 min)	core
NC_003888.3	3932448	-	84.45	88.82	86.55	4.36999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	5466073	-	63.81	59.47	60.56	4.340000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	7394962	+	67.87	71.06	66.73	4.329999999999998	dynamic	Peak (T2 max)	arm
NC_003888.3	6940097	+	90.64	86.33	87.89	4.310000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	3769553	+	82.04	77.73	79.0	4.310000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	2150144	+	85.22	85.4	89.52	4.299999999999997	dynamic	Monotone increase	core
NC_003888.3	2494983	+	93.01	91.54	95.83	4.289999999999992	dynamic	Valley (T2 min)	core
NC_003888.3	3050855	-	72.31	76.59	73.43	4.280000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	4258398	-	54.47	50.27	54.51	4.239999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	5825528	-	91.11	86.9	91.14	4.239999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	976908	-	94.44	98.33	94.1	4.230000000000004	dynamic	Peak (T2 max)	arm
NC_003888.3	2222677	+	92.95	88.72	89.23	4.230000000000004	dynamic	Valley (T2 min)	core
NC_003888.3	1713976	+	97.62	93.4	94.12	4.219999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	717308	-	86.12	82.1	86.32	4.219999999999999	dynamic	Valley (T2 min)	arm
NC_003888.3	7024849	-	90.2	89.29	85.99	4.210000000000008	dynamic	Monotone decrease	core
NC_003888.3	7014680	-	96.97	92.79	95.24	4.179999999999993	dynamic	Valley (T2 min)	core
NC_003888.3	3507160	-	97.18	94.05	93.01	4.170000000000002	dynamic	Monotone decrease	core
NC_003888.3	1064592	+	85.28	81.11	84.12	4.170000000000002	dynamic	Valley (T2 min)	arm
NC_003888.3	2354773	+	91.04	95.21	94.41	4.1699999999999875	dynamic	Peak (T2 max)	core
NC_003888.3	1852903	+	82.08	78.76	77.96	4.1200000000000045	dynamic	Monotone decrease	core
NC_003888.3	7865009	+	92.59	92.36	88.47	4.1200000000000045	dynamic	Monotone decrease	arm
NC_003888.3	2063526	+	95.48	92.86	96.97	4.109999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	2350889	-	92.15	94.84	90.74	4.1000000000000085	dynamic	Peak (T2 max)	core
NC_003888.3	2527745	-	92.82	90.05	94.12	4.070000000000007	dynamic	Valley (T2 min)	core
NC_003888.3	4305875	-	93.05	92.44	88.98	4.069999999999993	dynamic	Monotone decrease	core
NC_003888.3	4280538	-	78.17	77.97	74.11	4.060000000000002	dynamic	Monotone decrease	core
NC_003888.3	7204493	-	98.15	95.48	94.1	4.050000000000011	dynamic	Monotone decrease	arm
NC_003888.3	3928586	-	91.97	91.29	95.3	4.009999999999991	dynamic	Valley (T2 min)	core
NC_003888.3	743049	-	96.97	97.92	93.94	3.980000000000004	dynamic	Peak (T2 max)	arm
NC_003888.3	2598901	-	97.85	93.87	94.27	3.9799999999999898	dynamic	Valley (T2 min)	core
NC_003888.3	4170469	+	93.95	90.1	94.07	3.969999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	6208628	+	99.02	95.07	96.08	3.950000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	3168474	+	65.33	63.28	67.23	3.950000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	139070	+	91.11	88.92	92.86	3.9399999999999977	dynamic	Valley (T2 min)	arm
NC_003888.3	6117485	-	72.19	76.12	75.01	3.930000000000007	dynamic	Peak (T2 max)	core
NC_003888.3	2395652	-	96.96	93.03	93.33	3.9299999999999926	dynamic	Valley (T2 min)	core
NC_003888.3	4150242	-	90.96	92.65	88.73	3.9200000000000017	dynamic	Peak (T2 max)	core
NC_003888.3	1879101	-	84.43	86.67	88.35	3.9199999999999875	dynamic	Monotone increase	core
NC_003888.3	4428571	-	89.37	87.9	85.47	3.9000000000000057	dynamic	Monotone decrease	core
NC_003888.3	1446658	-	96.1	100.0	98.41	3.9000000000000057	dynamic	Peak (T2 max)	arm
NC_003888.3	2768445	-	99.12	95.24	95.54	3.8800000000000097	dynamic	Valley (T2 min)	core
NC_003888.3	6480961	-	96.13	100.0	98.48	3.8700000000000045	dynamic	Peak (T2 max)	core
NC_003888.3	3276195	-	96.3	93.0	92.44	3.8599999999999994	dynamic	Monotone decrease	core
NC_003888.3	6164387	-	88.94	86.71	85.09	3.8499999999999943	dynamic	Monotone decrease	core
NC_003888.3	4171755	+	97.96	94.97	98.81	3.8400000000000034	dynamic	Valley (T2 min)	core
NC_003888.3	5334083	-	82.74	86.54	82.71	3.8300000000000125	dynamic	Peak (T2 max)	core
NC_003888.3	3979155	-	91.96	88.14	89.23	3.819999999999993	dynamic	Valley (T2 min)	core
NC_003888.3	6496815	-	93.49	93.29	89.67	3.819999999999993	dynamic	Monotone decrease	core
NC_003888.3	7035262	-	67.21	64.78	68.6	3.819999999999993	dynamic	Valley (T2 min)	core
NC_003888.3	3404475	+	91.18	90.85	94.64	3.7900000000000063	dynamic	Valley (T2 min)	core
NC_003888.3	6417733	+	92.41	90.65	94.44	3.789999999999992	dynamic	Valley (T2 min)	core
NC_003888.3	7931714	-	90.58	93.57	94.34	3.760000000000005	dynamic	Monotone increase	arm
NC_003888.3	4378392	+	89.62	88.33	85.86	3.760000000000005	dynamic	Monotone decrease	core
NC_003888.3	5458898	+	90.22	87.6	91.36	3.760000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	3492878	+	91.67	89.58	93.33	3.75	dynamic	Valley (T2 min)	core
NC_003888.3	4832676	+	80.13	83.2	79.47	3.730000000000004	dynamic	Peak (T2 max)	core
NC_003888.3	7437589	+	91.85	91.37	88.13	3.719999999999999	dynamic	Monotone decrease	arm
NC_003888.3	2961070	-	71.56	69.48	73.2	3.719999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	7586424	-	96.97	97.44	93.73	3.7099999999999937	dynamic	Peak (T2 max)	arm
NC_003888.3	242078	-	92.16	93.33	95.83	3.6700000000000017	dynamic	Monotone increase	arm
NC_003888.3	4254362	-	97.65	97.92	94.26	3.6599999999999966	dynamic	Peak (T2 max)	core
NC_003888.3	3789808	-	87.23	83.58	86.35	3.6500000000000057	dynamic	Valley (T2 min)	core
NC_003888.3	1724336	-	92.53	88.89	92.31	3.6400000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	5218898	+	81.87	78.24	79.05	3.6300000000000097	dynamic	Valley (T2 min)	core
NC_003888.3	4257263	-	97.11	94.17	93.49	3.6200000000000045	dynamic	Monotone decrease	core
NC_003888.3	6037485	-	85.8	86.61	89.4	3.6000000000000085	dynamic	Monotone increase	core
NC_003888.3	3483724	-	89.04	91.39	92.62	3.5799999999999983	dynamic	Monotone increase	core
NC_003888.3	3943209	-	87.0	86.14	83.44	3.5600000000000023	dynamic	Monotone decrease	core
NC_003888.3	5821296	+	97.62	94.61	98.15	3.5400000000000063	dynamic	Valley (T2 min)	core
NC_003888.3	1987510	-	97.1	93.57	95.56	3.530000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	7454133	-	86.67	83.15	84.45	3.519999999999996	dynamic	Valley (T2 min)	arm
NC_003888.3	4325087	+	93.78	91.43	94.92	3.489999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	995973	-	93.75	96.26	97.22	3.469999999999999	dynamic	Monotone increase	arm
NC_003888.3	6130929	+	86.83	83.36	85.15	3.469999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	4058157	+	86.6	89.28	90.05	3.450000000000003	dynamic	Monotone increase	core
NC_003888.3	6320323	-	86.76	86.33	83.31	3.450000000000003	dynamic	Monotone decrease	core
NC_003888.3	7399919	-	88.38	84.94	86.79	3.4399999999999977	dynamic	Valley (T2 min)	arm
NC_003888.3	5006857	+	87.85	85.51	88.89	3.3799999999999955	dynamic	Valley (T2 min)	core
NC_003888.3	3817306	+	93.73	90.36	92.11	3.3700000000000045	dynamic	Valley (T2 min)	core
NC_003888.3	3698585	+	95.48	92.12	93.77	3.3599999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	1369633	+	90.0	89.21	86.65	3.3499999999999943	dynamic	Monotone decrease	arm
NC_003888.3	6744548	-	89.41	86.49	86.08	3.3299999999999983	dynamic	Monotone decrease	core
NC_003888.3	5452717	-	92.87	95.22	91.91	3.3100000000000023	dynamic	Peak (T2 max)	core
NC_003888.3	5421583	-	84.06	82.52	80.75	3.3100000000000023	dynamic	Monotone decrease	core
NC_003888.3	5892835	-	90.58	93.87	91.51	3.2900000000000063	dynamic	Peak (T2 max)	core
NC_003888.3	3743216	+	91.85	91.39	88.57	3.280000000000001	dynamic	Monotone decrease	core
NC_003888.3	7656770	-	95.56	93.02	96.3	3.280000000000001	dynamic	Valley (T2 min)	arm
NC_003888.3	3638106	-	95.95	92.68	94.74	3.269999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	6957138	-	92.27	89.26	92.53	3.269999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	1407732	+	100.0	96.73	100.0	3.269999999999996	dynamic	Valley (T2 min)	arm
NC_003888.3	982073	+	97.44	94.17	97.22	3.269999999999996	dynamic	Valley (T2 min)	arm
NC_003888.3	3967325	+	85.57	83.72	86.99	3.269999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	5605492	-	95.35	98.61	97.22	3.260000000000005	dynamic	Peak (T2 max)	core
NC_003888.3	2241019	+	91.83	92.95	89.71	3.240000000000009	dynamic	Peak (T2 max)	core
NC_003888.3	4432789	+	60.99	58.16	57.78	3.210000000000001	dynamic	Monotone decrease	core
NC_003888.3	6721869	+	86.79	86.23	89.44	3.2099999999999937	dynamic	Valley (T2 min)	core
NC_003888.3	5716241	+	90.53	93.72	91.32	3.1899999999999977	dynamic	Peak (T2 max)	core
NC_003888.3	4372549	-	65.4	65.16	68.35	3.1899999999999977	dynamic	Valley (T2 min)	core
NC_003888.3	1680069	-	100.0	96.83	96.97	3.1700000000000017	dynamic	Valley (T2 min)	core
NC_003888.3	5077215	+	90.38	87.28	87.21	3.1700000000000017	dynamic	Monotone decrease	core
NC_003888.3	6044372	+	73.21	71.47	70.05	3.1599999999999966	dynamic	Monotone decrease	core
NC_003888.3	5281105	+	93.64	95.47	92.32	3.1500000000000057	dynamic	Peak (T2 max)	core
NC_003888.3	5466826	+	79.44	81.93	78.85	3.0800000000000125	dynamic	Peak (T2 max)	core
NC_003888.3	3367956	-	99.38	96.31	96.3	3.0799999999999983	dynamic	Monotone decrease	core
NC_003888.3	6219951	+	97.78	95.39	94.72	3.0600000000000023	dynamic	Monotone decrease	core
NC_003888.3	5847516	-	94.31	91.84	91.26	3.049999999999997	dynamic	Monotone decrease	core
NC_003888.3	1680671	-	93.61	94.45	91.41	3.0400000000000063	dynamic	Peak (T2 max)	core
NC_003888.3	4947817	+	91.51	90.04	93.08	3.039999999999992	dynamic	Valley (T2 min)	core
NC_003888.3	5979875	+	95.24	92.3	92.22	3.019999999999996	dynamic	Monotone decrease	core
NC_003888.3	4712226	+	56.04	58.89	59.04	3.0	dynamic	Monotone increase	core
NC_003888.3	6616193	-	91.07	91.13	94.07	3.0	dynamic	Monotone increase	core
NC_003888.3	1844221	-	91.9	88.91	91.01	2.990000000000009	dynamic	Valley (T2 min)	core
NC_003888.3	4840914	-	91.63	94.6	92.06	2.969999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	2753511	-	92.04	92.53	89.56	2.969999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	3949775	+	92.17	95.11	93.94	2.9399999999999977	dynamic	Peak (T2 max)	core
NC_003888.3	1214206	+	68.33	71.27	68.59	2.9399999999999977	dynamic	Peak (T2 max)	arm
NC_003888.3	4625639	+	88.33	91.21	88.67	2.8799999999999955	dynamic	Peak (T2 max)	core
NC_003888.3	5144880	+	89.27	89.13	91.98	2.8500000000000085	dynamic	Valley (T2 min)	core
NC_003888.3	5815814	-	92.22	90.7	93.55	2.8499999999999943	dynamic	Valley (T2 min)	core
NC_003888.3	5839044	+	89.47	92.31	89.86	2.8400000000000034	dynamic	Peak (T2 max)	core
NC_003888.3	4640304	+	89.32	88.57	86.51	2.809999999999988	dynamic	Monotone decrease	core
NC_003888.3	6464772	-	73.31	75.4	76.11	2.799999999999997	dynamic	Monotone increase	core
NC_003888.3	8123892	-	72.01	73.37	74.8	2.789999999999992	dynamic	Monotone increase	arm
NC_003888.3	4004137	+	89.44	91.08	92.22	2.780000000000001	dynamic	Monotone increase	core
NC_003888.3	4733811	+	94.99	97.76	96.08	2.7700000000000102	dynamic	Peak (T2 max)	core
NC_003888.3	2056153	+	92.18	89.41	91.42	2.7700000000000102	dynamic	Valley (T2 min)	core
NC_003888.3	5689096	+	91.51	93.72	90.96	2.760000000000005	dynamic	Peak (T2 max)	core
NC_003888.3	3483787	-	95.19	93.96	92.44	2.75	dynamic	Monotone decrease	core
NC_003888.3	3862479	+	91.6	94.35	92.15	2.75	dynamic	Peak (T2 max)	core
NC_003888.3	2609995	-	95.0	94.1	92.26	2.739999999999995	dynamic	Monotone decrease	core
NC_003888.3	1857576	+	94.75	95.24	92.5	2.739999999999995	dynamic	Peak (T2 max)	core
NC_003888.3	5226781	+	93.46	90.72	90.77	2.739999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	3487389	+	95.77	93.05	95.77	2.719999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	7790557	-	98.15	97.84	95.45	2.700000000000003	dynamic	Monotone decrease	arm
NC_003888.3	4989492	+	94.73	93.32	92.04	2.6899999999999977	dynamic	Monotone decrease	core
NC_003888.3	4664373	-	84.14	86.79	86.58	2.6500000000000057	dynamic	Peak (T2 max)	core
NC_003888.3	4165905	+	80.68	81.44	83.33	2.6499999999999915	dynamic	Monotone increase	core
NC_003888.3	3425918	+	78.55	76.75	79.39	2.6400000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	3233975	-	94.55	93.46	96.1	2.6400000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	6040877	+	89.84	87.7	87.21	2.6300000000000097	dynamic	Monotone decrease	core
NC_003888.3	3708810	+	81.18	83.07	80.46	2.6099999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	1904510	+	97.44	96.97	94.87	2.569999999999993	dynamic	Monotone decrease	core
NC_003888.3	419901	-	97.44	98.04	100.0	2.5600000000000023	dynamic	Monotone increase	arm
NC_003888.3	3641279	+	95.19	94.1	96.66	2.5600000000000023	dynamic	Valley (T2 min)	core
NC_003888.3	5765561	-	73.61	74.5	71.96	2.5400000000000063	dynamic	Peak (T2 max)	core
NC_003888.3	4368557	+	78.3	79.96	77.46	2.5	dynamic	Peak (T2 max)	core
NC_003888.3	3201404	+	86.09	84.58	83.62	2.469999999999999	dynamic	Monotone decrease	core
NC_003888.3	2172495	+	98.41	95.95	96.96	2.4599999999999937	dynamic	Valley (T2 min)	core
NC_003888.3	2490818	+	81.19	78.75	78.97	2.4399999999999977	dynamic	Valley (T2 min)	core
NC_003888.3	436443	+	91.61	93.13	90.71	2.4200000000000017	dynamic	Peak (T2 max)	arm
NC_003888.3	6919169	+	92.46	94.87	93.94	2.410000000000011	dynamic	Peak (T2 max)	core
NC_003888.3	4199916	+	94.82	94.81	92.41	2.4099999999999966	dynamic	Monotone decrease	core
NC_003888.3	7085551	+	94.44	92.04	93.48	2.3999999999999915	dynamic	Valley (T2 min)	core
NC_003888.3	4860663	+	89.58	89.1	91.48	2.3800000000000097	dynamic	Valley (T2 min)	core
NC_003888.3	5861111	-	97.78	97.62	100.0	2.3799999999999955	dynamic	Valley (T2 min)	core
NC_003888.3	5053195	+	83.93	82.44	81.57	2.3600000000000136	dynamic	Monotone decrease	core
NC_003888.3	5714528	-	85.93	88.29	86.25	2.3599999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	1280327	-	94.26	91.94	92.62	2.3200000000000074	dynamic	Valley (T2 min)	arm
NC_003888.3	4514369	-	93.83	91.54	91.75	2.289999999999992	dynamic	Valley (T2 min)	core
NC_003888.3	7109297	+	97.92	96.01	98.25	2.239999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	5576606	-	91.68	93.2	93.9	2.219999999999999	dynamic	Monotone increase	core
NC_003888.3	2010240	+	100.0	98.04	97.78	2.219999999999999	dynamic	Monotone decrease	core
NC_003888.3	5141946	-	96.85	99.05	98.55	2.200000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	4003232	+	82.19	80.0	80.27	2.1899999999999977	dynamic	Valley (T2 min)	core
NC_003888.3	2828883	-	92.38	90.2	91.11	2.1799999999999926	dynamic	Valley (T2 min)	core
NC_003888.3	3226415	-	75.92	76.61	74.44	2.1700000000000017	dynamic	Peak (T2 max)	core
NC_003888.3	2404847	-	95.54	93.38	95.0	2.160000000000011	dynamic	Valley (T2 min)	core
NC_003888.3	3347074	+	98.41	96.63	96.3	2.1099999999999994	dynamic	Monotone decrease	core
NC_003888.3	2421683	+	100.0	97.9	100.0	2.0999999999999943	dynamic	Valley (T2 min)	core
NC_003888.3	3607978	+	68.65	70.71	69.44	2.059999999999988	dynamic	Peak (T2 max)	core
NC_003888.3	1640520	+	94.23	92.33	92.2	2.030000000000001	dynamic	Monotone decrease	core
NC_003888.3	3884508	+	82.17	82.53	84.18	2.010000000000005	dynamic	Monotone increase	core
NC_003888.3	5521386	-	52.08	50.07	50.99	2.009999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	2275487	+	94.84	96.83	95.45	1.9899999999999949	dynamic	Peak (T2 max)	core
NC_003888.3	3521870	-	90.27	89.71	91.67	1.960000000000008	dynamic	Valley (T2 min)	core
NC_003888.3	1064554	+	98.04	100.0	100.0	1.9599999999999937	dynamic	Other	arm
NC_003888.3	3084783	+	93.07	94.43	92.5	1.9300000000000068	dynamic	Peak (T2 max)	core
NC_003888.3	6630911	-	98.81	96.88	98.41	1.9300000000000068	dynamic	Valley (T2 min)	core
NC_003888.3	3929422	-	97.87	96.34	98.25	1.9099999999999966	dynamic	Valley (T2 min)	core
NC_003888.3	4702069	-	94.39	96.3	96.3	1.9099999999999966	dynamic	Other	core
NC_003888.3	992016	+	96.47	94.57	94.89	1.9000000000000057	dynamic	Valley (T2 min)	arm
NC_003888.3	4346521	+	97.96	98.33	96.43	1.8999999999999915	dynamic	Peak (T2 max)	core
NC_003888.3	3693776	+	86.71	86.36	84.81	1.8999999999999915	dynamic	Monotone decrease	core
NC_003888.3	3779648	-	90.49	90.83	88.94	1.8900000000000006	dynamic	Peak (T2 max)	core
NC_003888.3	4397819	-	86.51	87.8	88.33	1.8199999999999932	dynamic	Monotone increase	core
NC_003888.3	7980591	-	93.12	94.91	93.52	1.789999999999992	dynamic	Peak (T2 max)	arm
NC_003888.3	6092142	+	95.14	96.82	95.06	1.759999999999991	dynamic	Peak (T2 max)	core
NC_003888.3	7874630	-	92.06	93.75	92.0	1.75	dynamic	Peak (T2 max)	arm
NC_003888.3	6816125	+	96.56	96.17	97.92	1.75	dynamic	Valley (T2 min)	core
NC_003888.3	1268932	-	74.21	74.77	73.03	1.7399999999999949	dynamic	Peak (T2 max)	arm
NC_003888.3	6930690	-	90.87	92.56	90.83	1.730000000000004	dynamic	Peak (T2 max)	core
NC_003888.3	131563	+	94.66	92.97	93.33	1.6899999999999977	dynamic	Valley (T2 min)	arm
NC_003888.3	3883114	+	88.78	87.11	87.6	1.6700000000000017	dynamic	Valley (T2 min)	core
NC_003888.3	3377667	-	92.88	92.97	94.54	1.6600000000000108	dynamic	Monotone increase	core
NC_003888.3	2300507	-	89.7	91.31	89.71	1.6099999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	3699228	+	79.03	77.52	77.45	1.5799999999999983	dynamic	Monotone decrease	core
NC_003888.3	7489948	+	95.56	97.1	96.67	1.539999999999992	dynamic	Peak (T2 max)	arm
NC_003888.3	1733935	-	90.6	89.07	90.47	1.5300000000000011	dynamic	Valley (T2 min)	core
NC_003888.3	4644410	-	95.74	94.26	95.77	1.509999999999991	dynamic	Valley (T2 min)	core
NC_003888.3	5390120	-	97.78	96.3	97.1	1.480000000000004	dynamic	Valley (T2 min)	core
NC_003888.3	3440408	+	89.33	88.55	87.86	1.4699999999999989	dynamic	Monotone decrease	core
NC_003888.3	6481428	+	96.77	95.33	96.11	1.4399999999999977	dynamic	Valley (T2 min)	core
NC_003888.3	3723492	+	92.88	92.54	93.95	1.4099999999999966	dynamic	Valley (T2 min)	core
NC_003888.3	4087788	+	93.22	92.25	93.65	1.4000000000000057	dynamic	Valley (T2 min)	core
NC_003888.3	3761661	-	80.84	82.24	82.19	1.3999999999999915	dynamic	Peak (T2 max)	core
NC_003888.3	619692	-	95.56	94.53	94.19	1.3700000000000045	dynamic	Monotone decrease	arm
NC_003888.3	2964190	+	65.2	64.71	63.89	1.3100000000000023	dynamic	Monotone decrease	core
NC_003888.3	1663079	+	91.85	93.15	91.84	1.3100000000000023	dynamic	Peak (T2 max)	core
NC_003888.3	3951157	-	97.98	96.68	97.62	1.2999999999999972	dynamic	Valley (T2 min)	core
NC_003888.3	7308229	-	95.24	94.38	93.94	1.2999999999999972	dynamic	Monotone decrease	arm
NC_003888.3	2279427	+	97.32	96.77	98.04	1.2700000000000102	dynamic	Valley (T2 min)	core
NC_003888.3	3892886	+	66.47	67.49	66.23	1.259999999999991	dynamic	Peak (T2 max)	core
NC_003888.3	3870353	-	58.33	59.22	59.56	1.230000000000004	dynamic	Monotone increase	core
NC_003888.3	5371477	+	93.99	92.77	93.06	1.2199999999999989	dynamic	Valley (T2 min)	core
NC_003888.3	7242404	+	95.83	94.63	95.08	1.2000000000000028	dynamic	Valley (T2 min)	arm
NC_003888.3	3235904	+	90.37	91.4	90.2	1.2000000000000028	dynamic	Peak (T2 max)	core
