start	strand	21839	m
1456794	+	0.0	0.0
1456795	-	0.0	0.0
1458443	-	0.0	0.0
1459482	+	0.0	0.0
1459483	-	0.0	0.0
1459625	+	0.0	0.0
1459626	-	0.0	0.0
1460338	+	0.0	0.0
1460339	-	0.0	0.0
1461710	+	0.0	0.0
1461711	-	0.0	0.0
1462252	+	0.0	0.0
1462253	-	0.0	0.0
1462428	+	0.0	0.0
1462429	-	0.0	0.0
1463295	+	0.0	0.0
1463296	-	0.0	0.0
1463905	+	0.0	0.0
1463906	-	0.0	0.0
1464198	+	0.0	0.0
1464199	-	0.0	0.0
1464320	+	0.0	0.0
1464321	-	0.0	0.0
1464792	+	0.0	0.0
1464793	-	0.0	0.0
1466356	+	0.0	0.0
1466357	-	0.0	0.0
1466926	+	0.0	0.0
1466927	-	0.0	0.0
1468249	+	0.0	0.0
1468403	+	0.0	0.0
1468404	-	92.86	0.0
1470624	+	0.0	0.0
1470625	-	0.0	0.0
1471571	+	0.0	0.0
1471572	-	0.0	0.0
1471999	+	0.0	0.0
1472000	-	0.0	0.0
1473243	+	0.0	0.0
1473244	-	0.0	0.0
1473436	+	0.0	0.0
1473437	-	0.0	0.0
1474712	+	0.0	0.0
1474713	-	0.0	0.0
1474914	+	0.0	0.0
1474915	-	0.0	0.0
1475189	-	0.0	0.0
1475662	+	0.0	0.0
1475663	-	0.0	0.0
1475812	+	0.0	0.0
1475813	-	0.0	0.0
1476213	+	0.0	0.0
1476214	-	0.0	0.0
1476945	+	0.0	0.0
1476946	-	0.0	0.0
1477556	+	0.0	0.0
1477557	-	0.0	0.0
1477576	+	0.0	0.0
1477577	-	0.0	0.0
1478341	+	0.0	0.0
1478342	-	0.0	0.0
1478452	+	0.0	0.0
1478453	-	0.0	0.0
1479268	+	0.0	0.0
1479269	-	0.0	0.0
1480674	+	0.0	0.0
1480675	-	0.0	0.0
1480911	+	0.0	0.0
1480912	-	0.0	0.0
1481323	+	0.0	0.0
1481324	-	0.0	0.0
1482295	+	0.0	0.0
1482296	-	0.0	0.0
1482860	+	0.0	0.0
1482861	-	0.0	0.0
1484208	+	0.0	0.0
1484209	-	0.0	0.0
1484463	+	0.0	0.0
1484464	-	0.0	0.0
1485032	+	0.0	0.0
1485033	-	0.0	0.0
1485143	+	0.0	0.0
1485144	-	0.0	0.0
1485335	+	0.0	0.0
1485336	-	0.0	0.0
1485443	+	0.0	0.0
1485444	-	0.0	0.0
1486219	+	0.0	0.0
1486334	+	0.0	0.0
1486335	-	0.0	0.0
1486685	+	0.0	0.0
1486686	-	0.0	0.0
1486884	+	0.0	0.0
1486885	-	0.0	0.0
1486958	+	0.0	0.0
1486959	-	0.0	0.0
1487654	+	0.0	0.0
1487655	-	0.0	0.0
1488217	+	0.0	0.0
1488218	-	0.0	0.0
1488619	+	0.0	0.0
1488620	-	0.0	0.0
1489661	+	0.0	0.0
1489662	-	0.0	0.0
1489688	+	0.0	0.0
1489689	-	0.0	0.0
1490409	+	0.0	0.0
1490410	-	0.0	0.0
1490933	+	0.0	0.0
1490934	-	0.0	0.0
1491191	+	0.0	0.0
1491192	-	0.0	0.0
1491374	+	0.0	0.0
1491375	-	0.0	0.0
1491611	+	0.0	0.0
1491612	-	0.0	0.0
1491975	+	0.0	0.0
1492651	+	0.0	0.0
1492652	-	0.0	0.0
1493354	+	61.54	0.0
1493355	-	0.0	0.0
1493423	+	0.0	0.0
1494359	+	0.0	0.0
1494360	-	0.0	0.0
1495085	+	0.0	0.0
1495086	-	0.0	0.0
1495304	+	0.0	0.0
1495305	-	0.0	0.0
1495321	+	0.0	0.0
1495322	-	0.0	0.0
1495837	+	0.0	0.0
1495838	-	0.0	0.0
1497198	+	0.0	0.0
1497199	-	0.0	0.0
1497381	+	0.0	0.0
1497382	-	0.0	0.0
1498122	+	0.0	0.0
1498123	-	0.0	0.0
1498212	+	0.0	0.0
1498213	-	0.0	0.0
1498424	+	0.0	0.0
1498425	-	0.0	0.0
1498770	+	0.0	0.0
1498771	-	0.0	0.0
1498947	+	0.0	0.0
1498948	-	0.0	0.0
1500048	+	0.0	0.0
1500049	-	0.0	0.0
1500285	+	0.0	0.0
1500286	-	0.0	0.0
1500875	+	0.0	0.0
1500876	-	0.0	0.0
1500996	+	0.0	0.0
1500997	-	0.0	0.0
1501134	+	0.0	0.0
1501135	-	0.0	0.0
1501546	+	0.0	0.0
1501547	-	0.0	0.0
1501556	+	0.0	0.0
1501557	-	0.0	0.0
1501845	+	0.0	0.0
1501846	-	0.0	0.0
1502657	-	0.0	0.0
1503042	+	0.0	0.0
1503043	-	0.0	0.0
1503394	+	0.0	0.0
1503395	-	0.0	0.0
1503429	+	0.0	0.0
1503430	-	0.0	0.0
1504156	+	0.0	0.0
1504157	-	0.0	0.0
1504666	+	0.0	0.0
1504667	-	0.0	0.0
1506713	+	0.0	0.0
1506714	-	70.0	0.0
1507823	+	0.0	0.0
1507824	-	0.0	0.0
1508570	+	0.0	0.0
1508571	-	0.0	0.0
1509705	+	0.0	0.0
1509706	-	0.0	0.0
1512033	+	0.0	0.0
1512034	-	0.0	0.0
1512210	+	0.0	0.0
1512211	-	0.0	0.0
1512454	+	0.0	0.0
1512455	-	0.0	0.0
1512519	+	0.0	0.0
1512520	-	0.0	0.0
1514042	+	0.0	0.0
1514043	-	0.0	0.0
1514871	+	0.0	0.0
1514872	-	0.0	0.0
1515316	+	0.0	0.0
1515317	-	0.0	0.0
1515391	-	0.0	0.0
1516287	+	0.0	0.0
1516288	-	0.0	0.0
1516690	+	0.0	0.0
1516691	-	0.0	0.0
1516778	+	0.0	0.0
1516779	-	0.0	0.0
1516790	+	0.0	0.0
1516791	-	0.0	0.0
1518763	+	0.0	0.0
1518764	-	0.0	0.0
1519117	+	0.0	0.0
1519118	-	0.0	0.0
1519562	+	0.0	0.0
1519563	-	0.0	0.0
1519577	+	0.0	0.0
1519578	-	0.0	0.0
1520305	+	0.0	0.0
1520306	-	0.0	0.0
1520671	+	71.43	0.0
1520672	-	0.0	0.0
1522578	+	0.0	0.0
1522579	-	0.0	0.0
1523641	+	0.0	0.0
1523642	-	0.0	0.0
1523698	+	0.0	0.0
1523699	-	0.0	0.0
1524033	+	0.0	0.0
1524034	-	0.0	0.0
1524609	+	0.0	0.0
1524610	-	0.0	0.0
1524879	+	0.0	0.0
1524880	-	0.0	0.0
1525500	+	0.0	0.0
1525501	-	0.0	0.0
1526243	+	0.0	0.0
1526244	-	0.0	0.0
1527444	+	0.0	0.0
1527445	-	0.0	0.0
1528245	+	0.0	0.0
1528246	-	0.0	0.0
1528727	+	0.0	0.0
1528728	-	0.0	0.0
1528819	+	0.0	0.0
1528820	-	0.0	0.0
1529032	+	0.0	0.0
1529033	-	0.0	0.0
1529171	+	0.0	0.0
1529172	-	0.0	0.0
1529256	+	0.0	0.0
1529257	-	0.0	0.0
1530095	+	0.0	0.0
1530096	-	0.0	0.0
1531204	+	92.86	0.0
1531205	-	0.0	0.0
1532271	-	0.0	0.0
1532395	+	0.0	0.0
1532396	-	0.0	0.0
1533310	+	0.0	0.0
1533311	-	0.0	0.0
1533574	+	0.0	0.0
1533575	-	0.0	0.0
1534036	+	0.0	0.0
1534037	-	0.0	0.0
1534651	+	0.0	0.0
1534652	-	86.67	0.0
1534808	+	0.0	0.0
1534809	-	0.0	0.0
1534882	+	0.0	0.0
1534883	-	0.0	0.0
1535237	+	0.0	0.0
1535238	-	0.0	0.0
1535447	+	0.0	0.0
1535448	-	0.0	0.0
1535663	+	0.0	0.0
1535664	-	0.0	0.0
1536696	+	0.0	0.0
1536697	-	0.0	0.0
1537356	+	0.0	0.0
1537357	-	0.0	0.0
1538269	+	0.0	0.0
1538270	-	0.0	0.0
1539651	+	0.0	0.0
1539652	-	0.0	0.0
1539682	+	0.0	0.0
1539683	-	0.0	0.0
1539891	+	0.0	0.0
1539892	-	0.0	0.0
1540243	+	0.0	0.0
1540244	-	0.0	0.0
1540737	+	0.0	0.0
1540738	-	0.0	0.0
1541195	-	0.0	0.0
1541586	+	0.0	0.0
1541587	-	0.0	0.0
1542108	+	0.0	0.0
1542109	-	0.0	0.0
1542267	+	0.0	0.0
1542268	-	0.0	0.0
1542321	+	0.0	0.0
1542322	-	0.0	0.0
1542476	+	0.0	0.0
1542477	-	0.0	0.0
1542834	+	0.0	0.0
1542835	-	0.0	0.0
1543367	+	91.67	0.0
1543368	-	0.0	0.0
1543417	+	0.0	0.0
1543418	-	0.0	0.0
1543620	+	0.0	0.0
1543621	-	0.0	0.0
1543908	+	0.0	0.0
1543909	-	0.0	0.0
1543944	+	0.0	0.0
1543945	-	0.0	0.0
1544190	+	0.0	0.0
1544191	-	0.0	0.0
1544247	+	0.0	0.0
1544248	-	0.0	0.0
1544893	+	0.0	0.0
1544894	-	0.0	0.0
1544968	+	95.0	0.0
1544969	-	0.0	0.0
1545229	+	0.0	0.0
1545230	-	0.0	0.0
1545553	+	0.0	0.0
1545554	-	0.0	0.0
1545730	+	0.0	0.0
1545731	-	0.0	0.0
1545739	+	0.0	0.0
1545740	-	0.0	0.0
1545965	+	0.0	0.0
1545966	-	0.0	0.0
1546205	+	0.0	0.0
1546206	-	0.0	0.0
1546351	+	0.0	0.0
1546352	-	0.0	0.0
1547740	+	0.0	0.0
1547741	-	0.0	0.0
1548745	+	100.0	0.0
1548746	-	0.0	0.0
1549039	+	76.92	0.0
1549040	-	0.0	0.0
1549045	+	0.0	0.0
1549046	-	0.0	0.0
1549087	+	0.0	0.0
1549088	-	0.0	0.0
1549268	+	0.0	0.0
1549269	-	0.0	0.0
1549391	+	0.0	0.0
1549392	-	0.0	0.0
1549909	+	0.0	0.0
1549910	-	0.0	0.0
1549968	+	0.0	0.0
1549969	-	0.0	0.0
1551228	+	0.0	0.0
1551229	-	0.0	0.0
1551252	+	0.0	0.0
1551253	-	0.0	0.0
1551846	+	0.0	0.0
1551847	-	0.0	0.0
1553158	+	0.0	0.0
1553159	-	91.67	0.0
1554027	+	0.0	0.0
1554028	-	0.0	0.0
1554330	+	0.0	0.0
1554331	-	71.43	0.0
1554588	+	0.0	0.0
1554687	+	0.0	0.0
1554688	-	0.0	0.0
1555011	+	0.0	0.0
1555087	-	0.0	0.0
1555095	+	0.0	0.0
1555096	-	0.0	0.0
1555155	+	0.0	0.0
1555156	-	0.0	0.0
1555224	+	0.0	0.0
1555225	-	0.0	0.0
1555451	+	0.0	0.0
1555452	-	0.0	0.0
1555632	+	0.0	0.0
1555633	-	0.0	0.0
1557298	+	0.0	0.0
1557376	+	0.0	0.0
1557377	-	0.0	0.0
1558474	+	0.0	0.0
1558475	-	0.0	0.0
1558768	+	0.0	0.0
1558769	-	0.0	0.0
1558884	+	0.0	0.0
1558885	-	0.0	0.0
1559134	+	0.0	0.0
1559245	+	0.0	0.0
1559246	-	0.0	0.0
1561162	+	0.0	0.0
1561163	-	0.0	0.0
1562670	+	0.0	0.0
1562671	-	0.0	0.0
1562934	+	0.0	0.0
1562935	-	0.0	0.0
1563006	+	0.0	0.0
1563007	-	0.0	0.0
1563030	+	0.0	0.0
1563031	-	0.0	0.0
1563197	+	0.0	0.0
1563198	-	0.0	0.0
1563264	+	0.0	0.0
1563265	-	0.0	0.0
1563693	+	0.0	0.0
1563694	-	0.0	0.0
1565475	+	0.0	0.0
1565476	-	0.0	0.0
1566130	+	0.0	0.0
1566131	-	0.0	0.0
1566173	+	0.0	0.0
1566174	-	0.0	0.0
1567016	+	0.0	0.0
1567017	-	0.0	0.0
1568039	+	0.0	0.0
1568040	-	0.0	0.0
1568065	+	0.0	0.0
1568066	-	0.0	0.0
1569047	+	0.0	0.0
1569048	-	0.0	0.0
1569606	+	0.0	0.0
1569607	-	0.0	0.0
1570416	+	0.0	0.0
1570417	-	0.0	0.0
1571503	+	0.0	0.0
1571504	-	0.0	0.0
1572286	+	0.0	0.0
1572287	-	0.0	0.0
1572806	+	0.0	0.0
1572807	-	0.0	0.0
1574230	+	0.0	0.0
1574231	-	0.0	0.0
1574291	+	0.0	0.0
1574292	-	0.0	0.0
1574501	+	0.0	0.0
1574502	-	0.0	0.0
1574805	+	0.0	0.0
1574806	-	0.0	0.0
1575303	+	0.0	0.0
1575304	-	0.0	0.0
1575342	+	0.0	0.0
1575343	-	0.0	0.0
1575637	+	0.0	0.0
1575638	-	0.0	0.0
1576274	+	0.0	0.0
1576275	-	0.0	0.0
1578553	+	0.0	0.0
1578554	-	0.0	0.0
1578772	+	0.0	0.0
1579647	+	0.0	0.0
1579648	-	0.0	0.0
1579794	+	0.0	0.0
1579795	-	0.0	0.0
1579895	+	0.0	0.0
1579896	-	0.0	0.0
1581206	+	0.0	0.0
1581207	-	0.0	0.0
1582487	+	0.0	0.0
1582488	-	0.0	0.0
1582633	+	0.0	0.0
1582634	-	0.0	0.0
1582777	+	0.0	0.0
1582778	-	80.0	0.0
1584558	+	0.0	0.0
1584559	-	0.0	0.0
1585047	+	0.0	0.0
1585048	-	0.0	0.0
1586862	+	0.0	0.0
1586863	-	0.0	0.0
1587469	+	0.0	0.0
1587470	-	0.0	0.0
1587506	+	0.0	0.0
1587507	-	0.0	0.0
1588704	+	0.0	0.0
1588705	-	0.0	0.0
1589363	+	0.0	0.0
1589364	-	0.0	0.0
1590107	+	0.0	0.0
1590108	-	0.0	0.0
1591525	+	0.0	0.0
1591526	-	0.0	0.0
1592666	+	0.0	0.0
1592667	-	0.0	0.0
1593124	+	0.0	0.0
1593125	-	0.0	0.0
1593629	+	72.73	0.0
1593630	-	0.0	0.0
1593704	+	0.0	0.0
1593705	-	0.0	0.0
1593913	+	0.0	0.0
1593914	-	0.0	0.0
1594521	+	0.0	0.0
1594522	-	0.0	0.0
1594893	+	0.0	0.0
1594894	-	0.0	0.0
1595551	+	0.0	0.0
1596104	+	0.0	0.0
1596105	-	0.0	0.0
1596939	+	0.0	0.0
1596940	-	0.0	0.0
1597004	+	0.0	0.0
1597005	-	0.0	0.0
1597089	+	0.0	0.0
1597090	-	0.0	0.0
1598224	+	0.0	0.0
1598225	-	0.0	0.0
1598719	+	0.0	0.0
1598720	-	0.0	0.0
1598790	+	0.0	0.0
1598791	-	0.0	0.0
1598967	+	0.0	0.0
1598968	-	78.57	0.0
1599947	+	0.0	0.0
1599948	-	0.0	0.0
1600333	+	0.0	0.0
1600334	-	0.0	0.0
1601882	+	0.0	0.0
1601883	-	0.0	0.0
1602032	+	0.0	0.0
1602033	-	0.0	0.0
1602839	+	0.0	0.0
1602840	-	0.0	0.0
1603461	+	0.0	0.0
1603462	-	0.0	0.0
1604382	+	0.0	0.0
1604383	-	0.0	0.0
1604589	+	0.0	0.0
1604590	-	0.0	0.0
1604652	+	0.0	0.0
1604653	-	0.0	0.0
1605645	+	0.0	0.0
1605646	-	0.0	0.0
1607202	+	90.91	0.0
1607203	-	0.0	0.0
1607344	+	0.0	0.0
1607345	-	0.0	0.0
1607624	+	0.0	0.0
1607625	-	0.0	0.0
1607989	+	0.0	0.0
1607990	-	0.0	0.0
1608051	+	0.0	0.0
1608052	-	0.0	0.0
1608805	+	0.0	0.0
1608806	-	0.0	0.0
1608830	+	0.0	0.0
1608831	-	0.0	0.0
1608863	+	0.0	0.0
1608864	-	0.0	0.0
1610360	+	0.0	0.0
1610361	-	0.0	0.0
1611581	+	0.0	0.0
1611582	-	0.0	0.0
1611779	+	0.0	0.0
1611780	-	0.0	0.0
1611842	+	0.0	0.0
1611843	-	0.0	0.0
1613478	-	0.0	0.0
1613651	+	0.0	0.0
1613652	-	0.0	0.0
1613919	+	0.0	0.0
1613920	-	0.0	0.0
1614592	+	0.0	0.0
1614593	-	0.0	0.0
1614758	+	100.0	0.0
1614759	-	0.0	0.0
1615276	+	0.0	0.0
1615277	-	0.0	0.0
1617445	+	0.0	0.0
1617446	-	0.0	0.0
1617802	+	0.0	0.0
1617803	-	0.0	0.0
1618970	+	0.0	0.0
1618971	-	0.0	0.0
1619003	+	0.0	0.0
1619004	-	0.0	0.0
1619375	+	0.0	0.0
1619376	-	0.0	0.0
1619900	+	0.0	0.0
1619901	-	0.0	0.0
1620189	+	0.0	0.0
1620190	-	0.0	0.0
1621029	+	0.0	0.0
1621030	-	0.0	0.0
1621438	+	0.0	0.0
1621439	-	0.0	0.0
1621500	+	0.0	0.0
1621501	-	0.0	0.0
1621911	+	0.0	0.0
1621912	-	0.0	0.0
1622058	+	0.0	0.0
1622059	-	0.0	0.0
1623264	+	0.0	0.0
1623265	-	0.0	0.0
1624042	+	0.0	0.0
1624043	-	0.0	0.0
1624090	+	0.0	0.0
1624091	-	0.0	0.0
1624399	+	0.0	0.0
1624400	-	0.0	0.0
1625853	+	0.0	0.0
1625854	-	0.0	0.0
1626211	+	0.0	0.0
1626212	-	0.0	0.0
1626550	+	0.0	0.0
1626551	-	0.0	0.0
1627193	+	0.0	0.0
1627194	-	0.0	0.0
1627883	+	0.0	0.0
1627884	-	0.0	0.0
1628505	+	0.0	0.0
1628506	-	0.0	0.0
1629388	+	0.0	0.0
1629389	-	0.0	0.0
1630527	+	0.0	0.0
1630528	-	0.0	0.0
1631133	+	0.0	0.0
1631134	-	0.0	0.0
1634254	+	0.0	0.0
1634255	-	0.0	0.0
1635023	+	0.0	0.0
1635024	-	0.0	0.0
1636479	+	0.0	0.0
1638413	+	0.0	0.0
1638414	-	0.0	0.0
1638851	+	0.0	0.0
1638852	-	0.0	0.0
1639272	+	0.0	0.0
1639273	-	0.0	0.0
1639906	+	0.0	0.0
1639907	-	0.0	0.0
1640389	+	0.0	0.0
1640390	-	0.0	0.0
1640501	+	0.0	0.0
1640502	-	0.0	0.0
1640520	+	100.0	0.0
1640521	-	0.0	0.0
1640571	+	70.0	0.0
1640572	-	0.0	0.0
1641368	+	90.91	0.0
1641369	-	0.0	0.0
1641484	+	0.0	0.0
1641485	-	0.0	0.0
1641854	+	0.0	0.0
1641855	-	0.0	0.0
1644163	+	0.0	0.0
1644164	-	0.0	0.0
1644572	+	0.0	0.0
1644573	-	0.0	0.0
1644926	+	0.0	0.0
1644927	-	0.0	0.0
1645204	+	0.0	0.0
1645205	-	0.0	0.0
1645544	+	0.0	0.0
1645545	-	0.0	0.0
1645727	+	0.0	0.0
1645728	-	0.0	0.0
1645835	+	0.0	0.0
1645836	-	0.0	0.0
1646253	+	0.0	0.0
1646254	-	0.0	0.0
1646528	+	0.0	0.0
1646529	-	0.0	0.0
1647376	+	0.0	0.0
1647377	-	0.0	0.0
1647727	+	0.0	0.0
1647728	-	0.0	0.0
1647909	+	0.0	0.0
1647910	-	0.0	0.0
1648383	+	0.0	0.0
1648384	-	0.0	0.0
1648680	+	0.0	0.0
1648681	-	0.0	0.0
1649716	+	0.0	0.0
1649717	-	0.0	0.0
1650001	+	0.0	0.0
1650002	-	100.0	0.0
1651510	+	0.0	0.0
1651511	-	0.0	0.0
1651623	+	0.0	0.0
1651624	-	0.0	0.0
1652053	+	0.0	0.0
1652054	-	0.0	0.0
1652157	+	0.0	0.0
1652158	-	0.0	0.0
1652169	+	0.0	0.0
1652170	-	0.0	0.0
1652345	+	0.0	0.0
1652346	-	0.0	0.0
1652667	+	0.0	0.0
1652668	-	0.0	0.0
1653077	+	0.0	0.0
1653078	-	0.0	0.0
1653452	+	0.0	0.0
1653453	-	0.0	0.0
1653919	+	0.0	0.0
1653920	-	0.0	0.0
1654604	+	0.0	0.0
1654605	-	0.0	0.0
1654862	+	0.0	0.0
1654863	-	0.0	0.0
1654997	+	0.0	0.0
1654998	-	0.0	0.0
1655237	+	0.0	0.0
1655238	-	0.0	0.0
1655273	+	0.0	0.0
1655274	-	0.0	0.0
1655474	+	0.0	0.0
1655475	-	0.0	0.0
1656956	+	0.0	0.0
1656957	-	0.0	0.0
1657001	+	0.0	0.0
1657002	-	0.0	0.0
1657344	+	0.0	0.0
1657455	+	0.0	0.0
1657456	-	0.0	0.0
1657657	+	0.0	0.0
1657658	-	0.0	0.0
1658118	+	0.0	0.0
1658119	-	0.0	0.0
1658273	+	0.0	0.0
1658274	-	0.0	0.0
1658295	+	0.0	0.0
1658296	-	0.0	0.0
1658977	+	0.0	0.0
1658978	-	0.0	0.0
1659030	+	0.0	0.0
1659031	-	0.0	0.0
1660109	+	0.0	0.0
1660110	-	0.0	0.0
1660352	+	80.0	0.0
1660353	-	0.0	0.0
1660925	+	0.0	0.0
1661134	+	0.0	0.0
1661135	-	0.0	0.0
1661326	+	0.0	0.0
1661327	-	0.0	0.0
1661464	+	0.0	0.0
1661465	-	70.0	0.0
1661828	+	0.0	0.0
1661829	-	0.0	0.0
1663079	+	91.67	0.0
1663080	-	0.0	0.0
1663445	+	0.0	0.0
1663446	-	0.0	0.0
1663851	+	0.0	0.0
1663852	-	0.0	0.0
1664027	+	0.0	0.0
1664028	-	0.0	0.0
1664263	+	0.0	0.0
1664264	-	0.0	0.0
1665603	+	0.0	0.0
1665604	-	0.0	0.0
1666350	+	0.0	0.0
1666351	-	0.0	0.0
1667294	+	0.0	0.0
1667295	-	0.0	0.0
1667522	+	0.0	0.0
1667523	-	0.0	0.0
1667534	+	0.0	0.0
1667535	-	100.0	0.0
1668038	+	0.0	0.0
1668039	-	72.73	0.0
1669078	+	0.0	0.0
1669079	-	0.0	0.0
1670065	+	0.0	0.0
1670066	-	0.0	0.0
1670191	+	0.0	0.0
1671252	+	0.0	0.0
1671519	+	0.0	0.0
1671520	-	92.31	0.0
1671561	+	0.0	0.0
1671562	-	0.0	0.0
1671612	+	0.0	0.0
1671613	-	0.0	0.0
1672308	+	0.0	0.0
1672309	-	0.0	0.0
1672666	+	0.0	0.0
1672667	-	0.0	0.0
1673117	+	0.0	0.0
1673118	-	0.0	0.0
1673178	+	0.0	0.0
1673179	-	0.0	0.0
1673744	+	0.0	0.0
1673745	-	0.0	0.0
1674444	+	0.0	0.0
1674445	-	0.0	0.0
1675092	+	0.0	0.0
1675093	-	0.0	0.0
1675709	+	0.0	0.0
1675710	-	0.0	0.0
1675902	+	0.0	0.0
1675903	-	0.0	0.0
1676515	-	0.0	0.0
1676623	+	0.0	0.0
1676624	-	0.0	0.0
1677300	+	0.0	0.0
1677301	-	0.0	0.0
1677651	+	0.0	0.0
1677652	-	0.0	0.0
1678298	-	0.0	0.0
1678660	+	0.0	0.0
1678661	-	0.0	0.0
1678990	+	0.0	0.0
1678991	-	0.0	0.0
1679135	+	0.0	0.0
1679136	-	0.0	0.0
1680068	+	0.0	0.0
1680069	-	100.0	0.0
1680192	+	0.0	0.0
1680193	-	0.0	0.0
1680670	+	0.0	0.0
1680671	-	93.33	0.0
1682068	-	0.0	0.0
1683390	+	0.0	0.0
1683391	-	0.0	0.0
1683747	+	0.0	0.0
1683748	-	0.0	0.0
1684150	+	0.0	0.0
1684151	-	0.0	0.0
1684887	+	0.0	0.0
1684888	-	0.0	0.0
1684959	+	0.0	0.0
1684960	-	0.0	0.0
1685897	+	0.0	0.0
1685898	-	0.0	0.0
1687125	+	0.0	0.0
1687126	-	0.0	0.0
1688006	+	0.0	0.0
1688007	-	0.0	0.0
1688018	+	0.0	0.0
1688019	-	0.0	0.0
1688174	+	0.0	0.0
1688175	-	0.0	0.0
1689092	+	0.0	0.0
1689093	-	0.0	0.0
1690563	+	0.0	0.0
1690564	-	0.0	0.0
1691106	+	0.0	0.0
1691107	-	0.0	0.0
1692538	+	0.0	0.0
1692539	-	0.0	0.0
1692922	+	0.0	0.0
1692923	-	0.0	0.0
1693032	+	0.0	0.0
1693033	-	0.0	0.0
1693299	+	0.0	0.0
1693300	-	0.0	0.0
1694748	+	0.0	0.0
1694749	-	0.0	0.0
1697468	+	0.0	0.0
1697469	-	0.0	0.0
1697682	+	0.0	0.0
1697683	-	0.0	0.0
1697885	+	0.0	0.0
1697886	-	0.0	0.0
1698144	+	0.0	0.0
1698145	-	0.0	0.0
1698397	+	0.0	0.0
1698398	-	0.0	0.0
1698916	+	0.0	0.0
1698917	-	0.0	0.0
1698935	+	0.0	0.0
1698936	-	0.0	0.0
1699579	+	0.0	0.0
1699580	-	0.0	0.0
1700029	+	0.0	0.0
1700030	-	0.0	0.0
1700707	+	0.0	0.0
1700708	-	0.0	0.0
1703014	+	0.0	0.0
1703015	-	0.0	0.0
1703342	+	0.0	0.0
1703343	-	0.0	0.0
1703995	+	0.0	0.0
1703996	-	0.0	0.0
1704007	+	0.0	0.0
1704008	-	3.85	0.0
1704097	+	0.0	0.0
1704098	-	0.0	0.0
1704876	+	0.0	0.0
1704877	-	0.0	0.0
1704894	+	0.0	0.0
1705599	+	0.0	0.0
1705600	-	0.0	0.0
1705706	+	0.0	0.0
1705707	-	0.0	0.0
1706069	+	0.0	0.0
1706070	-	0.0	0.0
1706762	-	0.0	0.0
1707566	+	0.0	0.0
1707567	-	0.0	0.0
1707707	+	0.0	0.0
1707708	-	0.0	0.0
1708547	+	0.0	0.0
1708548	-	0.0	0.0
1709510	+	0.0	0.0
1709511	-	0.0	0.0
1710320	+	0.0	0.0
1710321	-	0.0	0.0
1710924	+	0.0	0.0
1710925	-	0.0	0.0
1711851	+	0.0	0.0
1711852	-	0.0	0.0
1712592	+	0.0	0.0
1712593	-	0.0	0.0
1713976	+	92.86	0.0
1713977	-	0.0	0.0
1714891	+	0.0	0.0
1714892	-	0.0	0.0
1715967	+	0.0	0.0
1715968	-	0.0	0.0
1716026	+	0.0	0.0
1716027	-	0.0	0.0
1716065	+	0.0	0.0
1716066	-	0.0	0.0
1716985	+	0.0	0.0
1716986	-	92.86	0.0
1717477	+	0.0	0.0
1717478	-	0.0	0.0
1717765	+	91.67	0.0
1717766	-	0.0	0.0
1717864	+	0.0	0.0
1717865	-	68.75	0.0
1717921	+	0.0	0.0
1717922	-	0.0	0.0
1718703	+	0.0	0.0
1718704	-	0.0	0.0
1719348	+	0.0	0.0
1719349	-	0.0	0.0
1719406	+	0.0	0.0
1719407	-	0.0	0.0
1720382	+	0.0	0.0
1720383	-	0.0	0.0
1720806	+	0.0	0.0
1720807	-	0.0	0.0
1721216	+	0.0	0.0
1721217	-	0.0	0.0
1721928	+	0.0	0.0
1721929	-	0.0	0.0
1722344	+	0.0	0.0
1722345	-	0.0	0.0
1723004	+	0.0	0.0
1723005	-	0.0	0.0
1723510	+	0.0	0.0
1723511	-	75.0	0.0
1723696	+	0.0	0.0
1723697	-	0.0	0.0
1724028	+	0.0	0.0
1724029	-	0.0	0.0
1724335	+	0.0	0.0
1724336	-	90.91	0.0
1724410	+	0.0	0.0
1724411	-	0.0	0.0
1724991	+	0.0	0.0
1724992	-	94.12	0.0
1725486	+	0.0	0.0
1725487	-	0.0	0.0
1725492	+	0.0	0.0
1725794	+	0.0	0.0
1725795	-	0.0	0.0
1726312	+	0.0	0.0
1726313	-	0.0	0.0
1726608	-	0.0	0.0
1727065	+	0.0	0.0
1727066	-	0.0	0.0
1728418	+	0.0	0.0
1728419	-	0.0	0.0
1728596	+	0.0	0.0
1728597	-	0.0	0.0
1729206	+	0.0	0.0
1729207	-	0.0	0.0
1729533	+	0.0	0.0
1729534	-	88.89	0.0
1729651	-	0.0	0.0
1731536	+	0.0	0.0
1731537	-	0.0	0.0
1733157	+	0.0	0.0
1733158	-	0.0	0.0
1733419	+	0.0	0.0
1733420	-	0.0	0.0
1733748	+	0.0	0.0
1733749	-	0.0	0.0
1733889	+	0.0	0.0
1733890	-	0.0	0.0
1733934	+	0.0	0.0
1733935	-	88.46	0.0
1734201	+	0.0	0.0
1734202	-	0.0	0.0
1734717	+	0.0	0.0
1734718	-	0.0	0.0
1734990	+	0.0	0.0
1734991	-	0.0	0.0
1735495	+	0.0	0.0
1735496	-	75.0	0.0
1736393	+	0.0	0.0
1736394	-	0.0	0.0
1737744	+	0.0	0.0
1737745	-	0.0	0.0
1738955	+	0.0	0.0
1738956	-	0.0	0.0
