SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	confidence	product
SCO4147	SC_RS22925		chromosome	4563670	4564533	+	yes	GntR		1	no		GntR	pfam;CastroMelchor	medium	cupin domain-containing protein
SCO4155	SC_RS22965		chromosome	4571671	4573116	-	yes	HTH_18		1	no		HTH_other	pfam;CastroMelchor	medium	sensor histidine kinase
SCO4156	SC_RS22970		chromosome	4573113	4573859	-	no			1	no			CastroMelchor	medium	response regulator transcription factor
SCO4159	SC_RS22985	glnR	chromosome	4576177	4576980	-	no		global	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	two-component system response regulator GlnR
SCO4162	SC_RS23000		chromosome	4578354	4579667	+	yes	Response_reg;Trans_reg_C		0	no		LuxR	pfam	medium	hypothetical protein
SCO4167	SC_RS23025		chromosome	4582548	4583180	-	no			1	no			CastroMelchor	medium	TetR family transcriptional regulator
SCO4176	SC_RS23070		chromosome	4588684	4589526	+	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO4177	SC_RS23075		chromosome	4589508	4589801	+	no			1	no			CastroMelchor	low	DUF397 domain-containing protein
SCO4179	SC_RS23080		chromosome	4589970	4590545	+	no			1	no			CastroMelchor	low	heme-binding beta-barrel domain-containing protein
SCO4180	SC_RS23085		chromosome	4590561	4590998	+	no			1	no			CastroMelchor	medium	Fur family transcriptional regulator
SCO4181	SC_RS23090	ygfZ	chromosome	4591019	4591984	+	no			1	no			CastroMelchor	low	CAF17-like 4Fe-4S cluster assembly/insertion protein YgfZ
SCO4184	SC_RS23105		chromosome	4593681	4594349	+	no		TF	0	no		Unclassified_TF	ZorroAranda	medium	RsiG family protein
SCO4188	SC_RS23125		chromosome	4597379	4598290	+	no			1	no			CastroMelchor	medium	FadR/GntR family transcriptional regulator
SCO4190	SC_RS23135		chromosome	4598629	4599504	+	no			1	no			CastroMelchor	low	winged helix-turn-helix domain-containing protein
SCO4191	SC_RS23140		chromosome	4599453	4600274	+	no			1	no			CastroMelchor	low	HAD family hydrolase
SCO4193	SC_RS23150		chromosome	4601530	4602498	+	no			1	no			CastroMelchor	low	ATP/GTP-binding protein
SCO4194	SC_RS23155		chromosome	4602509	4603132	+	yes	GerE		1	no		LuxR	pfam;CastroMelchor	medium	TetR family transcriptional regulator
SCO4195	SC_RS23160		chromosome	4603165	4605207	+	yes	GerE		0	no		LuxR	pfam	medium	HelD family protein
SCO4198	SC_RS23175		chromosome	4607362	4607787	+	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO4199	SC_RS23180		chromosome	4607810	4608451	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO4202	SC_RS23195		chromosome	4610815	4611975	-	yes	TetR_N		0	no		TetR	pfam	medium	C40 family peptidase
SCO4206	SC_RS23215		chromosome	4615154	4615969	-	no			1	no			CastroMelchor	medium	AraC family transcriptional regulator
SCO4208	SC_RS23225		chromosome	4616569	4617858	-	yes	GerE;Response_reg		0	no		LuxR	pfam	medium	MDR family MFS transporter
SCO4223	SC_RS23300		chromosome	4628765	4629634	-	no			1	no			CastroMelchor	medium	AraC family transcriptional regulator
SCO4226	SC_RS23315		chromosome	4631601	4631849	-	no			1	no			CastroMelchor	low	SCO4226 family nickel-binding protein
SCO4227	SC_RS23320		chromosome	4631977	4632132	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO4228	SC_RS23325	phoU	chromosome	4632295	4632984	-	no		TF	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	phosphate signaling complex protein PhoU
SCO4229	SC_RS23330		chromosome	4633199	4634479	+	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO4230	SC_RS23335		chromosome	4634476	4635156	+	no		global	1	no		TCS_response_regulator	ZorroAranda;CastroMelchor	high	response regulator transcription factor
SCO4234	SC_RS23355	ispF	chromosome	4638344	4638856	+	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
SCO4236	SC_RS23365	rlmB	chromosome	4640855	4641799	+	yes	TetR_C_13;TetR_N		0	no		TetR	pfam	medium	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
SCO4238	SC_RS23375		chromosome	4643727	4644464	-	yes	TetR_N		0	no		TetR	pfam	medium	nucleotidyltransferase family protein
SCO4245	SC_RS23415		chromosome	4652357	4652809	-	yes	TetR_N		0	no		TetR	pfam	medium	GPW/gp25 family protein
SCO4259	SC_RS23485		chromosome	4671614	4673686	-	no			1	no			CastroMelchor	low	ATP-binding protein
SCO4260	SC_RS23490		chromosome	4673692	4674369	-	no			1	no			CastroMelchor	low	DUF4255 domain-containing protein
SCO4261	SC_RS23495		chromosome	4674563	4675222	-	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO4263	SC_RS23500		chromosome	4675583	4679338	+	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO4267	SC_RS23520		chromosome	4682918	4684078	-	yes	MarR;MarR_2		0	no		MarR	pfam	medium	NAD(P)-binding protein
SCO4270	SC_RS23535		chromosome	4685643	4686242	-	no			1	no			CastroMelchor	medium	TetR family transcriptional regulator
SCO4275	SC_RS23560		chromosome	4690823	4692109	+	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO4276	SC_RS23565		chromosome	4692106	4692777	+	no			1	no			CastroMelchor	medium	response regulator
SCO4278	SC_RS23575	arfB	chromosome	4693616	4694053	+	yes	HTH_22;HTH_7		0	no		HTH_other	pfam	medium	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB
SCO4284	SC_RS23605	nagA	chromosome	4699398	4700543	-	yes	TetR_N		1	no		TetR	pfam;CastroMelchor	medium	N-acetylglucosamine-6-phosphate deacetylase
SCO4285	SC_RS23610		chromosome	4700543	4701562	-	no			1	no			CastroMelchor	low	ROK family protein
SCO4289	SC_RS23630		chromosome	4704590	4705072	+	yes	GerE;Response_reg;Sigma70_r4_2		0	no		LuxR	pfam	medium	hypothetical protein
SCO4300	SC_RS23685		chromosome	4716003	4716272	-	no			1	no			CastroMelchor	low	DUF397 domain-containing protein
SCO4301	SC_RS23690		chromosome	4716256	4717095	-	yes	MarR;MarR_2		1	no		MarR	pfam;CastroMelchor	medium	helix-turn-helix domain-containing protein
SCO4303	SC_RS23700		chromosome	4717614	4718222	-	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4311	SC_RS23740		chromosome	4723060	4724157	-	yes	TetR_N		0	no		TetR	pfam	medium	GNAT family N-acetyltransferase
SCO4313	SC_RS23750		chromosome	4724955	4725605	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4314	SC_RS23755		chromosome	4725616	4726299	+	no			1	no			CastroMelchor	low	maleylpyruvate isomerase family mycothiol-dependent enzyme
SCO4322	SC_RS23790		chromosome	4734723	4735823	+	yes	Fe_dep_repr_C;MarR_2		0	no		MarR	pfam	medium	ribonuclease H family protein
SCO4329	SC_RS23825		chromosome	4739973	4741364	-	yes	Peripla_BP_6		0	no		LacI	pfam	medium	MFS transporter
SCO4335	SC_RS23855		chromosome	4750489	4750677	-	yes	HTH_23;HTH_38;HTH_MmpR5;MarR;MarR_2		0	no		MarR	pfam	medium	hypothetical protein
SCO4336	SC_RS23860		chromosome	4750828	4751265	+	no			1	no			CastroMelchor	medium	MarR family winged helix-turn-helix transcriptional regulator
SCO4337	SC_RS23865		chromosome	4751293	4752672	+	yes	Sigma70_r2;Sigma70_r4_2		1	no		Sigma	pfam;CastroMelchor	medium	MFS transporter
SCO4338	SC_RS23870	thpR	chromosome	4752722	4753294	+	no			1	no			CastroMelchor	low	RNA 2',3'-cyclic phosphodiesterase
SCO4345	SC_RS23895		chromosome	4759042	4759623	+	yes	HTH_18;HTH_AraC		0	no		HTH_other	pfam	medium	hypothetical protein
SCO4352	SC_RS23930		chromosome	4767684	4768676	+	yes	TetR_N		0	no		TetR	pfam	medium	aldo/keto reductase
SCO4358	SC_RS23960		chromosome	4772215	4773021	-	yes	BTAD;Trans_reg_C		1	no		SARP	pfam;CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4366	SC_RS24000	serC	chromosome	4778229	4779347	-	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	phosphoserine transaminase
SCO4373	SC_RS24035		chromosome	4787839	4788291	-	yes	HTH_19;HTH_3;HTH_31		0	no		HTH_other	pfam	medium	NUDIX hydrolase
SCO4375	SC_RS24045		chromosome	4789565	4790059	+	yes	MerR;MerR_1		1	no		MerR	pfam;CastroMelchor	medium	MarR family winged helix-turn-helix transcriptional regulator
SCO4376	SC_RS24050		chromosome	4790056	4790565	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO4377	SC_RS24055		chromosome	4790669	4792411	+	yes	HTH_20		1	no		HTH_other	pfam;CastroMelchor	medium	serine/threonine-protein kinase
SCO4382	SC_RS24080		chromosome	4798612	4799760	+	yes	TetR_N		0	no		TetR	pfam	medium	acyl-CoA dehydrogenase family protein
SCO4384	SC_RS24090		chromosome	4801461	4802204	+	yes	Sigma70_r2;Sigma70_r4_2		0	no		Sigma	pfam	medium	enoyl-CoA hydratase family protein
SCO4385	SC_RS24095		chromosome	4802192	4802821	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4386	SC_RS24100		chromosome	4802873	4803460	+	yes	TetR_N		1	no		TetR	pfam;CastroMelchor	medium	hypothetical protein
SCO4393	SC_RS24135		chromosome	4809858	4810613	-	yes	TetR_N		0	no		TetR	pfam	medium	SIS domain-containing protein
SCO4397	SC_RS24155		chromosome	4814603	4815394	-	yes	PadR		0	no		PadR	pfam	medium	ABC transporter ATP-binding protein
SCO4408	SC_RS24210		chromosome	4826082	4827368	-	yes	MerR;MerR_1		1	no		MerR	pfam;CastroMelchor	medium	zf-HC2 domain-containing protein
SCO4409	SC_RS24215		chromosome	4827365	4827958	-	no			1	yes	sigma70_unclassified	Sigma	CastroMelchor;SigmaReview	high	sigma-70 family RNA polymerase sigma factor
SCO4410	SC_RS24220		chromosome	4828287	4828667	+	no			1	no			CastroMelchor	low	STAS domain-containing protein
SCO4411	SC_RS24225	calD	chromosome	4828773	4829285	+	yes	TetR_N		0	no		TetR	pfam	medium	calcium binding protein CalD
SCO4412	SC_RS24230		chromosome	4829871	4830347	+	no			1	no			CastroMelchor	low	ATP-binding protein
SCO4413	SC_RS24235		chromosome	4830650	4831684	-	yes	HTH_1;LysR_substrate		1	no		LysR	pfam;CastroMelchor	medium	GlxA family transcriptional regulator
SCO4414	SC_RS24240		chromosome	4831769	4833094	+	yes	AraC_binding		0	no		AraC	pfam	medium	MFS transporter
SCO4416	SC_RS24250		chromosome	4834171	4835376	-	yes	HTH_11;HTH_AsnC-type		0	no		HTH_other	pfam	medium	flavin-containing monooxygenase
SCO4421	SC_RS24270		chromosome	4837557	4838192	-	no			1	no			CastroMelchor	medium	TetR family transcriptional regulator
SCO4423	SC_RS24280		chromosome	4839304	4841703	+	no			1	no			CastroMelchor	low	outer membrane protein assembly factor BamB family protein
SCO4425	SC_RS24290		chromosome	4842382	4842573	-	no		global	1	no		Sigma	ZorroAranda;CastroMelchor	high	hypothetical protein
SCO4426	SC_RS24295	afsR	chromosome	4842787	4845768	-	no		global	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	transcriptional regulator AfsR
SCO4431	SC_RS24320		chromosome	4851343	4851852	-	yes	TetR_N		0	no		TetR	pfam	medium	DUF2165 domain-containing protein
SCO4434	SC_RS24335		chromosome	4853069	4853965	+	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO4441	SC_RS24370		chromosome	4863650	4864507	+	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO4443	SC_RS24380		chromosome	4864966	4865850	-	no			1	no			CastroMelchor	medium	MerR family transcriptional regulator
SCO4445	SC_RS24390		chromosome	4866642	4867625	-	no			1	no			CastroMelchor	medium	ArsR/SmtB family transcription factor
SCO4452	SC_RS24425		chromosome	4874365	4875516	-	no			0	yes	ECF	Sigma	SigmaReview	high	RNA polymerase sigma factor
SCO4473	SC_RS24525		chromosome	4891222	4891992	+	yes	HTH_31		0	no		HTH_other	pfam	medium	cytochrome c biogenesis CcdA family protein
SCO4477	SC_RS24545		chromosome	4896795	4897511	-	no			1	no			CastroMelchor	medium	MerR family transcriptional regulator
SCO4478	SC_RS24550		chromosome	4897553	4898155	+	yes	BTAD		0	no		SARP	pfam	medium	O-methyltransferase
SCO4481	SC_RS24565		chromosome	4900077	4901975	+	no			1	no			CastroMelchor	low	serine/threonine-protein kinase
SCO4482	SC_RS24570		chromosome	4901972	4902850	-	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO4485	SC_RS24585		chromosome	4903856	4904881	-	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO4487	SC_RS24595		chromosome	4905443	4907221	+	no			1	no			CastroMelchor	low	protein kinase domain-containing protein
SCO4488	SC_RS24600		chromosome	4907340	4909220	+	no			1	no			CastroMelchor	low	serine/threonine protein kinase
SCO4490	SC_RS24610		chromosome	4909614	4911071	+	no			1	no			CastroMelchor	low	menaquinone biosynthesis decarboxylase
SCO4491	SC_RS24615	mqnP	chromosome	4911068	4911973	+	no			1	no			CastroMelchor	low	menaquinone biosynthesis prenyltransferase MqnP
SCO4492	SC_RS24620		chromosome	4912029	4912679	+	no			1	no			CastroMelchor	low	UbiX family flavin prenyltransferase
SCO4494	SC_RS24630	mqnE	chromosome	4913249	4914412	+	no			1	no			CastroMelchor	low	aminofutalosine synthase MqnE
SCO4499	SC_RS24660		chromosome	4917934	4918656	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4507	SC_RS24700		chromosome	4927170	4928930	+	no			1	no			CastroMelchor	low	serine/threonine-protein kinase
SCO4528	SC_RS24795		chromosome	4949097	4950017	+	yes	GerE;Response_reg;Sigma70_r4_2		0	no		LuxR	pfam	medium	type II secretion system F family protein
SCO4543	SC_RS24870	whiJ	chromosome	4959584	4960435	-	no		TF	0	no		AraC	ZorroAranda	medium	transcriptional regulator WhiJ
SCO4548	SC_RS24895		chromosome	4964061	4967069	+	yes	HTH_17		0	no		HTH_other	pfam	medium	bacterial transcriptional activator domain-containing protein
SCO4560	SC_RS24955	def	chromosome	4977869	4978495	-	yes	GntR		0	no		GntR	pfam	medium	peptide deformylase
SCO4572	SC_RS25015	nuoK	chromosome	4990935	4991234	+	yes	TetR_N		0	no		TetR	pfam	medium	NADH-quinone oxidoreductase subunit NuoK
SCO4573	SC_RS25020	nuoL	chromosome	4991249	4993213	+	yes	TetR_N		0	no		TetR	pfam	medium	NADH-quinone oxidoreductase subunit L
SCO4596	SC_RS25135		chromosome	5019699	5020358	-	no		global	1	no		TCS_response_regulator	ZorroAranda;CastroMelchor	high	response regulator transcription factor
SCO4597	SC_RS25140		chromosome	5020678	5022045	-	yes	BTAD		1	no		SARP	pfam;CastroMelchor	medium	sensor histidine kinase
SCO4598	SC_RS25145		chromosome	5022159	5023382	-	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO4600	SC_RS25155		chromosome	5024009	5024713	+	yes	GerE;Response_reg;Sigma70_r4_2		0	no		LuxR	pfam	medium	NADH-quinone oxidoreductase subunit B
SCO4603	SC_RS25170		chromosome	5027036	5027629	+	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	NuoI/complex I 23 kDa subunit family protein
SCO4605	SC_RS25180	nuoK	chromosome	5028219	5028611	+	yes	HTH_11;HTH_PafC		0	no		HTH_other	pfam	medium	NADH-quinone oxidoreductase subunit NuoK
SCO4608	SC_RS25195		chromosome	5032210	5033757	+	yes	HTH_36		0	no		HTH_other	pfam	medium	NADH-quinone oxidoreductase subunit N
SCO4610	SC_RS25205		chromosome	5034844	5035260	+	yes	HTH_31		0	no		HTH_other	pfam	medium	YccF domain-containing protein
SCO4612	SC_RS25215		chromosome	5036030	5037274	-	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	APC family permease
SCO4619	SC_RS25255		chromosome	5043224	5043691	-	yes	MerR;MerR_1		0	no		MerR	pfam	medium	hypothetical protein
SCO4624	SC_RS25280		chromosome	5047328	5047663	-	yes	HTH_23;HTH_28;HTH_32;HTH_Tnp_1		0	no		HTH_other	pfam	medium	RRQRL motif-containing zinc-binding protein
SCO4628	SC_RS25300		chromosome	5049893	5050702	+	no			1	no			CastroMelchor	medium	GntR family transcriptional regulator
SCO4629	SC_RS25305		chromosome	5050699	5051364	+	no			1	no			CastroMelchor	low	YdcF family protein
SCO4639	SC_RS25370		chromosome	5063734	5064339	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4640	SC_RS25375		chromosome	5064405	5064998	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4667	SC_RS25510		chromosome	5097181	5098476	+	yes	HTH_19;HTH_25;HTH_26;HTH_3;HTH_31		1	no		HTH_other	pfam;CastroMelchor	medium	sensor histidine kinase
SCO4668	SC_RS25515		chromosome	5098476	5099108	+	no			1	no			CastroMelchor	medium	response regulator
SCO4671	SC_RS25530		chromosome	5102043	5102990	-	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO4672	SC_RS25535		chromosome	5103076	5104845	-	no			1	no			CastroMelchor	low	NlpC/P60 family protein
SCO4673	SC_RS25540		chromosome	5104850	5105851	-	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO4675	SC_RS25550		chromosome	5106331	5107239	-	no			1	no			CastroMelchor	low	RpnC/YadD family protein
SCO4676	SC_RS25555		chromosome	5107257	5108129	-	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO4677	SC_RS25560		chromosome	5108377	5108811	-	no			1	no			CastroMelchor	low	ATP-binding protein
SCO4678	SC_RS25565		chromosome	5108924	5109772	+	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	helix-turn-helix domain-containing protein
SCO4680	SC_RS25575		chromosome	5109911	5110819	-	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO4681	SC_RS25580		chromosome	5110897	5111655	+	yes	Sigma70_r2;Sigma70_r4_2		0	no		Sigma	pfam	medium	SDR family oxidoreductase
SCO4692	SC_RS25630		chromosome	5118613	5119260	+	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	hypothetical protein
SCO4697	SC_RS25645		chromosome	5121109	5122923	+	yes	GerE;Response_reg		0	no		LuxR	pfam	medium	DUF6531 domain-containing protein
SCO4698	SC_RS25650		chromosome	5122899	5123855	+	yes	Sigma70_ECF;Sigma70_r2;Sigma70_r4;Sigma70_r4_2		0	no		Sigma	pfam	medium	IS481-like element IS1649 family transposase
SCO4722	SC_RS25770	secY	chromosome	5137655	5138968	+	yes	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2		0	no		LuxR	pfam	medium	preprotein translocase subunit SecY
SCO4739	SC_RS25855		chromosome	5152417	5153223	+	yes	HTH_3;HTH_31;Sigma70_r4_2		0	no		Sigma	pfam	medium	lipoprotein
SCO4754	SC_RS25930		chromosome	5165438	5166505	+	yes	HTH_31		1	no		HTH_other	pfam;CastroMelchor	medium	LacI family DNA-binding transcriptional regulator
SCO4757	SC_RS25945		chromosome	5168216	5169475	+	no			0	yes	ECF	Sigma	SigmaReview	high	RNA polymerase sigma factor
SCO4764	SC_RS25980		chromosome	5176428	5177201	-	yes	GntR		0	no		GntR	pfam	medium	SDR family NAD(P)-dependent oxidoreductase
SCO4766	SC_RS25990		chromosome	5178021	5178941	+	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO4768	SC_RS26000		chromosome	5179727	5180338	+	no			1	no			CastroMelchor	medium	response regulator transcription factor
SCO4769	SC_RS26005		chromosome	5180620	5181207	+	no			1	yes	sigma70_unclassified	Sigma	CastroMelchor;SigmaReview	high	sigma-70 family RNA polymerase sigma factor
SCO4775	SC_RS26035		chromosome	5189098	5191251	+	no			1	no			CastroMelchor	low	serine/threonine-protein kinase
SCO4776	SC_RS26040		chromosome	5191425	5194364	+	no			1	no			CastroMelchor	low	protein kinase
SCO4777	SC_RS26045		chromosome	5194510	5196300	+	no			1	no			CastroMelchor	low	serine/threonine-protein kinase
SCO4778	SC_RS26050		chromosome	5196394	5197536	+	yes	TetR_N		1	no		TetR	pfam;CastroMelchor	medium	serine/threonine-protein kinase
SCO4779	SC_RS26055		chromosome	5197629	5199356	+	no			1	no			CastroMelchor	low	serine/threonine-protein kinase
SCO4791	SC_RS26120		chromosome	5212113	5213405	+	yes	Sigma70_r2;Sigma70_r4_2		1	no		Sigma	pfam;CastroMelchor	medium	ATP-binding protein
SCO4792	SC_RS26125		chromosome	5213402	5214157	+	no			1	no			CastroMelchor	medium	LuxR C-terminal-related transcriptional regulator
SCO4793	SC_RS26130		chromosome	5214259	5215302	-	yes	Sigma70_ECF;Sigma70_r2;Sigma70_r4_2		0	no		Sigma	pfam	medium	C40 family peptidase
SCO4798	SC_RS26155		chromosome	5221209	5222906	-	yes	TetR_N		0	no		TetR	pfam	medium	M23 family metallopeptidase
SCO4817	SC_RS26250		chromosome	5247215	5248573	-	no			1	no			CastroMelchor	low	protein kinase domain-containing protein
SCO4818	SC_RS26255		chromosome	5248570	5249310	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO4820	SC_RS26265		chromosome	5250091	5252229	-	yes	HTH_20;HTH_24;HTH_5;MarR_2		1	no		MarR	pfam;CastroMelchor	medium	serine/threonine protein kinase
SCO4821	SC_RS26270		chromosome	5252226	5252972	-	no			1	no			CastroMelchor	low	FHA domain-containing protein
SCO4824	SC_RS26280		chromosome	5253981	5254835	+	yes	Sigma70_r2;Sigma70_r4;Sigma70_r4_2		0	no		Sigma	pfam	medium	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
SCO4826	SC_RS26290		chromosome	5255754	5257154	+	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	XRE family transcriptional regulator
SCO4827	SC_RS26295		chromosome	5257517	5258506	+	yes	TetR_N		0	no		TetR	pfam	medium	malate dehydrogenase
SCO4828	SC_RS26300		chromosome	5258735	5260264	+	yes	HTH_67		0	no		Unknown_TF	pfam	medium	aldehyde dehydrogenase family protein
SCO4836	SC_RS26340	pdxR	chromosome	5267682	5269070	+	yes	Response_reg;Trans_reg_C		1	no		LuxR	pfam;CastroMelchor	medium	MocR-like pyridoxine biosynthesis transcription factor PdxR
SCO4837	SC_RS26345		chromosome	5269286	5270731	+	yes	Sigma70_r2;Sigma70_r4;Sigma70_r4_2		0	no		Sigma	pfam	medium	glycine hydroxymethyltransferase
SCO4849	SC_RS26405		chromosome	5280147	5281457	+	yes	DeoRC;HTH_11;HTH_DeoR		0	no		DeoR	pfam	medium	metallophosphoesterase
SCO4850	SC_RS26410		chromosome	5281448	5282203	-	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4851	SC_RS26415		chromosome	5282215	5282703	-	no			1	no			CastroMelchor	low	thiol-disulfide oxidoreductase DCC family protein
SCO4852	SC_RS26420		chromosome	5282708	5283115	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO4864	SC_RS26480		chromosome	5292481	5293098	+	no			1	yes	ECF	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma factor
SCO4865	SC_RS26485		chromosome	5293095	5294015	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO4866	SC_RS26490		chromosome	5294399	5295061	+	no			1	yes	ECF	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma factor
SCO4867	SC_RS26495		chromosome	5295061	5296242	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO4868	SC_RS26500		chromosome	5296485	5297330	-	yes	Sigma70_r2;Sigma70_r4_2		0	no		Sigma	pfam	medium	L,D-transpeptidase family protein
SCO4870	SC_RS26510		chromosome	5299181	5300632	-	yes	TetR_C_11;TetR_C_13;TetR_N		0	no		TetR	pfam	medium	FAD-dependent oxidoreductase
SCO4871	SC_RS26515		chromosome	5300705	5301355	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4872	SC_RS26520		chromosome	5301340	5302356	-	yes	TetR_N		0	no		TetR	pfam	medium	class I SAM-dependent methyltransferase
SCO4874	SC_RS26530		chromosome	5303776	5306604	+	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	YfhO family protein
SCO4882	SC_RS26570		chromosome	5314345	5315412	+	yes	TetR_N		0	no		TetR	pfam	medium	hypothetical protein
SCO4889	SC_RS26605		chromosome	5323709	5324101	+	yes	Sigma70_r4		0	no		Sigma	pfam	medium	cytidine deaminase
SCO4890	SC_RS26610		chromosome	5324132	5325409	+	yes	MarR;MarR_2		0	no		MarR	pfam	medium	thymidine phosphorylase
SCO4892	SC_RS26620		chromosome	5326010	5327032	+	no			1	no			CastroMelchor	low	winged helix-turn-helix domain-containing protein
	SC_RS26630		chromosome	5328139	5328525	+	yes	GreA_GreB_N		0	no		Other_TF	pfam	medium	STAS domain-containing protein
SCO4895	SC_RS26635		chromosome	5328418	5329422	-	no			1	yes	ECF	Sigma	CastroMelchor;SigmaReview	high	sigma-70 family RNA polymerase sigma factor
SCO4898	SC_RS26650		chromosome	5331991	5332572	-	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4905	SC_RS26685		chromosome	5337310	5337921	-	yes	TetR_N		1	no		TetR	pfam;CastroMelchor	medium	lipoprotein
SCO4906	SC_RS26690	afsQ2	chromosome	5337921	5339528	-	no			1	no			CastroMelchor	medium	two-component system sensor histidine kinase AfsQ2
SCO4907	SC_RS26695	afsQ1	chromosome	5339525	5340202	-	no		global	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	two-component system response regulator AfsQ1
SCO4908	SC_RS26700		chromosome	5340411	5341142	+	no		sigma	0	yes	ECF	Sigma	ZorroAranda;SigmaReview	high	SigE family RNA polymerase sigma factor
SCO4917	SC_RS26745		chromosome	5351124	5351948	-	yes	HTH_IclR		0	no		HTH_other	pfam	medium	purine-nucleoside phosphorylase
SCO4920	SC_RS26760		chromosome	5354193	5355182	+	no			1	no			CastroMelchor	medium	DeoR/GlpR family DNA-binding transcription regulator
SCO4924	SC_RS26780	mmpB	chromosome	5358534	5358662	-	yes	Sigma70_r2;Sigma70_r4;Sigma70_r4_2		0	no		Sigma	pfam	medium	morphogenic membrane protein MmpB
SCO4926	SC_RS26790		chromosome	5359018	5360610	-	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	acyl-CoA carboxylase subunit beta
SCO4938	SC_RS26855	sigJ	chromosome	5373018	5373932	+	no			1	yes	ECF	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma factor SigJ
SCO4943	SC_RS26880		chromosome	5376765	5377757	+	yes	AraC_binding_2;HTH_18;HTH_AraC		0	no		AraC	pfam	medium	aldo/keto reductase
SCO4944	SC_RS26885		chromosome	5377855	5378730	-	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO4951	SC_RS26920		chromosome	5387898	5388935	-	yes	MerR;MerR_1		0	no		MerR	pfam	medium	aldo/keto reductase
SCO4952	SC_RS26925		chromosome	5389080	5389676	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO4960	SC_RS26965		chromosome	5395316	5395822	-	yes	HTH_1;LysR_substrate		0	yes	ECF	LysR	pfam;SigmaReview	high	sigma factor-like helix-turn-helix DNA-binding protein
