locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_coordinated	coordination_primary	nearest_methyl_dist	sites_within_2kb	sites_2kb_T1	sites_2kb_T2	delta_sites	lfc_T2vsT1	padj_T2vsT1
SC_RS22220		SCO4020	response regulator transcription factor	Response regulator	4415204	4415944	+	4415204	core	False	non_coordinated	722	3	2	3	1	-1.5782501827848514	0.001585712911398
SC_RS22225		SCO4021	sensor histidine kinase	Sensor kinase	4415941	4417515	+	4415941	core	False	non_coordinated	11	4	3	4	1	-1.291859747883198	0.0035199663755551
SC_RS22245		SCO4025	TetR/AcrR family transcriptional regulator	TetR	4422721	4423479	+	4422721	core	False	non_coordinated	375	3	3	2	-1	-0.5571879142795835	0.0049185324729981
SC_RS22280		SCO4032	MarR family winged helix-turn-helix transcriptional regulator	MarR	4429662	4430162	-	4430162	core	False	non_coordinated	1591	1	1	1	0	-0.5505951232293238	0.1829742179557476
SC_RS22290		SCO4034	RNA polymerase sigma factor SigF	Sigma factor	4430684	4431640	-	4431640	core	False	non_coordinated	1149	1	1	1	0	1.4546917486403483	4.7304393687868344e-11
SC_RS22295		SCO4035	RNA polymerase sigma factor SigF	Sigma factor	4431932	4432795	-	4432795	core	False	non_coordinated	6	1	1	1	0	-0.7328712147614266	0.1594687742006292
SC_RS22420		SCO4059	ArsR/SmtB family transcription factor	ArsR	4451075	4451410	+	4451075	core	False	non_coordinated	38	2	1	2	1	0.0259296739973166	0.9299723582549496
SC_RS22490		SCO4072	response regulator transcription factor	Response regulator	4466063	4466677	-	4466677	core	False	non_coordinated	349	4	3	4	1	-0.9848827772212636	0.0008811358363616078
SC_RS22495		SCO4073	sensor histidine kinase	Sensor kinase	4466674	4467921	-	4467921	core	False	non_coordinated	507	2	1	2	1	-1.41309872658276	5.457410505483161e-12
SC_RS22545		SCO4081	ArsR/SmtB family transcription factor	ArsR	4474926	4475408	+	4474926	core	False	non_coordinated	1204	1	1	1	0	-1.0299852523159492	5.986425305913924e-07
SC_RS22590	bldC	SCO4091	developmental transcriptional regulator BldC	Other regulatory	4485363	4485569	+	4485363	core	False	non_coordinated	428	3	3	3	0	0.9503499478847856	0.00013668493259151934
SC_RS22660		SCO4099	TetR/AcrR family transcriptional regulator	TetR	4499009	4499689	+	4499009	core	False	non_coordinated	650	2	1	1	0	-1.033989369929107	8.752591752956518e-05
SC_RS22675		SCO4102	MerR family transcriptional regulator	MerR	4500505	4501464	-	4501464	core	False	non_coordinated	1805	1	1	0	-1	0.3829377253108014	0.2605660020895035
SC_RS22750		SCO4116	BTAD domain-containing putative transcriptional regulator	Other regulatory	4517961	4521269	+	4517961	core	False	non_coordinated	489	4	1	0	-1	-0.6162868378144991	0.00036484210471441096
SC_RS22755		SCO4117	sigma-70 family RNA polymerase sigma factor	Sigma factor	4521256	4523319	-	4523319	core	False	non_coordinated	1385	3	3	2	-1	0.5081868185176802	0.0050937002863999
SC_RS22760		SCO4118	TetR/AcrR family transcriptional regulator	TetR	4523502	4524395	-	4524395	core	False	non_coordinated	1421	1	0	1	1	0.513765027513466	0.0155947431535139
SC_RS22780		SCO4122	MarR family winged helix-turn-helix transcriptional regulator	MarR	4529468	4530016	+	4529468	core	True	discordant_loss_down	207	5	4	3	-1	-3.79957961958281	5.766380137126139e-88
SC_RS22800		SCO4123	response regulator	Response regulator	4535862	4536530	-	4536530	core	False	non_coordinated	1361	1	1	1	0	-1.4495787880375135	7.846299924488979e-11
SC_RS22805		SCO4124	sensor histidine kinase	Sensor kinase	4536527	4537801	-	4537801	core	False	non_coordinated	90	1	1	1	0	-1.725259042101795	5.696825283733903e-07
SC_RS22870		SCO4136	metal-sensitive transcriptional regulator	Other regulatory	4551282	4551683	-	4551683	core	False	non_coordinated	993	4	3	3	0	0.6738200007536261	0.0008049674056842537
SC_RS22920		SCO4146	RNA polymerase sigma factor	Sigma factor	4563131	4563673	+	4563131	core	False	non_coordinated	684	2	1	1	0	-0.3825600155514074	0.2859286896345832
SC_RS22955		SCO4153	winged helix-turn-helix transcriptional regulator	HTH (other)	4570805	4571188	-	4571188	core	False	non_coordinated	3189	0	0	0	0	-0.338435550376403	0.1056247589852381
SC_RS22965		SCO4155	sensor histidine kinase	Sensor kinase	4571671	4573116	-	4573116	core	False	non_coordinated	1327	2	1	2	1	-0.6017095256636185	0.0141982350266509
SC_RS22970		SCO4156	response regulator transcription factor	Response regulator	4573113	4573859	-	4573859	core	False	non_coordinated	584	3	2	3	1	-0.690793184596513	0.005464781686072
SC_RS22980		SCO4158	LacI family DNA-binding transcriptional regulator	LacI	4575112	4576134	-	4576134	core	True	discordant_loss_down	172	4	3	4	1	-0.0261795784401953	0.9099118869510534
SC_RS22985	glnR	SCO4159	two-component system response regulator GlnR	Response regulator	4576177	4576980	-	4576980	core	False	non_coordinated	674	4	4	4	0	-1.610509703085793	7.1798300105783776e-12
SC_RS23025		SCO4167	TetR family transcriptional regulator	TetR	4582548	4583180	-	4583180	core	False	non_coordinated	293	2	1	1	0	-0.8893410313158754	7.57473791638351e-05
SC_RS23070		SCO4176	helix-turn-helix domain-containing protein	HTH (other)	4588684	4589526	+	4588684	core	False	non_coordinated	69	4	4	2	-2	0.7276872848626493	0.0025246734030074
SC_RS23085		SCO4180	Fur family transcriptional regulator	Other regulatory	4590561	4590998	+	4590561	core	False	non_coordinated	1946	2	2	1	-1	-1.1446575036612223	1.6477453955094886e-07
SC_RS23125		SCO4188	FadR/GntR family transcriptional regulator	GntR	4597379	4598290	+	4597379	core	False	non_coordinated	3383	0	0	0	0	-1.3385634696082236	3.9048576051538925e-11
SC_RS23135		SCO4190	winged helix-turn-helix domain-containing protein	HTH (other)	4598629	4599504	+	4598629	core	False	non_coordinated	2133	0	0	0	0	-0.947355324671142	1.104378446411157e-05
SC_RS23155		SCO4194	TetR family transcriptional regulator	TetR	4602509	4603132	+	4602509	core	False	non_coordinated	886	2	1	1	0	-0.1462933334901156	0.6002852804617163
SC_RS23170		SCO4197	MarR family winged helix-turn-helix transcriptional regulator	MarR	4606581	4607048	+	4606581	core	False	non_coordinated	1032	5	2	3	1	-1.302338605228163	5.7893597178276834e-08
SC_RS23175		SCO4198	helix-turn-helix domain-containing protein	HTH (other)	4607362	4607787	+	4607362	core	False	non_coordinated	921	3	2	3	1	2.189284616325434	1.3884883704629056e-14
SC_RS23215		SCO4206	AraC family transcriptional regulator	AraC	4615154	4615969	-	4615969	core	False	non_coordinated	714	1	1	0	-1	0.4142537861914759	0.0314498382722351
SC_RS23260		SCO4215	GntR family transcriptional regulator	GntR	4623766	4624524	+	4623766	core	False	non_coordinated	1873	1	1	1	0	-1.857767252222544	3.579081044066981e-22
SC_RS23300		SCO4223	AraC family transcriptional regulator	AraC	4628765	4629634	-	4629634	core	False	non_coordinated	872	2	2	2	0	-1.3933113218235125	5.138944019763454e-13
SC_RS23330		SCO4229	sensor histidine kinase	Sensor kinase	4633199	4634479	+	4633199	core	False	non_coordinated	1093	2	2	2	0	3.08957851226659	1.4231950646610647e-47
SC_RS23335		SCO4230	response regulator transcription factor	Response regulator	4634476	4635156	+	4634476	core	False	non_coordinated	848	2	2	2	0	4.227598677186286	1.5193361150205949e-71
SC_RS23345		SCO4232	CarD family transcriptional regulator	Other regulatory	4636744	4637226	+	4636744	core	False	non_coordinated	998	3	3	3	0	-1.122084319292714	6.036519699991251e-07
SC_RS23495		SCO4261	helix-turn-helix transcriptional regulator	HTH (other)	4674563	4675222	-	4675222	core	False	non_coordinated	1814	2	1	1	0	3.061620218018283	1.4416921070113648e-41
SC_RS23500		SCO4263	helix-turn-helix transcriptional regulator	HTH (other)	4675583	4679338	+	4675583	core	False	non_coordinated	1567	1	0	0	0	-0.5129905995436999	0.0081036838975999
SC_RS23535		SCO4270	TetR family transcriptional regulator	TetR	4685643	4686242	-	4686242	core	False	non_coordinated	3978	0	0	0	0	-2.344321338779997	1.082076704995421e-19
SC_RS23560		SCO4275	sensor histidine kinase	Sensor kinase	4690823	4692109	+	4690823	core	False	non_coordinated	3924	0	0	0	0	-2.4415418950839083	1.766904335738953e-15
SC_RS23565		SCO4276	response regulator	Response regulator	4692106	4692777	+	4692106	core	False	non_coordinated	2641	0	0	0	0	-2.6877433042707	4.898406580100636e-44
SC_RS23610		SCO4285	ROK family protein	ROK	4700543	4701562	-	4701562	core	False	non_coordinated	507	3	3	3	0	-1.1232797760643776	9.672748170452856e-06
SC_RS23690		SCO4301	helix-turn-helix domain-containing protein	HTH (other)	4716256	4717095	-	4717095	core	False	non_coordinated	434	1	0	0	0	4.0059313971641	6.064178246973144e-53
SC_RS23700		SCO4303	TetR/AcrR family transcriptional regulator	TetR	4717614	4718222	-	4718222	core	False	non_coordinated	693	2	0	0	0	0.4800328681855517	0.0647764025744081
SC_RS23710		SCO4305	TetR/AcrR family transcriptional regulator	TetR	4719080	4719673	-	4719673	core	True	concordant_repression	226	2	1	1	0	-0.7638015556801351	0.0005500676360110483
SC_RS23725		SCO4308	MurR/RpiR family transcriptional regulator	Other regulatory	4721346	4722335	-	4722335	core	False	non_coordinated	67	3	2	1	-1	-2.074023651119372	2.8792150115925665e-21
SC_RS23750		SCO4313	TetR/AcrR family transcriptional regulator	TetR	4724955	4725605	+	4724955	core	False	non_coordinated	575	2	1	1	0	-2.668446171977565	8.009974880875397e-40
SC_RS23810		SCO4326	1,4-dihydroxy-6-naphthoate synthase	HTH (other)	4737844	4738692	-	4738692	core	False	non_coordinated	1108	2	1	1	0	-1.179731054881152	2.341708387412047e-09
SC_RS23860		SCO4336	MarR family winged helix-turn-helix transcriptional regulator	MarR	4750828	4751265	+	4750828	core	False	non_coordinated	2203	0	0	0	0	-2.2152124543258744	2.447506422264608e-18
SC_RS23960		SCO4358	TetR/AcrR family transcriptional regulator	TetR	4772215	4773021	-	4773021	core	False	non_coordinated	2092	0	0	0	0	-1.611900730732057	2.50910868215098e-15
SC_RS23980		SCO4362	sensor histidine kinase	Sensor kinase	4775642	4776853	+	4775642	core	False	non_coordinated	676	1	1	1	0	-0.5275166844056618	0.0561528460990978
SC_RS23985		SCO4363	response regulator transcription factor	Response regulator	4776850	4777530	+	4776850	core	False	non_coordinated	532	1	1	1	0	-0.7923482171218507	0.00034161984993362786
SC_RS24045		SCO4375	MarR family winged helix-turn-helix transcriptional regulator	MarR	4789565	4790059	+	4789565	core	False	non_coordinated	738	4	3	4	1	-0.7349754452201004	0.0081884016166862
SC_RS24095		SCO4385	TetR/AcrR family transcriptional regulator	TetR	4802192	4802821	+	4802192	core	False	non_coordinated	231	2	0	1	1	-2.742475874392498	8.218883176665727e-20
SC_RS24125		SCO4391	winged helix-turn-helix transcriptional regulator	HTH (other)	4808387	4808785	-	4808785	core	False	non_coordinated	466	5	4	3	-1	1.230428479243588	3.815977368917781e-06
SC_RS24140		SCO4394	metal-dependent transcriptional regulator	Other regulatory	4810836	4811528	+	4810836	core	False	non_coordinated	245	4	3	3	0	0.1078268639887354	0.6619610641488134
SC_RS24185	purU	SCO4403	formyltetrahydrofolate deformylase	TetR	4821748	4822641	+	4821748	core	False	non_coordinated	385	2	2	2	0	-0.7118992266088117	0.00033585529018393637
SC_RS24205		SCO4407	GbsR/MarR family transcriptional regulator	MarR	4825352	4826125	+	4825352	core	False	non_coordinated	1304	8	6	8	2	-0.6102359269250709	0.0073556390514623
SC_RS24215		SCO4409	sigma-70 family RNA polymerase sigma factor	Sigma factor	4827365	4827958	-	4827958	core	False	non_coordinated	666	9	7	9	2	2.4478129572402416	1.1684489253819024e-26
SC_RS24235		SCO4413	GlxA family transcriptional regulator	Other regulatory	4830650	4831684	-	4831684	core	False	non_coordinated	771	4	3	3	0	1.3277305525245755	1.5930893024740063e-10
SC_RS24270		SCO4421	TetR family transcriptional regulator	TetR	4837557	4838192	-	4838192	core	False	non_coordinated	804	4	4	4	0	-1.5498489543450966	3.368794983650364e-15
SC_RS24295	afsR	SCO4426	transcriptional regulator AfsR	Other regulatory	4842787	4845768	-	4845768	core	False	non_coordinated	206	4	4	4	0	-0.2613866005478055	0.1043531541894939
SC_RS24335		SCO4434	LysR family transcriptional regulator	LysR	4853069	4853965	+	4853069	core	False	non_coordinated	265	1	1	1	0	-0.5661289350968162	0.0159592566093423
SC_RS24370		SCO4441	helix-turn-helix domain-containing protein	HTH (other)	4863650	4864507	+	4863650	core	False	non_coordinated	168	5	3	3	0	3.6890665244051695	3.3894629548345035e-70
SC_RS24380		SCO4443	MerR family transcriptional regulator	MerR	4864966	4865850	-	4865850	core	True	discordant_gain_up	49	5	1	3	2	2.1231739543915493	1.4387410976569703e-24
SC_RS24390		SCO4445	ArsR/SmtB family transcription factor	ArsR	4866642	4867625	-	4867625	core	False	non_coordinated	1000	4	1	3	2	-1.5746384719887423	2.798682414536714e-10
SC_RS24415		SCO4450	TetR/AcrR family transcriptional regulator	TetR	4872011	4872658	+	4872011	core	False	non_coordinated	326	3	3	3	0	-1.5624594138570886	0.0002908727023579969
SC_RS24425		SCO4452	RNA polymerase sigma factor	Sigma factor	4874365	4875516	-	4875516	core	False	non_coordinated	128	3	2	3	1	0.4402004152934874	0.0392493745582845
SC_RS24435		SCO4454	TetR/AcrR family transcriptional regulator	TetR	4876023	4876625	-	4876625	core	False	non_coordinated	1237	3	2	3	1	-1.8167566366869272	1.956366696623393e-16
SC_RS24470		SCO4461	TetR/AcrR family transcriptional regulator	TetR	4882032	4882589	-	4882589	core	False	non_coordinated	21	5	2	3	1	-0.3231041185646008	0.3175892378996311
SC_RS24490		SCO4465	PadR family transcriptional regulator	PadR	4884950	4885462	+	4884950	core	False	non_coordinated	805	5	3	4	1	-0.9288366549900312	0.00472365162368
SC_RS24545		SCO4477	MerR family transcriptional regulator	MerR	4896795	4897511	-	4897511	core	False	non_coordinated	1179	5	5	5	0	-0.936015561425914	0.0120611344320411
SC_RS24560		SCO4480	TetR/AcrR family transcriptional regulator	TetR	4899301	4899900	-	4899900	core	False	non_coordinated	840	7	5	7	2	-1.7970783779029191	2.471059743094857e-11
SC_RS24570		SCO4482	LysR family transcriptional regulator	LysR	4901972	4902850	-	4902850	core	False	non_coordinated	549	4	1	4	3	-1.571322682931436	7.451365161734104e-17
SC_RS24585		SCO4485	helix-turn-helix transcriptional regulator	HTH (other)	4903856	4904881	-	4904881	core	False	non_coordinated	1089	2	1	1	0	-1.3480782587503002	4.348569100450834e-08
SC_RS24625			Lrp/AsnC family transcriptional regulator	Lrp	4912747	4913204	+	4912747	core	False	non_coordinated	1715	2	1	2	1	-1.3222267322689032	2.4706991553231332e-08
SC_RS24635		SCO4495	UdgX family uracil-DNA binding protein	Other regulatory	4914637	4915275	+	4914637	core	True	concordant_repression	82	3	1	2	1	-2.524458093106345	1.552650565020701e-11
SC_RS24660		SCO4499	TetR/AcrR family transcriptional regulator	TetR	4917934	4918656	+	4917934	core	False	non_coordinated	1006	1	1	1	0	-0.1927766726713451	0.3571871938599106
SC_RS24870	whiJ	SCO4543	transcriptional regulator WhiJ	Other regulatory	4959584	4960435	-	4960435	core	False	non_coordinated	1595	2	2	2	0	-1.1054600380815596	2.1866897683796574e-09
SC_RS24895		SCO4548	bacterial transcriptional activator domain-containing protein	Activator	4964061	4967069	+	4964061	core	False	non_coordinated	3233	0	0	0	0	-1.2079929326540595	3.014199859918224e-16
SC_RS25095		SCO4588	tetratricopeptide repeat protein	TetR	5010296	5011708	+	5010296	core	False	non_coordinated	598	2	2	1	-1	-2.727342227863869	3.755002129883712e-30
SC_RS25135		SCO4596	response regulator transcription factor	Response regulator	5019699	5020358	-	5020358	core	False	non_coordinated	2187	0	0	0	0	-0.6323857389663057	0.0007952439757071594
SC_RS25140		SCO4597	sensor histidine kinase	Sensor kinase	5020678	5022045	-	5022045	core	False	non_coordinated	1041	1	1	1	0	-0.101567528967933	0.7160862111718213
SC_RS25145		SCO4598	sensor histidine kinase	Sensor kinase	5022159	5023382	-	5023382	core	False	non_coordinated	296	2	2	1	-1	0.6024740268693711	0.0033578100656927
SC_RS25240		SCO4616	helix-turn-helix transcriptional regulator	HTH (other)	5040186	5040371	-	5040371	core	False	non_coordinated	1461	3	2	3	1		
SC_RS25300		SCO4628	GntR family transcriptional regulator	GntR	5049893	5050702	+	5049893	core	False	non_coordinated	1555	1	1	1	0	-2.0652461669455877	3.902087914025336e-37
SC_RS25320	fxsT	SCO4632	FxSxx-COOH system tetratricopeptide repeat protein	TetR	5055828	5058728	+	5055828	core	False	non_coordinated	1569	1	1	1	0	1.3698366358429046	5.774672377953511e-20
SC_RS25370		SCO4639	TetR/AcrR family transcriptional regulator	TetR	5063734	5064339	+	5063734	core	True	discordant_loss_down	252	4	4	3	-1	-1.205765616879327	2.4762759966205292e-09
SC_RS25375		SCO4640	TetR/AcrR family transcriptional regulator	TetR	5064405	5064998	+	5064405	core	False	non_coordinated	923	3	3	2	-1	-0.8571986010981619	1.1123519865801262e-07
SC_RS25415	nusG	SCO4647	transcription termination/antitermination protein NusG	Other regulatory	5071761	5072663	+	5071761	core	False	non_coordinated	1218	1	1	1	0	-2.2798853152190977	1.3506397450466847e-24
SC_RS25495		SCO4663	AfsR/SARP family transcriptional regulator	SARP	5093313	5093666	-	5093666	core	False	non_coordinated	370	5	5	4	-1	-1.4000332177522306	2.2654102788228282e-08
SC_RS25510		SCO4667	sensor histidine kinase	Sensor kinase	5097181	5098476	+	5097181	core	False	non_coordinated	439	3	2	3	1	0.0492268027202965	0.9049650719349296
SC_RS25515		SCO4668	response regulator	Response regulator	5098476	5099108	+	5098476	core	False	non_coordinated	674	3	2	3	1	-1.3478537192778712	1.720251922762366e-09
SC_RS25530		SCO4671	LysR family transcriptional regulator	LysR	5102043	5102990	-	5102990	core	False	non_coordinated	1497	2	1	1	0	0.3263885896825622	0.2053480852630888
SC_RS25540		SCO4673	helix-turn-helix transcriptional regulator	HTH (other)	5104850	5105851	-	5105851	core	False	non_coordinated	381	2	1	2	1	0.8481791523313935	5.274590818745298e-06
SC_RS25555		SCO4676	helix-turn-helix domain-containing protein	HTH (other)	5107257	5108129	-	5108129	core	False	non_coordinated	1897	1	1	1	0	4.939406509538911	6.5979365668094714e-71
SC_RS25565		SCO4678	helix-turn-helix domain-containing protein	HTH (other)	5108924	5109772	+	5108924	core	False	non_coordinated	1305	1	0	1	1	2.0018099990246654	8.690571056209216e-19
SC_RS25575		SCO4680	helix-turn-helix transcriptional regulator	HTH (other)	5109911	5110819	-	5110819	core	False	non_coordinated	590	1	0	1	1	0.2989238993813005	0.191237958690126
SC_RS25615		SCO4688	MerR family transcriptional regulator	MerR	5116372	5116728	-	5116728	core	False	non_coordinated	1208	3	3	3	0	-0.209928149986379	0.33275698812077
SC_RS25875		SCO4743	helix-turn-helix domain-containing protein	HTH (other)	5157368	5157973	+	5157368	core	False	non_coordinated	432	3	3	2	-1	-0.967189016491167	0.0003362319038144025
SC_RS25930		SCO4754	LacI family DNA-binding transcriptional regulator	LacI	5165438	5166505	+	5165438	core	False	non_coordinated	854	3	3	2	-1	-1.4578583039993318	2.7593017910739757e-11
SC_RS25945		SCO4757	RNA polymerase sigma factor	Sigma factor	5168216	5169475	+	5168216	core	False	non_coordinated	210	5	3	2	-1	-0.4996091207829694	0.0486953651735415
SC_RS25990		SCO4766	LysR family transcriptional regulator	LysR	5178021	5178941	+	5178021	core	True	concordant_repression	207	3	2	2	0	-0.5614154947959401	0.0038732214510234
SC_RS25995		SCO4767	WhiB family transcriptional regulator	WhiB	5179007	5179345	-	5179345	core	False	non_coordinated	1531	2	1	1	0	0.3372120358810323	0.3630321167532457
SC_RS26000		SCO4768	response regulator transcription factor	Response regulator	5179727	5180338	+	5179727	core	False	non_coordinated	1913	2	1	1	0	5.824307395274568	2.9217264567010627e-100
SC_RS26005		SCO4769	sigma-70 family RNA polymerase sigma factor	Sigma factor	5180620	5181207	+	5180620	core	False	non_coordinated	2806	0	0	0	0	1.475222471033223	4.784605304050774e-09
SC_RS26125		SCO4792	LuxR C-terminal-related transcriptional regulator	Other regulatory	5213402	5214157	+	5213402	core	False	non_coordinated	505	3	3	2	-1	0.3273725462957085	0.1618850636538522
SC_RS26210		SCO4810	helix-turn-helix domain-containing protein	HTH (other)	5237203	5238327	-	5238327	core	False	non_coordinated	572	5	5	5	0	-2.17145770037917	2.576341079477401e-22
SC_RS26275		SCO4822	single stranded DNA-binding domain-containing protein	Other regulatory	5253098	5253685	-	5253685	core	False	non_coordinated	374	6	5	6	1	-1.6047966712141806	8.315481093558761e-23
SC_RS26280		SCO4824	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	TetR	5253981	5254835	+	5253981	core	False	non_coordinated	78	3	2	3	1	-1.040301816310672	6.702393586842815e-06
SC_RS26290		SCO4826	XRE family transcriptional regulator	XRE	5255754	5257154	+	5255754	core	False	non_coordinated	407	5	2	4	2	-1.3875765985470283	5.595624959512306e-13
SC_RS26340	pdxR	SCO4836	MocR-like pyridoxine biosynthesis transcription factor PdxR	Other regulatory	5267682	5269070	+	5267682	core	False	non_coordinated	122	5	3	3	0	-0.4834644641256183	0.3034902008712778
SC_RS26410		SCO4850	TetR/AcrR family transcriptional regulator	TetR	5281448	5282203	-	5282203	core	False	non_coordinated	1098	2	1	1	0	-1.2035966688171895	7.331018020708907e-09
SC_RS26480		SCO4864	RNA polymerase sigma factor	Sigma factor	5292481	5293098	+	5292481	core	False	non_coordinated	814	3	3	2	-1	-1.02524124721721	0.0366907775739251
SC_RS26490		SCO4866	RNA polymerase sigma factor	Sigma factor	5294399	5295061	+	5294399	core	False	non_coordinated	315	4	4	2	-2	-2.383232055363211	4.501072074026134e-16
SC_RS26515		SCO4871	TetR/AcrR family transcriptional regulator	TetR	5300705	5301355	+	5300705	core	False	non_coordinated	763	2	2	1	-1	0.4513157771405439	0.0282775165809321
SC_RS26620		SCO4892	winged helix-turn-helix domain-containing protein	HTH (other)	5326010	5327032	+	5326010	core	False	non_coordinated	309	5	5	5	0	0.9238363450830216	2.115380399965802e-06
SC_RS26635		SCO4895	sigma-70 family RNA polymerase sigma factor	Sigma factor	5328418	5329422	-	5329422	core	False	non_coordinated	385	5	3	0	-3	-0.3572705276266575	0.160197281835917
SC_RS26645		SCO4897	LysR family transcriptional regulator	LysR	5330904	5331857	+	5330904	core	False	non_coordinated	1094	3	2	0	-2	-0.2632247148964326	0.2731205897810759
SC_RS26650		SCO4898	TetR/AcrR family transcriptional regulator	TetR	5331991	5332572	-	5332572	core	False	non_coordinated	1511	1	1	1	0	-0.3902521759323373	0.1134427270789083
SC_RS26690	afsQ2	SCO4906	two-component system sensor histidine kinase AfsQ2	Sensor kinase	5337921	5339528	-	5339528	core	False	non_coordinated	519	3	3	3	0	-1.258153952747587	2.8596129482100783e-11
SC_RS26695	afsQ1	SCO4907	two-component system response regulator AfsQ1	Response regulator	5339525	5340202	-	5340202	core	False	non_coordinated	1167	4	4	4	0	-1.4448293409983173	1.356600491139982e-12
SC_RS26700		SCO4908	SigE family RNA polymerase sigma factor	Sigma factor	5340411	5341142	+	5340411	core	False	non_coordinated	958	4	4	4	0	-2.8452588985786473	2.989347066188709e-24
SC_RS26760		SCO4920	DeoR/GlpR family DNA-binding transcription regulator	DeoR	5354193	5355182	+	5354193	core	False	non_coordinated	811	4	3	4	1	5.322267550234008	3.2612646476522604e-103
SC_RS26855	sigJ	SCO4938	RNA polymerase sigma factor SigJ	Sigma factor	5373018	5373932	+	5373018	core	True	discordant_gain_up	40	2	1	1	0	-1.018259879132294	0.015351957887539
SC_RS26865		SCO4940	TetR/AcrR family transcriptional regulator	TetR	5374860	5375462	+	5374860	core	False	non_coordinated	1046	2	1	0	-1	-3.0458921264373755	1.892392570524552e-22
SC_RS26875		SCO4942	TetR family transcriptional regulator	TetR	5375964	5376623	-	5376623	core	False	non_coordinated	717	2	2	1	-1	-1.921310905083662	2.546912891854785e-12
SC_RS26885		SCO4944	helix-turn-helix domain-containing protein	HTH (other)	5377855	5378730	-	5378730	core	False	non_coordinated	217	4	4	4	0	-1.5487193119762634	1.1090652367235743e-19
SC_RS26925		SCO4952	TetR/AcrR family transcriptional regulator	TetR	5389080	5389676	+	5389080	core	False	non_coordinated	1040	4	2	3	1	-0.0593562606039366	0.790723120385172
SC_RS26965		SCO4960	sigma factor-like helix-turn-helix DNA-binding protein	Sigma factor	5395316	5395822	-	5395822	core	True	discordant_loss_down	94	5	4	3	-1	-1.272316820268741	1.1788458467230524e-08
SC_RS26970		SCO4961	MarR family winged helix-turn-helix transcriptional regulator	MarR	5396005	5396511	-	5396511	core	False	non_coordinated	540	5	4	3	-1	0.2293128645391418	0.2986015925392439
SC_RS26990	greA	SCO4965	transcription elongation factor GreA	Other regulatory	5400027	5400524	-	5400524	core	False	non_coordinated	965	1	1	1	0	-1.030577704513464	1.8048327309405745e-05
SC_RS27010		SCO4969	tetratricopeptide repeat protein	TetR	5402381	5405644	-	5405644	core	False	non_coordinated	853	1	1	1	0	-0.3090146874217956	0.0566996444669975
SC_RS27045		SCO4977	acyl-CoA-like ligand-binding transcription factor	Other regulatory	5414535	5415242	-	5415242	core	False	non_coordinated	1725	1	0	0	0	-1.2520153596365848	7.7717183024145e-08
SC_RS27105		SCO4989	IclR family transcriptional regulator	IclR	5428166	5428930	+	5428166	core	True	discordant_loss_down	197	6	5	5	0	-1.7170840522337387	7.190817694141732e-21
SC_RS27140		SCO4996	SigE family RNA polymerase sigma factor	Sigma factor	5435560	5436069	-	5436069	core	False	non_coordinated	285	3	2	1	-1	0.3858780424918331	0.0584523377805071
SC_RS27150		SCO4998	helix-turn-helix domain-containing protein	HTH (other)	5436371	5437222	-	5437222	core	False	non_coordinated	738	3	2	1	-1	0.2270905287033875	0.4461086692555164
SC_RS27250		SCO5017	AraC-like ligand-binding domain-containing protein	AraC	5452583	5453623	+	5452583	core	False	non_coordinated	134	3	3	3	0	1.835086357005902	1.019510159973563e-07
SC_RS27290		SCO5025	MerR family transcriptional regulator	MerR	5458994	5459911	+	5458994	core	False	non_coordinated	96	1	1	1	0	0.281321289476046	0.2603734013270567
SC_RS27300		SCO5027	winged helix DNA-binding domain-containing protein	HTH (other)	5460757	5461950	-	5461950	core	True	discordant_loss_down	104	2	2	2	0	-2.2543700120671244	1.2788777406186013e-17
SC_RS27330		SCO5033	LysR substrate-binding domain-containing protein	LysR	5468567	5469505	+	5468567	core	False	non_coordinated	40	4	4	4	0	-0.7524789925700364	8.29034539128199e-05
SC_RS27345		SCO5036	PadR family transcriptional regulator	PadR	5472658	5473182	-	5473182	core	False	non_coordinated	262	3	1	3	2	-2.4778833850748785	3.1746450444535344e-32
SC_RS27395		SCO5046	WhiB family transcriptional regulator	WhiB	5486443	5486820	+	5486443	core	False	non_coordinated	548	4	3	3	0	0.8775802374359299	0.0002621104742387417
SC_RS27485		SCO5065	helix-turn-helix transcriptional regulator	HTH (other)	5504937	5507768	-	5507768	core	False	non_coordinated	2376	0	0	0	0	0.4864064030164255	0.0151475783728203
SC_RS27500		SCO5068	TetR/AcrR family transcriptional regulator	TetR	5510516	5511115	-	5511115	core	False	non_coordinated	2026	0	0	0	0	-0.2016682321445138	0.4152549499091742
SC_RS27570	actII	SCO5082	TetR family transcriptional regulator ActII	TetR	5523183	5523962	-	5523962	core	False	non_coordinated	609	2	2	2	0	-0.8299871201264029	0.0013098396526155
SC_RS27585		SCO5085	AfsR/SARP family transcriptional regulator	SARP	5528094	5528861	+	5528094	core	False	non_coordinated	777	2	1	1	0	1.9854878028690233	4.664076720967501e-14
SC_RS27635		SCO5095	helix-turn-helix domain-containing protein	HTH (other)	5536422	5536994	+	5536422	core	False	non_coordinated	813	4	4	3	-1	-1.0878972619303078	0.0011668950302162
