gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term	baseMean	log2FoldChange_2_vs_1	lfcSE_2_vs_1	pvalue_2_vs_1	padj_2_vs_1	log2FoldChange_3_vs_1	lfcSE_3_vs_1	pvalue_3_vs_1	padj_3_vs_1	log2FoldChange_3_vs_2	lfcSE_3_vs_2	pvalue_3_vs_2	padj_3_vs_2	norm_M145_1_1	norm_M145_1_2	norm_M145_1_3	norm_M145_2_1	norm_M145_2_3	norm_M145_2_4	norm_M145_3_2	norm_M145_3_3	norm_M145_3_4	bgc_name	bgc_role	is_regulator	regulator_name	regulator_type	is_SARP	SARP_subtype
SC_RS15755	SCO2734	NA	protein_coding	NC_003888.3	2980555	2981592	+	LysR family transcriptional regulator	WP_238363727.1	GO:0006355,GO:0003677,GO:0003700	106.96026275672617	0.4154366638885007	0.2118621715461686	0.0449572629975164	0.0639284420455664	0.448276174577196	0.2046198200623307	0.0254136237482617	0.0321018614206524	0.0318216879941437	0.2020556823633331	0.8737852998404094	0.8962922461201731	89.34020363956553	82.64700865834266	86.62140008601811	110.39160153052516	114.24562631639968	124.3960626399553	122.24447130672354	100.48085949000476	132.27513114300066	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS15760	SCO2735	NA	protein_coding	NC_003888.3	2981644	2982126	+	hypothetical protein	WP_011028551.1	NA	125.71771701992768	-0.09398189607248	0.2177046870183592	0.6573267070819611	0.7075770804376564	-0.4824623349405152	0.2164475781879778	0.022051364912437	0.0279888340173462	-0.3864545448589619	0.219397276851489	0.0704433407655109	0.0926879682486829	129.65224674522315	159.47380543933724	139.30864343730747	159.4545355440919	110.01430682319968	129.3719051455535	93.72076133515472	119.04797483054912	91.4152738789324	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15765	SCO2736	NA	protein_coding	NC_003888.3	2982769	2984058	-	citrate synthase	WP_003976064.1	GO:0046912	9882.62208811412	0.1052028289809852	0.2330533191295364	0.6458073619554636	0.69733697069785	-2.1354608072646326	0.2403494605081105	1.1292967837651701e-19	4.789020082456178e-19	-2.2558643328357393	0.2412187116135163	1.511445517541028e-21	2.4852714897029464e-20	12012.98884548597	13522.680275830517	13120.909602720249	13390.501265652703	12737.68211436303	15590.558530665598	2202.1468331111196	4151.388553494653	2214.7427717032256	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15770	SCO2737	recD2	protein_coding	NC_003888.3	2984296	2986557	-	SF1B family DNA helicase RecD2	WP_011028552.1	GO:0006281,GO:0003677,GO:0043139	447.3953426746314	-0.4731552504062951	0.1402606507610994	6.5187353665113e-4	0.0012068341552626	-0.6286055582486952	0.1379835007777204	4.130032064337493e-6	7.262701279651442e-6	-0.1539418561719633	0.14066977999487781	0.2686509156474786	0.3149984513173779	590.5169557639575	562.232467351824	554.5555613754356	436.660112720744	380.81875438799887	404.2872035798547	353.3447337294342	375.71103983219166	368.43125533024266	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15775	SCO2738	NA	protein_coding	NC_003888.3	2986705	2986902	-	DUF397 domain-containing protein	WP_003976062.1	NA	12.714803855895337	-0.2104989921894345	0.4861425752658694	0.6216042656339085	0.675783622214825	0.3017429457957501	0.4505925793226677	0.4588288203011756	0.4926562505298116	0.5197834061575836	0.4805826353095273	0.2237839080082788	0.2671431320267448	10.89514678531287	12.804466130165764	13.395061868971872	13.492306853730854	8.462638986399975	8.70772438479687	22.702544671248656	8.737466042609109	15.235878979822065	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15780	SCO2739	NA	protein_coding	NC_003888.3	2986899	2987087	-	DUF397 domain-containing protein	WP_016326283.1	NA	8.630114425634002	-0.2614459689132176	0.6122036860409874	0.5969250998354658	0.6531324146167675	1.5219681505318408	0.5965450274675674	0.003411270787852	0.004690267297953	1.8705994865720468	0.6696764598898687	0.0013177001595809	0.002320924998884	3.268544035593861	3.4921271264088447	8.037037121383124	4.906293401356674	2.820879662133325	3.731881879198659	19.209845491056555	14.1983823192398	18.00603879433517	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15785	SCO2740	NA	pseudogene	NC_003888.3	2987189	2987528	+	ATP-binding protein	NA	NA	13.87943222010732	-1.7399506833047584	0.7244045812606298	0.0043481218585473	0.0072541435152636	0.8654633170089819	0.4902904139220442	0.0459912224573242	0.0564263297350291	2.8480074356141585	0.7069541415485339	1.1242559875075953e-5	2.787309105215004e-5	17.432234856500592	10.476381379226536	10.7160494951775	4.906293401356674	2.820879662133325	1.243960626399553	25.03101079137673	14.1983823192398	38.08969744955516	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15790	SCO2741	NA	protein_coding	NC_003888.3	2987658	2988134	+	hypothetical protein	WP_237530318.1	NA	53.349471196144385	0.8707916803877295	0.2779458453782124	0.0010985444872365	0.0019777422061244	0.9701701537237304	0.2672372764611355	1.6607530623505e-4	2.5477764676428e-4	0.0923424170719985	0.2477877600805717	0.7027481156159587	0.7427719231406719	37.04349907006376	31.429144137679604	29.46913611173812	53.96922741492342	66.29067206013313	64.68595257277676	62.286468713425805	62.2544455535899	72.71669513096894	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15795	SCO2742	NA	protein_coding	NC_003888.3	2988198	2989145	-	RNA polymerase sigma-70 factor	WP_011028554.1	GO:0006352,GO:0003700,GO:0016987	51.18329125846741	0.3350555672221927	0.2953512660822698	0.2361403689767671	0.287275936546756	1.040034848378357	0.2821096832103912	1.2577902632054e-4	1.9515146819133e-4	0.6874581724005604	0.2774510695012833	0.0100832241724501	0.0153639561623264	33.7749550344699	37.24935601502768	33.934156734728745	49.06293401356674	38.08187543879989	47.27050380318301	87.31747950480253	55.70134602163307	78.25701475999516	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS15800	SCO2743	NA	protein_coding	NC_003888.3	2989276	2989761	+	carboxymuconolactone decarboxylase family protein	WP_011028555.1	GO:0051920	19.45020214758514	0.7766195212811966	0.4796764711238444	0.0678673919386611	0.0933298702811156	2.033675564819538	0.4606802684897727	2.383498182722797e-6	4.291082435860255e-6	1.1268488791726636	0.4167599420325028	0.0033145888213726	0.0054666406661378	5.447573392656435	9.31233900375692	8.930041245981249	20.851746955765865	15.514838141733287	8.70772438479687	39.00180751214513	30.58113114913188	36.704617542298614	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15805	SCO2744	NA	protein_coding	NC_003888.3	2989772	2990122	-	hypothetical protein	WP_011028556.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15810	SCO2745	NA	protein_coding	NC_003888.3	2990408	2991451	+	LacI family DNA-binding transcriptional regulator	WP_003976055.1	GO:0006355,GO:0003677,GO:0003700	57.81529233338171	-1.3714511419142328	0.4050488747243334	2.591561042551e-4	5.0522885597514e-4	0.7850321083004397	0.3455688621927819	0.0155440457274319	0.0200016448387654	2.245862477856569	0.3991944137887384	3.6903844331252934e-9	1.6068724018038726e-8	47.93864585537663	79.15488153193381	38.39917735771937	17.17202690474836	9.873078817466638	31.099015659988822	108.85579111598716	74.26846136217742	113.5765523950372	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS15815	SCO2746	NA	protein_coding	NC_003888.3	2991448	2993001	+	sugar ABC transporter ATP-binding protein	WP_011028557.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359	123.60520654898492	-1.4229117210605833	0.315144210485358	2.224448263713724e-6	5.3552051084241605e-6	-0.6510238907849798	0.2939035143725002	0.0203466440991841	0.0259111327085879	0.7378845738968133	0.3091244089153621	0.0122257724488273	0.0183362605225056	184.1279806717875	242.1208140976799	140.20164756190562	80.95384112238511	53.59671358053318	65.92991319917631	146.11124903803622	69.89972834087287	129.50497132848756	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15820	SCO2747	NA	protein_coding	NC_003888.3	2992991	2994946	+	ABC transporter permease/substrate-binding protein	WP_003976053.1	GO:0055085,GO:0022857,GO:0140359,GO:0055052	132.13068377291518	-1.3857146703449548	0.281813366117411	3.255079760702874e-7	8.371456390963394e-7	-0.3781007507875222	0.2581397074208721	0.1292885618837715	0.1504398636681353	0.9875594835198068	0.2789232960955748	2.3096123474884e-4	4.5773188203463e-4	160.15865774409917	247.94102597502797	153.59670943087747	71.14125431967177	56.4175932426665	78.36951946317184	164.15686146902877	101.5730427453309	155.82148956636203	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15825	SCO2748	NA	protein_coding	NC_003888.3	2994994	2995914	+	ribokinase	WP_011028558.1	GO:0005524,GO:0019200	96.26636332994812	-0.9937028148332692	0.2527319578058629	4.788861236399301e-5	1.0123205146118e-4	-0.5837367095062468	0.235901244752434	0.0106532534035267	0.013928655185254	0.4011729697370493	0.2499902010923033	0.0978680640386217	0.125595706216734	140.54739353053603	145.50529693370186	118.76954857155062	76.04754772102845	47.954954256266525	72.14971633117408	94.30287786518672	100.48085949000476	70.63907527008412	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15830	SCO2749	rbsD	protein_coding	NC_003888.3	2995911	2996300	+	D-ribose pyranase	WP_011028559.1	GO:0016872	48.83679490976845	-1.2760208576706285	0.3143854235077289	2.088157353122876e-5	4.587945724706181e-5	-0.9009598943841034	0.2852927489571062	9.6292515946964e-4	0.0013886317935316	0.3564151696041042	0.3091129001727792	0.2265067071359042	0.2701825714135918	79.53457153278394	93.1233900375692	58.04526809887812	30.664333758479213	35.26099577666656	24.879212527991054	36.673341392017065	34.949864170436435	46.40017689309447	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15835	SCO2750	NA	protein_coding	NC_003888.3	2996489	2997352	-	sugar phosphate isomerase/epimerase family protein	WP_011028560.1	GO:0003824,GO:0016853	51.168193723921775	-1.4598694649998276	0.3191358835545974	1.677939020111286e-6	4.07674666278071e-6	-0.3780534177028399	0.2683187223696614	0.1438490033311942	0.1662285326687762	1.0592580983180155	0.3150775121909572	4.2054565092645e-4	7.9670268755788e-4	82.8031155683778	73.33466965458574	64.29629697106499	23.3048936564442	26.79835679026659	26.123173154390617	66.36128442364992	39.31859719174099	58.17335610477516	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15840	SCO2751	NA	protein_coding	NC_003888.3	2997349	2998515	-	dihydrodipicolinate synthase family protein	WP_011028561.1	NA	45.01167071175606	-1.7081607957446123	0.4243877546325099	1.5789136357776833e-5	3.516566751866055e-5	0.1069827929059054	0.3431461340707837	0.7434318325898595	0.7677309281445253	1.8420257765770909	0.4195849757546199	3.313510917851089e-6	8.952333737770116e-6	51.20718989097049	67.51445777723767	53.58024747588749	15.945453554409193	5.64175932426665	26.123173154390617	72.7645662540021	38.22641393641485	74.1017750382255	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15845	SCO2752	NA	protein_coding	NC_003888.3	2998512	2999663	-	Gfo/Idh/MocA family protein	WP_161270047.1	GO:0000166,GO:0003824	63.13486397515923	-1.1343677680590023	0.3182395467545265	1.7857907516168e-4	3.5400975076126e-4	0.1112156793542835	0.2762668866821474	0.6778335220098275	0.7063806881950581	1.255460222984732	0.3140637998001541	2.9086286476282948e-5	6.698606819206609e-5	66.46039539040851	86.1391357847515	74.11934234164437	42.930067261870896	19.746157634933276	34.83089753918748	100.70615969553891	62.2544455535899	81.02717457450825	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15850	SCO2753	NA	protein_coding	NC_003888.3	2999879	3000925	+	LacI family DNA-binding transcriptional regulator	WP_003976047.1	GO:0006355,GO:0003677,GO:0003700	185.9979143141286	-0.8557136270428685	0.175762048504866	7.392858203832685e-7	1.844836613136577e-6	-1.226961921224731	0.172588733878388	5.500283423089861e-13	1.6596356374485037e-12	-0.3616671899606346	0.179655205557358	0.0406632157320758	0.0555992395363826	284.3633310966659	264.2376192316026	302.7283982387643	142.28250863934355	163.61102040373285	159.2269601791428	126.31928701694764	111.40269204326614	119.8094119776917	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS15855	SCO2754	NA	protein_coding	NC_003888.3	3001131	3001931	+	sugar phosphate isomerase/epimerase family protein	WP_003976046.1	GO:0003824,GO:0016853	117.15596538847392	-0.8169444348940382	0.221336922536958	1.5105141761145e-4	3.0194487295612e-4	-1.3425774061019171	0.2200145912829124	4.5225246373900636e-10	1.110443910644972e-9	-0.5060046187080048	0.2269719416027403	0.0222251423561822	0.0317158339782324	192.8440981000378	178.09848344685108	174.13580429663435	111.61817488086432	87.44726952613307	103.2487319911629	77.42149849425824	51.332613000328514	78.25701475999516	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15860	SCO2755	NA	protein_coding	NC_003888.3	3001915	3002577	-	GNAT family N-acetyltransferase	WP_011028564.1	GO:0008080,GO:0016746	78.9336613059535	-0.6746044809630969	0.2357051263256269	0.0032533776521549	0.005527850117417	-0.821682295725321	0.2270272943545139	1.9907055923857e-4	3.0338718276622e-4	-0.1419237731637839	0.2368782052156693	0.5376503974015729	0.5871001054744969	108.95146785312868	112.91211042055264	107.16049495177498	77.27412107136762	62.05935256693315	62.19803131997765	64.61493483355387	48.0560632343501	67.17637550194274	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15865	SCO2756	NA	protein_coding	NC_003888.3	3002574	3003509	-	EamA family transporter	WP_003976044.1	GO:0016020	25.526161641643036	-0.5835038480903609	0.4983667668633424	0.1810393861937876	0.2259593775445152	1.618953399917421	0.4578268182791624	1.236416742617e-4	1.9191316309479e-4	2.3287533533868463	0.511501670788875	1.0271836342831824e-6	3.0241994869962313e-6	11.984661463844157	11.64042375469615	22.325103114953123	12.265733503391685	5.64175932426665	9.951685011196425	64.61493483355387	26.212398127827328	65.09875564105792	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15870	SCO2757	NA	protein_coding	NC_003888.3	3003658	3004599	+	LysR family transcriptional regulator	WP_011028565.1	GO:0003677,GO:0003700	112.50948375935133	-0.8118953385157253	0.2599250601805112	0.0011893173437727	0.0021331270022252	-0.6874407708364342	0.2499790504743204	0.0044935157385968	0.0061112453463734	0.1229694189907956	0.2565984555286049	0.621860153406373	0.6664904307464435	145.99496692319246	157.14572068839803	166.99177129984935	83.40698782306346	86.03682969506642	90.80912572716736	94.30287786518672	61.16226229826376	126.73481151397444	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS15875	SCO2758	NA	protein_coding	NC_003888.3	3004794	3006641	+	glycoside hydrolase family 3 protein	WP_011028566.1	GO:0005975,GO:0004553	350.4401499505695	1.7022645626327462	0.1830472843564694	3.961844497167981e-21	2.2322964646533812e-20	1.687189175604198	0.1810572295183507	3.1894503726605982e-21	1.445556464099759e-20	-0.0143861320132409	0.1691445091287159	0.9277097125654368	0.9405023153374874	135.0998201378796	150.16146643558034	131.27160631592434	466.097873128884	409.0275510093321	498.8282111862208	407.4815710224118	523.1557793012204	432.83747101767233	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15880	SCO2759	NA	protein_coding	NC_003888.3	3006815	3008032	-	IS110-like element IS110 family transposase	WP_011027512.1	GO:0006313,GO:0004803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15885	SCO2760	NA	protein_coding	NC_003888.3	3008299	3008949	+	hypothetical protein	WP_011028567.1	NA	100.4894960840535	-0.5307854924344388	0.2149627897170531	0.0113932114647814	0.0178619017551197	-0.0658788745249648	0.198942812761273	0.7343377369473023	0.7596734321064907	0.4649946676752597	0.2116079916039547	0.0245079173620192	0.034714252713968	117.667585281379	119.89636467337034	105.37448670257874	72.36782767001094	80.39507037079976	80.85744071597094	108.27367458595512	121.2323413412014	98.34067341521516	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15890	SCO2761	NA	protein_coding	NC_003888.3	3008987	3010411	-	S28 family serine protease	WP_011028568.1	GO:0006508,GO:0070008	1792.8233678936583	1.157811297529996	0.2019509414004846	4.8244959165001215e-9	1.4122548153736574e-8	0.8895881827270516	0.2009391976220324	5.995105556912954e-6	1.0384815833293258e-5	-0.2593527940559676	0.1979862011708109	0.1805770361529333	0.2204169888929323	1039.3970033188475	1061.6066464282887	1025.1687350386474	2458.0529940796937	2351.2031983881266	2298.839237586374	1730.050327255154	2634.3460118466464	1536.7461571011438	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15895	SCO2762	NA	protein_coding	NC_003888.3	3010475	3010867	-	hypothetical protein	WP_003976038.1	NA	28.76977136145736	-0.8230647757295628	0.3715184961911674	0.0173085368261222	0.0263785275209348	-0.1071943015567825	0.321771250093681	0.7244962549381534	0.7509147845000841	0.7137359350694943	0.3637137567156249	0.0360425936487097	0.049726032305672	44.670101819782765	25.608932260331528	35.720164983924995	19.625173605426696	15.514838141733287	21.1473306487924	35.50910833195303	25.120214872501187	36.01207758867034	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15900	SCO2763	NA	protein_coding	NC_003888.3	3010977	3014708	-	ABC transporter ATP-binding protein	WP_011028569.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052	1709.449449089449	2.0981412169864244	0.2250667514990114	2.3224778476831687e-21	1.3222386912424058e-20	0.9663104691352746	0.2233061098454016	8.916529792611856e-6	1.5234812691465976e-5	-1.098070465407284	0.2221617602981769	3.851337040403421e-7	1.216831529377048e-6	719.0796878306494	587.8413996121556	777.8065925249667	3036.995615439781	2626.2389654461253	3466.918265775554	1175.875390664674	1865.4490000970447	1128.8401244140894	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15905	SCO2764	NA	protein_coding	NC_003888.3	3014808	3015806	-	esterase-like activity of phytase family protein	WP_161270048.1	NA	712.7174778550852	7.38358938314889	0.3196762486804125	2.3720199841319e-118	1.405927503773063e-116	4.441323523308114	0.3224956969065056	8.282023962456335e-44	9.682623121856443e-43	-2.9030917803387495	0.1996102589256711	6.1292578957198964e-49	3.841336546776584e-47	8.716117428250296	12.804466130165764	11.609053619775624	1741.7341574816191	1950.6382863651943	1944.3104590625012	247.39952526360716	304.7191282359927	192.52610710866065	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15910	SCO2765	NA	protein_coding	NC_003888.3	3015897	3016268	+	hypothetical protein	WP_011028571.1	NA	86.37086766560333	3.17225698870748	0.3511812790078762	3.4503805719597544e-20	1.846344408776692e-19	3.6598291709030297	0.3440779338512243	4.144832527730241e-27	2.487550196783785e-26	0.4552065138542099	0.2432264227566142	0.0537597700258652	0.0721768571760782	10.89514678531287	8.148296628287305	13.395061868971872	125.11048173459518	90.2681491882664	94.54100760636602	128.64775313707574	174.74932085218217	131.58259118937238	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15915	SCO2766	NA	protein_coding	NC_003888.3	3016395	3017255	+	endonuclease I family protein	WP_011028572.1	NA	186.16568350268207	5.459685989341203	0.3719409330712572	4.570196370250562e-49	6.519351016219366e-48	4.546904049361442	0.3725261296907364	1.0260246596532692e-34	8.372448823595406e-34	-0.8724398901619483	0.2249106644595068	6.543183116965257e-5	1.4229004013741e-4	7.626602749719009	4.65616950187846	10.7160494951775	397.4097655098906	383.6396340501322	294.81866845669407	190.35210532046952	230.45066687381524	155.82148956636203	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15920	SCO2767	NA	protein_coding	NC_003888.3	3017260	3019491	-	tetratricopeptide repeat protein	WP_011028573.1	NA	431.07625851026467	1.7200093967983034	0.2326214412540602	3.8481868814276484e-14	1.5461501258747137e-13	1.594174545525192	0.2314900656317124	1.6953914060024146e-12	4.9458079703527135e-12	-0.1195385287665309	0.2201123129332861	0.5759952188810271	0.6238928238510176	161.24817242263046	197.88720382983453	159.84773830306435	626.778982023315	557.1237332713317	567.2460456381962	444.1549124144289	733.9471475791652	431.45239111041576	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS15925	SCO2768	NA	protein_coding	NC_003888.3	3019488	3019907	-	hypothetical protein	WP_003976032.1	NA	570.8625528629033	0.5805190463275769	0.2040976345332299	0.0036646873831846	0.0061854745544878	0.970694247424455	0.2036486874716684	1.100725205726581e-6	2.0442421479197083e-6	0.3828011881169954	0.2006444026173962	0.0516093267380504	0.0694971666500764	403.1204310565762	349.2127126408845	384.88477770179185	565.4503145063567	660.0858409391981	500.0721718126203	613.5508226537457	963.3056311976544	698.0802732573019	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15930	SCO2769	NA	protein_coding	NC_003888.3	3019967	3021661	-	thiamine pyrophosphate-binding protein	WP_011028574.1	GO:0009097,GO:0009099,GO:0000287,GO:0030976,GO:0050660,GO:0005948	386.11068656228895	-2.118803226769046	0.1618639158634759	7.154258978987517e-40	7.939254594098486e-39	-2.121326675533921	0.1556312673001742	4.9229691389170495e-43	5.593019619043053e-42	-8.431706049471e-4	0.1656915108767607	0.9950579775893584	0.9955788140078822	798.6142593634333	848.5868917173493	741.1934234164437	160.68110889443108	186.17805770079943	196.54577897112935	181.62035736998925	185.67115340544356	175.90514822158204	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15935	SCO2770	speB	protein_coding	NC_003888.3	3021658	3022626	-	agmatinase	WP_003976030.1	GO:0008295,GO:0008783	420.0330972748131	-1.57815683086361	0.1785516371690843	3.0161634754159047e-19	1.5613802256621535e-18	-2.297130029183217	0.1787215247666166	1.360524734774468e-38	1.3052160755439878e-37	-0.6979796808873694	0.1835525859569149	1.0717607592167e-4	2.2408940114511e-4	783.3610538639954	888.1643324833162	798.3456873907236	240.408376666477	266.57312807159923	307.2582747206896	181.03824083995724	178.02587061816058	137.1229108183986	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15940	SCO2771	NA	protein_coding	NC_003888.3	3022836	3023624	+	phosphatase	WP_003976029.1	NA	336.64304374110407	-0.2991296571972772	0.2048877935211785	0.1353263411570212	0.1742466073843231	-0.6128643776846483	0.2048454199070687	0.0021724874469207	0.0030406075451502	-0.3102776631812507	0.2058184023400743	0.122595264688425	0.1542985010383041	403.1204310565762	427.20355179734867	404.5308684429506	306.6433375847921	341.3264391181323	347.06501476547527	202.57655245114188	347.3142751937121	250.0069232598075	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15945	SCO2772	NA	protein_coding	NC_003888.3	3023634	3024614	-	cation diffusion facilitator family transporter	WP_011028575.1	GO:0006812,GO:0055085,GO:0008324,GO:0016020	125.62212522337695	-1.662295056687708	0.2154276046290472	3.5729128537453556e-15	1.5236191678604014e-14	-1.3025646537343982	0.1978711424794191	2.0149669653383335e-11	5.4866230117439105e-11	0.349175009146598	0.2172477057466034	0.100252562408219	0.1283541681468926	209.1868182780071	215.34783946187875	238.43210126769935	76.04754772102845	71.93243138439979	57.22218881437944	91.39229521502664	77.54501112815583	93.49289373981722	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15950	SCO2773	NA	protein_coding	NC_003888.3	3024620	3025492	-	acyl-CoA thioesterase	WP_011028576.1	GO:0016790	167.84904294650488	-3.20775640362592	0.2583161401450237	2.9118634575480085e-36	2.850718053317807e-35	-1.5361296248660754	0.2164744434620199	4.04804783176563e-13	1.2316503669590137e-12	1.626926295143313	0.262521097448796	1.8770190541211768e-10	1.0029131857309936e-9	332.30197695204254	419.05525516906135	296.4773693665775	30.664333758479213	31.029676283466575	48.51446442958257	111.18425723611522	114.67924180924456	126.73481151397444	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15955	SCO2774	NA	protein_coding	NC_003888.3	3025503	3026660	-	acyl-CoA dehydrogenase family protein	WP_011028577.1	GO:0003995,GO:0050660	1174.9179428428624	-3.515192202762965	0.2088418589409076	1.3230336285819547e-64	2.771483595654144e-63	-2.281078539002833	0.2019665944752302	3.9953963251085786e-30	2.677370753880823e-29	1.209030222889941	0.2098049314738836	3.692748562087772e-9	1.6069866537121857e-8	2515.6893927287415	3112.6493120057503	2568.2798623442072	240.408376666477	248.2374102677326	217.69310961992176	434.84104793391657	714.2878489832947	522.1751250357198	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15960	SCO2775	NA	protein_coding	NC_003888.3	3026790	3027416	-	SACE_7040 family transcriptional regulator	WP_011028578.1	GO:0006355,GO:0003677	106.38690518601938	-1.4558761315398885	0.22016150549184	1.4173065437000272e-11	4.859518310820811e-11	-0.9678360718244836	0.1993569503637432	7.145326479982989e-7	1.3459760104939624e-6	0.475285095456918	0.220853159296797	0.0275107838697964	0.0386952636991286	162.33768710116175	161.80189019027648	191.1028826639987	61.328667516958426	53.59671358053318	68.41783445197541	86.1532464447385	84.09811066011267	88.64511406441929	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS15965	SCO2776	NA	protein_coding	NC_003888.3	3027514	3029130	+	carboxyl transferase domain-containing protein	WP_011028579.1	NA	369.1650947117322	-3.268544521034209	0.248174975994693	1.6451519546869599e-40	1.8718499770143595e-39	-0.3769476753108477	0.2144997817309487	0.0712618956063983	0.0853758153880479	2.8728582093855684	0.248347618362764	8.256030621707228e-32	2.2871597874483135e-30	585.0693823713011	569.2167216046417	627.78189959248175	72.36782767001094	50.77583391839985	57.22218881437944	325.98525681792944	554.8290937056784	479.2376479107668	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15970	SCO2777	NA	protein_coding	NC_003888.3	3029169	3031109	+	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha	WP_011028580.1	GO:0004075,GO:0005524,GO:0016421,GO:0046872	349.75276324141254	-2.728459334922226	0.2142439044557698	5.755316898110086e-38	5.970848440020315e-37	-0.1631256642356883	0.1846902618933524	0.3667725186171481	0.4003915872853676	2.5589013723625453	0.213842566409338	8.363372372865759e-34	2.527523524226545e-32	504.44529615998584	511.01460283116097	527.7654376374918	76.04754772102845	64.88023222906648	87.0772438479687	377.2115114607469	552.6447271950261	446.68827009023784	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15975	SCO2778	NA	protein_coding	NC_003888.3	3031106	3032059	+	hydroxymethylglutaryl-CoA lyase	WP_011028581.1	NA	105.02532134690496	-2.2308523335955277	0.3670543819303861	2.1348912019664636e-10	6.801407554264826e-10	0.4527301164661897	0.3044824373605616	0.1188877511832392	0.1389082740750378	2.732662091741264	0.3633596774954873	7.2008130180313e-15	6.56226654777918e-14	134.0103054593483	119.89636467337034	108.05349907637311	7.359440102035011	29.61923645239991	36.07485816558704	139.12585067765204	217.34446780990157	153.7438697054772	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS15980	SCO2779	NA	protein_coding	NC_003888.3	3032065	3033225	+	acyl-CoA dehydrogenase family protein	WP_003976021.1	GO:0003995,GO:0050660	147.91696924594146	-1.7531112461460368	0.2631154812541297	7.470758947776039e-12	2.6130568579458187e-11	0.578026219971237	0.2239563930775252	0.0080346515780476	0.0106209236749754	2.3611570333470477	0.2591099386048504	1.441529133888986e-20	2.178247382947666e-19	177.59089260059977	153.65359356198917	142.88065993569998	41.70349391153173	35.26099577666656	58.46614944077899	193.2626879706296	283.967646384796	244.46660363078132	NA	NA	FALSE	NA	NA	FALSE	NA
