locus_tag	old_locus_tag	gene_name	product	tf_family	region_label	tss	nearest_GCCGGC_T1	nearest_GCCGGC_T2	nearest_GCCGGC_T3	baseMean	LFC_T2vsT1	LFC_T3vsT1	class
SC_RS18745	SCO3328		helix-turn-helix domain-containing protein	HTH (other)	core	3680268	4995	682752	398971	6598.0	5.48	6.94	Shielded
SC_RS18795	SCO3335		GlxA family transcriptional regulator	Other regulatory	core	3693343	433	695827	412046	42.5	-0.6	1.21	Shielded
SC_RS18850	SCO3346		TetR/AcrR family transcriptional regulator	TetR	core	3705382	1132	707866	424085	104.4	1.1	-0.16	Shielded
SC_RS18895	SCO3356		SigE family RNA polymerase sigma factor	Sigma factor	core	3715604	624	718088	434307	3586.3	0.36	-0.68	Shielded
SC_RS18905	SCO3358	cseB	two-component system response regulator CseB	Response regulator	core	3716926	698	719410	435629	472.9	-0.36	-1.31	Shielded
SC_RS18910	SCO3359	cseC	two-component system sensor histidine kinase CseC	Sensor kinase	core	3717647	1419	720131	436350	1036.8	0.05	-1.07	Shielded
SC_RS18920	SCO3361		Lrp/AsnC family transcriptional regulator	Lrp	core	3720577	2915	723061	439280	35.2	-0.29	0.19	Shielded
SC_RS18945	SCO3365		helix-turn-helix domain-containing protein	HTH (other)	core	3723256	236	725740	441959	235.2	3.42	3.74	Exposed
SC_RS18960	SCO3367		TetR/AcrR family transcriptional regulator	TetR	core	3725586	310	728070	444289	208.9	-0.92	-0.82	Shielded
SC_RS19010	SCO3377		BlaI/MecI/CopY family transcriptional regulator	Other regulatory	core	3741628	1588	744112	460331	161.0	0.24	-0.57	Shielded
SC_RS19070	SCO3389		response regulator	Response regulator	core	3753213	8448	755697	471916	168.3	-1.57	-0.6	Shielded
SC_RS19075	SCO3390		sensor histidine kinase	Sensor kinase	core	3754484	7177	756968	473187	500.8	-1.11	0.4	Shielded
SC_RS19190	SCO3413		MerR family transcriptional regulator	MerR	core	3779675	27	782159	498378	353.7	-0.15	0.18	Exposed
SC_RS19195	SCO3414		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	3780231	583	782715	498934	180.8	-1.33	-1.38	Shielded
SC_RS19220	SCO3419		PadR family transcriptional regulator	PadR	core	3785358	1453	787842	504061	197.3	0.44	-0.33	Shielded
SC_RS19230	SCO3421		helix-turn-helix domain-containing protein	HTH (other)	core	3787801	2007	790285	506504	835.8	1.18	0.45	Shielded
SC_RS19300	SCO3435		LysR family transcriptional regulator	LysR	core	3796515	517	798999	515218	77.6	-1.42	-0.62	Shielded
SC_RS19360	SCO3447		Crp/Fnr family transcriptional regulator	CRP/FNR	core	3809876	1656	812360	528579	133.1	-0.73	-0.49	Shielded
SC_RS19370	SCO3449		anti-sigma factor family protein	Sigma factor	core	3810621	2401	813105	529324	41.4	0.85	0.49	Shielded
SC_RS19375	SCO3450		RNA polymerase sigma factor	Sigma factor	core	3811226	3006	813710	529929	121.8	0.62	-0.19	Shielded
SC_RS19380	SCO3451		anti-sigma factor family protein	Sigma factor	core	3811392	3172	813876	530095	17.1	0.68	1.35	Shielded
SC_RS19550	SCO3485		LacI family DNA-binding transcriptional regulator	LacI	core	3850163	7734	852647	568866	269.2	-0.79	-1.19	Shielded
SC_RS19650	SCO3506		LacI family DNA-binding transcriptional regulator	LacI	core	3873639	3130	876123	592342	246.3	-0.69	-0.97	Shielded
SC_RS19730	SCO3522		ArsR/SmtB family transcription factor	ArsR	core	3890792	1742	893276	609495	30.9	0.5	1.09	Shielded
SC_RS19815			helix-turn-helix domain-containing protein	HTH (other)	core	3906095	10965	904364	624798	166.0	1.18	-0.12	Shielded
SC_RS19880	SCO3549	bldG	anti-sigma factor antagonist BldG	Sigma factor	core	3924592	3994	885867	643295	4491.2	1.53	0.55	Shielded
SC_RS19990	SCO3571		Crp/Fnr family transcriptional regulator	CRP/FNR	core	3950326	551	860133	669029	1899.3	-0.22	-1.33	Shielded
SC_RS20030	SCO3579	wblA	transcriptional regulator WblA	WhiB	core	3957782	552	852677	676485	5764.5	6.32	5.6	Shielded
SC_RS20070	SCO3587		TetR/AcrR family transcriptional regulator	TetR	core	3965740	1585	844719	684443	15.8	-1.08	3.17	Shielded
SC_RS20085	SCO3590	vanR-Sc	VanSc-type vancomycin resistance response regulator transcription factor VanR	Response regulator	core	3968617	785	841842	687320	72.2	0.17	1.01	Shielded
SC_RS20135	SCO3600		helix-turn-helix domain-containing protein	HTH (other)	core	3976873	116	833586	695576	54.5	-2.03	-0.66	Exposed
SC_RS20140	SCO3601		cation:proton antiporter regulatory subunit	Other regulatory	core	3977529	576	832930	696232	145.3	-2.41	-2.22	Shielded
SC_RS20165	SCO3606		PucR family transcriptional regulator	Other regulatory	core	3982525	2125	827934	701228	518.8	-1.65	-2.49	Shielded
SC_RS20200	SCO3613		SigE family RNA polymerase sigma factor	Sigma factor	core	3992845	917	817614	711548	539.6	-1.12	-1.45	Shielded
SC_RS20215	SCO3616		LysR substrate-binding domain-containing protein	LysR	core	3995973	680	814486	714676	252.3	1.01	-0.48	Shielded
SC_RS20250	SCO3623		GntR family transcriptional regulator	GntR	core	4003147	85	807312	721850	94.3	-1.68	-1.33	Exposed
SC_RS20265	SCO3626		sigma-70 family RNA polymerase sigma factor	Sigma factor	core	4005844	1707	804615	724547	160.5	-1.63	-1.43	Shielded
SC_RS20295	SCO3632		GbsR/MarR family transcriptional regulator	MarR	core	4010302	2237	800157	729005	128.9	-1.25	-1.72	Shielded
SC_RS20330	SCO3638		response regulator	Response regulator	core	4016391	3603	794068	735094	79.1	0.16	-0.13	Shielded
SC_RS20335	SCO3639		sensor histidine kinase	Sensor kinase	core	4017806	2188	792653	736509	163.7	-0.64	-0.57	Shielded
SC_RS20340	SCO3640		response regulator	Response regulator	core	4018506	1488	791953	737209	48.3	-0.03	0.16	Shielded
SC_RS20345	SCO3641		sensor histidine kinase	Sensor kinase	core	4019882	112	790577	738585	142.1	-0.95	-0.7	Exposed
SC_RS20405	SCO3653		response regulator transcription factor	Response regulator	core	4032045	4560	778414	750748	94.0	1.65	1.36	Shielded
SC_RS20410	SCO3654		sensor histidine kinase	Sensor kinase	core	4033202	3732	777257	751905	45.0	0.32	1.88	Shielded
SC_RS20455	SCO3664		helix-turn-helix domain-containing protein	HTH (other)	core	4043964	7030	766495	762667	461.0	-0.27	-1.41	Shielded
SC_RS20460	SCO3665		helix-turn-helix transcriptional regulator	HTH (other)	core	4044998	8064	765461	763701	174.6	-0.51	-0.94	Shielded
SC_RS20465	SCO3666		helix-turn-helix transcriptional regulator	HTH (other)	core	4046981	8314	763478	765684	282.5	-0.58	-0.75	Shielded
SC_RS20475	SCO3668		heat shock protein transcriptional repressor HspR	Repressor	core	4048915	6380	761544	767618	640.4	-1.45	-1.71	Shielded
SC_RS20605	SCO3694		MerR family transcriptional regulator	MerR	core	4075130	2476	735329	793833	19.7	0.17	1.22	Shielded
SC_RS20615	SCO3696		ArsR/SmtB family transcription factor	ArsR	core	4075938	1668	734521	794641	49.7	-0.15	0.16	Shielded
SC_RS20630	SCO3699		ArsR/SmtB family transcription factor	ArsR	core	4078997	244	731462	797700	13.3	0.39	0.84	Exposed
SC_RS20680	SCO3709		SigE family RNA polymerase sigma factor	Sigma factor	core	4085871	1917	724588	804574	50.5	-1.32	-0.17	Shielded
SC_RS20710			sigma-70 family RNA polymerase sigma factor	Sigma factor	core	4091245	2905	719214	809948	335.9	-0.65	-1.02	Shielded
SC_RS20740	SCO3722		ArsR/SmtB family transcription factor	ArsR	core	4097198	968	713261	815901	58.0	-0.81	-1.06	Shielded
SC_RS20775	SCO3729		helix-turn-helix domain-containing protein	HTH (other)	core	4103841	3713	706618	822544	138.6	-0.7	-1.04	Shielded
SC_RS20810	SCO3736		RNA polymerase sigma factor	Sigma factor	core	4109227	9099	701232	827930	48.4	-1.73	-1.22	Shielded
SC_RS20830	SCO3740		sensor histidine kinase	Sensor kinase	core	4112645	10446	697814	831348	91.2	-0.69	-0.39	Shielded
SC_RS20835	SCO3741		response regulator transcription factor	Response regulator	core	4113550	9541	696909	832253	80.0	-0.76	-0.52	Shielded
SC_RS20875	SCO3750		sensor histidine kinase	Sensor kinase	core	4121462	1629	688997	840165	137.3	-0.58	-0.2	Shielded
SC_RS20905	SCO3756		response regulator	Response regulator	core	4129652	4537	680807	848355	80.1	-0.95	-1.07	Shielded
SC_RS20910	SCO3757		sensor histidine kinase	Sensor kinase	core	4130926	5811	679533	849629	231.0	-1.07	-1.8	Shielded
SC_RS20965	SCO3769		TetR/AcrR family transcriptional regulator	TetR	core	4142994	3889	667465	861697	883.4	-2.26	-3.12	Shielded
SC_RS20985	SCO3773		LysR family transcriptional regulator	LysR	core	4147062	179	663397	859708	85.0	-2.69	-0.88	Exposed
SC_RS21030	SCO3782		helix-turn-helix domain-containing protein	HTH (other)	core	4159929	2404	650530	846841	157.1	0.19	-0.58	Shielded
SC_RS21145	SCO3804		GlxA family transcriptional regulator	Other regulatory	core	4183789	1795	626670	822981	52.0	-1.66	-0.15	Shielded
SC_RS21175	SCO3810		GntR family transcriptional regulator	GntR	core	4189715	1336	620744	817055	379.1	0.77	0.38	Shielded
SC_RS21185	SCO3812		GntR family transcriptional regulator	GntR	core	4190999	52	619460	815771	42.0	-1.44	-1.32	Exposed
SC_RS21215	SCO3818		response regulator	Response regulator	core	4197520	2396	612939	809250	132.0	0.98	0.98	Shielded
SC_RS21235	SCO3822		bacterial proteasome activator family protein	Activator	core	4203092	1682	607367	803678	2237.3	-0.57	-1.38	Shielded
SC_RS21290	SCO3832		Lrp/AsnC family transcriptional regulator	Lrp	core	4214629	1378	595830	792141	133.6	-0.08	-1.17	Shielded
SC_RS21295	SCO3833		TetR/AcrR family transcriptional regulator	TetR	core	4215806	2555	594653	790964	188.3	1.64	0.56	Shielded
SC_RS21350	SCO3843	fhaA	antibiotic biosynthesis regulator FhaA	Other regulatory	core	4227374	244	583085	779396	2123.2	-2.37	-2.64	Exposed
SC_RS21355	SCO3844	fhaB	antibiotic biosynthesis regulator FhaB	Other regulatory	core	4228257	639	582202	778513	795.5	-1.95	-2.66	Shielded
SC_RS21435	SCO3859		helix-turn-helix domain-containing protein	HTH (other)	core	4243938	6190	566521	762832	304.8	-0.06	-0.91	Shielded
SC_RS21460	SCO3864		GntR family transcriptional regulator	GntR	core	4248804	5558	561655	757966	146.7	-0.65	-0.94	Shielded
SC_RS21600	SCO3891		anti-sigma factor family protein	Sigma factor	core	4282559	2021	527900	724211	134.1	-0.38	-0.53	Shielded
SC_RS21605	SCO3892	sigM	RNA polymerase sigma factor SigM	Sigma factor	core	4283287	2749	527172	723483	251.2	-0.9	-1.38	Shielded
SC_RS21645	SCO3900		PadR family transcriptional regulator	PadR	core	4295550	2196	514909	711220	3234.7	-2.98	-3.14	Shielded
SC_RS21680	SCO3907		single-stranded DNA-binding protein	Other regulatory	core	4303613	2262	506846	703157	12967.7	-2.53	-3.33	Shielded
SC_RS21715	SCO3914		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	4310850	1746	499609	695920	261.2	-0.82	-1.62	Shielded
SC_RS21740	SCO3919		LysR family transcriptional regulator	LysR	core	4315294	741	495165	691476	89.9	-0.12	0.66	Shielded
SC_RS21770	SCO3925		IclR family transcriptional regulator	IclR	core	4318648	2613	491811	688122	171.5	-0.18	-0.41	Shielded
SC_RS21775	SCO3926		SsgA family sporulation/cell division regulator	Other regulatory	core	4319474	3439	490985	687296	134.3	1.61	1.29	Shielded
SC_RS21805	SCO3932		GntR family transcriptional regulator	GntR	core	4328355	1484	482104	678415	167.6	-0.48	-0.28	Shielded
SC_RS21855	SCO3943		LacI family DNA-binding transcriptional regulator	LacI	core	4339146	1882	471313	667624	147.8	0.36	2.32	Shielded
SC_RS21880	SCO3948		sensor histidine kinase	Sensor kinase	core	4347161	640	463298	659609	119.7	-1.98	-0.2	Shielded
SC_RS22035	SCO3979		TetR/AcrR family transcriptional regulator	TetR	core	4382030	3638	428429	624740	158.2	-0.71	-1.37	Shielded
SC_RS22050	SCO3981		GntR family transcriptional regulator	GntR	core	4384371	5979	426088	622399	110.2	-1.45	-1.12	Shielded
SC_RS22070	SCO3986		GntR family transcriptional regulator	GntR	core	4385486	6693	424973	621284	86.6	-1.69	-0.65	Shielded
SC_RS22135	SCO4005		SigE family RNA polymerase sigma factor	Sigma factor	core	4397767	52	412692	609003	473.0	0.27	3.23	Exposed
SC_RS22150	SCO4008		TetR family transcriptional regulator	TetR	core	4401679	1511	408780	605091	200.7	-2.11	-1.89	Shielded
SC_RS22155	SCO4009		hybrid sensor histidine kinase/response regulator	Sensor kinase	core	4406688	2193	403771	600082	3168.0	-0.82	-1.75	Shielded
SC_RS22190	SCO4014		winged helix-turn-helix transcriptional regulator	HTH (other)	core	4410936	6441	399523	595834	288.3	-0.92	-2.23	Shielded
SC_RS22205	SCO4017		metal-dependent transcriptional regulator	Other regulatory	core	4413733	5977	396726	593037	71.7	-1.59	-0.15	Shielded
SC_RS22215	SCO4019		GntR family transcriptional regulator	GntR	core	4414377	5333	396082	592393	91.3	-1.16	-0.88	Shielded
SC_RS22220	SCO4020		response regulator transcription factor	Response regulator	core	4415204	4506	395255	591566	32.0	-1.58	-0.09	Shielded
SC_RS22225	SCO4021		sensor histidine kinase	Sensor kinase	core	4415941	3769	394518	590829	46.3	-1.29	1.53	Shielded
SC_RS22245	SCO4025		TetR/AcrR family transcriptional regulator	TetR	core	4422721	375	387738	584049	205.7	-0.56	-1.36	Shielded
SC_RS22280	SCO4032		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	4430162	1591	380297	576608	25.3	-0.55	0.7	Shielded
SC_RS22290	SCO4034		RNA polymerase sigma factor SigF	Sigma factor	core	4431640	1149	378819	575130	4666.8	1.45	0.92	Shielded
SC_RS22295	SCO4035		RNA polymerase sigma factor SigF	Sigma factor	core	4432795	6	377664	573975	23.6	-0.73	2.08	Exposed
SC_RS22420	SCO4059		ArsR/SmtB family transcription factor	ArsR	core	4451075	1600	359384	555695	70.5	0.03	-0.5	Shielded
SC_RS22490	SCO4072		response regulator transcription factor	Response regulator	core	4466677	737	343782	540093	58.7	-0.98	-0.42	Shielded
SC_RS22495	SCO4073		sensor histidine kinase	Sensor kinase	core	4467921	507	342538	538849	238.2	-1.41	-1.01	Shielded
SC_RS22545	SCO4081		ArsR/SmtB family transcription factor	ArsR	core	4474926	1204	335533	531844	115.3	-1.03	-1.32	Shielded
SC_RS22590	SCO4091	bldC	developmental transcriptional regulator BldC	Other regulatory	core	4485363	3430	325096	521407	6678.0	0.95	-0.14	Shielded
SC_RS22660	SCO4099		TetR/AcrR family transcriptional regulator	TetR	core	4499009	4503	311450	507761	79.5	-1.03	-0.38	Shielded
SC_RS22675	SCO4102		MerR family transcriptional regulator	MerR	core	4501464	4291	308995	505306	46.3	0.38	1.27	Shielded
SC_RS22750	SCO4116		BTAD domain-containing putative transcriptional regulator	Other regulatory	core	4517961	3519	292498	488809	412.0	-0.62	-0.51	Shielded
SC_RS22755	SCO4117		sigma-70 family RNA polymerase sigma factor	Sigma factor	core	4523319	1839	287140	483451	540.1	0.51	0.22	Shielded
SC_RS22760	SCO4118		TetR/AcrR family transcriptional regulator	TetR	core	4524395	2863	286064	482375	620.4	0.51	0.63	Shielded
SC_RS22780	SCO4122		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	4529468	527	280991	477302	473.2	-3.8	-3.54	Shielded
SC_RS22800	SCO4123		response regulator	Response regulator	core	4536530	1361	273929	470240	106.8	-1.45	-1.66	Shielded
SC_RS22805	SCO4124		sensor histidine kinase	Sensor kinase	core	4537801	90	272658	468969	63.6	-1.73	0.32	Exposed
SC_RS22870	SCO4136		metal-sensitive transcriptional regulator	Other regulatory	core	4551683	993	258776	455087	324.6	0.67	-0.61	Shielded
SC_RS22920	SCO4146		RNA polymerase sigma factor	Sigma factor	core	4563131	6017	247328	443639	32.7	-0.38	0.07	Shielded
SC_RS22955	SCO4153		winged helix-turn-helix transcriptional regulator	HTH (other)	core	4571188	7405	239271	435582	141.6	-0.34	-1.23	Shielded
SC_RS22965	SCO4155		sensor histidine kinase	Sensor kinase	core	4573116	5477	237343	433654	111.0	-0.6	-0.56	Shielded
SC_RS22970	SCO4156		response regulator transcription factor	Response regulator	core	4573859	4734	236600	432911	91.3	-0.69	-0.65	Shielded
SC_RS22980	SCO4158		LacI family DNA-binding transcriptional regulator	LacI	core	4576134	2459	234325	430636	1108.0	-0.03	-1.39	Shielded
SC_RS22985	SCO4159	glnR	two-component system response regulator GlnR	Response regulator	core	4576980	1613	233479	429790	1057.8	-1.61	-2.41	Shielded
SC_RS23025	SCO4167		TetR family transcriptional regulator	TetR	core	4583180	4587	227279	423590	115.3	-0.89	-1.67	Shielded
SC_RS23070	SCO4176		helix-turn-helix domain-containing protein	HTH (other)	core	4588684	10091	221775	418086	128.2	0.73	1.64	Shielded
SC_RS23085	SCO4180		Fur family transcriptional regulator	Other regulatory	core	4590561	11968	219898	416209	876.1	-1.14	-2.24	Shielded
SC_RS23125	SCO4188		FadR/GntR family transcriptional regulator	GntR	core	4597379	8170	213080	409391	170.3	-1.34	-0.74	Shielded
SC_RS23135	SCO4190		winged helix-turn-helix domain-containing protein	HTH (other)	core	4598629	6920	211830	408141	426.8	-0.95	-1.27	Shielded
SC_RS23155	SCO4194		TetR family transcriptional regulator	TetR	core	4602509	3040	207950	404261	75.6	-0.15	-0.45	Shielded
SC_RS23170	SCO4197		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	4606581	1032	203878	400189	107.4	-1.3	-1.22	Shielded
SC_RS23175	SCO4198		helix-turn-helix domain-containing protein	HTH (other)	core	4607362	1813	203097	399408	1426.4	2.19	0.67	Shielded
SC_RS23215	SCO4206		AraC family transcriptional regulator	AraC	core	4615969	714	194490	390801	164.3	0.41	-0.29	Shielded
SC_RS23260	SCO4215		GntR family transcriptional regulator	GntR	core	4623766	1873	186693	383004	475.4	-1.86	-2.34	Shielded
SC_RS23300	SCO4223		AraC family transcriptional regulator	AraC	core	4629634	872	180825	377136	182.5	-1.39	-1.43	Shielded
SC_RS23330	SCO4229		sensor histidine kinase	Sensor kinase	core	4633199	1931	177260	373571	2349.0	3.09	0.68	Shielded
SC_RS23335	SCO4230		response regulator transcription factor	Response regulator	core	4634476	848	175983	372294	2819.7	4.23	1.42	Shielded
SC_RS23345	SCO4232		CarD family transcriptional regulator	Other regulatory	core	4636744	1420	173715	370026	11953.8	-1.12	-1.55	Shielded
SC_RS23495	SCO4261		helix-turn-helix transcriptional regulator	HTH (other)	core	4675222	3462	135237	331548	5444.5	3.06	-0.06	Shielded
SC_RS23500	SCO4263		helix-turn-helix transcriptional regulator	HTH (other)	core	4675583	3823	134876	331187	2663.6	-0.51	-1.63	Shielded
SC_RS23535	SCO4270		TetR family transcriptional regulator	TetR	core	4686242	3978	124217	320528	103.6	-2.34	-1.59	Shielded
SC_RS23560	SCO4275		sensor histidine kinase	Sensor kinase	core	4690823	3924	119636	315947	103.0	-2.44	-0.84	Shielded
SC_RS23565	SCO4276		response regulator	Response regulator	core	4692106	2641	118353	314664	208.9	-2.69	-1.95	Shielded
SC_RS23610	SCO4285		ROK family protein	ROK	core	4701562	507	108897	305208	99.3	-1.12	-0.61	Shielded
SC_RS23690	SCO4301		helix-turn-helix domain-containing protein	HTH (other)	core	4717095	4869	93364	289675	308.8	4.01	4.06	Shielded
SC_RS23700	SCO4303		TetR/AcrR family transcriptional regulator	TetR	core	4718222	4341	92237	288548	226.3	0.48	0.29	Shielded
SC_RS23710	SCO4305		TetR/AcrR family transcriptional regulator	TetR	core	4719673	2890	90786	287097	122.4	-0.76	-1.19	Shielded
SC_RS23725	SCO4308		MurR/RpiR family transcriptional regulator	Other regulatory	core	4722335	228	88124	284435	158.2	-2.07	-0.44	Exposed
SC_RS23750	SCO4313		TetR/AcrR family transcriptional regulator	TetR	core	4724955	575	85504	281815	208.7	-2.67	-2.56	Shielded
SC_RS23810	SCO4326		1,4-dihydroxy-6-naphthoate synthase	HTH (other)	core	4738692	4881	71767	268078	498.5	-1.18	-2.43	Shielded
SC_RS23860	SCO4336		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	4750828	2203	59631	255942	985.3	-2.22	-1.87	Shielded
SC_RS23960	SCO4358		TetR/AcrR family transcriptional regulator	TetR	core	4773021	2092	37438	233749	219.2	-1.61	-1.75	Shielded
SC_RS23980	SCO4362		sensor histidine kinase	Sensor kinase	core	4775642	676	34817	231128	62.2	-0.53	0.14	Shielded
SC_RS23985	SCO4363		response regulator transcription factor	Response regulator	core	4776850	532	33609	229920	88.7	-0.79	-0.8	Shielded
SC_RS24045	SCO4375		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	4789565	738	20894	217205	59.7	-0.73	-0.0	Shielded
SC_RS24095	SCO4385		TetR/AcrR family transcriptional regulator	TetR	core	4802192	6127	8267	204578	72.9	-2.74	-1.55	Shielded
SC_RS24125	SCO4391		winged helix-turn-helix transcriptional regulator	HTH (other)	core	4808785	466	1674	197985	69.1	1.23	0.56	Shielded
SC_RS24140	SCO4394		metal-dependent transcriptional regulator	Other regulatory	core	4810836	245	377	195934	1521.1	0.11	-0.6	Exposed
SC_RS24185	SCO4403	purU	formyltetrahydrofolate deformylase	TetR	core	4821748	385	11289	185022	425.9	-0.71	-1.78	Shielded
SC_RS24205	SCO4407		GbsR/MarR family transcriptional regulator	MarR	core	4825352	3614	14893	181418	114.0	-0.61	-1.11	Shielded
SC_RS24215	SCO4409		sigma-70 family RNA polymerase sigma factor	Sigma factor	core	4827958	1008	17499	178812	2622.7	2.45	1.89	Shielded
SC_RS24235	SCO4413		GlxA family transcriptional regulator	Other regulatory	core	4831684	992	21225	175086	166.3	1.33	0.86	Shielded
SC_RS24270	SCO4421		TetR family transcriptional regulator	TetR	core	4838192	2722	27733	168578	246.4	-1.55	-1.88	Shielded
SC_RS24295	SCO4426	afsR	transcriptional regulator AfsR	Other regulatory	core	4845768	480	35309	161002	773.6	-0.26	-0.92	Shielded
SC_RS24335	SCO4434		LysR family transcriptional regulator	LysR	core	4853069	265	42610	153701	110.5	-0.57	-0.65	Exposed
SC_RS24370	SCO4441		helix-turn-helix domain-containing protein	HTH (other)	core	4863650	2968	53191	143120	1334.8	3.69	2.48	Shielded
SC_RS24380	SCO4443		MerR family transcriptional regulator	MerR	core	4865850	768	55391	140920	717.3	2.12	0.6	Shielded
SC_RS24390	SCO4445		ArsR/SmtB family transcription factor	ArsR	core	4867625	1007	57166	139145	116.3	-1.57	-1.05	Shielded
SC_RS24415	SCO4450		TetR/AcrR family transcriptional regulator	TetR	core	4872011	335	61552	134759	28.2	-1.56	0.04	Shielded
SC_RS24425	SCO4452		RNA polymerase sigma factor	Sigma factor	core	4875516	128	65057	131254	143.5	0.44	0.59	Exposed
SC_RS24435	SCO4454		TetR/AcrR family transcriptional regulator	TetR	core	4876625	1237	66166	130145	135.1	-1.82	-1.67	Shielded
SC_RS24470	SCO4461		TetR/AcrR family transcriptional regulator	TetR	core	4882589	3048	72130	124181	45.1	-0.32	0.0	Shielded
SC_RS24490	SCO4465		PadR family transcriptional regulator	PadR	core	4884950	5409	74491	121820	48.4	-0.93	-0.54	Shielded
SC_RS24545	SCO4477		MerR family transcriptional regulator	MerR	core	4897511	1179	87052	109259	41.0	-0.94	0.44	Shielded
SC_RS24560	SCO4480		TetR/AcrR family transcriptional regulator	TetR	core	4899900	840	89441	106870	81.3	-1.8	-0.89	Shielded
SC_RS24570	SCO4482		LysR family transcriptional regulator	LysR	core	4902850	549	92391	103920	159.3	-1.57	-1.5	Shielded
SC_RS24585	SCO4485		helix-turn-helix transcriptional regulator	HTH (other)	core	4904881	2580	94422	101889	89.8	-1.35	-0.69	Shielded
SC_RS24625			Lrp/AsnC family transcriptional regulator	Lrp	core	4912747	8772	102288	94023	208.8	-1.32	-2.2	Shielded
SC_RS24635	SCO4495		UdgX family uracil-DNA binding protein	Other regulatory	core	4914637	6882	104178	92133	66.5	-2.52	-1.29	Shielded
SC_RS24660	SCO4499		TetR/AcrR family transcriptional regulator	TetR	core	4917934	3585	107475	88836	774.9	-0.19	-2.72	Shielded
SC_RS24870	SCO4543	whiJ	transcriptional regulator WhiJ	Other regulatory	core	4960435	2426	149976	46335	377.0	-1.11	-1.9	Shielded
SC_RS24895	SCO4548		bacterial transcriptional activator domain-containing protein	Activator	core	4964061	3423	153602	42709	1192.4	-1.21	-2.36	Shielded
SC_RS25095	SCO4588		tetratricopeptide repeat protein	TetR	core	5010296	598	134585	3526	777.9	-2.73	-1.14	Shielded
SC_RS25135	SCO4596		response regulator transcription factor	Response regulator	core	5020358	3953	124523	13588	272.4	-0.63	-0.81	Shielded
SC_RS25140	SCO4597		sensor histidine kinase	Sensor kinase	core	5022045	3423	122836	15275	164.0	-0.1	-0.08	Shielded
SC_RS25145	SCO4598		sensor histidine kinase	Sensor kinase	core	5023382	2086	121499	16612	141.5	0.6	0.4	Shielded
SC_RS25300	SCO4628		GntR family transcriptional regulator	GntR	core	5049893	3302	94988	43123	607.0	-2.07	-2.66	Shielded
SC_RS25320	SCO4632	fxsT	FxSxx-COOH system tetratricopeptide repeat protein	TetR	core	5055828	1569	89053	49058	622.9	1.37	0.86	Shielded
SC_RS25370	SCO4639		TetR/AcrR family transcriptional regulator	TetR	core	5063734	953	81147	56964	156.7	-1.21	-2.26	Shielded
SC_RS25375	SCO4640		TetR/AcrR family transcriptional regulator	TetR	core	5064405	1624	80476	57635	424.6	-0.86	-2.45	Shielded
SC_RS25415	SCO4647	nusG	transcription termination/antitermination protein NusG	Other regulatory	core	5071761	1218	73120	64991	3011.9	-2.28	-3.32	Shielded
SC_RS25495	SCO4663		AfsR/SARP family transcriptional regulator	SARP	core	5093666	370	51215	86896	164.5	-1.4	-2.35	Shielded
SC_RS25510	SCO4667		sensor histidine kinase	Sensor kinase	core	5097181	439	47700	90411	48.6	0.05	1.35	Shielded
SC_RS25515	SCO4668		response regulator	Response regulator	core	5098476	776	46405	91706	188.3	-1.35	-1.68	Shielded
SC_RS25530	SCO4671		LysR family transcriptional regulator	LysR	core	5102990	5290	41891	96220	104.1	0.33	-0.07	Shielded
SC_RS25540	SCO4673		helix-turn-helix transcriptional regulator	HTH (other)	core	5105851	8151	39030	99081	333.9	0.85	-0.07	Shielded
SC_RS25555	SCO4676		helix-turn-helix domain-containing protein	HTH (other)	core	5108129	10429	36752	101359	349.7	4.94	4.74	Shielded
SC_RS25565	SCO4678		helix-turn-helix domain-containing protein	HTH (other)	core	5108924	11224	35957	102154	379.8	2.0	1.87	Shielded
SC_RS25575	SCO4680		helix-turn-helix transcriptional regulator	HTH (other)	core	5110819	13119	34062	104049	316.5	0.3	-0.02	Shielded
SC_RS25615	SCO4688		MerR family transcriptional regulator	MerR	core	5116728	19028	28153	109958	222.9	-0.21	-0.57	Shielded
SC_RS25875	SCO4743		helix-turn-helix domain-containing protein	HTH (other)	core	5157368	1807	12487	118387	80.1	-0.97	-0.95	Shielded
SC_RS25930	SCO4754		LacI family DNA-binding transcriptional regulator	LacI	core	5165438	1932	20557	110317	135.5	-1.46	-1.26	Shielded
SC_RS25945	SCO4757		RNA polymerase sigma factor	Sigma factor	core	5168216	846	23335	107539	76.0	-0.5	0.12	Shielded
SC_RS25990	SCO4766		LysR family transcriptional regulator	LysR	core	5178021	250	33140	97734	179.0	-0.56	-1.19	Exposed
SC_RS25995	SCO4767		WhiB family transcriptional regulator	WhiB	core	5179345	1574	34464	96410	33.5	0.34	1.04	Shielded
SC_RS26000	SCO4768		response regulator transcription factor	Response regulator	core	5179727	1956	34846	96028	3024.9	5.82	5.2	Shielded
