locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_exposed	baseMean	log2_baseMean_p1	nearest_methyl_distance	n_methyl_sites_2kb	gene_length	LFC_T2vsT1	LFC_T3vsT1
SC_RS41050			IclR family transcriptional regulator	MarR	8605797	8606564	+	8605768	protein_coding	0	121.4596345621598	6.93616247276809	440	3	768	1.5464556094143065	0.8420318774946273
SC_RS41060			helix-turn-helix domain-containing protein	HTH (other)	8607539	8608480	+	8607423	protein_coding	0	138.9106242125357	7.128361708508782	859	3	942	1.558169930487341	0.3956279498880982
SC_RS41130			TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	8618313	8618951	+	8618313	protein_coding	0	49.93844233872234	5.670682938587423	1112	1	639	-1.1706397634528138	-0.4813113589793388
SC_RS03330			DeoR/GlpR family DNA-binding transcription regulator	DeoR	272898	273656	+	272835	protein_coding	0	74.78998177096643	6.243935254569378	1087	1	759	0.2007804528858386	-0.412050094183533
SC_RS13625			TetR family transcriptional regulator	TetR	2490268	2490921	+	2490116	protein_coding	0	379.7325519264314	8.572634112696106	702	3	654	-3.676026147414828	-3.638515644971294
SC_RS16095			response regulator transcription factor	Response regulator	3059223	3059927	-	3059927	protein_coding	0	74.66291734363038	6.241514498502338	501	3	705	1.2286063475604352	0.8671293521525472
SC_RS17795			response regulator transcription factor	LuxR	3434985	3435764	-	3435935	protein_coding	1	877.3770107838754	9.778696485850402	102	3	780	3.4047840224669184	3.160115290808316
SC_RS24570			LysR family transcriptional regulator	LysR	4901972	4902850	-	4902850	protein_coding	0	159.25165556704462	7.324195451242937	549	4	879	-1.571322682931436	-1.4994690102084798
SC_RS26700			SigE family RNA polymerase sigma factor	Sigma factor	5340411	5341142	+	5340376	protein_coding	0	2483.8850777204743	11.278963415469104	993	4	732	-2.8452588985786473	-0.3283467521870551
SC_RS31020			ArsR/SmtB family transcription factor	HTH (other)	6294435	6294824	+	6294433	protein_coding	0	185.5302994707872	7.543266186720398	2054	0	390	1.6780090847451583	1.505252570015681
SC_RS31630			AfsR/SARP family transcriptional regulator	SARP	6432812	6433618	+	6432601	protein_coding	0	925.548157753473	9.855722152693792	2212	0	807	5.7894075874883155	4.998883834533164
SC_RS33720			GntR family transcriptional regulator	GntR	6953679	6954356	-	6954391	protein_coding	0	218.1850007816821	7.776005265270814	2747	0	678	-1.2820807712754514	-1.1098894055062465
SC_RS40125			MerR family transcriptional regulator	MerR	8410259	8410624	-	8410679	protein_coding	0	119.41894269710332	6.911918545207718	717	1	366	3.482150054914994	1.8120002091134544
SC_RS40675			MerR family transcriptional regulator	MerR	8534142	8535239	-	8535344	protein_coding	0	771.1415955688948	9.59272162339958	1238	7	1098	6.713866498922921	3.815490656957353
SC_RS09100			Lrp/AsnC family transcriptional regulator	Lrp	1521620	1522060	-	1522060	protein_coding	0	80.05934170445003	6.340906553968368	1098	3	441	-1.082069046600477	-1.1042182864034815
SC_RS03185			TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	242203	242766	+	242194	protein_coding	0	73.19986180420189	6.213344594744515	116	4	564	-0.2353378035035249	-0.7205633305830927
SC_RS22135			SigE family RNA polymerase sigma factor	Sigma factor	4397767	4398372	+	4397767	protein_coding	1	473.0048265831937	8.888757939303714	52	4	606	0.2650411061157262	3.231774411787676
SC_RS22220			response regulator transcription factor	Response regulator	4415204	4415944	+	4415204	protein_coding	0	31.98679418941449	5.043816671766673	722	3	741	-1.5782501827848514	-0.0874014677691325
SC_RS07125			TetR/AcrR family transcriptional regulator	TetR	1092334	1092897	+	1092334	protein_coding	0	69.64743416760429	6.142565259397133	134	4	564	-0.3767031095001331	1.2191371899475545
SC_RS24560			TetR/AcrR family transcriptional regulator	TetR	4899301	4899900	-	4899948	protein_coding	0	81.27489941775713	6.362380452522715	888	7	600	-1.7970783779029191	-0.8932341757950285
SC_RS23155			TetR family transcriptional regulator	TetR	4602509	4603132	+	4602509	protein_coding	0	75.62613776639782	6.259764685390663	886	2	624	-0.1462933334901156	-0.4534824440191988
SC_RS13080			MarR family transcriptional regulator	MarR	2373706	2374182	+	2373605	protein_coding	0	34.70173270391689	5.157922188824847	347	3	477	-1.176980209290797	-0.2375145863869087
SC_RS20465			helix-turn-helix transcriptional regulator	LuxR	4045944	4046981	-	4047585	protein_coding	0	282.54355058639726	8.147426531254766	6011	0	1038	-0.5837037988911257	-0.7535286385787221
SC_RS05550			MurR/RpiR family transcriptional regulator	HTH (other)	768450	769367	+	768417	protein_coding	0	148.48991289069784	7.223904328957044	708	6	918	0.4305057981057131	0.1177200769612613
SC_RS18150			TetR/AcrR family transcriptional regulator	TetR	3515302	3515955	-	3516054	protein_coding	0	2194.152628264299	11.100105538037639	1176	2	654	4.7963227842598135	3.955132795079298
SC_RS18960			TetR/AcrR family transcriptional regulator	TetR	3725586	3726185	+	3725580	protein_coding	0	208.9165792960084	7.713672305540318	316	3	600	-0.9212782130876302	-0.8190840351570352
SC_RS39915			ROK family transcriptional regulator	HTH (other)	8365625	8366890	+	8365625	protein_coding	0	38.76871016479586	5.313561866257821	283	2	1266	0.3174114997788794	1.669113215440278
SC_RS26970			MarR family winged helix-turn-helix transcriptional regulator	MarR	5396005	5396511	-	5396563	protein_coding	0	193.8143000563026	7.605955769983037	592	5	507	0.2293128645391418	-0.2416831101897911
SC_RS03465			TetR/AcrR family transcriptional regulator	TetR	306816	307460	-	307492	protein_coding	0	67.45623252721481	6.097109991034897	668	2	645	0.1690309381069101	-0.3735438344238591
SC_RS11550			TetR/AcrR family transcriptional regulator	TetR	2038269	2038841	-	2038869	protein_coding	0	552.4050241700777	9.11219193150422	819	3	573	-0.7167714466850531	-1.5367163071856635
SC_RS26480			RNA polymerase sigma factor	Sigma factor	5292481	5293098	+	5292429	protein_coding	0	18.263976619501157	4.267833641113905	866	3	618	-1.02524124721721	0.1152658018898235
SC_RS26760			DeoR/GlpR family DNA-binding transcription regulator	DeoR	5354193	5355182	+	5354193	protein_coding	0	10219.93522957423	13.319239590437292	811	4	990	5.322267550234008	3.92797770162459
SC_RS37360			LacI family DNA-binding transcriptional regulator	LacI	7812783	7813832	-	7813832	protein_coding	0	37.30001415368117	5.259273020182291	2027	0	1050	-1.2597213517249928	0.588138392760272
SC_RS19375			RNA polymerase sigma factor	Sigma factor	3810669	3811226	-	3811236	protein_coding	0	121.82181029678348	6.94042296231559	3016	0	558	0.621248879121303	-0.1883777642601044
SC_RS38950			TetR/AcrR family transcriptional regulator	TetR	8161308	8161964	+	8160970	protein_coding	0	152.87166950383596	7.265583820214438	1024	6	657	-1.2377428889750035	-1.576357477071348
SC_RS10470			TetR/AcrR family transcriptional regulator	TetR	1810631	1811224	-	1811305	protein_coding	0	143.7217186463082	7.177137635708479	2383	0	594	-0.2695784113731092	-1.3083172826473788
SC_RS23925			recombinase family protein	HTH (other)	4766995	4767627	+	4766968	protein_coding	0	20.645303672359987	4.435982135841168	602	1	633	-0.4976054151722376	1.3613289918431966
SC_RS15360			ROK family transcriptional regulator	MarR	2888309	2889526	+	2888288	protein_coding	0	132.913041570395	7.065152658971102	170	4	1218	-1.5708917691090083	-0.8926308285467408
SC_RS02325			LacI family DNA-binding transcriptional regulator	LacI	47789	48844	-	49113	protein_coding	0	92.50991632915984	6.547047459677134	160	1	1056	-1.482151075954944	-0.7226818523959183
SC_RS02820			pyridoxamine 5'-phosphate oxidase family protein	HTH (other)	164023	164931	-	164961	protein_coding	0	1277.2261824732675	10.319927428818893	388	4	909	5.6510473321357555	8.006959282361267
SC_RS04675			response regulator transcription factor	Response regulator	592306	592995	-	592995	protein_coding	0	30.993425950424367	4.99970358365367	455	6	690	0.3429021036098957	0.630303549676508
SC_RS07300			MarR family winged helix-turn-helix transcriptional regulator	MarR	1129716	1130108	-	1130108	protein_coding	0	37.89360081505155	5.281460902236924	147	4	393	1.3089483590641795	0.9852156346348137
SC_RS19360			Crp/Fnr family transcriptional regulator	MarR	3809247	3809876	-	3809946	protein_coding	0	133.07966145959222	7.066946601239781	1726	1	630	-0.732229725117746	-0.4917548179131822
SC_RS19650			LacI family DNA-binding transcriptional regulator	LacI	3873639	3874676	+	3873554	protein_coding	0	246.3308686145072	7.950298499126015	481	1	1038	-0.694963350336834	-0.9719941355712772
SC_RS24490			PadR family transcriptional regulator	PadR	4884950	4885462	+	4884950	protein_coding	0	48.39190226056317	5.626202628070864	805	5	513	-0.9288366549900312	-0.5434796815102614
SC_RS26290			XRE family transcriptional regulator	HTH (other)	5255754	5257154	+	5255564	protein_coding	0	1286.352813251047	10.330191778914156	597	5	1401	-1.3875765985470283	-1.6562442869253644
SC_RS28395			RNA polymerase sigma factor SigF	Sigma factor	5704007	5705071	-	5705186	protein_coding	0	1614.0673783142038	10.657378638022205	3132	0	1065	1.0293094468069504	0.1574896792415155
SC_RS32895			helix-turn-helix domain-containing protein	HTH (other)	6730923	6731741	-	6731817	protein_coding	0	134.63191458053006	7.083552878496856	1081	1	819	3.9036777829881735	3.8987255801352134
SC_RS36305			ArsR/SmtB family transcription factor	HTH (other)	7588044	7588445	+	7588011	protein_coding	0	527.1628716269497	9.044839077416869	1268	5	402	1.333894111365043	-0.0472334776508924
SC_RS37190			LuxR family transcriptional regulator AbsR2	Sigma factor	7760977	7762803	+	7760903	protein_coding	0	200.84655925717183	7.657115184148642	1760	1	1827	0.8445842065296982	4.9188259136627765
SC_RS38730			TetR/AcrR family transcriptional regulator	TetR	8111024	8111647	+	8111002	protein_coding	0	42.999948598706574	5.459429933263787	897	2	624	-0.3554975083925613	-0.2551597003777474
SC_RS41225			TetR/AcrR family transcriptional regulator	TetR	8634834	8635487	+	8634834	protein_coding	0	80.17826180649611	6.343021544186392	15	2	654	-0.1555362007224736	-0.8227812808803633
SC_RS37910			ATP-binding protein	LuxR	7929510	7932251	-	7932265	protein_coding	1	1294.457727391556	10.339246223779018	48	3	2742	0.652518858032593	-0.0697866123175507
SC_RS37205			RNA polymerase sigma factor	Sigma factor	7767699	7768337	+	7767743	protein_coding	0	262.58111036902596	8.042103172588753	2103	0	639	-0.4187259940548057	1.6534943087465372
SC_RS18490			MerR family transcriptional regulator	MerR	3619017	3619451	-	3619527	protein_coding	0	111.81213002980458	6.817778390427906	453	4	435	-1.7460465080733083	-1.7750572762670838
SC_RS19550			LacI family DNA-binding transcriptional regulator	LacI	3849177	3850163	-	3850317	protein_coding	0	269.20421376000655	8.077906363044034	3372	0	987	-0.7857429667648392	-1.1874890865160423
SC_RS08620			LuxR C-terminal-related transcriptional regulator	LuxR	1406162	1408480	+	1406038	protein_coding	0	323.2730495886877	8.341065315818152	93	2	2319	2.42716860395486	2.0427183314276274
SC_RS15515			helix-turn-helix domain-containing protein	LuxR	2929823	2930719	-	2930862	protein_coding	0	125.4531595522996	6.982459274332122	2305	0	897	-1.5827249334929254	-1.3767405170624916
SC_RS33650			AfsR/SARP family transcriptional regulator	SARP	6938024	6939643	+	6937977	protein_coding	0	3910.958657887401	11.933675408434855	275	5	1620	7.177587903839435	5.210139159581922
SC_RS15755			LysR family transcriptional regulator	LysR	2980555	2981592	+	2980535	protein_coding	0	106.96026275672617	6.754356582968197	230	1	1038	0.4154366638885007	0.448276174577196
SC_RS30255			GntR family transcriptional regulator	GntR	6108427	6108660	+	6108427	protein_coding	0	100.039954313322	6.658782081677527	1988	1	234	0.9301520478126112	0.8205013224745313
SC_RS38175			sigma factor-like helix-turn-helix DNA-binding protein	Sigma factor	7995692	7996294	+	7995561	protein_coding	0	104.47231004293354	6.7207204834262555	3189	0	603	5.245677928386516	4.474650606417218
SC_RS25135			response regulator transcription factor	Sigma factor	5019699	5020358	-	5020446	protein_coding	0	272.3650199173934	8.09468483571656	2275	0	660	-0.6323857389663057	-0.8058519147902131
SC_RS06290			PP2C family protein-serine/threonine phosphatase	Response regulator	918438	919640	-	919722	protein_coding	0	563.6988736846705	9.14133794358169	938	3	1203	-1.7620984089995022	-2.692846282906007
SC_RS34435			AraC family transcriptional regulator	HTH (other)	7132198	7133130	+	7132198	protein_coding	0	243.75911617292832	7.935218784486428	1618	1	933	2.210801116633274	0.8416726744760891
