position	site_strand	locus_tag	old_locus_tag	gene_name	gene_start	gene_end	gene_strand	product	distance	location	within_500bp	within_2kb	timepoint	region
2488224	-	SC_RS13600	SCO2314		2485458	2486327	+	DUF5336 domain-containing protein	1897	downstream_far	False	True	T1	core
2488224	-	SC_RS13605	SCO2315		2486429	2486722	+	hypothetical protein	1502	downstream_far	False	True	T1	core
2488224	-	SC_RS13610	SCO2316		2486736	2487833	-	prenyltransferase/squalene oxidase repeat-containing protein	391	promoter	True	True	T1	core
2488224	-	SC_RS13615	SCO2317		2487830	2488564	-	class I SAM-dependent methyltransferase	0	gene_body	True	True	T1	core
2488224	-	SC_RS13620	SCO2318		2488558	2490054	-	glycosyltransferase family 4 protein	334	downstream	True	True	T1	core
2496849	-	SC_RS13645	SCO2323		2493924	2495063	+	CbiQ family ECF transporter T component	1786	downstream_far	False	True	T1	core
2496849	-	SC_RS13650	SCO2324		2495060	2496751	+	ABC transporter ATP-binding protein	98	downstream	True	True	T1	core
2496849	-	SC_RS13655	SCO2325		2496748	2497599	+	ECF transporter S component	0	gene_body	True	True	T1	core
2496849	-	SC_RS13660	SCO2326		2497855	2498268	+	aggregation-promoting factor C-terminal-like domain-containing protein	1006	upstream	False	True	T1	core
2496849	-	SC_RS13665	SCO2327		2498289	2498675	-	PIN domain-containing protein	1440	downstream_far	False	True	T1	core
2516233	-	SC_RS13750	SCO2344		2512483	2514552	-	MDR family MFS transporter	1681	upstream	False	True	T1	core
2516233	-	SC_RS13755	SCO2345		2514718	2515959	+	peptidoglycan-binding domain-containing protein	274	downstream	True	True	T1	core
2516233	-	SC_RS13760	SCO2346		2515998	2516663	-	HAD family hydrolase	0	gene_body	True	True	T1	core
2516233	-	SC_RS13765	SCO2347		2516812	2517393	-	TMEM165/GDT1 family protein	579	downstream_far	False	True	T1	core
2516233	-	SC_RS13770	SCO2348		2517893	2518537	+	HNH endonuclease family protein	1660	upstream	False	True	T1	core
2529760	-	SC_RS13830	SCO2359		2526699	2527841	-	sensor histidine kinase	1919	upstream	False	True	T1	core
2529760	-	SC_RS13835	SCO2360		2527974	2528804	+	DedA family protein	956	downstream_far	False	True	T1	core
2529760	-	SC_RS13840	SCO2361		2528722	2529534	-	HAD family hydrolase	226	promoter	True	True	T1	core
2529760	-	SC_RS13845	SCO2362		2529534	2532053	-	phosphoribosyltransferase	0	gene_body	True	True	T1	core
2611800	-	SC_RS14190	SCO2431	arfA	2608364	2609869	-	arabinosylfuranosidase ArfA	1931	upstream	False	True	T1	core
2611800	-	SC_RS14195	SCO2432		2609897	2610760	-	carbohydrate ABC transporter permease	1040	upstream	False	True	T1	core
2611800	-	SC_RS14200	SCO2433		2610757	2611698	-	carbohydrate ABC transporter permease	102	promoter	True	True	T1	core
2611800	-	SC_RS14205	SCO2434		2611695	2613053	-	extracellular solute-binding protein	0	gene_body	True	True	T1	core
2611800	-	SC_RS14210	SCO2435		2613322	2613849	+	hypothetical protein	1522	upstream	False	True	T1	core
2628132	-	SC_RS14265	SCO2446		2625671	2629333	-	S8 family serine peptidase	0	gene_body	True	True	T1	core
2628132	-	SC_RS14270	SCO2447		2629560	2629973	+	CU044_2847 family protein	1428	upstream	False	True	T1	core
2628132	-	SC_RS14275	SCO2448		2629970	2631634	+	VMAP-C domain-containing protein	1838	upstream	False	True	T1	core
2712072	+	SC_RS14615	SCO2513		2709485	2710318	+	helix-turn-helix domain-containing protein	1754	downstream_far	False	True	T1	core
2712072	+	SC_RS14620	SCO2514		2710300	2710590	+	DUF397 domain-containing protein	1482	downstream_far	False	True	T1	core
2712072	+	SC_RS14625	SCO2515		2710619	2711158	+	lipoprotein	914	downstream_far	False	True	T1	core
2712072	+	SC_RS14630	SCO2516		2711253	2712752	+	alpha/beta hydrolase	0	gene_body	True	True	T1	core
2712072	+	SC_RS14635	SCO2517		2712740	2713435	-	response regulator	668	downstream_far	False	True	T1	core
2712072	+	SC_RS14640	SCO2518		2713432	2714709	-	sensor histidine kinase	1360	downstream_far	False	True	T1	core
2811132	-	SC_RS15025	SCO2594		2808791	2810599	-	stealth family protein	533	upstream	False	True	T1	core
2811132	-	SC_RS15030	SCO2595	obgE	2810811	2812247	-	GTPase ObgE	0	gene_body	True	True	T1	core
2811132	-	SC_RS15035	SCO2596	rpmA	2812358	2812612	-	50S ribosomal protein L27	1226	downstream_far	False	True	T1	core
2811132	-	SC_RS15040	SCO2597	rplU	2812627	2812947	-	50S ribosomal protein L21	1495	downstream_far	False	True	T1	core
2811133	-	SC_RS15025	SCO2594		2808791	2810599	-	stealth family protein	534	upstream	False	True	T1	core
2811133	-	SC_RS15030	SCO2595	obgE	2810811	2812247	-	GTPase ObgE	0	gene_body	True	True	T1	core
2811133	-	SC_RS15035	SCO2596	rpmA	2812358	2812612	-	50S ribosomal protein L27	1225	downstream_far	False	True	T1	core
2811133	-	SC_RS15040	SCO2597	rplU	2812627	2812947	-	50S ribosomal protein L21	1494	downstream_far	False	True	T1	core
2812033	-	SC_RS15025	SCO2594		2808791	2810599	-	stealth family protein	1434	upstream	False	True	T1	core
2812033	-	SC_RS15030	SCO2595	obgE	2810811	2812247	-	GTPase ObgE	0	gene_body	True	True	T1	core
2812033	-	SC_RS15035	SCO2596	rpmA	2812358	2812612	-	50S ribosomal protein L27	325	downstream	True	True	T1	core
2812033	-	SC_RS15040	SCO2597	rplU	2812627	2812947	-	50S ribosomal protein L21	594	downstream_far	False	True	T1	core
2812033	-	SC_RS15045	SCO2598		2813146	2814207	-	iron-containing alcohol dehydrogenase family protein	1113	downstream_far	False	True	T1	core
2827808	-	SC_RS15085	SCO2604		2825348	2826283	-	hypothetical protein	1525	upstream	False	True	T1	core
2827808	-	SC_RS15090	SCO2605		2826447	2827148	+	hypothetical protein	660	downstream_far	False	True	T1	core
2827808	-	SC_RS15095			2827188	2827373	-	hypothetical protein	435	promoter	True	True	T1	core
2827808	-	SC_RS15100	SCO2606		2827396	2829345	-	TIGR03960 family B12-binding radical SAM protein	0	gene_body	True	True	T1	core
2827808	-	SC_RS15105	SCO2607	rodA	2829460	2830656	-	rod shape-determining protein RodA	1652	downstream_far	False	True	T1	core
2893663	+	SC_RS15370	SCO2659		2890945	2891889	+	carbohydrate ABC transporter permease	1774	downstream_far	False	True	T1	core
2893663	+	SC_RS15375	SCO2660		2891886	2892797	+	carbohydrate ABC transporter permease	866	downstream_far	False	True	T1	core
2893663	+	SC_RS15380	SCO2661		2892805	2894070	+	6-phospho-beta-glucosidase	0	gene_body	True	True	T1	core
2893663	+	SC_RS15385	SCO2662		2894061	2895032	+	N-acetylglucosamine kinase	398	promoter	True	True	T1	core
2893663	+	SC_RS15390	SCO2663		2895187	2896551	+	hypothetical protein	1524	upstream	False	True	T1	core
2957837	-	SC_RS15645	SCO2712		2955547	2956266	+	YveK family protein	1571	downstream_far	False	True	T1	core
2957837	-	SC_RS15650	SCO2713		2956263	2957411	+	GNAT family N-acetyltransferase	426	downstream	True	True	T1	core
2957837	-	SC_RS15655	SCO2714		2957449	2958636	-	glycoside hydrolase family 26 protein	0	gene_body	True	True	T1	core
2957837	-	SC_RS15660	SCO2715		2958781	2960079	+	carboxylate--amine ligase	944	upstream	False	True	T1	core
3032599	+	SC_RS15970	SCO2777		3029169	3031109	+	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha	1490	downstream_far	False	True	T1	core
3032599	+	SC_RS15975	SCO2778		3031106	3032059	+	hydroxymethylglutaryl-CoA lyase	540	downstream_far	False	True	T1	core
3032599	+	SC_RS15980	SCO2779		3032065	3033225	+	acyl-CoA dehydrogenase family protein	0	gene_body	True	True	T1	core
3032599	+	SC_RS15985	SCO2780	desE	3033355	3034404	+	siderophore-binding protein DesE	756	upstream	False	True	T1	core
3032656	-	SC_RS15970	SCO2777		3029169	3031109	+	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha	1547	downstream_far	False	True	T1	core
3032656	-	SC_RS15975	SCO2778		3031106	3032059	+	hydroxymethylglutaryl-CoA lyase	597	downstream_far	False	True	T1	core
3032656	-	SC_RS15980	SCO2779		3032065	3033225	+	acyl-CoA dehydrogenase family protein	0	gene_body	True	True	T1	core
3032656	-	SC_RS15985	SCO2780	desE	3033355	3034404	+	siderophore-binding protein DesE	699	upstream	False	True	T1	core
3032656	-	SC_RS15990	SCO2781		3034632	3035477	+	siderophore-interacting protein	1976	upstream	False	True	T1	core
3038105	+	SC_RS15995	SCO2782	desA	3035641	3037083	+	lysine decarboxylase DesA	1022	downstream_far	False	True	T1	core
3038105	+	SC_RS16000	SCO2783		3037067	3038347	+	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein	0	gene_body	True	True	T1	core
3038105	+	SC_RS16005	SCO2784		3038344	3038898	+	GNAT family N-acetyltransferase	239	promoter	True	True	T1	core
3038105	+	SC_RS16010	SCO2785	desD	3038895	3040682	+	desferrioxamine E synthetase DesD	790	upstream	False	True	T1	core
3088823	-	SC_RS16225	SCO2826		3086668	3087165	+	hypothetical protein	1658	downstream_far	False	True	T1	core
3088823	-	SC_RS16230	SCO2827		3087146	3087640	-	DUF3830 family protein	1183	upstream	False	True	T1	core
3088823	-	SC_RS16235	SCO2828	ehuB	3087748	3088677	+	ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB	146	downstream	True	True	T1	core
3088823	-	SC_RS16240	SCO2829	ehuC	3088674	3089375	+	ectoine/hydroxyectoine ABC transporter permease subunit EhuC	0	gene_body	True	True	T1	core
3088823	-	SC_RS16245	SCO2830	ehuD	3089372	3090022	+	ectoine/hydroxyectoine ABC transporter permease subunit EhuD	549	upstream	False	True	T1	core
3088823	-	SC_RS16250	SCO2831	ehuA	3090012	3090797	+	ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA	1189	upstream	False	True	T1	core
3170105	-	SC_RS16685	SCO2917		3166796	3168142	+	nicotinate phosphoribosyltransferase	1963	downstream_far	False	True	T1	core
3170105	-	SC_RS16690	SCO2918		3168248	3168835	+	nicotinamidase	1270	downstream_far	False	True	T1	core
3170105	-	SC_RS16695	SCO2919		3168848	3169192	-	hypothetical protein	913	upstream	False	True	T1	core
3170105	-	SC_RS16700	SCO2920		3169339	3171684	-	immune inhibitor A domain-containing protein	0	gene_body	True	True	T1	core
3180920	-	SC_RS16735	SCO2927	hppD	3178620	3179765	-	4-hydroxyphenylpyruvate dioxygenase	1155	upstream	False	True	T1	core
3180920	-	SC_RS16740	SCO2928		3179891	3180382	+	Lrp/AsnC family transcriptional regulator	538	downstream_far	False	True	T1	core
3180920	-	SC_RS16745	SCO2929		3180504	3181553	-	RNA-guided endonuclease InsQ/TnpB family protein	0	gene_body	True	True	T1	core
3180920	-	SC_RS16750	SCO2930		3181757	3182404	+	ABC transporter permease	837	upstream	False	True	T1	core
3180920	-	SC_RS16755	SCO2931		3182412	3183686	+	betaine/proline/choline family ABC transporter ATP-binding protein	1492	upstream	False	True	T1	core
3202935	-	SC_RS16825	SCO2944		3200405	3201250	-	carbohydrate ABC transporter permease	1685	upstream	False	True	T1	core
3202935	-	SC_RS16830	SCO2945		3201247	3202197	-	carbohydrate ABC transporter permease	738	upstream	False	True	T1	core
3202935	-	SC_RS16835	SCO2946		3202209	3203507	-	extracellular solute-binding protein	0	gene_body	True	True	T1	core
3202935	-	SC_RS16840	SCO2947		3203751	3204035	-	DUF3039 domain-containing protein	816	downstream_far	False	True	T1	core
3202935	-	SC_RS16845	SCO2948		3204066	3204638	-	YqgE/AlgH family protein	1131	downstream_far	False	True	T1	core
3202935	-	SC_RS16850	SCO2949	murA	3204872	3206218	+	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1937	upstream	False	True	T1	core
3221250	-	SC_RS16905	SCO2961		3218973	3220205	-	acyltransferase family protein	1045	upstream	False	True	T1	core
3221250	-	SC_RS16910	SCO2962		3220316	3222520	-	polysaccharide deacetylase family protein	0	gene_body	True	True	T1	core
3221250	-	SC_RS16915	SCO2963		3222520	3223782	-	hypothetical protein	1270	downstream_far	False	True	T1	core
3303926	-	SC_RS17215	SCO3020		3302319	3303326	-	stage II sporulation protein M	600	upstream	False	True	T1	core
3303926	-	SC_RS17220	SCO3021		3303453	3304409	+	RDD family protein	0	gene_body	True	True	T1	core
3303926	-	SC_RS17225	SCO3022		3304430	3305044	-	hypothetical protein	504	downstream_far	False	True	T1	core
3303926	-	SC_RS17230	SCO3023	ahcY	3305155	3306612	-	adenosylhomocysteinase	1229	downstream_far	False	True	T1	core
3341982	-	SC_RS17355	SCO3048		3339882	3341165	-	LCP family protein	817	upstream	False	True	T1	core
3341982	-	SC_RS17360	SCO3049		3341286	3341852	+	acyl-CoA thioesterase	130	downstream	True	True	T1	core
3341982	-	SC_RS17365	SCO3050		3341888	3342928	-	vWA domain-containing protein	0	gene_body	True	True	T1	core
3341982	-	SC_RS17370	SCO3051		3343070	3344227	-	acyl-CoA dehydrogenase	1088	downstream_far	False	True	T1	core
3385360	-	SC_RS17575	SCO3090		3382330	3384861	+	ABC transporter permease	499	downstream	True	True	T1	core
3385360	-	SC_RS17580	SCO3091		3384933	3386249	-	SAM-dependent methyltransferase	0	gene_body	True	True	T1	core
3385360	-	SC_RS17585	SCO3092		3386513	3387937	-	NAD(P)/FAD-dependent oxidoreductase	1153	downstream_far	False	True	T1	core
3392297	-	SC_RS17600	SCO3095	divIC	3389963	3390445	-	cell division protein DivIC	1852	upstream	False	True	T1	core
3392297	-	SC_RS17605	SCO3096	eno	3390541	3391821	-	phosphopyruvate hydratase	476	promoter	True	True	T1	core
3392297	-	SC_RS17610	SCO3097	rpfA	3392083	3392817	-	resuscitation-promoting factor protein RpfA	0	gene_body	True	True	T1	core
3392297	-	SC_RS17615	SCO3098	rpfC	3393171	3394196	-	resuscitation-promoting factor protein RpfC	874	downstream_far	False	True	T1	core
3446536	-	SC_RS17835	SCO3145		3443196	3445013	-	outer membrane protein assembly factor BamB family protein	1523	upstream	False	True	T1	core
3446536	-	SC_RS17840	SCO3146		3445110	3446915	-	outer membrane protein assembly factor BamB family protein	0	gene_body	True	True	T1	core
3446536	-	SC_RS17845	SCO3147		3447175	3448989	-	ABC-F family ATP-binding cassette domain-containing protein	639	downstream_far	False	True	T1	core
3447415	-	SC_RS17840	SCO3146		3445110	3446915	-	outer membrane protein assembly factor BamB family protein	500	promoter	True	True	T1	core
3447415	-	SC_RS17845	SCO3147		3447175	3448989	-	ABC-F family ATP-binding cassette domain-containing protein	0	gene_body	True	True	T1	core
3447415	-	SC_RS17850	SCO3148		3449047	3449946	-	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1632	downstream_far	False	True	T1	core
3447416	-	SC_RS17840	SCO3146		3445110	3446915	-	outer membrane protein assembly factor BamB family protein	501	upstream	False	True	T1	core
3447416	-	SC_RS17845	SCO3147		3447175	3448989	-	ABC-F family ATP-binding cassette domain-containing protein	0	gene_body	True	True	T1	core
3447416	-	SC_RS17850	SCO3148		3449047	3449946	-	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1631	downstream_far	False	True	T1	core
3468459	-	SC_RS17930	SCO3164		3465682	3466527	-	DMT family transporter	1932	upstream	False	True	T1	core
3468459	-	SC_RS17935	SCO3165		3466524	3467063	-	YbaK/EbsC family protein	1396	upstream	False	True	T1	core
3468459	-	SC_RS17940	SCO3166		3467222	3469459	-	MMPL family transporter	0	gene_body	True	True	T1	core
3468459	-	SC_RS17945	SCO3167		3469606	3470205	-	TetR/AcrR family transcriptional regulator	1147	downstream_far	False	True	T1	core
3468459	-	SC_RS17950	SCO3168		3470375	3473869	+	S41 family peptidase	1916	upstream	False	True	T1	core
3589602	-	SC_RS18290	SCO3235		3585800	3587647	-	ABC transporter ATP-binding protein	1955	upstream	False	True	T1	core
3589602	-	SC_RS18295	SCO3236	asnO	3587687	3588688	-	L-asparagine oxygenase	914	upstream	False	True	T1	core
3589602	-	SC_RS18300	SCO3237		3588746	3590149	-	alkaline phosphatase family protein	0	gene_body	True	True	T1	core
3589602	-	SC_RS18305	SCO3238	eboE	3590146	3591306	-	metabolite traffic protein EboE	544	downstream_far	False	True	T1	core
3589602	-	SC_RS18310	SCO3239		3591313	3592182	-	TatD family hydrolase	1711	downstream_far	False	True	T1	core
3715071	+	SC_RS18880	SCO3352	disA	3712179	3713303	+	DNA integrity scanning diadenylate cyclase DisA	1768	downstream_far	False	True	T1	core
3715071	+	SC_RS18885			3713340	3714179	-	hypothetical protein	892	upstream	False	True	T1	core
3715071	+	SC_RS18890	SCO3355		3714378	3715304	+	HhH-GPD family protein	0	gene_body	True	True	T1	core
3715071	+	SC_RS18895	SCO3356		3715604	3716137	+	SigE family RNA polymerase sigma factor	533	upstream	False	True	T1	core
3715071	+	SC_RS18900	SCO3357		3716125	3716802	+	hypothetical protein	1054	upstream	False	True	T1	core
3715071	+	SC_RS18905	SCO3358	cseB	3716926	3717630	+	two-component system response regulator CseB	1855	upstream	False	True	T1	core
3742024	-	SC_RS18995	SCO3374		3739398	3740099	+	SCO3374 family protein	1925	downstream_far	False	True	T1	core
3742024	-	SC_RS19000	SCO3375		3740100	3740435	-	histone-like nucleoid-structuring protein Lsr2	1589	upstream	False	True	T1	core
3742024	-	SC_RS19005	SCO3376		3740711	3741220	-	amino-acid N-acetyltransferase	804	upstream	False	True	T1	core
3742024	-	SC_RS19010	SCO3377		3741230	3741628	-	BlaI/MecI/CopY family transcriptional regulator	396	promoter	True	True	T1	core
3742024	-	SC_RS19015	SCO3378		3741763	3741942	-	membrane protein	82	promoter	True	True	T1	core
3742024	-	SC_RS19020	SCO3379		3741966	3742592	-	hypothetical protein	0	gene_body	True	True	T1	core
3742024	-	SC_RS19025	SCO3380		3743026	3743823	-	type III pantothenate kinase	1002	downstream_far	False	True	T1	core
3742024	-	SC_RS19030	SCO3381	nadC	3743829	3744818	-	carboxylating nicotinate-nucleotide diphosphorylase	1805	downstream_far	False	True	T1	core
3742116	-	SC_RS19000	SCO3375		3740100	3740435	-	histone-like nucleoid-structuring protein Lsr2	1681	upstream	False	True	T1	core
3742116	-	SC_RS19005	SCO3376		3740711	3741220	-	amino-acid N-acetyltransferase	896	upstream	False	True	T1	core
3742116	-	SC_RS19010	SCO3377		3741230	3741628	-	BlaI/MecI/CopY family transcriptional regulator	488	promoter	True	True	T1	core
3742116	-	SC_RS19015	SCO3378		3741763	3741942	-	membrane protein	174	promoter	True	True	T1	core
3742116	-	SC_RS19020	SCO3379		3741966	3742592	-	hypothetical protein	0	gene_body	True	True	T1	core
3742116	-	SC_RS19025	SCO3380		3743026	3743823	-	type III pantothenate kinase	910	downstream_far	False	True	T1	core
3742116	-	SC_RS19030	SCO3381	nadC	3743829	3744818	-	carboxylating nicotinate-nucleotide diphosphorylase	1713	downstream_far	False	True	T1	core
3742117	-	SC_RS19000	SCO3375		3740100	3740435	-	histone-like nucleoid-structuring protein Lsr2	1682	upstream	False	True	T1	core
3742117	-	SC_RS19005	SCO3376		3740711	3741220	-	amino-acid N-acetyltransferase	897	upstream	False	True	T1	core
3742117	-	SC_RS19010	SCO3377		3741230	3741628	-	BlaI/MecI/CopY family transcriptional regulator	489	promoter	True	True	T1	core
3742117	-	SC_RS19015	SCO3378		3741763	3741942	-	membrane protein	175	promoter	True	True	T1	core
3742117	-	SC_RS19020	SCO3379		3741966	3742592	-	hypothetical protein	0	gene_body	True	True	T1	core
3742117	-	SC_RS19025	SCO3380		3743026	3743823	-	type III pantothenate kinase	909	downstream_far	False	True	T1	core
3742117	-	SC_RS19030	SCO3381	nadC	3743829	3744818	-	carboxylating nicotinate-nucleotide diphosphorylase	1712	downstream_far	False	True	T1	core
3767450	-	SC_RS19120	SCO3399		3765006	3765509	+	nuclear transport factor 2 family protein	1941	downstream_far	False	True	T1	core
3767450	-	SC_RS19125	SCO3400	folB	3765814	3766173	+	dihydroneopterin aldolase	1277	downstream_far	False	True	T1	core
3767450	-	SC_RS19130	SCO3401	folK	3766170	3766781	+	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	669	downstream_far	False	True	T1	core
3767450	-	SC_RS19135	SCO3402		3766852	3767340	+	DUF3180 domain-containing protein	110	downstream	True	True	T1	core
3767450	-	SC_RS19140	SCO3403	folE	3767356	3767961	-	GTP cyclohydrolase I FolE	0	gene_body	True	True	T1	core
3767450	-	SC_RS19145	SCO3404	ftsH	3768093	3770132	-	ATP-dependent zinc metalloprotease FtsH	643	downstream_far	False	True	T1	core
3773896	-	SC_RS19155	SCO3406	tilS	3770964	3772022	-	tRNA lysidine(34) synthetase TilS	1874	upstream	False	True	T1	core
3773896	-	SC_RS19160	SCO3407		3772215	3773342	-	zinc-dependent metalloprotease	554	upstream	False	True	T1	core
3773896	-	SC_RS19165	SCO3408	dacB	3773464	3775065	-	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine endopeptidase	0	gene_body	True	True	T1	core
3773896	-	SC_RS19170	SCO3409		3775145	3775636	+	inorganic diphosphatase	1249	upstream	False	True	T1	core
3773896	-	SC_RS19175	SCO3410		3775750	3777459	+	threonine/serine exporter family protein	1854	upstream	False	True	T1	core
3773897	-	SC_RS19155	SCO3406	tilS	3770964	3772022	-	tRNA lysidine(34) synthetase TilS	1875	upstream	False	True	T1	core
3773897	-	SC_RS19160	SCO3407		3772215	3773342	-	zinc-dependent metalloprotease	555	upstream	False	True	T1	core
3773897	-	SC_RS19165	SCO3408	dacB	3773464	3775065	-	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine endopeptidase	0	gene_body	True	True	T1	core
3773897	-	SC_RS19170	SCO3409		3775145	3775636	+	inorganic diphosphatase	1248	upstream	False	True	T1	core
3773897	-	SC_RS19175	SCO3410		3775750	3777459	+	threonine/serine exporter family protein	1853	upstream	False	True	T1	core
3785243	-	SC_RS19210	SCO3417		3782903	3783658	-	ABC transporter permease	1585	upstream	False	True	T1	core
3785243	-	SC_RS19215	SCO3418		3783682	3784623	-	ATP-binding cassette domain-containing protein	620	upstream	False	True	T1	core
3785243	-	SC_RS19220	SCO3419		3784717	3785358	-	PadR family transcriptional regulator	0	gene_body	True	True	T1	core
3785243	-	SC_RS19225	SCO3420		3785441	3786901	-	aldehyde dehydrogenase family protein	198	downstream	True	True	T1	core
3785243	-	SC_RS19230	SCO3421		3786977	3787801	-	helix-turn-helix domain-containing protein	1734	downstream_far	False	True	T1	core
3825683	+	SC_RS19445	SCO3464		3823635	3824309	+	TIGR04282 family arsenosugar biosynthesis glycosyltransferase	1374	downstream_far	False	True	T1	core
3825683	+	SC_RS19450	SCO3465		3824306	3825016	+	TIGR04283 family arsenosugar biosynthesis glycosyltransferase	667	downstream_far	False	True	T1	core
3825683	+	SC_RS19455	SCO3466		3825371	3826210	+	IS5-like element ISSco3 family transposase	0	gene_body	True	True	T1	core
3825683	+	SC_RS19460	SCO3467		3826473	3827312	+	IS5-like element ISSco3 family transposase	790	upstream	False	True	T1	core
3825683	+	SC_RS19465	SCO3468		3827427	3828962	+	ISL3-like element IS469 family transposase	1744	upstream	False	True	T1	core
3826785	+	SC_RS19450	SCO3465		3824306	3825016	+	TIGR04283 family arsenosugar biosynthesis glycosyltransferase	1769	downstream_far	False	True	T1	core
3826785	+	SC_RS19455	SCO3466		3825371	3826210	+	IS5-like element ISSco3 family transposase	575	downstream_far	False	True	T1	core
3826785	+	SC_RS19460	SCO3467		3826473	3827312	+	IS5-like element ISSco3 family transposase	0	gene_body	True	True	T1	core
3826785	+	SC_RS19465	SCO3468		3827427	3828962	+	ISL3-like element IS469 family transposase	642	upstream	False	True	T1	core
3907581	+	SC_RS19810	SCO3537		3904869	3905723	-	ImmA/IrrE family metallo-endopeptidase	1858	upstream	False	True	T1	core
3907581	+	SC_RS19820	SCO3538		3906058	3906735	-	hypothetical protein	846	upstream	False	True	T1	core
3907581	+	SC_RS19825	SCO3539		3907269	3908108	+	IS5-like element ISSco3 family transposase	0	gene_body	True	True	T1	core
3907581	+	SC_RS19835	SCO3540		3908520	3910139	-	alpha/beta hydrolase	939	downstream_far	False	True	T1	core
3909841	-	SC_RS19825	SCO3539		3907269	3908108	+	IS5-like element ISSco3 family transposase	1733	downstream_far	False	True	T1	core
3909841	-	SC_RS19835	SCO3540		3908520	3910139	-	alpha/beta hydrolase	0	gene_body	True	True	T1	core
3909841	-	SC_RS19840	SCO3541		3910252	3911457	-	DNA polymerase III subunit delta'	411	downstream	True	True	T1	core
3909841	-	SC_RS19845	SCO3542	tmk	3911610	3914879	-	dTMP kinase	1769	downstream_far	False	True	T1	core
3910244	-	SC_RS19835	SCO3540		3908520	3910139	-	alpha/beta hydrolase	105	promoter	True	True	T1	core
3910244	-	SC_RS19840	SCO3541		3910252	3911457	-	DNA polymerase III subunit delta'	8	downstream	True	True	T1	core
3910244	-	SC_RS19845	SCO3542	tmk	3911610	3914879	-	dTMP kinase	1366	downstream_far	False	True	T1	core
3918012	+	SC_RS19850	SCO3543	topA	3915027	3917885	-	type I DNA topoisomerase	127	promoter	True	True	T1	core
3918012	+	SC_RS19855			3918154	3918351	-	hypothetical protein	142	downstream	True	True	T1	core
3918012	+	SC_RS19860	SCO3545		3918572	3920089	-	DUF7059 domain-containing protein	560	downstream_far	False	True	T1	core
3960370	+	SC_RS20035	SCO3580		3958243	3960513	+	transglycosylase domain-containing protein	0	gene_body	True	True	T1	core
3960370	+	SC_RS20040	SCO3581		3960641	3961105	-	GatB/YqeY domain-containing protein	271	downstream	True	True	T1	core
3960370	+	SC_RS20045	SCO3582		3961226	3962155	+	metallophosphoesterase	856	upstream	False	True	T1	core
3960370	+	SC_RS20050	SCO3583		3962279	3963043	+	Pr6Pr family membrane protein	1909	upstream	False	True	T1	core
4088376	+	SC_RS20685	SCO3710		4086039	4087673	+	PH domain-containing protein	703	downstream_far	False	True	T1	core
4088376	+	SC_RS20690	SCO3711		4087658	4088053	+	hypothetical protein	323	downstream	True	True	T1	core
4088376	+	SC_RS20695	SCO3712		4088208	4088984	+	polysaccharide deacetylase family protein	0	gene_body	True	True	T1	core
4088376	+	SC_RS20705	SCO3714		4089285	4090508	-	RNA-guided endonuclease InsQ/TnpB family protein	909	downstream_far	False	True	T1	core
4114600	-	SC_RS20830	SCO3740		4111533	4112645	-	sensor histidine kinase	1955	upstream	False	True	T1	core
4114600	-	SC_RS20835	SCO3741		4112648	4113550	-	response regulator transcription factor	1050	upstream	False	True	T1	core
4114600	-	SC_RS20840	SCO3742		4113665	4114393	+	glycosyltransferase family 2 protein	207	downstream	True	True	T1	core
4114600	-	SC_RS20845	SCO3743		4114399	4115031	+	TIGR04282 family arsenosugar biosynthesis glycosyltransferase	0	gene_body	True	True	T1	core
4114600	-	SC_RS20850	SCO3744		4115028	4115813	+	class I SAM-dependent methyltransferase	428	promoter	True	True	T1	core
4114600	-	SC_RS20855	SCO3746		4116154	4117392	-	molybdopterin-dependent oxidoreductase	1554	downstream_far	False	True	T1	core
4127932	-	SC_RS20895	SCO3754		4125465	4127978	-	ABC transporter permease	0	gene_body	True	True	T1	core
4127932	-	SC_RS20900	SCO3755		4127975	4128817	-	ABC transporter ATP-binding protein	43	downstream	True	True	T1	core
4127932	-	SC_RS20905	SCO3756		4128978	4129652	-	response regulator	1046	downstream_far	False	True	T1	core
4127932	-	SC_RS20910	SCO3757		4129649	4130926	-	sensor histidine kinase	1717	downstream_far	False	True	T1	core
4129198	-	SC_RS20895	SCO3754		4125465	4127978	-	ABC transporter permease	1220	upstream	False	True	T1	core
4129198	-	SC_RS20900	SCO3755		4127975	4128817	-	ABC transporter ATP-binding protein	381	promoter	True	True	T1	core
4129198	-	SC_RS20905	SCO3756		4128978	4129652	-	response regulator	0	gene_body	True	True	T1	core
