locus_tag	gene_name	tss	strand	region	nearest_methyl_dist	extended_kb	expected_motifs	observed_motifs	methylated_T1	layer2_deficit	layer3_deficit	is_layer2	is_layer3	category
SC_RS28600		5755807	-	core	2327	4.734	1.220764784083998	0	1	1.220764784083998	0	True	False	layer2_only
SC_RS28620		5760383	+	core	1670	4.494	1.1588755681608547	0	0	1.1588755681608547	0	True	False	layer2_only
SC_RS28665		5770348	-	core	1085	4.653	1.199877173709937	0	0	1.199877173709937	0	True	False	layer2_only
SC_RS28795		5795022	-	core	2003	4.494	1.1588755681608547	0	1	1.1588755681608547	0	True	False	layer2_only
SC_RS28860		5810652	-	core	628	4.731	1.2199911688849585	1	1	0.2199911688849585	0	True	False	layer2_only
SC_RS28865		5810810	+	core	786	4.353	1.1225156538060082	1	1	0.12251565380600815	0	True	False	layer2_only
SC_RS28935		5818975	+	core	1622	4.503	1.1611964137579727	0	2	1.1611964137579727	0	True	False	layer2_only
SC_RS28965	rho	5826214	+	core	647	6.084	1.5688916236516777	2	2	0.0	0	False	False	neither
SC_RS29065		5847870	-	core	354	4.641	1.1967827129137798	1	1	0.1967827129137798	0	True	False	layer2_only
SC_RS29070		5849063	-	core	571	5.196	1.3399015247360482	0	1	1.3399015247360482	0	True	False	layer2_only
SC_RS29100		5852346	+	core	2307	4.641	1.1967827129137798	0	0	1.1967827129137798	0	True	False	layer2_only
SC_RS29195		5875298	+	core	2442	4.668	1.2037452497051335	0	0	1.2037452497051335	0	True	False	layer2_only
SC_RS29200		5875963	+	core	2432	5.436	1.4017907406591914	0	0	1.4017907406591914	0	True	False	layer2_only
SC_RS29205		5877884	-	core	511	4.476	1.154233876966619	0	0	1.154233876966619	0	True	False	layer2_only
SC_RS29245		5882733	+	core	4219	4.509	1.1627436441560512	0	0	1.1627436441560512	0	True	False	layer2_only
SC_RS29260		5886499	-	core	453	5.013	1.2927109975946518	1	0	0.2927109975946518	1	True	True	both
SC_RS29270		5888283	-	core	1327	4.704	1.213028632093605	1	0	0.213028632093605	1	True	True	both
SC_RS29275		5888566	+	core	1610	4.977	1.2834276152061803	1	0	0.2834276152061803	1	True	True	both
SC_RS29315		5899692	-	core	2698	4.713	1.2153494776907228	0	0	1.2153494776907228	0	True	False	layer2_only
SC_RS29360		5909691	-	core	1251	5.658	1.4590382653880989	2	2	0.0	0	False	False	neither
SC_RS29455		5939350	+	core	1402	5.253	1.3546002135177948	0	0	1.3546002135177948	0	True	False	layer2_only
SC_RS29460		5940593	+	core	2645	4.674	1.205292480103212	0	0	1.205292480103212	0	True	False	layer2_only
SC_RS29600		5971214	-	core	493	4.626	1.1929146369185835	2	1	0.0	1	False	True	layer3_only
SC_RS29715		5992585	+	core	374	7.155	1.845072249708704	1	1	0.845072249708704	0	True	False	layer2_only
SC_RS29775		6011964	-	core	1046	5.247	1.3530529831197162	1	2	0.3530529831197162	0	True	False	layer2_only
SC_RS29825		6022748	+	core	448	4.602	1.1867257153262691	1	2	0.18672571532626914	0	True	False	layer2_only
SC_RS29960		6050379	-	core	455	4.644	1.1975563281128192	0	0	1.1975563281128192	0	True	False	layer2_only
SC_RS29970	ndgR	6051815	-	core	1891	4.716	1.2161230928897622	0	0	1.2161230928897622	0	True	False	layer2_only
SC_RS29990		6054696	+	core	1358	4.656	1.2006507889089764	0	1	1.2006507889089764	0	True	False	layer2_only
SC_RS30020		6059965	-	core	935	4.233	1.0915710458444365	1	1	0.09157104584443654	0	True	False	layer2_only
SC_RS30085		6072168	-	core	621	4.404	1.135667112189676	0	0	1.135667112189676	0	True	False	layer2_only
SC_RS30130	nsdA	6084219	+	core	748	5.502	1.4188102750380558	2	3	0.0	0	False	False	neither
SC_RS30255		6108427	+	core	1988	4.233	1.0915710458444365	0	0	1.0915710458444365	0	True	False	layer2_only
SC_RS30275		6111177	+	core	762	4.215	1.0869293546502008	0	0	1.0869293546502008	0	True	False	layer2_only
SC_RS30330	whiG	6121043	+	core	1551	4.842	1.2486149312494121	0	0	1.2486149312494121	0	True	False	layer2_only
SC_RS30335		6122014	+	core	580	4.557	1.17512148734068	0	0	1.17512148734068	0	True	False	layer2_only
SC_RS30400		6137068	-	core	2403	4.779	1.2323690120695872	0	0	1.2323690120695872	0	True	False	layer2_only
SC_RS30495		6155964	-	core	1871	4.515	1.1642908745541296	1	1	0.1642908745541296	0	True	False	layer2_only
SC_RS30590		6175324	+	core	1856	4.833	1.2462940856522944	0	1	1.2462940856522944	0	True	False	layer2_only
SC_RS30605		6180444	+	core	529	5.658	1.4590382653880989	1	0	0.4590382653880989	1	True	True	both
SC_RS30635		6187781	+	core	391	4.713	1.2153494776907228	2	2	0.0	0	False	False	neither
SC_RS30675		6201527	-	core	724	5.013	1.2927109975946518	0	0	1.2927109975946518	0	True	False	layer2_only
SC_RS30735	nusA	6214874	+	core	629	5.022	1.2950318431917696	2	2	0.0	0	False	False	neither
SC_RS30905	dapB	6263394	+	core	1265	4.752	1.2254064752782334	0	0	1.2254064752782334	0	True	False	layer2_only
SC_RS30910		6264160	+	core	582	4.455	1.148818570573344	0	1	1.148818570573344	0	True	False	layer2_only
SC_RS30930	dapA	6266753	+	core	305	4.899	1.2633136200311588	2	1	0.0	1	False	True	layer3_only
SC_RS30975		6285256	+	core	1011	4.674	1.205292480103212	0	0	1.205292480103212	0	True	False	layer2_only
SC_RS30985		6289190	+	core	2589	4.863	1.2540302376426873	0	0	1.2540302376426873	0	True	False	layer2_only
SC_RS31005		6293066	+	core	3421	4.38	1.1294781905973617	0	0	1.1294781905973617	0	True	False	layer2_only
SC_RS31020		6294435	+	core	2052	4.389	1.1317990361944796	0	0	1.1317990361944796	0	True	False	layer2_only
SC_RS31080	recX	6307782	+	core	2351	4.782	1.2331426272686266	0	0	1.2331426272686266	0	True	False	layer2_only
SC_RS31130		6315651	+	core	1386	4.686	1.2083869408993693	0	0	1.2083869408993693	0	True	False	layer2_only
SC_RS31135		6316347	+	core	1263	5.445	1.4041115862563094	0	0	1.4041115862563094	0	True	False	layer2_only
SC_RS31155		6321176	-	core	335	4.485	1.156554722563737	2	3	0.0	0	False	False	neither
SC_RS31165		6322367	+	core	835	4.659	1.2014244041080155	2	2	0.0	0	False	False	neither
SC_RS31255	lexA	6346443	-	core	811	4.779	1.2323690120695872	0	0	1.2323690120695872	0	True	False	layer2_only
SC_RS31295		6355747	+	core	3928	4.62	1.1913674065205049	0	0	1.1913674065205049	0	True	False	layer2_only
SC_RS31335	whiH	6366349	+	core	945	4.887	1.2602191592350014	0	1	1.2602191592350014	0	True	False	layer2_only
SC_RS31340		6367665	+	core	370	5.535	1.427320042227488	2	1	0.0	1	False	True	layer3_only
SC_RS31370		6375020	+	core	1149	4.689	1.2091605560984084	1	1	0.20916055609840845	0	True	False	layer2_only
SC_RS31480		6402578	+	core	612	4.788	1.2346898576667051	0	1	1.2346898576667051	0	True	False	layer2_only
SC_RS31555		6419308	+	core	675	4.653	1.199877173709937	1	4	0.19987717370993696	0	True	False	layer2_only
SC_RS31560		6419968	+	core	449	5.244	1.3522793679206768	3	4	0.0	0	False	False	neither
SC_RS31600		6426319	+	core	2514	6.546	1.6880283643037284	0	1	1.6880283643037284	0	True	False	layer2_only
SC_RS31605		6428862	+	core	1527	4.683	1.2076133257003299	0	1	1.2076133257003299	0	True	False	layer2_only
SC_RS31630		6432812	+	core	2423	4.806	1.2393315488609409	0	0	1.2393315488609409	0	True	False	layer2_only
SC_RS31780		6473606	+	core	1614	4.596	1.1851784849281906	0	0	1.1851784849281906	0	True	False	layer2_only
SC_RS31810		6482600	-	core	1172	4.992	1.2872956912013767	0	3	1.2872956912013767	0	True	False	layer2_only
SC_RS31920		6504108	+	core	2295	4.644	1.1975563281128192	0	0	1.1975563281128192	0	True	False	layer2_only
SC_RS31955		6509216	+	core	1318	4.617	1.1905937913214655	0	0	1.1905937913214655	0	True	False	layer2_only
SC_RS32055		6533018	-	core	598	4.59	1.183631254530112	1	0	0.18363125453011198	1	True	True	both
SC_RS32155		6558617	-	core	391	4.845	1.2493885464484515	0	1	1.2493885464484515	0	True	False	layer2_only
SC_RS32230		6574715	-	core	2565	5.529	1.4257728118294093	0	1	1.4257728118294093	0	True	False	layer2_only
SC_RS32255		6580073	-	core	2427	4.86	1.253256622443648	0	1	1.253256622443648	0	True	False	layer2_only
SC_RS32280		6588242	+	core	4387	5.211	1.343769600731245	1	0	0.34376960073124496	1	True	True	both
SC_RS32380		6618839	-	core	2646	4.662	1.202198019307055	0	1	1.202198019307055	0	True	False	layer2_only
SC_RS32585		6661906	-	core	832	6.633	1.7104632050758677	1	1	0.7104632050758677	0	True	False	layer2_only
SC_RS32595	cprB	6663344	+	core	440	4.647	1.1983299433118586	1	1	0.1983299433118586	0	True	False	layer2_only
SC_RS32795		6714015	-	core	296	4.926	1.2702761568225125	0	1	1.2702761568225125	0	True	False	layer2_only
SC_RS32820		6719695	+	core	364	5.223	1.346864061527402	0	1	1.346864061527402	0	True	False	layer2_only
SC_RS32835		6723358	+	core	294	4.938	1.2733706176186694	1	1	0.27337061761866943	0	True	False	layer2_only
SC_RS32840		6724307	+	core	910	4.683	1.2076133257003299	0	0	1.2076133257003299	0	True	False	layer2_only
SC_RS32850		6726270	-	core	1049	4.578	1.1805367937339548	0	0	1.1805367937339548	0	True	False	layer2_only
SC_RS32895		6731741	-	core	1005	4.818	1.2424260096570978	0	0	1.2424260096570978	0	True	False	layer2_only
SC_RS32945		6740466	+	core	510	5.166	1.3321653727456555	0	1	1.3321653727456555	0	True	False	layer2_only
SC_RS32950		6741629	+	core	1127	4.659	1.2014244041080155	0	1	1.2014244041080155	0	True	False	layer2_only
SC_RS33015		6754784	-	core	1072	4.983	1.2849748456042587	0	2	1.2849748456042587	0	True	False	layer2_only
SC_RS33045		6761595	+	core	619	4.821	1.2431996248561372	1	1	0.24319962485613722	0	True	False	layer2_only
SC_RS33060		6766405	-	core	847	4.782	1.2331426272686266	0	0	1.2331426272686266	0	True	False	layer2_only
SC_RS33065		6767361	-	core	589	4.947	1.2756914632157874	0	0	1.2756914632157874	0	True	False	layer2_only
SC_RS33095		6773470	-	core	1398	5.709	1.4721897237717667	2	1	0.0	1	False	True	layer3_only
SC_RS33210		6798812	+	core	1161	5.106	1.3166930687648697	1	0	0.3166930687648697	1	True	True	both
SC_RS33220		6804071	-	core	638	4.839	1.247841316050373	1	0	0.24784131605037296	1	True	True	both
SC_RS33290		6822714	+	core	484	4.368	1.1263837298012047	1	0	0.12638372980120471	1	True	True	both
SC_RS33365		6844468	+	core	537	4.65	1.1991035585108978	0	0	1.1991035585108978	0	True	False	layer2_only
SC_RS33415		6857160	+	core	677	5.028	1.2965790735898481	1	0	0.29657907358984814	1	True	True	both
SC_RS33430		6860733	-	core	1909	4.833	1.2462940856522944	0	0	1.2462940856522944	0	True	False	layer2_only
SC_RS33445	sigJ	6863275	-	core	633	4.968	1.2811067696090623	0	0	1.2811067696090623	0	True	False	layer2_only
SC_RS33480	allR	6869469	-	core	1271	4.812	1.2408787792590195	1	0	0.24087877925901946	1	True	True	both
SC_RS33515		6875083	+	core	763	5.253	1.3546002135177948	1	1	0.3546002135177948	0	True	False	layer2_only
SC_RS33520		6876381	+	core	2061	4.689	1.2091605560984084	0	0	1.2091605560984084	0	True	False	layer2_only
SC_RS33530		6878304	+	core	1054	4.737	1.221538399283037	0	0	1.221538399283037	0	True	False	layer2_only
SC_RS33550		6882242	+	core	1325	5.148	1.3275236815514195	0	0	1.3275236815514195	0	True	False	layer2_only
SC_RS33575		6891175	-	core	2295	4.647	1.1983299433118586	0	0	1.1983299433118586	0	True	False	layer2_only
SC_RS33590		6894079	-	core	1858	4.821	1.2431996248561372	0	0	1.2431996248561372	0	True	False	layer2_only
SC_RS33650		6938024	+	core	322	5.619	1.448981267800588	1	1	0.448981267800588	0	True	False	layer2_only
SC_RS33680		6946379	-	core	2850	4.674	1.205292480103212	0	0	1.205292480103212	0	True	False	layer2_only
SC_RS33690		6947569	+	core	2051	4.845	1.2493885464484515	0	0	1.2493885464484515	0	True	False	layer2_only
SC_RS33720		6954356	-	core	2782	4.677	1.2060660953022513	0	0	1.2060660953022513	0	True	False	layer2_only
SC_RS33805		6972675	-	core	1134	4.647	1.1983299433118586	0	0	1.1983299433118586	0	True	False	layer2_only
SC_RS33845		6983887	-	core	4214	4.656	1.2006507889089764	0	0	1.2006507889089764	0	True	False	layer2_only
SC_RS33965		7012788	-	core	620	4.584	1.1820840241320334	1	2	0.1820840241320334	0	True	False	layer2_only
SC_RS33980		7016286	-	core	1606	5.379	1.3870920518774448	1	1	0.3870920518774448	0	True	False	layer2_only
SC_RS33985		7016945	-	core	2265	4.662	1.202198019307055	2	1	0.0	1	False	True	layer3_only
SC_RS34005		7019120	+	core	1889	4.389	1.1317990361944796	2	0	0.0	2	False	True	layer3_only
SC_RS34025		7022736	+	core	1727	5.28	1.3615627503091485	0	1	1.3615627503091485	0	True	False	layer2_only
SC_RS34030		7024013	+	core	836	4.668	1.2037452497051335	0	1	1.2037452497051335	0	True	False	layer2_only
SC_RS34035		7025473	-	core	448	4.728	1.219217553685919	2	1	0.0	1	False	True	layer3_only
SC_RS34245		7077312	+	core	350	4.251	1.0962127370386725	0	0	1.0962127370386725	0	True	False	layer2_only
SC_RS34260		7079908	+	core	1024	5.613	1.4474340374025096	0	0	1.4474340374025096	0	True	False	layer2_only
SC_RS34300		7090613	+	core	333	5.148	1.3275236815514195	0	0	1.3275236815514195	0	True	False	layer2_only
SC_RS34305		7091758	+	core	529	4.674	1.205292480103212	0	0	1.205292480103212	0	True	False	layer2_only
SC_RS34315		7094582	-	core	926	4.968	1.2811067696090623	0	0	1.2811067696090623	0	True	False	layer2_only
SC_RS34320		7094757	+	core	1101	4.77	1.2300481664724692	0	0	1.2300481664724692	0	True	False	layer2_only
SC_RS34435		7132198	+	core	1618	4.932	1.271823387220591	0	0	1.271823387220591	0	True	False	layer2_only
SC_RS34490		7147390	-	core	1379	4.362	1.1248364994031261	1	1	0.12483649940312613	0	True	False	layer2_only
SC_RS34565		7164418	-	core	665	4.818	1.2424260096570978	0	0	1.2424260096570978	0	True	False	layer2_only
SC_RS34785		7208891	+	arm	630	4.482	1.1557811073646977	1	1	0.15578110736469775	0	True	False	layer2_only
SC_RS34960		7252536	+	arm	1121	4.983	1.2849748456042587	0	0	1.2849748456042587	0	True	False	layer2_only
SC_RS34965		7254379	-	arm	366	4.878	1.2578983136378838	0	0	1.2578983136378838	0	True	False	layer2_only
SC_RS35020		7267256	+	arm	740	4.677	1.2060660953022513	3	1	0.0	2	False	True	layer3_only
SC_RS35190		7318137	+	arm	615	5.04	1.2996735343860053	2	0	0.0	2	False	True	layer3_only
SC_RS35200		7321337	-	arm	1255	5.325	1.3731669782947378	0	0	1.3731669782947378	0	True	False	layer2_only
SC_RS35265		7334456	+	arm	583	4.407	1.1364407273887154	0	0	1.1364407273887154	0	True	False	layer2_only
SC_RS35345		7357519	+	arm	1134	4.833	1.2462940856522944	1	2	0.24629408565229438	0	True	False	layer2_only
SC_RS35505		7402846	+	arm	1373	4.905	1.2648608504292373	1	1	0.26486085042923735	0	True	False	layer2_only
SC_RS35520		7408466	-	arm	636	4.668	1.2037452497051335	0	0	1.2037452497051335	0	True	False	layer2_only
SC_RS35530		7410506	-	arm	727	4.794	1.2362370880647835	0	0	1.2362370880647835	0	True	False	layer2_only
SC_RS35560		7415983	-	arm	1631	4.656	1.2006507889089764	0	1	1.2006507889089764	0	True	False	layer2_only
SC_RS35565		7416216	+	arm	1398	4.659	1.2014244041080155	0	0	1.2014244041080155	0	True	False	layer2_only
SC_RS35655		7444457	+	arm	470	4.614	1.1898201761224263	1	0	0.1898201761224263	1	True	True	both
SC_RS35705		7456000	+	arm	1867	4.464	1.151139416170462	1	1	0.151139416170462	0	True	False	layer2_only
SC_RS35750		7467726	+	arm	364	5.058	1.304315225580241	2	0	0.0	2	False	True	layer3_only
SC_RS35760		7469875	+	arm	695	4.245	1.0946655066405937	2	0	0.0	2	False	True	layer3_only
SC_RS35855		7488326	-	arm	876	4.755	1.2261800904772728	2	1	0.0	1	False	True	layer3_only
SC_RS36035		7529043	+	arm	2844	4.614	1.1898201761224263	0	0	1.1898201761224263	0	True	False	layer2_only
SC_RS36060		7533869	-	arm	297	4.62	1.1913674065205049	2	0	0.0	2	False	True	layer3_only
SC_RS36075		7537048	-	arm	569	4.686	1.2083869408993693	1	1	0.20838694089936927	0	True	False	layer2_only
SC_RS36085		7539902	-	arm	2024	5.163	1.3313917575466163	0	1	1.3313917575466163	0	True	False	layer2_only
SC_RS36100		7542313	-	arm	387	4.671	1.204518864904173	1	0	0.20451886490417293	1	True	True	both
SC_RS36140		7552594	+	arm	939	4.596	1.1851784849281906	0	0	1.1851784849281906	0	True	False	layer2_only
SC_RS36150		7555369	+	arm	832	5.952	1.5348525548939491	0	0	1.5348525548939491	0	True	False	layer2_only
SC_RS36190		7562872	+	arm	668	4.578	1.1805367937339548	0	1	1.1805367937339548	0	True	False	layer2_only
SC_RS36200		7564023	+	arm	575	4.359	1.1240628842040867	0	2	1.1240628842040867	0	True	False	layer2_only
SC_RS36230		7570968	-	arm	557	4.362	1.1248364994031261	1	0	0.12483649940312613	1	True	True	both
SC_RS36250		7574420	+	arm	1351	4.359	1.1240628842040867	1	2	0.12406288420408673	0	True	False	layer2_only
SC_RS36255		7574849	+	arm	1639	4.389	1.1317990361944796	1	2	0.13179903619447964	0	True	False	layer2_only
SC_RS36305		7588044	+	arm	1235	4.401	1.1348934969906368	4	3	0.0	1	False	True	layer3_only
SC_RS36340		7601654	+	arm	1791	4.353	1.1225156538060082	1	0	0.12251565380600815	1	True	True	both
SC_RS36370		7606744	+	arm	1958	4.308	1.1109114258204187	0	1	1.1109114258204187	0	True	False	layer2_only
SC_RS36670		7659639	+	arm	2039	4.842	1.2486149312494121	0	0	1.2486149312494121	0	True	False	layer2_only
SC_RS36830		7689750	+	arm	1564	4.704	1.213028632093605	1	1	0.213028632093605	0	True	False	layer2_only
SC_RS36895		7702498	-	arm	1961	4.473	1.1534602617675798	0	0	1.1534602617675798	0	True	False	layer2_only
SC_RS36955		7713425	+	arm	2108	5.403	1.393280973469759	0	0	1.393280973469759	0	True	False	layer2_only
SC_RS37085		7741956	-	arm	2062	4.785	1.2339162424676657	0	0	1.2339162424676657	0	True	False	layer2_only
SC_RS37145		7753893	+	arm	1324	5.046	1.3012207647840839	0	0	1.3012207647840839	0	True	False	layer2_only
SC_RS37190		7760977	+	arm	1686	5.826	1.502360716534299	0	0	1.502360716534299	0	True	False	layer2_only
SC_RS37205		7767699	+	arm	2147	4.638	1.1960090977147406	0	0	1.1960090977147406	0	True	False	layer2_only
SC_RS37295		7792730	-	arm	2173	5.013	1.2927109975946518	0	1	1.2927109975946518	0	True	False	layer2_only
SC_RS37305		7798381	-	arm	720	5.01	1.2919373823956124	0	0	1.2919373823956124	0	True	False	layer2_only
SC_RS37350		7812110	-	arm	305	4.917	1.2679553112253945	0	0	1.2679553112253945	0	True	False	layer2_only
SC_RS37360		7813832	-	arm	2027	5.049	1.3019943799831233	0	0	1.3019943799831233	0	True	False	layer2_only
SC_RS37390		7821785	-	arm	1658	5.646	1.4559438045919417	0	0	1.4559438045919417	0	True	False	layer2_only
SC_RS37435		7835298	-	arm	536	4.407	1.1364407273887154	0	0	1.1364407273887154	0	True	False	layer2_only
SC_RS37440		7835428	+	arm	666	4.287	1.1054961194271438	1	0	0.10549611942714376	1	True	True	both
SC_RS37480	rho	7842710	-	arm	5050	5.247	1.3530529831197162	1	0	0.3530529831197162	1	True	True	both
SC_RS37500		7844184	+	arm	4076	4.587	1.1828576393310726	0	0	1.1828576393310726	0	True	False	layer2_only
SC_RS37510		7846272	-	arm	1988	4.761	1.2277273208753514	1	0	0.2277273208753514	1	True	True	both
SC_RS37535		7850187	-	arm	1026	4.536	1.1697061809474048	0	0	1.1697061809474048	0	True	False	layer2_only
SC_RS37565		7857217	+	arm	1181	4.551	1.1735742569426013	0	0	1.1735742569426013	0	True	False	layer2_only
SC_RS37615		7864480	+	arm	311	5.451	1.4056588166543877	2	1	0.0	1	False	True	layer3_only
SC_RS37670		7876051	-	arm	1224	4.677	1.2060660953022513	0	2	1.2060660953022513	0	True	False	layer2_only
SC_RS37710		7888179	-	arm	3161	4.485	1.156554722563737	0	0	1.156554722563737	0	True	False	layer2_only
SC_RS37720		7890168	-	arm	1172	4.902	1.2640872352301982	0	0	1.2640872352301982	0	True	False	layer2_only
SC_RS37745		7894195	+	arm	802	4.878	1.2578983136378838	1	0	0.25789831363788385	1	True	True	both
SC_RS37750		7896042	-	arm	1045	4.926	1.2702761568225125	0	0	1.2702761568225125	0	True	False	layer2_only
SC_RS37755		7896424	+	arm	1005	4.266	1.1000808130338688	1	0	0.10008081303386884	1	True	True	both
SC_RS37785		7902256	-	arm	513	4.896	1.2625400048321194	0	0	1.2625400048321194	0	True	False	layer2_only
SC_RS37895		7925356	+	arm	1257	6.771	1.746049504231675	1	0	0.746049504231675	1	True	True	both
SC_RS37925		7934492	+	arm	688	4.83	1.2455204704532552	1	1	0.2455204704532552	0	True	False	layer2_only
SC_RS37935		7936071	+	arm	340	4.401	1.1348934969906368	2	1	0.0	1	False	True	layer3_only
SC_RS37945		7939618	+	arm	1015	4.737	1.221538399283037	0	0	1.221538399283037	0	True	False	layer2_only
SC_RS37955		7941058	+	arm	425	4.35	1.1217420386069687	0	0	1.1217420386069687	0	True	False	layer2_only
SC_RS38065		7964783	+	arm	1165	4.674	1.205292480103212	2	1	0.0	1	False	True	layer3_only
SC_RS38095		7972971	+	arm	1745	4.47	1.1526866465685404	0	0	1.1526866465685404	0	True	False	layer2_only
SC_RS38105		7977963	+	arm	2590	4.515	1.1642908745541296	1	0	0.1642908745541296	1	True	True	both
SC_RS38175		7995692	+	arm	3058	4.602	1.1867257153262691	0	0	1.1867257153262691	0	True	False	layer2_only
SC_RS38220		8004242	+	arm	622	4.506	1.161970028957012	1	1	0.16197002895701207	0	True	False	layer2_only
SC_RS38325		8028512	-	arm	481	4.71	1.2145758624916836	1	0	0.2145758624916836	1	True	True	both
SC_RS38365		8035811	+	arm	1455	4.689	1.2091605560984084	0	0	1.2091605560984084	0	True	False	layer2_only
SC_RS38565		8079972	-	arm	1794	4.884	1.2594455440359624	0	0	1.2594455440359624	0	True	False	layer2_only
SC_RS38660		8094562	-	arm	2095	4.428	1.1418560337819903	0	0	1.1418560337819903	0	True	False	layer2_only
SC_RS38730		8111024	+	arm	919	4.623	1.1921410217195443	0	0	1.1921410217195443	0	True	False	layer2_only
SC_RS38745		8114060	-	arm	711	4.251	1.0962127370386725	0	0	1.0962127370386725	0	True	False	layer2_only
SC_RS38750		8115087	-	arm	1514	4.902	1.2640872352301982	2	0	0.0	2	False	True	layer3_only
SC_RS38825		8130298	-	arm	2951	4.44	1.1449504945781477	0	0	1.1449504945781477	0	True	False	layer2_only
SC_RS38920		8155756	-	arm	1891	4.791	1.2354634728657445	0	0	1.2354634728657445	0	True	False	layer2_only
SC_RS38950		8161308	+	arm	686	4.656	1.2006507889089764	0	0	1.2006507889089764	0	True	False	layer2_only
SC_RS39010		8173887	+	arm	410	5.529	1.4257728118294093	4	0	0.0	4	False	True	layer3_only
SC_RS39025		8178147	-	arm	849	4.665	1.2029716345060941	1	0	0.20297163450609412	1	True	True	both
SC_RS39325		8238976	+	arm	973	4.452	1.1480449553743046	0	0	1.1480449553743046	0	True	False	layer2_only
SC_RS39340	nsrR	8241835	+	arm	1270	4.446	1.146497724976226	0	0	1.146497724976226	0	True	False	layer2_only
SC_RS39370		8246125	+	arm	437	4.986	1.285748460803298	1	0	0.2857484608032981	1	True	True	both
SC_RS39395		8252589	+	arm	959	4.935	1.27259700241963	0	0	1.27259700241963	0	True	False	layer2_only
SC_RS39410		8255351	+	arm	1803	4.59	1.183631254530112	0	0	1.183631254530112	0	True	False	layer2_only
SC_RS39685		8308924	+	arm	464	4.779	1.2323690120695872	0	0	1.2323690120695872	0	True	False	layer2_only
SC_RS39690		8310544	-	arm	696	4.65	1.1991035585108978	0	0	1.1991035585108978	0	True	False	layer2_only
SC_RS39760		8327448	-	arm	322	4.956	1.2780123088129054	0	0	1.2780123088129054	0	True	False	layer2_only
SC_RS39790		8334140	-	arm	700	4.557	1.17512148734068	0	0	1.17512148734068	0	True	False	layer2_only
SC_RS39835		8347302	-	arm	869	5.001	1.2896165367984946	0	0	1.2896165367984946	0	True	False	layer2_only
SC_RS39845		8347854	+	arm	317	5.1	1.315145838366791	0	0	1.315145838366791	0	True	False	layer2_only
SC_RS39865		8352526	+	arm	799	4.701	1.2122550168945656	0	0	1.2122550168945656	0	True	False	layer2_only
SC_RS39870		8353224	+	arm	1497	5.514	1.421904735834213	0	0	1.421904735834213	0	True	False	layer2_only
SC_RS39890		8359236	+	arm	596	4.947	1.2756914632157874	0	0	1.2756914632157874	0	True	False	layer2_only
SC_RS39895		8360931	-	arm	2291	4.734	1.220764784083998	1	0	0.2207647840839979	1	True	True	both
SC_RS39970		8376949	-	arm	1047	5.013	1.2927109975946518	1	0	0.2927109975946518	1	True	True	both
SC_RS40010		8385997	-	arm	1146	4.836	1.2470677008513338	1	1	0.24706770085133378	0	True	False	layer2_only
SC_RS40095		8402873	+	arm	938	4.875	1.2571246984388444	0	0	1.2571246984388444	0	True	False	layer2_only
SC_RS40125		8410624	-	arm	662	4.365	1.1256101146021653	0	0	1.1256101146021653	0	True	False	layer2_only
SC_RS40155		8418396	-	arm	1105	4.962	1.2795595392109838	0	0	1.2795595392109838	0	True	False	layer2_only
SC_RS40190		8425073	+	arm	2211	4.935	1.27259700241963	0	1	1.27259700241963	0	True	False	layer2_only
SC_RS40210		8430759	-	arm	889	4.938	1.2733706176186694	0	0	1.2733706176186694	0	True	False	layer2_only
SC_RS40270		8442864	+	arm	486	4.872	1.256351083239805	1	0	0.25635108323980504	1	True	True	both
SC_RS40285		8444856	+	arm	2478	4.758	1.2269537056763122	0	0	1.2269537056763122	0	True	False	layer2_only
SC_RS40315		8451026	-	arm	511	4.695	1.2107077864964872	0	0	1.2107077864964872	0	True	False	layer2_only
SC_RS40390		8468385	+	arm	865	4.422	1.1403088033839117	1	0	0.14030880338391172	1	True	True	both
SC_RS40395		8469810	-	arm	560	4.983	1.2849748456042587	1	0	0.2849748456042587	1	True	True	both
SC_RS40420		8473207	+	arm	2733	4.713	1.2153494776907228	1	0	0.21534947769072277	1	True	True	both
SC_RS40440		8477246	-	arm	1306	5.196	1.3399015247360482	1	0	0.3399015247360482	1	True	True	both
SC_RS40530		8492841	+	arm	450	4.419	1.1395351881848723	1	1	0.13953518818487232	0	True	False	layer2_only
SC_RS40655		8531016	+	arm	1696	4.572	1.1789895633358762	0	0	1.1789895633358762	0	True	False	layer2_only
SC_RS40665		8532086	+	arm	626	4.455	1.148818570573344	0	0	1.148818570573344	0	True	False	layer2_only
SC_RS40675		8535239	-	arm	1133	5.097	1.314372223167752	0	0	1.314372223167752	0	True	False	layer2_only
SC_RS40695		8539362	+	arm	975	4.71	1.2145758624916836	1	0	0.2145758624916836	1	True	True	both
SC_RS40715		8544237	-	arm	811	4.854	1.2517093920455695	0	0	1.2517093920455695	0	True	False	layer2_only
SC_RS40730		8545444	+	arm	396	4.428	1.1418560337819903	0	0	1.1418560337819903	0	True	False	layer2_only
SC_RS40745		8548323	+	arm	1194	4.68	1.2068397105012907	2	0	0.0	2	False	True	layer3_only
SC_RS40780		8554087	-	arm	912	4.659	1.2014244041080155	2	0	0.0	2	False	True	layer3_only
SC_RS40805		8559848	-	arm	426	5.415	1.3963754342659165	0	0	1.3963754342659165	0	True	False	layer2_only
