accession,species,size_mb,gc_pct,CCGG_count,CCGG_density,CCGG_expected,CCGG_oe,AAGCCCG_count,AAGCCCG_density,AAGCCCG_expected,AAGCCCG_oe,GATC_count,GATC_density,GATC_expected,GATC_oe,GGCCGG_count,GGCCGG_density,GGCCGG_expected,GGCCGG_oe,GCCCG_count,GCCCG_density,GCCCG_expected,GCCCG_oe,GCGG_count,GCGG_density,GCGG_expected,GCGG_oe,CGACNNNCTCC_count,CGACNNNCTCC_density,CGACNNNCTCC_expected,CGACNNNCTCC_oe
GCF_049538775.1,Streptomyces lavendulocolor,7.28,73.1,139171,19108.7,130326.7,1.068,1127,154.7,1718.3,0.656,34715,4766.5,17560.3,1.977,37056,5087.9,34867.5,1.063,82843,11374.7,95332.8,0.869,252703,34697.1,260653.3,0.969,1891,259.6,628.5,3.009
GCF_001013905.1,Streptomyces leeuwenhoekii,8.12,72.7,153515,18900.0,141629.5,1.084,1192,146.8,1921.1,0.62,42744,5262.4,20018.1,2.135,41095,5059.4,37403.8,1.099,92709,11413.9,102931.9,0.901,277811,34202.7,283259.0,0.981,1913,235.5,698.1,2.74
GCF_039533405.1,Streptomyces levis,8.74,72.1,154875,17725.9,147634.5,1.049,1406,160.9,2070.5,0.679,46495,5321.5,22089.1,2.105,40755,4664.5,38381.8,1.062,95409,10919.8,106456.4,0.896,276097,31600.1,295269.1,0.935,2091,239.3,746.5,2.801
GCF_011694815.1,Streptomyces liangshanensis,7.72,72.1,129166,16738.3,130332.8,0.991,1479,191.7,1828.7,0.809,44791,5804.4,19516.3,2.295,32114,4161.6,33876.0,0.948,81128,10513.2,93969.7,0.863,252019,32658.6,260665.5,0.967,1803,233.6,659.2,2.735
GCF_023218175.1,Streptomyces lichenis,7.12,73.6,152814,21457.7,130371.0,1.172,1086,152.5,1675.4,0.648,34376,4827.0,16831.7,2.042,39306,5519.2,35278.6,1.114,85181,11960.9,95909.5,0.888,255254,35842.1,260742.0,0.979,1449,203.5,616.3,2.351
GCF_027947595.1,Streptomyces lienomycini,7.86,72.3,134386,17088.8,133991.8,1.003,1185,150.7,1862.8,0.636,39154,4978.9,19749.6,1.983,32632,4149.6,34980.5,0.933,82194,10452.0,96820.5,0.849,256892,32667.0,267983.6,0.959,1969,250.4,673.0,2.926
GCF_016598615.1,Streptomyces liliifuscus,11.35,70.2,163257,14387.4,172383.3,0.947,2192,193.2,2684.4,0.817,66315,5844.2,31018.4,2.138,36955,3256.8,42494.1,0.87,106433,9379.7,121039.4,0.879,330100,29090.9,344766.6,0.957,2606,229.7,942.4,2.765
GCF_018070025.1,Streptomyces liliiviolaceus,11.13,70.8,168659,15149.3,174690.6,0.965,1874,168.3,2638.5,0.71,62851,5645.4,29756.9,2.112,39284,3528.6,43764.8,0.898,107804,9683.2,123655.2,0.872,338873,30438.2,349381.2,0.97,2548,228.9,933.8,2.729
GCF_001685355.1,Streptomyces lincolnensis,10.32,71.0,163907,15883.9,163986.6,1.0,1619,156.9,2446.6,0.662,60364,5849.8,27330.5,2.209,39726,3849.8,41345.0,0.961,97927,9489.9,116447.6,0.841,312388,30272.9,327973.2,0.952,2443,236.7,868.7,2.812
GCF_031845365.1,Streptomyces litchfieldiae,7.66,72.4,143797,18781.5,131216.0,1.096,975,127.3,1813.0,0.538,42037,5490.5,19138.0,2.197,39703,5185.7,34355.9,1.156,86702,11324.3,94953.0,0.913,253645,33128.9,262432.0,0.967,1548,202.2,656.0,2.36
GCF_014649755.1,Streptomyces litmocidini,7.97,72.7,146811,18410.8,139371.7,1.053,1378,172.8,1885.7,0.731,43494,5454.3,19614.2,2.217,36961,4635.1,36850.9,1.003,85378,10706.8,101350.6,0.842,261141,32748.3,278743.4,0.937,2462,308.7,685.6,3.591
GCF_000739105.1,Streptomyces lividans,8.35,72.2,146318,17533.0,142080.9,1.03,1273,152.5,1976.9,0.644,42007,5033.6,20971.6,2.003,35796,4289.4,37077.7,0.965,87646,10502.5,102645.4,0.854,271890,32580.1,284161.8,0.957,2055,246.2,714.1,2.878
GCF_014651035.1,Streptomyces lomondensis,8.78,71.7,147172,16755.6,145223.3,1.013,1468,167.1,2082.8,0.705,47872,5450.3,22585.9,2.12,37218,4237.3,37346.7,0.997,91883,10460.9,104150.0,0.882,274203,31218.2,290446.7,0.944,2226,253.4,746.9,2.98
GCF_012033735.1,Streptomyces lonarensis,5.95,73.8,114587,19245.1,110279.5,1.039,653,109.7,1398.3,0.467,25383,4263.1,13925.0,1.823,27827,4673.6,30016.8,0.927,64644,10857.1,81366.4,0.794,224812,37757.7,220559.0,1.019,1682,282.5,515.8,3.261
GCF_031845865.1,Streptomyces lonegramiae,11.95,71.2,190250,15926.1,192079.4,0.99,2017,168.8,2832.9,0.712,69283,5799.8,31368.8,2.209,47422,3969.8,48712.9,0.974,123714,10356.3,136797.2,0.904,385526,32272.9,384158.8,1.004,2420,202.6,1008.8,2.399
GCF_020616555.1,Streptomyces longhuiensis,10.02,70.4,135371,13511.7,153902.3,0.88,1823,182.0,2371.9,0.769,58283,5817.4,27179.8,2.144,31682,3162.3,38149.6,0.83,91615,9144.3,108363.3,0.845,294540,29398.7,307804.6,0.957,2232,222.8,835.0,2.673
GCF_014649775.1,Streptomyces longisporoflavus,9.8,70.5,133747,13644.5,151642.5,0.882,2243,228.8,2321.6,0.966,54864,5597.1,26462.5,2.073,29079,2966.6,37722.3,0.771,93746,9563.7,106960.8,0.876,308727,31495.5,303284.9,1.018,2133,217.6,818.8,2.605
GCF_014656095.1,Streptomyces longispororuber,9.08,73.5,148342,16339.7,166026.2,0.893,1665,183.4,2136.0,0.779,34974,3852.4,21476.5,1.628,34779,3830.9,44904.1,0.775,111934,12329.4,122108.6,0.917,331712,36537.8,332052.4,0.999,2203,242.7,785.5,2.805
GCF_039532765.1,Streptomyces longisporus,9.85,70.5,144519,14668.4,152206.9,0.949,1676,170.1,2333.3,0.718,56746,5759.6,26623.6,2.131,34122,3463.3,37836.4,0.902,90993,9235.6,107321.6,0.848,294980,29939.9,304413.7,0.969,2268,230.2,822.6,2.757
GCF_001514125.1,Streptomyces longwoodensis,8.36,72.9,147787,17670.2,147599.3,1.001,1153,137.9,1976.1,0.583,38142,4560.5,20405.8,1.869,39338,4703.5,39215.6,1.003,92191,11022.9,107593.7,0.857,278885,33345.0,295198.6,0.945,2069,247.4,720.2,2.873
GCF_014650035.1,Streptomyces lucensis,7.75,72.2,140615,18155.2,131228.7,1.072,1172,151.3,1835.2,0.639,40064,5172.8,19538.7,2.05,37276,4812.8,34163.2,1.091,80047,10335.1,94691.0,0.845,249177,32172.0,262457.4,0.949,1752,226.2,662.1,2.646
GCF_003054555.1,Streptomyces lunaelactis,8.57,69.8,124365,14511.3,126810.0,0.981,1642,191.6,2023.0,0.812,54302,6336.1,23841.9,2.278,29072,3392.2,30850.7,0.942,76944,8978.1,88455.4,0.87,250708,29253.5,253620.1,0.989,1749,204.1,705.6,2.479
GCF_039532155.1,Streptomyces lunalinharesii,9.46,72.5,176812,18694.4,162933.1,1.085,1308,138.3,2238.9,0.584,48765,5155.9,23542.7,2.071,49162,5197.9,42770.5,1.149,100107,10584.4,118057.0,0.848,328078,34687.9,325866.1,1.007,2098,221.8,811.1,2.586
GCF_031679605.1,Streptomyces luomodiensis,10.04,71.5,174627,17385.3,163907.7,1.065,1517,151.0,2382.2,0.637,58640,5838.0,26087.7,2.248,43790,4359.6,41876.0,1.046,99496,9905.5,117164.8,0.849,327237,32578.7,327815.4,0.998,1929,192.0,851.4,2.266
GCF_001418625.1,Streptomyces luridiscabiei,7.92,71.3,138604,17496.6,128286.0,1.08,1315,166.0,1878.7,0.7,45619,5758.7,20692.6,2.205,32010,4040.8,32650.3,0.98,81562,10295.9,91526.8,0.891,243141,30692.7,256572.0,0.948,2022,255.2,670.2,3.017
GCF_001700515.1,Streptomyces lushanensis,7.54,70.6,128899,17090.6,117336.1,1.099,1361,180.5,1786.8,0.762,51834,6872.6,20280.9,2.556,31484,4174.4,29270.6,1.076,78683,10432.5,82879.3,0.949,230779,30598.7,234672.2,0.983,1561,207.0,631.0,2.474
GCF_042647945.1,Streptomyces lusitanus,7.53,72.6,128755,17101.6,130880.2,0.984,1036,137.6,1781.1,0.582,37054,4921.6,18601.6,1.992,32260,4284.9,34512.6,0.935,78376,10410.1,95047.5,0.825,255795,33975.5,261760.4,0.977,1919,254.9,646.7,2.967
GCF_041519305.1,Streptomyces luteireticuli,8.72,71.8,154078,17659.8,144662.8,1.065,1470,168.5,2068.8,0.711,44293,5076.7,22386.3,1.979,39216,4494.8,37255.2,1.053,92976,10656.5,103821.5,0.896,282762,32409.0,289325.6,0.977,2050,235.0,742.4,2.761
GCF_001748305.1,Streptomyces luteocolor,9.3,71.5,128034,13769.1,152040.9,0.842,1679,180.6,2205.3,0.761,48299,5194.2,24114.2,2.003,28628,3078.7,38883.0,0.736,96418,10369.0,108736.5,0.887,310977,33443.2,304081.7,1.023,2272,244.3,788.6,2.881
GCF_014205055.1,Streptomyces luteogriseus,8.71,71.4,146139,16779.7,141484.9,1.033,1491,171.2,2065.5,0.722,48523,5571.4,22696.1,2.138,36353,4174.0,36066.5,1.008,88741,10189.2,101023.3,0.878,264485,30368.1,282969.7,0.935,2064,237.0,737.4,2.799
GCF_008806595.1,Streptomyces luteolifulvus,9.03,70.5,139278,15417.8,139360.7,0.999,1564,173.1,2139.2,0.731,53446,5916.4,24435.0,2.187,33638,3723.7,34618.6,0.972,84994,9408.6,98229.1,0.865,267217,29580.3,278721.4,0.959,2010,222.5,753.9,2.666
GCF_029968015.1,Streptomyces luteolus,8.46,71.0,119389,14119.5,134237.9,0.889,1801,213.0,2004.7,0.898,47289,5592.6,22411.4,2.11,26050,3080.8,33827.5,0.77,82900,9804.1,95298.9,0.87,267174,31597.3,268475.8,0.995,1905,225.3,711.6,2.677
GCF_039532865.1,Streptomyces luteosporeus,6.9,72.7,119209,17266.1,120851.6,0.986,1189,172.2,1632.5,0.728,30797,4460.6,16961.3,1.816,34875,5051.2,31978.0,1.091,77553,11232.7,87915.7,0.882,230281,33353.6,241703.2,0.953,1414,204.8,593.8,2.381
GCF_003970715.1,Streptomyces luteoverticillatus,7.37,72.1,125998,17101.0,124114.7,1.015,1465,198.8,1746.2,0.839,37389,5074.6,18672.5,2.002,32054,4350.5,32217.7,0.995,81191,11019.6,89428.0,0.908,231758,31455.3,248229.4,0.934,1915,259.9,629.1,3.044
GCF_042674645.1,Streptomyces lutosisoli,11.26,70.0,156369,13890.9,168614.8,0.927,2109,187.4,2660.1,0.793,66918,5944.6,31064.9,2.154,34607,3074.3,41272.8,0.838,100864,8960.2,117976.3,0.855,325926,28953.3,337229.7,0.966,2525,224.3,930.6,2.713
GCF_009735685.1,Streptomyces lycii,7.65,73.1,172980,22597.1,136345.1,1.269,1509,197.1,1806.9,0.835,38283,5001.1,18530.8,2.066,43123,5633.3,36393.0,1.185,98065,12810.6,99619.3,0.984,273565,35737.0,272690.2,1.003,1799,235.0,660.1,2.725
GCF_025568765.1,Streptomyces lycopersici,12.21,71.1,200187,16400.0,194780.7,1.028,2002,164.0,2894.3,0.692,74693,6119.1,32233.1,2.317,45959,3765.1,49209.9,0.934,121928,9988.8,138456.8,0.881,389851,31937.9,389561.3,1.001,2237,183.3,1028.7,2.175
GCF_000829715.2,Streptomyces lydicamycinicus,8.32,71.1,151433,18202.1,132899.4,1.139,1387,166.7,1972.7,0.703,47290,5684.2,21951.7,2.154,41708,5013.3,33594.2,1.242,84337,10137.2,94495.0,0.893,270453,32508.1,265798.8,1.018,1612,193.8,701.3,2.298
GCF_001984445.1,Streptomyces lydicus,8.24,72.0,153951,18676.2,138567.8,1.111,1250,151.6,1953.8,0.64,44639,5415.3,20925.4,2.133,44368,5382.4,35931.6,1.235,87050,10560.2,99789.4,0.872,279857,33950.1,277135.7,1.01,1716,208.2,703.5,2.439
GCF_023887685.1,Streptomyces macrolidinus,6.78,70.8,95377,14062.6,106402.8,0.896,1214,179.0,1607.4,0.755,40264,5936.6,18130.2,2.221,20697,3051.6,26654.5,0.776,64856,9562.5,75314.2,0.861,204891,30209.6,212805.5,0.963,1597,235.5,568.9,2.807
GCF_039533145.1,Streptomyces macrosporus,6.77,72.9,122670,18132.0,119365.5,1.028,1071,158.3,1598.5,0.67,35968,5316.5,16509.7,2.179,30593,4522.0,31710.4,0.965,72990,10788.7,87007.2,0.839,229098,33863.2,238731.0,0.96,2036,300.9,582.6,3.495
GCF_000980885.2,Streptomyces malaysiense,7.96,72.2,145496,18270.8,135277.6,1.076,1216,152.7,1886.6,0.645,44340,5568.0,20047.3,2.212,36706,4609.4,35263.2,1.041,83336,10465.0,97676.2,0.853,262705,32989.4,270555.2,0.971,1759,220.9,681.1,2.583
GCF_040653035.1,Streptomyces malaysiensis,11.32,71.1,187755,16591.7,181061.5,1.037,1830,161.7,2683.4,0.682,69403,6133.1,29823.2,2.327,44150,3901.5,45805.6,0.964,113654,10043.5,128791.6,0.882,365210,32273.2,362123.0,1.009,2074,183.3,954.4,2.173
GCF_042654005.1,Streptomyces mangrovi,12.15,70.7,193827,15947.9,189467.2,1.023,1933,159.0,2879.6,0.671,69492,5717.7,32634.9,2.129,47089,3874.4,47312.5,0.995,111576,9180.4,133896.7,0.833,357645,29426.7,378934.3,0.944,2994,246.3,1017.5,2.942
GCF_000974985.2,Streptomyces mangrovisoli,9.17,72.5,152486,16636.4,157935.0,0.965,1380,150.6,2169.7,0.636,50640,5524.9,22811.2,2.22,39136,4269.8,41463.1,0.944,99430,10847.9,114441.9,0.869,312620,34107.1,315870.0,0.99,2107,229.9,786.1,2.68
GCF_049570255.1,Streptomyces manipurensis,7.88,72.9,145476,18467.5,138923.4,1.047,1389,176.3,1861.3,0.746,41319,5245.2,19230.7,2.149,40201,5103.3,36897.8,1.09,89706,11387.7,101251.9,0.886,270361,34321.0,277846.7,0.973,1940,246.3,678.3,2.86
GCF_042654885.1,Streptomyces maoxianensis,7.81,69.6,112195,14363.7,114408.6,0.981,1617,207.0,1841.9,0.878,48979,6270.5,21873.5,2.239,26135,3345.9,27692.6,0.944,70308,9001.1,79602.5,0.883,228550,29260.0,228817.3,0.999,1509,193.2,640.8,2.355
GCF_001184025.1,Streptomyces maremycinicus,8.72,71.6,148454,17018.5,143641.1,1.034,1440,165.1,2068.6,0.696,49868,5716.8,22500.5,2.216,37275,4273.1,36864.9,1.011,87776,10062.5,102910.7,0.853,274830,31506.1,287282.1,0.957,2209,253.2,741.0,2.981
GCF_005795905.1,Streptomyces marianii,9.01,71.3,156505,17369.4,145304.8,1.077,1592,176.7,2136.8,0.745,51726,5740.7,23609.4,2.191,37747,4189.3,36904.5,1.023,91076,10107.9,103560.6,0.879,282148,31313.7,290609.7,0.971,2089,231.8,761.5,2.743
GCF_020410765.1,Streptomyces marincola,6.63,73.6,111462,16814.3,121458.6,0.918,807,121.7,1559.3,0.518,29399,4434.9,15655.3,1.878,31881,4809.3,32881.2,0.97,82680,12472.4,89372.3,0.925,246250,37147.3,242917.2,1.014,1307,197.2,573.7,2.278
GCF_026262575.1,Streptomyces marinisediminis,5.65,74.7,109074,19317.1,109927.6,0.992,814,144.2,1313.4,0.62,19906,3525.4,12600.3,1.58,27233,4823.0,30676.1,0.888,75099,13300.1,82123.7,0.914,214555,37997.9,219855.2,0.976,1431,253.4,490.6,2.917
GCF_022524345.1,Streptomyces marispadix,6.7,70.7,93551,13972.9,104620.2,0.894,1523,227.5,1586.4,0.96,33147,4950.9,17947.5,1.847,18282,2730.6,26156.1,0.699,69356,10359.1,73979.2,0.938,209625,31309.9,209240.5,1.002,1548,231.2,560.9,2.76
GCF_039539045.1,Streptomyces marokkonensis,8.19,71.5,138403,16905.8,133694.4,1.035,1221,149.1,1941.6,0.629,41812,5107.3,21250.4,1.968,34926,4266.2,34170.0,1.022,79962,9767.3,95585.9,0.837,250287,30572.3,267388.8,0.936,2036,248.7,694.1,2.933
GCF_014654785.1,Streptomyces mashuensis,7.24,73.0,130826,18075.4,128459.4,1.018,1173,162.1,1709.1,0.686,28268,3905.6,17573.9,1.609,39464,5452.5,34227.6,1.153,80599,11135.9,93774.8,0.859,244725,33812.2,256918.8,0.953,1585,219.0,623.8,2.541
GCF_014648995.1,Streptomyces massasporeus,9.07,71.3,149649,16493.5,146568.6,1.021,1557,171.6,2151.8,0.724,50936,5613.9,23744.0,2.145,37010,4079.0,37257.2,0.993,91780,10115.5,104505.9,0.878,273511,30144.9,293137.2,0.933,2186,240.9,767.1,2.85
GCF_039532965.1,Streptomyces mauvecolor,8.43,70.9,127941,15171.8,132875.5,0.963,1786,211.8,1998.8,0.894,47836,5672.6,22472.0,2.129,31982,3792.6,33358.9,0.959,87884,10421.7,94154.9,0.933,259557,30779.4,265751.0,0.977,1761,208.8,708.2,2.487
GCF_018982965.1,Streptomyces mayonensis,8.65,72.2,154009,17794.6,147260.5,1.046,1368,158.1,2050.3,0.667,41188,4759.0,21760.2,1.893,38175,4410.8,38417.6,0.994,91095,10525.4,106371.0,0.856,280349,32392.3,294521.0,0.952,2172,251.0,740.5,2.933
GCF_054783955.1,Streptomyces mayteni,8.65,72.7,154300,17833.3,151006.4,1.022,891,103.0,2046.3,0.435,49812,5757.0,21307.8,2.338,47264,5462.6,39898.4,1.185,84463,9761.8,109771.7,0.769,287235,33197.3,302012.8,0.951,2007,232.0,743.8,2.698
GCF_000721685.1,Streptomyces mediolani,8.12,71.4,141727,17452.1,132241.2,1.072,1589,195.7,1926.0,0.825,48791,6008.1,21125.0,2.31,31913,3929.7,33750.3,0.946,85402,10516.3,94479.5,0.904,251486,30967.7,264482.5,0.951,2038,251.0,688.0,2.962
GCF_000718985.1,Streptomyces megasporus,5.85,72.3,100495,17178.5,99712.9,1.008,948,162.0,1385.7,0.684,31793,5434.6,14687.7,2.165,24778,4235.5,26036.2,0.952,59822,10225.9,72057.5,0.83,188858,32283.1,199425.8,0.947,1725,294.9,500.7,3.445
GCF_014649795.1,Streptomyces melanogenes,9.58,71.3,145544,15189.8,155112.9,0.938,1866,194.7,2272.4,0.821,52642,5494.0,25034.8,2.103,31701,3308.5,39471.3,0.803,101723,10616.4,110657.2,0.919,302463,31566.8,310225.8,0.975,2094,218.5,810.6,2.583
GCF_900105695.1,Streptomyces melanosporofaciens,10.77,71.0,175505,16296.1,171241.1,1.025,1807,167.8,2553.4,0.708,67283,6247.4,28513.0,2.36,41029,3809.7,43185.7,0.95,107983,10026.5,121615.5,0.888,342468,31799.1,342482.3,1.0,1988,184.6,906.7,2.193
GCF_023703325.1,Streptomyces meridianus,5.64,71.3,109419,19385.1,91091.0,1.201,940,166.5,1338.6,0.702,33147,5872.5,14782.0,2.242,26636,4718.9,23143.6,1.151,56781,10059.6,64933.4,0.874,169639,30053.9,182181.9,0.931,1261,223.4,477.1,2.643
GCF_011044995.1,Streptomyces mesophilus,8.99,70.3,123689,13761.2,137221.3,0.901,1965,218.6,2127.1,0.924,59871,6661.0,24487.8,2.445,30641,3409.0,33909.7,0.904,84011,9346.7,96469.0,0.871,273208,30396.1,274442.6,0.996,1625,180.8,747.7,2.173
GCF_014252945.1,Streptomyces mexicanus,8.01,72.5,143121,17863.7,138039.1,1.037,1155,144.2,1896.6,0.609,42851,5348.5,19940.6,2.149,38909,4856.4,36238.2,1.074,87740,10951.3,100022.9,0.877,267880,33435.5,276078.1,0.97,1666,207.9,687.1,2.425
GCF_013364315.1,Streptomyces microflavus,8.45,71.3,147647,17467.7,136487.8,1.082,1441,170.5,2004.6,0.719,48586,5748.1,22126.4,2.196,34173,4042.9,34687.8,0.985,86770,10265.5,97308.3,0.892,259612,30713.9,272975.7,0.951,2137,252.8,714.6,2.991
GCF_025908395.1,Streptomyces milbemycinicus,12.06,70.7,185513,15378.2,188548.3,0.984,1984,164.5,2858.5,0.694,69748,5781.8,32332.8,2.157,46065,3818.6,47144.3,0.977,119218,9882.6,133334.0,0.894,379733,31478.1,377096.6,1.007,2335,193.6,1010.7,2.31
GCF_031845425.1,Streptomyces millisiae,8.03,73.0,146577,18252.7,142542.3,1.028,839,104.5,1896.3,0.442,42670,5313.5,19496.9,2.189,42446,5285.6,37981.8,1.118,81330,10127.7,104057.8,0.782,266851,33229.9,285084.6,0.936,1967,244.9,692.1,2.842
GCF_006334995.2,Streptomyces mimosae,7.2,73.4,138852,19289.4,130619.1,1.063,798,110.9,1695.4,0.471,35990,4999.8,17146.3,2.099,40520,5629.1,35190.4,1.151,81603,11336.4,95880.5,0.851,233382,32421.6,261238.2,0.893,1715,238.2,622.3,2.756
GCF_014650875.1,Streptomyces minutiscleroticus,9.51,72.8,172668,18154.7,167301.9,1.032,1427,150.0,2247.8,0.635,44999,4731.3,23268.7,1.934,46064,4843.3,44378.2,1.038,108409,11398.3,121856.9,0.89,332780,34989.2,334603.8,0.995,2230,234.5,818.6,2.724
GCF_036073155.1,Streptomyces mirabilis,11.83,70.2,168350,14227.5,180007.1,0.935,2061,174.2,2799.6,0.736,70229,5935.2,32315.1,2.173,37666,3183.2,44404.1,0.848,107423,9078.5,126436.2,0.85,345130,29167.5,360014.2,0.959,2606,220.2,983.2,2.651
GCF_900104815.1,Streptomyces misionensis,8.47,72.4,156000,18409.9,145335.7,1.073,1265,149.3,2006.5,0.63,44683,5273.1,21168.2,2.111,40278,4753.3,38067.2,1.058,92813,10953.0,105190.6,0.882,282410,33327.7,290671.4,0.972,1851,218.4,726.1,2.549
GCF_053555975.1,Streptomyces mitragynae,10.08,71.0,167658,16634.0,160488.8,1.045,1607,159.4,2389.8,0.672,58144,5768.7,26657.6,2.181,41846,4151.7,40502.6,1.033,96106,9535.0,114019.4,0.843,304615,30221.9,320977.7,0.949,2140,212.3,848.9,2.521
GCF_020099395.1,Streptomyces mobaraensis,7.67,73.1,152425,19877.9,136515.2,1.117,1248,162.8,1810.1,0.689,36312,4735.5,18569.9,1.955,42658,5563.1,36430.0,1.171,89441,11664.1,99732.1,0.897,267834,34928.5,273030.5,0.981,2008,261.9,661.2,3.037
GCF_001866665.1,Streptomyces monashensis,10.25,71.5,173375,16906.6,167552.9,1.035,1506,146.9,2432.0,0.619,57654,5622.1,26608.6,2.167,43775,4268.7,42834.4,1.022,102915,10035.7,119808.4,0.859,317002,30912.4,335105.7,0.946,2218,216.3,869.5,2.551
GCF_000715845.1,Streptomyces monomycini,9.11,71.0,161765,17753.7,144825.5,1.117,1528,167.7,2160.3,0.707,42039,4613.8,24129.3,1.742,43636,4789.0,36517.4,1.195,98678,10829.9,102846.0,0.959,300378,32966.5,289651.0,1.037,1804,198.0,767.1,2.352
GCF_017813245.1,Streptomyces montanisoli,7.24,72.1,96999,13397.8,122447.8,0.792,1123,155.1,1715.6,0.655,37376,5162.5,18290.2,2.044,24517,3386.4,31848.6,0.77,76888,10620.0,88315.2,0.871,240791,33258.9,244895.6,0.983,1443,199.3,618.7,2.332
GCF_005786655.1,Streptomyces montanus,10.23,69.9,142680,13953.4,152256.7,0.937,1863,182.2,2415.1,0.771,61406,6005.2,28329.7,2.168,32551,3183.3,37158.0,0.876,90972,8896.6,106372.6,0.855,292920,28646.1,304513.4,0.962,2129,208.2,843.7,2.524
GCF_042665355.1,Streptomyces monticola,9.59,70.7,137348,14315.3,149771.1,0.917,2043,212.9,2273.4,0.899,53775,5604.8,25738.4,2.089,30848,3215.2,37425.0,0.824,94668,9866.9,105879.0,0.894,303907,31675.2,299542.3,1.015,1722,179.5,803.6,2.143
GCF_031845725.1,Streptomyces mooreae,8.44,71.1,150417,17813.1,135150.9,1.113,1383,163.8,2002.3,0.691,46837,5546.6,22249.2,2.105,41297,4890.6,34196.3,1.208,83782,9921.8,96142.2,0.871,272688,32292.9,270301.9,1.009,1569,185.8,712.2,2.203
GCF_039521245.1,Streptomyces mordarskii,10.43,71.0,169742,16268.0,165351.6,1.027,1838,176.2,2473.6,0.743,64328,6165.2,27691.1,2.323,40086,3841.8,41630.9,0.963,103812,9949.3,117334.8,0.885,331760,31795.8,330703.2,1.003,1887,180.8,877.7,2.15
GCF_014656115.1,Streptomyces morookaense,7.42,71.8,125585,16928.4,123222.4,1.019,1308,176.3,1759.0,0.744,36489,4918.6,19008.9,1.92,32262,4348.8,31761.7,1.016,79917,10772.5,88473.2,0.903,243765,32858.6,246444.9,0.989,1576,212.4,631.5,2.496
GCF_021474425.1,Streptomyces muensis,9.89,70.7,148415,15004.7,154400.4,0.961,1605,162.3,2343.7,0.685,57192,5782.1,26534.8,2.155,36159,3655.7,38581.4,0.937,88858,8983.5,109151.1,0.814,289170,29235.0,308800.9,0.936,2456,248.3,828.4,2.965
GCF_025231465.1,Streptomyces murinus,8.35,71.8,143990,17244.6,138586.6,1.039,1276,152.8,1979.8,0.645,49251,5898.4,21407.5,2.301,33228,3979.5,35708.6,0.931,87073,10428.1,99486.0,0.875,269522,32278.6,277173.2,0.972,1848,221.3,710.6,2.601
GCF_016741855.1,Streptomyces musisoli,9.36,72.1,177968,19003.8,157936.1,1.127,1465,156.4,2219.4,0.66,50001,5339.2,23711.9,2.109,48502,5179.2,41020.6,1.182,97713,10434.0,113829.9,0.858,299524,31983.8,315872.2,0.948,1998,213.4,799.8,2.498
GCF_046628145.1,Streptomyces mutabilis,8.16,72.0,139115,17053.0,136681.0,1.018,1263,154.8,1933.8,0.653,41246,5056.0,20762.5,1.987,35008,4291.3,35383.9,0.989,82456,10107.6,98349.4,0.838,259344,31790.9,273361.9,0.949,2055,251.9,695.7,2.954
GCF_042657935.1,Streptomyces mutomycini,7.21,70.6,117469,16282.3,112331.3,1.046,1341,185.9,1709.2,0.785,40909,5670.4,19388.9,2.11,28519,3953.0,28033.5,1.017,67101,9300.8,79360.4,0.846,211775,29354.0,224662.6,0.943,1666,230.9,603.8,2.759
GCF_014650575.1,Streptomyces naganishii,7.81,72.6,136380,17463.0,135670.7,1.005,1203,154.0,1847.7,0.651,38821,4970.9,19306.3,2.011,37271,4772.4,35763.7,1.042,85615,10962.7,98509.7,0.869,263526,33743.5,271341.3,0.971,1593,204.0,670.8,2.375
GCF_046614825.1,Streptomyces nanhaiensis,6.63,73.3,127497,19215.9,119622.2,1.066,1078,162.5,1564.0,0.689,33152,4996.6,15893.9,2.086,34367,5179.7,32123.9,1.07,77488,11678.7,87666.7,0.884,237859,35849.3,239244.3,0.994,1636,246.6,573.1,2.855
GCF_001751255.1,Streptomyces nanshensis,7.72,71.5,116559,15089.8,125912.7,0.926,1505,194.8,1831.9,0.822,38751,5016.7,20078.0,1.93,23372,3025.8,32151.6,0.727,81604,10564.5,89981.1,0.907,258894,33516.6,251825.4,1.028,1865,241.4,654.6,2.849
GCF_020400595.2,Streptomyces naphthomycinicus,10.15,72.4,196399,19342.3,173912.4,1.129,1536,151.3,2404.5,0.639,54664,5383.6,25393.7,2.153,53313,5250.5,45520.8,1.171,106839,10522.0,125830.4,0.849,333281,32823.1,347824.9,0.958,2305,227.0,869.9,2.65
GCF_014649015.1,Streptomyces narbonensis,7.73,71.4,127053,16436.2,125529.0,1.012,1510,195.3,1833.3,0.824,43428,5618.1,20150.0,2.155,31247,4042.3,31993.0,0.977,75975,9828.5,89622.0,0.848,238917,30907.5,251058.1,0.952,2436,315.1,654.4,3.722
GCF_000935125.1,Streptomyces natalensis,8.65,70.6,137464,15888.6,134604.1,1.021,1388,160.4,2049.7,0.677,49582,5730.9,23264.1,2.131,35959,4156.3,33578.9,1.071,83390,9638.5,95077.4,0.877,274760,31757.8,269208.3,1.021,1651,190.8,723.9,2.281
