tfbs_id	tf_name	start	end	center	width	strand	pvalue	context	in_reg_promoter	in_nonreg_promoter	region	GCCGGC_T1_overlap	GCCGGC_T1_count	GCCGGC_T1_nearest_dist	AAGCCCG_T1_overlap	AAGCCCG_T1_count	AAGCCCG_T1_nearest_dist	All_4mC_T1_overlap	All_4mC_T1_count	All_4mC_T1_nearest_dist	All_6mA_T1_overlap	All_6mA_T1_count	All_6mA_T1_nearest_dist	All_T1_overlap	All_T1_count	All_T1_nearest_dist
22103	AbrC3	6195946	6195955	6195950	10	-	5.23e-05	intragenic	False	False	core	False	0	7778	False	0	20909	False	0	4853	False	0	276	False	0	276
22104	AbrC3	6196222	6196231	6196226	10	-	5.23e-05	intragenic	False	False	core	False	0	8054	False	0	20633	False	0	4577	False	0	552	False	0	552
22105	AbrC3	6197412	6197421	6197416	10	-	5.23e-05	promoter	False	True	core	False	0	8816	False	0	19443	False	0	3387	False	0	179	False	0	179
22106	AbrC3	6198262	6198271	6198266	10	+	5.23e-05	intragenic	False	False	core	False	0	7966	False	0	18593	False	0	2537	False	0	671	False	0	671
22107	AbrC3	6198423	6198432	6198427	10	-	5.23e-05	intragenic	False	False	core	False	0	7805	False	0	18432	False	0	2376	False	0	832	False	0	832
22108	AbrC3	6201578	6201587	6201582	10	+	5.23e-05	promoter	True	False	core	False	0	4650	False	0	15277	False	0	779	False	0	3987	False	0	779
22109	AbrC3	6202131	6202140	6202135	10	-	5.23e-05	intragenic	False	False	core	False	0	4097	False	0	14724	False	0	375	False	0	4540	False	0	375
22110	AbrC3	6202551	6202560	6202555	10	-	5.23e-05	intragenic	False	False	core	False	0	3677	False	0	14304	False	0	45	False	0	4960	False	0	45
22111	AbrC3	6203574	6203583	6203578	10	-	5.23e-05	promoter	False	True	core	False	0	2654	False	0	13281	False	0	515	False	0	5983	False	0	515
22112	AbrC3	6204524	6204533	6204528	10	-	5.23e-05	intragenic	False	False	core	False	0	1704	False	0	12331	False	0	1432	False	0	6933	False	0	1432
22113	AbrC3	6204825	6204834	6204829	10	+	5.23e-05	promoter	False	True	core	False	0	1403	False	0	12030	False	0	1131	False	0	7234	False	0	1131
22114	AbrC3	6204845	6204854	6204849	10	-	5.23e-05	promoter	False	True	core	False	0	1383	False	0	12010	False	0	1111	False	0	7254	False	0	1111
22115	AbrC3	6205567	6205576	6205571	10	-	5.23e-05	intragenic	False	False	core	False	0	661	False	0	11288	False	0	389	False	0	7175	False	0	389
22116	AbrC3	6208938	6208947	6208942	10	-	5.23e-05	promoter	False	True	core	False	0	314	False	0	7917	False	0	314	False	0	3804	False	0	314
22117	AbrC3	6211728	6211737	6211732	10	+	5.23e-05	intergenic	False	False	core	False	0	492	False	0	5127	False	0	492	False	0	1014	False	0	492
22118	AbrC3	6217647	6217656	6217651	10	-	5.23e-05	intragenic	False	False	core	False	0	2148	False	0	792	False	0	660	False	0	792	False	0	660
22119	AbrC3	6220535	6220544	6220539	10	+	5.23e-05	promoter	False	True	core	False	0	588	False	0	3149	False	0	90	False	0	2310	False	0	90
22120	AbrC3	6221648	6221657	6221652	10	-	5.23e-05	promoter	False	True	core	False	0	833	False	0	2036	False	0	833	False	0	1197	False	0	833
22121	AbrC3	6223140	6223149	6223144	10	+	5.23e-05	intragenic	False	False	core	False	0	659	False	0	544	False	0	659	False	0	295	False	0	295
22122	AbrC3	6223621	6223630	6223625	10	+	5.23e-05	intragenic	False	False	core	False	0	1140	False	0	63	False	0	1140	False	0	63	False	0	63
22123	AbrC3	6224506	6224515	6224510	10	+	5.23e-05	intragenic	False	False	core	False	0	2025	False	0	821	False	0	2025	False	0	451	False	0	451
22124	AbrC3	6231553	6231562	6231557	10	-	5.23e-05	promoter	False	True	core	False	0	9072	False	0	1679	False	0	1675	False	0	1679	False	0	1675
22125	AbrC3	6232027	6232036	6232031	10	-	5.23e-05	intragenic	False	False	core	False	0	9546	False	0	1205	False	0	1201	False	0	1205	False	0	1201
22126	AbrC3	6235967	6235976	6235971	10	-	5.23e-05	intragenic	False	False	core	False	0	6824	False	0	2735	False	0	143	False	0	101	False	0	101
22127	AbrC3	6236589	6236598	6236593	10	-	5.23e-05	intragenic	False	False	core	False	0	6202	False	0	3357	False	0	765	False	0	403	False	0	403
22128	AbrC3	6238507	6238516	6238511	10	-	5.23e-05	intragenic	False	False	core	False	0	4284	False	0	5275	False	0	973	False	0	2321	False	0	973
22129	AbrC3	6238701	6238710	6238705	10	+	5.23e-05	intragenic	False	False	core	False	0	4090	False	0	5469	False	0	1167	False	0	2515	False	0	1167
22130	AbrC3	6242086	6242095	6242090	10	-	5.23e-05	intragenic	False	False	core	False	0	705	False	0	3235	False	0	705	False	0	3235	False	0	705
22131	AbrC3	6245291	6245300	6245295	10	+	5.23e-05	intergenic	False	False	core	False	0	2500	False	0	30	False	0	1094	False	0	30	False	0	30
22132	AbrC3	6246128	6246137	6246132	10	-	5.23e-05	intragenic	False	False	core	False	0	3337	False	0	807	False	0	1931	False	0	807	False	0	807
22133	AbrC3	6247574	6247583	6247578	10	+	5.23e-05	promoter	False	True	core	False	0	4783	False	0	2253	False	0	3377	False	0	2253	False	0	2253
22134	AbrC3	6247829	6247838	6247833	10	+	5.23e-05	intragenic	False	False	core	False	0	5038	False	0	2508	False	0	3632	False	0	2508	False	0	2508
22135	AbrC3	6251487	6251496	6251491	10	-	5.23e-05	promoter	False	True	core	False	0	3181	False	0	6166	False	0	253	False	0	6166	False	0	253
22136	AbrC3	6253318	6253327	6253322	10	-	5.23e-05	promoter	False	True	core	False	0	1350	False	0	7997	False	0	1350	False	0	7275	False	0	1350
22137	AbrC3	6258021	6258030	6258025	10	-	5.23e-05	intragenic	False	False	core	False	0	3353	False	0	12700	False	0	3353	False	0	2572	False	0	2572
22138	AbrC3	6258249	6258258	6258253	10	-	5.23e-05	intragenic	False	False	core	False	0	3581	False	0	12928	False	0	3581	False	0	2344	False	0	2344
22139	AbrC3	6259120	6259129	6259124	10	-	5.23e-05	promoter	False	True	core	False	0	4452	False	0	13799	False	0	4452	False	0	1473	False	0	1473
22140	AbrC3	6259814	6259823	6259818	10	-	5.23e-05	promoter	False	True	core	False	0	5146	False	0	14493	False	0	5146	False	0	779	False	0	779
22141	AbrC3	6261311	6261320	6261315	10	-	5.23e-05	intragenic	False	False	core	False	0	5133	False	0	15990	False	0	5133	False	0	718	False	0	718
22142	AbrC3	6261503	6261512	6261507	10	+	5.23e-05	promoter	False	True	core	False	0	4941	False	0	16182	False	0	4941	False	0	622	False	0	622
22143	AbrC3	6261764	6261773	6261768	10	-	5.23e-05	promoter	False	True	core	False	0	4680	False	0	16443	False	0	4680	False	0	361	False	0	361
22144	AbrC3	6265093	6265102	6265097	10	+	5.23e-05	intragenic	False	False	core	False	0	1351	False	0	19772	False	0	1351	False	0	2968	False	0	1351
22145	AbrC3	6266776	6266785	6266780	10	-	5.23e-05	promoter	True	False	core	False	0	332	False	0	21455	False	0	332	False	0	4651	False	0	332
22146	AbrC3	6268213	6268222	6268217	10	+	5.23e-05	intragenic	False	False	core	False	0	1769	False	0	22892	False	0	1769	False	0	6088	False	0	1769
22147	AbrC3	6268845	6268854	6268849	10	+	5.23e-05	intragenic	False	False	core	False	0	2401	False	0	23524	False	0	1725	False	0	6720	False	0	1725
22148	AbrC3	6271982	6271991	6271986	10	+	5.23e-05	intragenic	False	False	core	False	0	4466	False	0	26661	False	0	1412	False	0	9857	False	0	1412
22149	AbrC3	6273712	6273721	6273716	10	+	5.23e-05	intragenic	False	False	core	False	0	2736	False	0	28391	False	0	2736	False	0	11587	False	0	2736
22150	AbrC3	6276276	6276285	6276280	10	-	5.23e-05	intragenic	False	False	core	False	0	172	False	0	30955	False	0	172	False	0	9987	False	0	172
22151	AbrC3	6277879	6277888	6277883	10	+	5.23e-05	intragenic	False	False	core	False	0	1431	False	0	32558	False	0	1431	False	0	8384	False	0	1431
22152	AbrC3	6280773	6280782	6280777	10	-	5.23e-05	intragenic	False	False	core	False	0	280	False	0	35452	False	0	280	False	0	5490	False	0	280
22153	AbrC3	6282915	6282924	6282919	10	+	5.23e-05	intragenic	False	False	core	False	0	1586	False	0	37594	False	0	1586	False	0	3348	False	0	1586
22154	AbrC3	6286519	6286528	6286523	10	-	5.23e-05	intragenic	False	False	core	False	0	5190	False	0	41198	False	0	78	False	0	256	False	0	78
22155	AbrC3	6288517	6288526	6288521	10	-	5.23e-05	intragenic	False	False	core	False	0	7188	False	0	43196	False	0	1920	False	0	2254	False	0	1920
22156	AbrC3	6292941	6292950	6292945	10	+	5.23e-05	promoter	True	False	core	False	0	10706	False	0	44230	False	0	3542	False	0	4075	False	0	3542
22157	AbrC3	6296817	6296826	6296821	10	+	5.23e-05	intragenic	False	False	core	False	0	6830	False	0	40354	False	0	334	False	0	199	False	0	199
22158	AbrC3	6298134	6298143	6298138	10	+	5.23e-05	intragenic	False	False	core	False	0	5513	False	0	39037	False	0	1651	False	0	786	False	0	786
22159	AbrC3	6298986	6298995	6298990	10	-	5.23e-05	intragenic	False	False	core	False	0	4661	False	0	38185	False	0	2503	False	0	1638	False	0	1638
22160	AbrC3	6299388	6299397	6299392	10	+	5.23e-05	intragenic	False	False	core	False	0	4259	False	0	37783	False	0	2905	False	0	1941	False	0	1941
22161	AbrC3	6299754	6299763	6299758	10	+	5.23e-05	intragenic	False	False	core	False	0	3893	False	0	37417	False	0	3271	False	0	1575	False	0	1575
22162	AbrC3	6305005	6305014	6305009	10	-	5.23e-05	intragenic	False	False	core	False	0	1358	False	0	32166	False	0	1358	False	0	3676	False	0	1358
22163	AbrC3	6307941	6307950	6307945	10	+	5.23e-05	intragenic	False	False	core	False	0	4294	False	0	29230	False	0	4294	False	0	2194	False	0	2194
22164	AbrC3	6308225	6308234	6308229	10	-	5.23e-05	promoter	False	True	core	False	0	4578	False	0	28946	False	0	4578	False	0	1910	False	0	1910
22165	AbrC3	6310267	6310276	6310271	10	-	5.23e-05	promoter	False	True	core	False	0	6620	False	0	26904	False	0	3994	False	0	132	False	0	132
22166	AbrC3	6312869	6312878	6312873	10	-	5.23e-05	promoter	False	True	core	False	0	7450	False	0	24302	False	0	1392	False	0	2734	False	0	1392
22167	AbrC3	6312965	6312974	6312969	10	-	5.23e-05	promoter	False	True	core	False	0	7354	False	0	24206	False	0	1296	False	0	2830	False	0	1296
22168	AbrC3	6314521	6314530	6314525	10	+	5.23e-05	promoter	False	True	core	False	0	5798	False	0	22650	False	0	260	False	0	3085	False	0	260
22169	AbrC3	6318170	6318179	6318174	10	+	5.23e-05	intragenic	False	False	core	False	0	2149	False	0	19001	False	0	2149	False	0	564	False	0	564
22170	AbrC3	6318257	6318266	6318261	10	-	5.23e-05	intragenic	False	False	core	False	0	2062	False	0	18914	False	0	2062	False	0	651	False	0	651
22171	AbrC3	6319955	6319964	6319959	10	+	5.23e-05	intragenic	False	False	core	False	0	364	False	0	17216	False	0	364	False	0	2349	False	0	364
22172	AbrC3	6321702	6321711	6321706	10	+	5.23e-05	intragenic	False	False	core	False	0	174	False	0	15469	False	0	174	False	0	2309	False	0	174
22173	AbrC3	6326487	6326496	6326491	10	+	5.23e-05	intragenic	False	False	core	False	0	4959	False	0	10684	False	0	604	False	0	2476	False	0	604
22174	AbrC3	6327830	6327839	6327834	10	+	5.23e-05	promoter	False	True	core	False	0	4325	False	0	9341	False	0	1947	False	0	3819	False	0	1947
22175	AbrC3	6329182	6329191	6329186	10	-	5.23e-05	promoter	False	True	core	False	0	2973	False	0	7989	False	0	2973	False	0	2983	False	0	2973
22176	AbrC3	6332389	6332398	6332393	10	+	5.23e-05	promoter	False	True	core	False	0	123	False	0	4782	False	0	123	False	0	224	False	0	123
22177	AbrC3	6334108	6334117	6334112	10	-	5.23e-05	promoter	False	True	core	False	0	1596	False	0	3063	False	0	1596	False	0	1943	False	0	1596
22178	AbrC3	6334118	6334127	6334122	10	+	5.23e-05	promoter	False	True	core	False	0	1606	False	0	3053	False	0	1606	False	0	1948	False	0	1606
22179	AbrC3	6334473	6334482	6334477	10	-	5.23e-05	promoter	False	True	core	False	0	1961	False	0	2698	False	0	1961	False	0	1593	False	0	1593
22180	AbrC3	6336937	6336946	6336941	10	-	5.23e-05	intragenic	False	False	core	False	0	472	False	0	234	False	0	230	False	0	170	False	0	170
22181	AbrC3	6339524	6339533	6339528	10	-	5.23e-05	intragenic	False	False	core	False	0	2115	False	0	1887	False	0	1891	False	0	1102	False	0	1102
22182	AbrC3	6340058	6340067	6340062	10	-	5.23e-05	intragenic	False	False	core	False	0	2649	False	0	2421	False	0	2425	False	0	568	False	0	568
22183	AbrC3	6345287	6345296	6345291	10	+	5.23e-05	intragenic	False	False	core	False	0	3846	False	0	7650	False	0	3256	False	0	1963	False	0	1963
22184	AbrC3	6345455	6345464	6345459	10	+	5.23e-05	intragenic	False	False	core	False	0	3678	False	0	7818	False	0	3088	False	0	1795	False	0	1795
22185	AbrC3	6347959	6347968	6347963	10	+	5.23e-05	intragenic	False	False	core	False	0	1174	False	0	10322	False	0	584	False	0	709	False	0	584
22186	AbrC3	6350128	6350137	6350132	10	-	5.23e-05	intragenic	False	False	core	False	0	995	False	0	12491	False	0	504	False	0	353	False	0	353
22187	AbrC3	6351467	6351476	6351471	10	+	5.23e-05	promoter	False	True	core	False	0	2334	False	0	12309	False	0	1843	False	0	986	False	0	986
22188	AbrC3	6353568	6353577	6353572	10	-	5.23e-05	intragenic	False	False	core	False	0	4435	False	0	10208	False	0	3944	False	0	3087	False	0	3087
22189	AbrC3	6360667	6360676	6360671	10	-	5.23e-05	intragenic	False	False	core	False	0	2179	False	0	3109	False	0	652	False	0	3099	False	0	652
22190	AbrC3	6360830	6360839	6360834	10	-	5.23e-05	intragenic	False	False	core	False	0	2016	False	0	2946	False	0	815	False	0	2936	False	0	815
22191	AbrC3	6363662	6363671	6363666	10	-	5.23e-05	promoter	False	True	core	False	0	816	False	0	114	False	0	816	False	0	104	False	0	104
22192	AbrC3	6367235	6367244	6367239	10	-	5.23e-05	promoter	True	False	core	False	0	56	False	0	3459	False	0	56	False	0	3054	False	0	56
22193	AbrC3	6367946	6367955	6367950	10	+	5.23e-05	intragenic	False	False	core	False	0	655	False	0	4170	False	0	278	False	0	2343	False	0	278
22194	AbrC3	6368222	6368231	6368226	10	+	5.23e-05	intragenic	False	False	core	False	0	931	False	0	4446	True	1	2	False	0	2067	True	1	2
22195	AbrC3	6371683	6371692	6371687	10	-	5.23e-05	intragenic	False	False	core	False	0	124	False	0	7907	False	0	124	False	0	1394	False	0	124
22196	AbrC3	6373294	6373303	6373298	10	+	5.23e-05	promoter	False	True	core	False	0	90	False	0	9518	False	0	90	False	0	3005	False	0	90
22197	AbrC3	6375036	6375045	6375040	10	+	5.23e-05	promoter	True	False	core	False	0	1652	False	0	11260	False	0	1652	False	0	2393	False	0	1652
22198	AbrC3	6376198	6376207	6376202	10	+	5.23e-05	promoter	False	True	core	False	0	2814	False	0	12422	False	0	2814	False	0	1231	False	0	1231
22199	AbrC3	6376920	6376929	6376924	10	+	5.23e-05	intragenic	False	False	core	False	0	2560	False	0	13144	False	0	2560	False	0	509	False	0	509
22200	AbrC3	6389680	6389689	6389684	10	-	5.23e-05	intragenic	False	False	core	False	0	2475	False	0	25904	False	0	2475	False	0	879	False	0	879
22201	AbrC3	6390960	6390969	6390964	10	-	5.23e-05	intragenic	False	False	core	False	0	3755	False	0	27184	False	0	3755	False	0	401	False	0	401
22202	AbrC3	6393531	6393540	6393535	10	+	5.23e-05	intragenic	False	False	core	False	0	6326	False	0	29755	False	0	2797	False	0	560	False	0	560
22203	AbrC3	6399201	6399210	6399205	10	+	5.23e-05	promoter	False	True	core	False	0	5881	False	0	35425	False	0	1273	False	0	1995	False	0	1273
22204	AbrC3	6400358	6400367	6400362	10	+	5.23e-05	intragenic	False	False	core	False	0	4724	False	0	36582	False	0	116	False	0	3152	False	0	116
22205	AbrC3	6400826	6400835	6400830	10	+	5.23e-05	intragenic	False	False	core	False	0	4256	False	0	37050	False	0	352	False	0	3620	False	0	352
22206	AbrC3	6400892	6400901	6400896	10	-	5.23e-05	intragenic	False	False	core	False	0	4190	False	0	37116	False	0	418	False	0	3686	False	0	418
22207	AbrC3	6402068	6402077	6402072	10	+	5.23e-05	intragenic	False	False	core	False	0	3014	False	0	38292	False	0	1122	False	0	4862	False	0	1122
22208	AbrC3	6402293	6402302	6402297	10	-	5.23e-05	promoter	False	True	core	False	0	2789	False	0	38517	False	0	897	False	0	5087	False	0	897
22209	AbrC3	6404017	6404026	6404021	10	+	5.23e-05	intragenic	False	False	core	False	0	1065	False	0	40241	False	0	83	False	0	4528	False	0	83
22210	AbrC3	6405008	6405017	6405012	10	-	5.23e-05	intragenic	False	False	core	False	0	74	False	0	41232	False	0	74	False	0	3537	False	0	74
22211	AbrC3	6406231	6406240	6406235	10	+	5.23e-05	intragenic	False	False	core	False	0	1149	False	0	42455	False	0	1149	False	0	2314	False	0	1149
22212	AbrC3	6407144	6407153	6407148	10	-	5.23e-05	promoter	False	True	core	False	0	2062	False	0	43368	False	0	2062	False	0	1401	False	0	1401
22213	AbrC3	6416115	6416124	6416119	10	+	5.23e-05	promoter	False	True	core	False	0	1614	False	0	52339	False	0	1614	False	0	2514	False	0	1614
22214	AbrC3	6419856	6419865	6419860	10	-	5.23e-05	promoter	True	False	core	False	0	580	False	0	56080	False	0	580	False	0	1227	False	0	580
22215	AbrC3	6424127	6424136	6424131	10	+	5.23e-05	promoter	False	True	core	False	0	326	False	0	60351	False	0	326	False	0	5498	False	0	326
22216	AbrC3	6425874	6425883	6425878	10	+	5.23e-05	promoter	True	False	core	False	0	2073	False	0	62098	False	0	2073	False	0	7245	False	0	2073
22217	AbrC3	6426409	6426418	6426413	10	+	5.23e-05	promoter	True	False	core	False	0	2608	False	0	62633	False	0	2608	False	0	7780	False	0	2608
22218	AbrC3	6431504	6431513	6431508	10	-	5.23e-05	intragenic	False	False	core	False	0	1119	False	0	67728	False	0	1119	False	0	12875	False	0	1119
22219	AbrC3	6432092	6432101	6432096	10	+	5.23e-05	promoter	False	True	core	False	0	1707	False	0	68316	False	0	1707	False	0	13463	False	0	1707
22220	AbrC3	6435995	6436004	6435999	10	-	5.23e-05	intragenic	False	False	core	False	0	753	False	0	72219	False	0	753	False	0	15164	False	0	753
22221	AbrC3	6442774	6442783	6442778	10	-	5.23e-05	promoter	False	True	core	False	0	4595	False	0	78998	False	0	4158	False	0	8385	False	0	4158
22222	AbrC3	6444986	6444995	6444990	10	+	5.23e-05	intragenic	False	False	core	False	0	2383	False	0	81210	False	0	2383	False	0	6173	False	0	2383
22223	AbrC3	6445525	6445534	6445529	10	-	5.23e-05	promoter	False	True	core	False	0	1844	False	0	81749	False	0	1844	False	0	5634	False	0	1844
22224	AbrC3	6445959	6445968	6445963	10	+	5.23e-05	promoter	False	True	core	False	0	1410	False	0	82183	False	0	1410	False	0	5200	False	0	1410
22225	AbrC3	6448015	6448024	6448019	10	-	5.23e-05	promoter	False	True	core	False	0	646	False	0	84239	False	0	646	False	0	3144	False	0	646
22226	AbrC3	6448591	6448600	6448595	10	-	5.23e-05	intragenic	False	False	core	False	0	1222	False	0	84815	False	0	1222	False	0	2568	False	0	1222
22227	AbrC3	6451052	6451061	6451056	10	+	5.23e-05	intragenic	False	False	core	False	0	1176	False	0	87276	False	0	1176	False	0	107	False	0	107
22228	AbrC3	6454271	6454280	6454275	10	+	5.23e-05	intragenic	False	False	core	False	0	350	False	0	90495	False	0	350	False	0	3112	False	0	350
22229	AbrC3	6454288	6454297	6454292	10	-	5.23e-05	intragenic	False	False	core	False	0	367	False	0	90512	False	0	367	False	0	3129	False	0	367
22230	AbrC3	6455219	6455228	6455223	10	-	5.23e-05	intragenic	False	False	core	False	0	1298	False	0	91443	False	0	1298	False	0	4060	False	0	1298
22231	AbrC3	6458090	6458099	6458094	10	-	5.23e-05	promoter	False	True	core	False	0	1751	False	0	94314	False	0	1751	False	0	4097	False	0	1751
22232	AbrC3	6458863	6458872	6458867	10	+	5.23e-05	intragenic	False	False	core	False	0	978	False	0	95087	False	0	978	False	0	3324	False	0	978
22233	AbrC3	6459614	6459623	6459618	10	-	5.23e-05	intragenic	False	False	core	False	0	227	False	0	95838	False	0	227	False	0	2573	False	0	227
22234	AbrC3	6460161	6460170	6460165	10	+	5.23e-05	intragenic	False	False	core	False	0	320	False	0	96385	False	0	320	False	0	2026	False	0	320
22235	AbrC3	6466397	6466406	6466401	10	+	5.23e-05	intragenic	False	False	core	False	0	511	False	0	102621	False	0	511	False	0	4210	False	0	511
22236	AbrC3	6466973	6466982	6466977	10	-	5.23e-05	intragenic	False	False	core	False	0	65	False	0	103197	False	0	65	False	0	4786	False	0	65
22237	AbrC3	6467728	6467737	6467732	10	-	5.23e-05	promoter	False	True	core	False	0	820	False	0	103952	False	0	820	False	0	5541	False	0	820
22238	AbrC3	6469516	6469525	6469520	10	+	5.23e-05	promoter	False	True	core	False	0	2608	False	0	105740	False	0	2608	False	0	5700	False	0	2608
22239	AbrC3	6470602	6470611	6470606	10	+	5.23e-05	intragenic	False	False	core	False	0	3694	False	0	106826	False	0	3694	False	0	4614	False	0	3694
22240	AbrC3	6470737	6470746	6470741	10	+	5.23e-05	promoter	False	True	core	False	0	3829	False	0	106961	False	0	3829	False	0	4479	False	0	3829
22241	AbrC3	6476500	6476509	6476504	10	+	5.23e-05	intragenic	False	False	core	False	0	2012	False	0	112724	False	0	2012	False	0	1284	False	0	1284
22242	AbrC3	6477142	6477151	6477146	10	-	5.23e-05	promoter	False	True	core	False	0	1370	False	0	113366	False	0	1370	False	0	1926	False	0	1370
22243	AbrC3	6477722	6477731	6477726	10	+	5.23e-05	intragenic	False	False	core	False	0	790	False	0	113946	False	0	790	False	0	1707	False	0	790
22244	AbrC3	6478115	6478124	6478119	10	-	5.23e-05	intragenic	False	False	core	False	0	397	False	0	114339	False	0	397	False	0	1314	False	0	397
22245	AbrC3	6478337	6478346	6478341	10	-	5.23e-05	intragenic	False	False	core	False	0	175	False	0	114561	False	0	175	False	0	1092	False	0	175
22246	AbrC3	6481971	6481980	6481975	10	+	5.23e-05	intragenic	False	False	core	False	0	547	False	0	118195	False	0	547	False	0	2542	False	0	547
22247	AbrC3	6482648	6482657	6482652	10	+	5.23e-05	promoter	True	False	core	False	0	1224	False	0	118872	False	0	1224	False	0	2427	False	0	1224
22248	AbrC3	6483442	6483451	6483446	10	-	5.23e-05	promoter	False	True	core	False	0	2018	False	0	119666	False	0	1637	False	0	1633	False	0	1633
22249	AbrC3	6484553	6484562	6484557	10	+	5.23e-05	promoter	True	False	core	False	0	1005	False	0	120777	False	0	526	False	0	522	False	0	522
22250	AbrC3	6490391	6490400	6490395	10	+	5.23e-05	intergenic	False	False	core	False	0	175	False	0	126615	False	0	175	False	0	1256	False	0	175
22251	AbrC3	6493353	6493362	6493357	10	+	5.23e-05	promoter	False	True	core	False	0	1023	False	0	129577	False	0	1023	False	0	4218	False	0	1023
22252	AbrC3	6494691	6494700	6494695	10	+	5.23e-05	intragenic	False	False	core	False	0	2120	False	0	130915	False	0	42	False	0	5556	False	0	42
22253	AbrC3	6494926	6494935	6494930	10	+	5.23e-05	promoter	False	True	core	False	0	1885	False	0	131150	False	0	277	False	0	5791	False	0	277
22254	AbrC3	6496792	6496801	6496796	10	+	5.23e-05	intragenic	False	False	core	False	0	19	False	0	133016	False	0	19	False	0	4359	False	0	19
22255	AbrC3	6497707	6497716	6497711	10	+	5.23e-05	promoter	True	False	core	False	0	896	False	0	133931	False	0	896	False	0	3444	False	0	896
22256	AbrC3	6500436	6500445	6500440	10	-	5.23e-05	intragenic	False	False	core	False	0	3625	False	0	136660	False	0	3625	False	0	715	False	0	715
22257	AbrC3	6502700	6502709	6502704	10	+	5.23e-05	intragenic	False	False	core	False	0	5889	False	0	138924	False	0	5889	False	0	1549	False	0	1549
22258	AbrC3	6502936	6502945	6502940	10	+	5.23e-05	intragenic	False	False	core	False	0	6125	False	0	139160	False	0	6125	False	0	1785	False	0	1785
22259	AbrC3	6503725	6503734	6503729	10	+	5.23e-05	promoter	True	False	core	False	0	6914	False	0	139949	False	0	6914	False	0	2574	False	0	2574
22260	AbrC3	6505492	6505501	6505496	10	-	5.23e-05	intragenic	False	False	core	False	0	8681	False	0	141716	False	0	8681	False	0	4341	False	0	4341
22261	AbrC3	6507488	6507497	6507492	10	+	5.23e-05	promoter	False	True	core	False	0	6931	False	0	143712	False	0	6931	False	0	3042	False	0	3042
22262	AbrC3	6508920	6508929	6508924	10	-	5.23e-05	promoter	True	False	core	False	0	5499	False	0	145144	False	0	5499	False	0	1610	False	0	1610
22263	AbrC3	6513060	6513069	6513064	10	-	5.23e-05	intragenic	False	False	core	False	0	1359	False	0	149284	False	0	1359	False	0	904	False	0	904
22264	AbrC3	6516651	6516660	6516655	10	-	5.23e-05	intragenic	False	False	core	False	0	2232	False	0	152875	False	0	2232	False	0	2228	False	0	2228
22265	AbrC3	6518396	6518405	6518400	10	+	5.23e-05	intragenic	False	False	core	False	0	3977	False	0	154620	False	0	912	False	0	3973	False	0	912
22266	AbrC3	6520302	6520311	6520306	10	+	5.23e-05	promoter	False	True	core	False	0	4839	False	0	156526	False	0	994	False	0	5879	False	0	994
22267	AbrC3	6521328	6521337	6521332	10	-	5.23e-05	promoter	False	True	core	False	0	3813	False	0	157552	False	0	2020	False	0	5741	False	0	2020
22268	AbrC3	6523122	6523131	6523126	10	+	5.23e-05	intragenic	False	False	core	False	0	2019	False	0	159346	False	0	2019	False	0	3947	False	0	2019
22269	AbrC3	6525818	6525827	6525822	10	-	5.23e-05	intragenic	False	False	core	False	0	677	False	0	162042	False	0	677	False	0	1251	False	0	677
22270	AbrC3	6526498	6526507	6526502	10	-	5.23e-05	intergenic	False	False	core	False	0	1357	False	0	162722	False	0	575	False	0	571	False	0	571
22271	AbrC3	6530520	6530529	6530524	10	+	5.23e-05	promoter	False	True	core	False	0	2271	False	0	166744	False	0	2271	False	0	59	False	0	59
22272	AbrC3	6531704	6531713	6531708	10	+	5.23e-05	promoter	False	True	core	False	0	3455	False	0	167928	False	0	3455	False	0	574	False	0	574
22273	AbrC3	6542395	6542404	6542399	10	-	5.23e-05	promoter	False	True	core	False	0	6110	False	0	178619	False	0	399	False	0	2081	False	0	399
22274	AbrC3	6543880	6543889	6543884	10	-	5.23e-05	intragenic	False	False	core	False	0	7595	False	0	180104	False	0	1086	False	0	3328	False	0	1086
22275	AbrC3	6544879	6544888	6544883	10	+	5.23e-05	promoter	False	True	core	False	0	8594	False	0	180338	False	0	2085	False	0	2329	False	0	2085
22276	AbrC3	6545529	6545538	6545533	10	-	5.23e-05	intragenic	False	False	core	False	0	9244	False	0	179688	False	0	2735	False	0	1679	False	0	1679
22277	AbrC3	6546468	6546477	6546472	10	+	5.23e-05	intragenic	False	False	core	False	0	10183	False	0	178749	False	0	3674	False	0	740	False	0	740
22278	AbrC3	6548527	6548536	6548531	10	+	5.23e-05	intragenic	False	False	core	False	0	8184	False	0	176690	False	0	5733	False	0	1319	False	0	1319
22279	AbrC3	6548539	6548548	6548543	10	-	5.23e-05	intragenic	False	False	core	False	0	8172	False	0	176678	False	0	5745	False	0	1331	False	0	1331
22280	AbrC3	6551232	6551241	6551236	10	-	5.23e-05	promoter	False	True	core	False	0	5479	False	0	173985	False	0	5479	False	0	1476	False	0	1476
22281	AbrC3	6551760	6551769	6551764	10	-	5.23e-05	intragenic	False	False	core	False	0	4951	False	0	173457	False	0	4951	False	0	948	False	0	948
22282	AbrC3	6551847	6551856	6551851	10	-	5.23e-05	intragenic	False	False	core	False	0	4864	False	0	173370	False	0	4864	False	0	861	False	0	861
