gene_id	old_locus_tag	gene_name	chrom	start	end	strand	gff_tss	experimental_tss	tss_source	tss	promoter_4mC_sites	promoter_6mA_sites	promoter_methylated
SC_RS23020	SCO4166		NC_003888.3	4582262	4582519	+	4582262	4582262.0	Jeong2016_dRNA-seq	4582262	0	0	False
SC_RS23035	SCO4169		NC_003888.3	4584106	4584870	+	4584106	4584006.0	Jeong2016_dRNA-seq	4584006	0	0	False
SC_RS23065	SCO4175		NC_003888.3	4588120	4588512	-	4588512	4588580.0	Jeong2016_dRNA-seq	4588580	1	1	True
SC_RS23070	SCO4176		NC_003888.3	4588684	4589526	+	4588684	4588574.0	Jeong2016_dRNA-seq	4588574	0	0	False
SC_RS23075	SCO4177		NC_003888.3	4589508	4589801	+	4589508	4589444.0	Jeong2016_dRNA-seq	4589444	0	0	False
SC_RS23085	SCO4180		NC_003888.3	4590561	4590998	+	4590561	4590561.0	Jeong2016_dRNA-seq	4590561	0	0	False
SC_RS23090	SCO4181	ygfZ	NC_003888.3	4591019	4591984	+	4591019	4591019.0	Jeong2016_dRNA-seq	4591019	0	0	False
SC_RS23095	SCO4182	dtd	NC_003888.3	4592011	4592436	-	4592436	4592529.0	Jeong2016_dRNA-seq	4592529	0	0	False
SC_RS23105	SCO4184		NC_003888.3	4593681	4594349	+	4593681	4593537.0	Jeong2016_dRNA-seq	4593537	0	0	False
SC_RS23115	SCO4186		NC_003888.3	4595605	4596861	+	4595605	4595605.0	Jeong2016_dRNA-seq	4595605	0	0	False
SC_RS23120	SCO4187		NC_003888.3	4597040	4597225	-	4597225	4597299.0	Jeong2016_dRNA-seq	4597299	0	0	False
SC_RS23125	SCO4188		NC_003888.3	4597379	4598290	+	4597379	4597385.0	Jeong2016_dRNA-seq	4597385	0	0	False
SC_RS23130	SCO4189		NC_003888.3	4598300	4598488	-	4598488	4598546.0	Jeong2016_dRNA-seq	4598546	0	0	False
SC_RS23135	SCO4190		NC_003888.3	4598629	4599504	+	4598629	4598523.0	Jeong2016_dRNA-seq	4598523	0	0	False
SC_RS23145	SCO4192		NC_003888.3	4600336	4601412	+	4600336	4600336.0	Jeong2016_dRNA-seq	4600336	0	0	False
SC_RS23150	SCO4193		NC_003888.3	4601530	4602498	+	4601530	4601462.0	Jeong2016_dRNA-seq	4601462	0	0	False
SC_RS23155	SCO4194		NC_003888.3	4602509	4603132	+	4602509	4602509.0	Jeong2016_dRNA-seq	4602509	0	0	False
SC_RS23175	SCO4198		NC_003888.3	4607362	4607787	+	4607362	4607362.0	Jeong2016_dRNA-seq	4607362	0	0	False
SC_RS23185	SCO4200		NC_003888.3	4608565	4608900	+	4608565	4608527.0	Jeong2016_dRNA-seq	4608527	1	1	True
SC_RS23190	SCO4201		NC_003888.3	4609038	4610543	-	4610543	4610678.0	Jeong2016_dRNA-seq	4610678	0	0	False
SC_RS23210	SCO4205		NC_003888.3	4614619	4615125	+	4614619	4614619.0	Jeong2016_dRNA-seq	4614619	0	0	False
SC_RS23215	SCO4206		NC_003888.3	4615154	4615969	-	4615969	4615969.0	Jeong2016_dRNA-seq	4615969	0	0	False
SC_RS23220	SCO4207		NC_003888.3	4616019	4616486	+	4616019	4616019.0	Jeong2016_dRNA-seq	4616019	0	0	False
SC_RS23225	SCO4208		NC_003888.3	4616569	4617858	-	4617858	4617903.0	Jeong2016_dRNA-seq	4617903	0	0	False
SC_RS23230	SCO4209		NC_003888.3	4618020	4618781	+	4618020	4618020.0	Jeong2016_dRNA-seq	4618020	0	0	False
SC_RS23235	SCO4210		NC_003888.3	4618881	4619375	-	4619375	4619401.0	Jeong2016_dRNA-seq	4619401	0	0	False
SC_RS23245	SCO4212		NC_003888.3	4620341	4620667	+	4620341	4620341.0	Jeong2016_dRNA-seq	4620341	0	0	False
SC_RS23250	SCO4213		NC_003888.3	4621124	4622725	+	4621124	4621093.0	Jeong2016_dRNA-seq	4621093	0	0	False
SC_RS23255	SCO4214		NC_003888.3	4622993	4623433	-	4623433	4623623.0	Jeong2016_dRNA-seq	4623623	0	0	False
SC_RS23260	SCO4215		NC_003888.3	4623766	4624524	+	4623766	4623652.0	Jeong2016_dRNA-seq	4623652	0	0	False
SC_RS23265	SCO4216		NC_003888.3	4624587	4624796	-	4624796	4624796.0	Jeong2016_dRNA-seq	4624796	0	0	False
SC_RS23275	SCO4218		NC_003888.3	4625975	4626166	+	4625975	4625942.0	Jeong2016_dRNA-seq	4625942	0	0	False
SC_RS23280	SCO4219		NC_003888.3	4626394	4627158	+	4626394	4626220.0	Jeong2016_dRNA-seq	4626220	0	0	False
SC_RS23285	SCO4220		NC_003888.3	4627348	4627767	-	4627767	4627747.0	Jeong2016_dRNA-seq	4627747	0	0	False
SC_RS23290	SCO4221		NC_003888.3	4627832	4628248	-	4628248	4628248.0	Jeong2016_dRNA-seq	4628248	0	0	False
SC_RS23295	SCO4222		NC_003888.3	4628357	4628737	+	4628357	4628314.0	Jeong2016_dRNA-seq	4628314	0	0	False
SC_RS23310	SCO4225		NC_003888.3	4631073	4631465	-	4631465	4631506.0	Jeong2016_dRNA-seq	4631506	0	0	False
SC_RS23315	SCO4226		NC_003888.3	4631601	4631849	-	4631849	4632008.0	Jeong2016_dRNA-seq	4632008	1	0	True
SC_RS23320	SCO4227		NC_003888.3	4631977	4632132	-	4632132	4632208.0	Jeong2016_dRNA-seq	4632208	0	0	False
SC_RS23325	SCO4228	phoU	NC_003888.3	4632295	4632984	-	4632984	4633053.0	Jeong2016_dRNA-seq	4633053	0	0	False
SC_RS23330	SCO4229		NC_003888.3	4633199	4634479	+	4633199	4633199.0	Jeong2016_dRNA-seq	4633199	0	0	False
SC_RS23340	SCO4231		NC_003888.3	4635317	4636042	-	4636042	4636112.0	Jeong2016_dRNA-seq	4636112	0	0	False
SC_RS23345	SCO4232		NC_003888.3	4636744	4637226	+	4636744	4636723.0	Jeong2016_dRNA-seq	4636723	0	0	False
SC_RS23355	SCO4234	ispF	NC_003888.3	4638344	4638856	+	4638344	4638359.0	Jeong2016_dRNA-seq	4638359	0	1	True
SC_RS23365	SCO4236	rlmB	NC_003888.3	4640855	4641799	+	4640855	4640684.0	Jeong2016_dRNA-seq	4640684	0	0	False
SC_RS23370	SCO4237		NC_003888.3	4641917	4643638	+	4641917	4641923.0	Jeong2016_dRNA-seq	4641923	0	0	False
SC_RS23375	SCO4238		NC_003888.3	4643727	4644464	-	4644464	4644464.0	Jeong2016_dRNA-seq	4644464	0	0	False
SC_RS23380	SCO4239		NC_003888.3	4644506	4644952	-	4644952	4644971.0	Jeong2016_dRNA-seq	4644971	0	0	False
SC_RS23385	SCO4240	msiK	NC_003888.3	4645175	4646311	-	4646311	4646396.0	Jeong2016_dRNA-seq	4646396	0	0	False
SC_RS23450	SCO4252		NC_003888.3	4660813	4661262	-	4661262	4661283.0	Jeong2016_dRNA-seq	4661283	1	1	True
SC_RS23455	SCO4253		NC_003888.3	4661315	4662919	-	4662919	4662950.0	Jeong2016_dRNA-seq	4662950	0	0	False
SC_RS23460	SCO4254		NC_003888.3	4663249	4666119	+	4663249	4663153.0	Jeong2016_dRNA-seq	4663153	0	0	False
SC_RS23470	SCO4256		NC_003888.3	4667076	4668515	+	4667076	4667076.0	Jeong2016_dRNA-seq	4667076	0	0	False
SC_RS23475	SCO4257		NC_003888.3	4668591	4670033	+	4668591	4668591.0	Jeong2016_dRNA-seq	4668591	0	0	False
SC_RS23480	SCO4258		NC_003888.3	4670132	4671589	+	4670132	4670132.0	Jeong2016_dRNA-seq	4670132	0	0	False
SC_RS23490	SCO4260		NC_003888.3	4673692	4674369	-	4674369	4674438.0	Jeong2016_dRNA-seq	4674438	0	0	False
SC_RS23495	SCO4261		NC_003888.3	4674563	4675222	-	4675222	4675329.0	Jeong2016_dRNA-seq	4675329	0	0	False
SC_RS23505	SCO4264		NC_003888.3	4679364	4680245	-	4680245	4680245.0	Jeong2016_dRNA-seq	4680245	0	0	False
SC_RS23510	SCO4265		NC_003888.3	4680295	4681806	-	4681806	4681806.0	Jeong2016_dRNA-seq	4681806	0	1	True
SC_RS23570	SCO4277		NC_003888.3	4692883	4693458	-	4693458	4693488.0	Jeong2016_dRNA-seq	4693488	0	0	False
SC_RS23575	SCO4278	arfB	NC_003888.3	4693616	4694053	+	4693616	4693625.0	Jeong2016_dRNA-seq	4693625	0	0	False
SC_RS23590	SCO4281	cdgB	NC_003888.3	4695536	4697197	+	4695536	4695458.0	Jeong2016_dRNA-seq	4695458	1	0	True
SC_RS23615	SCO4286		NC_003888.3	4701671	4702936	+	4701671	4701628.0	Jeong2016_dRNA-seq	4701628	0	0	False
SC_RS23630	SCO4289		NC_003888.3	4704590	4705072	+	4704590	4704546.0	Jeong2016_dRNA-seq	4704546	0	0	False
SC_RS23645	SCO4292		NC_003888.3	4707339	4708283	-	4708283	4708420.0	Jeong2016_dRNA-seq	4708420	0	0	False
SC_RS23650	SCO4293	thrC	NC_003888.3	4708601	4709893	+	4708601	4708375.0	Jeong2016_dRNA-seq	4708375	1	0	True
SC_RS23660	SCO4295		NC_003888.3	4710584	4710787	+	4710584	4710480.0	Jeong2016_dRNA-seq	4710480	0	0	False
SC_RS23665	SCO4296	groL	NC_003888.3	4711115	4712740	+	4711115	4710964.0	Jeong2016_dRNA-seq	4710964	0	0	False
SC_RS23675	SCO4298		NC_003888.3	4714155	4715696	+	4714155	4714155.0	Jeong2016_dRNA-seq	4714155	0	0	False
SC_RS23685	SCO4300		NC_003888.3	4716003	4716272	-	4716272	4716445.0	Jeong2016_dRNA-seq	4716445	0	0	False
SC_RS23700	SCO4303		NC_003888.3	4717614	4718222	-	4718222	4718222.0	Jeong2016_dRNA-seq	4718222	0	0	False
SC_RS23740	SCO4311		NC_003888.3	4723060	4724157	-	4724157	4724157.0	Jeong2016_dRNA-seq	4724157	0	0	False
SC_RS23750	SCO4313		NC_003888.3	4724955	4725605	+	4724955	4724896.0	Jeong2016_dRNA-seq	4724896	0	0	False
SC_RS23790	SCO4322		NC_003888.3	4734723	4735823	+	4734723	4734770.0	Jeong2016_dRNA-seq	4734770	0	0	False
SC_RS23800	SCO4324		NC_003888.3	4736987	4737265	-	4737265	4737265.0	Jeong2016_dRNA-seq	4737265	0	0	False
SC_RS23805	SCO4325		NC_003888.3	4737441	4737824	+	4737441	4737284.0	Jeong2016_dRNA-seq	4737284	0	1	True
SC_RS23810	SCO4326		NC_003888.3	4737844	4738692	-	4738692	4738692.0	Jeong2016_dRNA-seq	4738692	0	0	False
SC_RS23820	SCO4328		NC_003888.3	4739405	4739914	-	4739914	4739831.0	Jeong2016_dRNA-seq	4739831	0	0	False
SC_RS23830	SCO4330		NC_003888.3	4741698	4742624	+	4741698	4741408.0	Jeong2016_dRNA-seq	4741408	0	0	False
SC_RS23835	SCO4331		NC_003888.3	4742777	4745905	+	4742777	4742721.0	Jeong2016_dRNA-seq	4742721	0	0	False
SC_RS23840	SCO4332		NC_003888.3	4746028	4748436	-	4748436	4748436.0	Jeong2016_dRNA-seq	4748436	1	0	True
SC_RS23845	SCO4333		NC_003888.3	4748536	4748796	-	4748796	4748796.0	Jeong2016_dRNA-seq	4748796	0	0	False
SC_RS23850	SCO4334		NC_003888.3	4749000	4750457	+	4749000	4748911.0	Jeong2016_dRNA-seq	4748911	1	0	True
SC_RS23855	SCO4335		NC_003888.3	4750489	4750677	-	4750677	4750671.0	Jeong2016_dRNA-seq	4750671	0	0	False
SC_RS23860	SCO4336		NC_003888.3	4750828	4751265	+	4750828	4750828.0	Jeong2016_dRNA-seq	4750828	0	0	False
SC_RS23880	SCO4340		NC_003888.3	4754366	4756015	+	4754366	4754335.0	Jeong2016_dRNA-seq	4754335	0	0	False
SC_RS23885	SCO4342		NC_003888.3	4756894	4757403	+	4756894	4756834.0	Jeong2016_dRNA-seq	4756834	0	0	False
SC_RS23895	SCO4345		NC_003888.3	4759042	4759623	+	4759042	4759018.0	Jeong2016_dRNA-seq	4759018	0	0	False
SC_RS23900	SCO4346		NC_003888.3	4759891	4761063	-	4761063	4761063.0	Jeong2016_dRNA-seq	4761063	0	0	False
SC_RS23905	SCO4347		NC_003888.3	4761245	4761673	-	4761673	4761696.0	Jeong2016_dRNA-seq	4761696	1	0	True
SC_RS23925	SCO4351		NC_003888.3	4766995	4767627	+	4766995	4766968.0	Jeong2016_dRNA-seq	4766968	0	0	False
SC_RS23930	SCO4352		NC_003888.3	4767684	4768676	+	4767684	4767684.0	Jeong2016_dRNA-seq	4767684	0	0	False
SC_RS23940	SCO4354		NC_003888.3	4769020	4769613	-	4769613	4769658.0	Jeong2016_dRNA-seq	4769658	0	0	False
SC_RS23965	SCO4359		NC_003888.3	4773118	4774128	+	4773118	4773088.0	Jeong2016_dRNA-seq	4773088	0	0	False
SC_RS23990	SCO4364		NC_003888.3	4777590	4777967	+	4777590	4777590.0	Jeong2016_dRNA-seq	4777590	0	0	False
SC_RS23995	SCO4365		NC_003888.3	4778003	4778245	+	4778003	4778026.0	Jeong2016_dRNA-seq	4778026	0	0	False
SC_RS24000	SCO4366	serC	NC_003888.3	4778229	4779347	-	4779347	4779347.0	Jeong2016_dRNA-seq	4779347	0	0	False
SC_RS24010	SCO4368		NC_003888.3	4782332	4783492	-	4783492	4783492.0	Jeong2016_dRNA-seq	4783492	0	0	False
SC_RS24025	SCO4371		NC_003888.3	4786553	4787116	+	4786553	4786387.0	Jeong2016_dRNA-seq	4786387	0	0	False
SC_RS24035	SCO4373		NC_003888.3	4787839	4788291	-	4788291	4788291.0	Jeong2016_dRNA-seq	4788291	0	0	False
SC_RS24105	SCO4387	pdxH	NC_003888.3	4803479	4804183	-	4804183	4804174.0	Jeong2016_dRNA-seq	4804174	0	0	False
SC_RS24110	SCO4388		NC_003888.3	4804464	4805564	+	4804464	4804313.0	Jeong2016_dRNA-seq	4804313	0	0	False
SC_RS24115	SCO4389		NC_003888.3	4805897	4806772	+	4805897	4805897.0	Jeong2016_dRNA-seq	4805897	0	0	False
SC_RS24140	SCO4394		NC_003888.3	4810836	4811528	+	4810836	4810778.0	Jeong2016_dRNA-seq	4810778	1	0	True
SC_RS24145	SCO4395		NC_003888.3	4812032	4812946	+	4812032	4811627.0	Jeong2016_dRNA-seq	4811627	0	0	False
SC_RS24155	SCO4397		NC_003888.3	4814603	4815394	-	4815394	4815392.0	Jeong2016_dRNA-seq	4815392	0	0	False
SC_RS24160	SCO4398		NC_003888.3	4815510	4816163	-	4816163	4816163.0	Jeong2016_dRNA-seq	4816163	0	0	False
SC_RS24165	SCO4399		NC_003888.3	4816468	4817853	+	4816468	4816308.0	Jeong2016_dRNA-seq	4816308	0	0	False
SC_RS24170	SCO4400		NC_003888.3	4818056	4819708	+	4818056	4817972.0	Jeong2016_dRNA-seq	4817972	0	0	False
SC_RS24180	SCO4402		NC_003888.3	4821200	4821700	+	4821200	4821206.0	Jeong2016_dRNA-seq	4821206	0	1	True
SC_RS24185	SCO4403	purU	NC_003888.3	4821748	4822641	+	4821748	4821748.0	Jeong2016_dRNA-seq	4821748	0	0	False
SC_RS24205	SCO4407		NC_003888.3	4825352	4826125	+	4825352	4825208.0	Jeong2016_dRNA-seq	4825208	0	0	False
SC_RS24215	SCO4409		NC_003888.3	4827365	4827958	-	4827958	4828092.0	Jeong2016_dRNA-seq	4828092	0	0	False
SC_RS24220	SCO4410		NC_003888.3	4828287	4828667	+	4828287	4828105.0	Jeong2016_dRNA-seq	4828105	0	0	False
SC_RS24230	SCO4412		NC_003888.3	4829871	4830347	+	4829871	4829735.0	Jeong2016_dRNA-seq	4829735	0	0	False
SC_RS24245	SCO4415		NC_003888.3	4833116	4833988	+	4833116	4833116.0	Jeong2016_dRNA-seq	4833116	0	0	False
SC_RS24250	SCO4416		NC_003888.3	4834171	4835376	-	4835376	4835376.0	Jeong2016_dRNA-seq	4835376	0	0	False
SC_RS24270	SCO4421		NC_003888.3	4837557	4838192	-	4838192	4838204.0	Jeong2016_dRNA-seq	4838204	0	0	False
SC_RS24275	SCO4422		NC_003888.3	4838327	4839085	+	4838327	4838327.0	Jeong2016_dRNA-seq	4838327	0	0	False
SC_RS24280	SCO4423		NC_003888.3	4839304	4841703	+	4839304	4839212.0	Jeong2016_dRNA-seq	4839212	0	1	True
SC_RS24290	SCO4425		NC_003888.3	4842382	4842573	-	4842573	4842716.0	Jeong2016_dRNA-seq	4842716	0	0	False
SC_RS24295	SCO4426	afsR	NC_003888.3	4842787	4845768	-	4845768	4845857.0	Jeong2016_dRNA-seq	4845857	0	1	True
SC_RS24310	SCO4429		NC_003888.3	4848064	4850667	+	4848064	4847949.0	Jeong2016_dRNA-seq	4847949	0	0	False
SC_RS24315	SCO4430		NC_003888.3	4850742	4851305	+	4850742	4850697.0	Jeong2016_dRNA-seq	4850697	0	0	False
SC_RS24320	SCO4431		NC_003888.3	4851343	4851852	-	4851852	4851852.0	Jeong2016_dRNA-seq	4851852	0	0	False
SC_RS24335	SCO4434		NC_003888.3	4853069	4853965	+	4853069	4853069.0	Jeong2016_dRNA-seq	4853069	1	0	True
SC_RS24345	SCO4436		NC_003888.3	4855250	4855660	+	4855250	4855250.0	Jeong2016_dRNA-seq	4855250	0	0	False
SC_RS24355	SCO4438		NC_003888.3	4857727	4859604	-	4859604	4859674.0	Jeong2016_dRNA-seq	4859674	0	0	False
SC_RS24360	SCO4439		NC_003888.3	4859813	4862452	-	4862452	4862495.0	Jeong2016_dRNA-seq	4862495	0	0	False
SC_RS24365	SCO4440		NC_003888.3	4862642	4863400	+	4862642	4862394.0	Jeong2016_dRNA-seq	4862394	0	0	False
SC_RS24385	SCO4444		NC_003888.3	4865924	4866445	-	4866445	4866445.0	Jeong2016_dRNA-seq	4866445	1	1	True
SC_RS24400	SCO4447		NC_003888.3	4869137	4870225	+	4869137	4869082.0	Jeong2016_dRNA-seq	4869082	0	0	False
SC_RS24415	SCO4450		NC_003888.3	4872011	4872658	+	4872011	4872011.0	Jeong2016_dRNA-seq	4872011	0	0	False
SC_RS24435	SCO4454		NC_003888.3	4876023	4876625	-	4876625	4876625.0	Jeong2016_dRNA-seq	4876625	0	0	False
SC_RS24450	SCO4457		NC_003888.3	4879075	4880076	-	4880076	4880542.0	Jeong2016_dRNA-seq	4880542	0	0	False
SC_RS24465	SCO4460		NC_003888.3	4881601	4882014	+	4881601	4881575.0	Jeong2016_dRNA-seq	4881575	0	0	False
SC_RS24475	SCO4462		NC_003888.3	4882715	4883962	+	4882715	4882655.0	Jeong2016_dRNA-seq	4882655	0	1	True
SC_RS24490	SCO4465		NC_003888.3	4884950	4885462	+	4884950	4884950.0	Jeong2016_dRNA-seq	4884950	0	0	False
SC_RS24505	SCO4469	hemL	NC_003888.3	4886990	4888306	+	4886990	4886913.0	Jeong2016_dRNA-seq	4886913	0	0	False
SC_RS24515	SCO4471		NC_003888.3	4889161	4890459	+	4889161	4889130.0	Jeong2016_dRNA-seq	4889130	0	0	False
SC_RS24530	SCO4474	resB	NC_003888.3	4891996	4893720	+	4891996	4891873.0	Jeong2016_dRNA-seq	4891873	0	0	False
SC_RS24535	SCO4475	ccsB	NC_003888.3	4893909	4895051	+	4893909	4893641.0	Jeong2016_dRNA-seq	4893641	2	0	True
SC_RS24560	SCO4480		NC_003888.3	4899301	4899900	-	4899900	4899948.0	Jeong2016_dRNA-seq	4899948	0	0	False
SC_RS24565	SCO4481		NC_003888.3	4900077	4901975	+	4900077	4899988.0	Jeong2016_dRNA-seq	4899988	0	0	False
SC_RS24570	SCO4482		NC_003888.3	4901972	4902850	-	4902850	4902850.0	Jeong2016_dRNA-seq	4902850	0	0	False
SC_RS24595	SCO4487		NC_003888.3	4905443	4907221	+	4905443	4905405.0	Jeong2016_dRNA-seq	4905405	0	0	False
SC_RS24600	SCO4488		NC_003888.3	4907340	4909220	+	4907340	4907281.0	Jeong2016_dRNA-seq	4907281	0	0	False
SC_RS24605	SCO4489		NC_003888.3	4909224	4909526	-	4909526	4909578.0	Jeong2016_dRNA-seq	4909578	0	0	False
SC_RS24610	SCO4490		NC_003888.3	4909614	4911071	+	4909614	4909614.0	Jeong2016_dRNA-seq	4909614	0	0	False
SC_RS24620	SCO4492		NC_003888.3	4912029	4912679	+	4912029	4912005.0	Jeong2016_dRNA-seq	4912005	0	0	False
SC_RS24630	SCO4494	mqnE	NC_003888.3	4913249	4914412	+	4913249	4913225.0	Jeong2016_dRNA-seq	4913225	0	0	False
SC_RS24640	SCO4496		NC_003888.3	4915292	4915816	+	4915292	4915292.0	Jeong2016_dRNA-seq	4915292	0	0	False
SC_RS24645	SCO4497		NC_003888.3	4915937	4916236	+	4915937	4915902.0	Jeong2016_dRNA-seq	4915902	0	0	False
SC_RS24655	SCO4498		NC_003888.3	4916551	4917873	+	4916551	4916377.0	Jeong2016_dRNA-seq	4916377	0	0	False
SC_RS24660	SCO4499		NC_003888.3	4917934	4918656	+	4917934	4917934.0	Jeong2016_dRNA-seq	4917934	0	0	False
SC_RS24680	SCO4503		NC_003888.3	4923031	4924959	+	4923031	4922615.0	Jeong2016_dRNA-seq	4922615	0	0	False
SC_RS24690	SCO4505		NC_003888.3	4925750	4925953	-	4925953	4926107.0	Jeong2016_dRNA-seq	4926107	0	0	False
SC_RS24695	SCO4506		NC_003888.3	4926246	4927094	+	4926246	4926246.0	Jeong2016_dRNA-seq	4926246	0	0	False
SC_RS24700	SCO4507		NC_003888.3	4927170	4928930	+	4927170	4927138.0	Jeong2016_dRNA-seq	4927138	1	0	True
SC_RS24705	SCO4508		NC_003888.3	4928991	4933568	-	4933568	4933623.0	Jeong2016_dRNA-seq	4933623	0	0	False
SC_RS24710	SCO4509		NC_003888.3	4933854	4934156	+	4933854	4933737.0	Jeong2016_dRNA-seq	4933737	0	0	False
SC_RS24715	SCO4512		NC_003888.3	4935104	4935685	-	4935685	4935729.0	Jeong2016_dRNA-seq	4935729	0	0	False
SC_RS24735	SCO4516		NC_003888.3	4938161	4938472	-	4938472	4938652.0	Jeong2016_dRNA-seq	4938652	0	0	False
SC_RS24750	SCO4519		NC_003888.3	4940966	4941562	+	4940966	4940936.0	Jeong2016_dRNA-seq	4940936	0	0	False
SC_RS24775	SCO4524		NC_003888.3	4945126	4945845	+	4945126	4944934.0	Jeong2016_dRNA-seq	4944934	0	0	False
SC_RS24795	SCO4528		NC_003888.3	4949097	4950017	+	4949097	4949085.0	Jeong2016_dRNA-seq	4949085	0	1	True
SC_RS24820	SCO4533		NC_003888.3	4951930	4952256	+	4951930	4952044.0	Jeong2016_dRNA-seq	4952044	0	0	False
SC_RS24845	SCO4538		NC_003888.3	4956301	4956636	-	4956636	4956800.0	Jeong2016_dRNA-seq	4956800	0	0	False
SC_RS24860	SCO4541		NC_003888.3	4957723	4959303	-	4959303	4959346.0	Jeong2016_dRNA-seq	4959346	0	0	False
SC_RS24865	SCO4542		NC_003888.3	4959382	4959573	-	4959573	4959643.0	Jeong2016_dRNA-seq	4959643	0	0	False
SC_RS24870	SCO4543	whiJ	NC_003888.3	4959584	4960435	-	4960435	4960479.0	Jeong2016_dRNA-seq	4960479	0	0	False
SC_RS24875	SCO4544		NC_003888.3	4960649	4961074	+	4960649	4960539.0	Jeong2016_dRNA-seq	4960539	0	0	False
SC_RS24880	SCO4545		NC_003888.3	4961108	4962022	+	4961108	4961090.0	Jeong2016_dRNA-seq	4961090	0	0	False
SC_RS24885	SCO4546		NC_003888.3	4962128	4962778	+	4962128	4961638.0	Jeong2016_dRNA-seq	4961638	0	0	False
SC_RS24895	SCO4548		NC_003888.3	4964061	4967069	+	4964061	4963995.0	Jeong2016_dRNA-seq	4963995	0	0	False
SC_RS24905	SCO4550	mqnC	NC_003888.3	4967924	4969123	+	4967924	4967883.0	Jeong2016_dRNA-seq	4967883	0	0	False
SC_RS24935	SCO4556		NC_003888.3	4974767	4975462	+	4974767	4974767.0	Jeong2016_dRNA-seq	4974767	0	0	False
SC_RS24945	SCO4558		NC_003888.3	4975855	4976418	-	4976418	4976449.0	Jeong2016_dRNA-seq	4976449	0	0	False
SC_RS24950	SCO4559		NC_003888.3	4976516	4977808	+	4976516	4976468.0	Jeong2016_dRNA-seq	4976468	0	0	False
SC_RS24960	SCO4561		NC_003888.3	4978629	4979462	-	4979462	4979492.0	Jeong2016_dRNA-seq	4979492	1	1	True
SC_RS24965	SCO4562		NC_003888.3	4980274	4980633	+	4980274	4980142.0	Jeong2016_dRNA-seq	4980142	0	0	False
SC_RS25005	SCO4570	nuoI	NC_003888.3	4989407	4990084	+	4989407	4989364.0	Jeong2016_dRNA-seq	4989364	1	0	True
SC_RS25035	SCO4576		NC_003888.3	4996565	4997164	-	4997164	4997195.0	Jeong2016_dRNA-seq	4997195	0	0	False
SC_RS25040	SCO4577	recQ	NC_003888.3	4997397	4999427	+	4997397	4997331.0	Jeong2016_dRNA-seq	4997331	0	0	False
SC_RS25055	SCO4580	fahA	NC_003888.3	5000997	5002253	-	5002253	5002439.0	Jeong2016_dRNA-seq	5002439	0	1	True
SC_RS25070	SCO4583		NC_003888.3	5004917	5005927	+	5004917	5004849.0	Jeong2016_dRNA-seq	5004849	0	0	False
SC_RS25075	SCO4584		NC_003888.3	5006187	5007449	+	5006187	5006081.0	Jeong2016_dRNA-seq	5006081	0	0	False
SC_RS25080	SCO4585		NC_003888.3	5007502	5008485	+	5007502	5007319.0	Jeong2016_dRNA-seq	5007319	0	0	False
SC_RS25095	SCO4588		NC_003888.3	5010296	5011708	+	5010296	5010216.0	Jeong2016_dRNA-seq	5010216	0	0	False
SC_RS25105	SCO4590		NC_003888.3	5012930	5013400	-	5013400	5013400.0	Jeong2016_dRNA-seq	5013400	0	0	False
SC_RS25110	SCO4591		NC_003888.3	5013530	5014102	+	5013530	5013422.0	Jeong2016_dRNA-seq	5013422	0	0	False
SC_RS25130	SCO4595		NC_003888.3	5017427	5019364	-	5019364	5019529.0	Jeong2016_dRNA-seq	5019529	0	0	False
SC_RS25135	SCO4596		NC_003888.3	5019699	5020358	-	5020358	5020446.0	Jeong2016_dRNA-seq	5020446	0	0	False
SC_RS25150	SCO4599		NC_003888.3	5023578	5024018	+	5023578	5023520.0	Jeong2016_dRNA-seq	5023520	0	0	False
SC_RS25200	SCO4609	htpX	NC_003888.3	5033984	5034847	+	5033984	5033866.0	Jeong2016_dRNA-seq	5033866	0	0	False
SC_RS25210	SCO4611		NC_003888.3	5035358	5035951	+	5035358	5035185.0	Jeong2016_dRNA-seq	5035185	0	0	False
SC_RS25220	SCO4613		NC_003888.3	5037414	5037680	+	5037414	5037333.0	Jeong2016_dRNA-seq	5037333	0	0	False
SC_RS25225	SCO4614		NC_003888.3	5037788	5038276	-	5038276	5038378.0	Jeong2016_dRNA-seq	5038378	0	0	False
SC_RS25230	SCOt48		NC_003888.3	5038512	5038593	+	5038512	5038464.0	Jeong2016_dRNA-seq	5038464	0	0	False
SC_RS25295	SCO4627		NC_003888.3	5049197	5049466	-	5049466	5049809.0	Jeong2016_dRNA-seq	5049809	0	0	False
SC_RS25300	SCO4628		NC_003888.3	5049893	5050702	+	5049893	5049876.0	Jeong2016_dRNA-seq	5049876	0	0	False
SC_RS25310	SCO4630		NC_003888.3	5051465	5052373	-	5052373	5052839.0	Jeong2016_dRNA-seq	5052839	0	0	False
SC_RS25315	SCO4631	mcrA	NC_003888.3	5052984	5054666	-	5054666	5054666.0	Jeong2016_dRNA-seq	5054666	0	0	False
SC_RS25320	SCO4632	fxsT	NC_003888.3	5055828	5058728	+	5055828	5055790.0	Jeong2016_dRNA-seq	5055790	0	0	False
SC_RS25330	SCO4633		NC_003888.3	5059025	5059681	-	5059681	5059681.0	Jeong2016_dRNA-seq	5059681	0	0	False
SC_RS25335	SCO4634		NC_003888.3	5059786	5061090	-	5061090	5061557.0	Jeong2016_dRNA-seq	5061557	0	0	False
