locus_tag	gene_name	old_locus_tag	product	tf_family	tf_domains	n_tf_domains	start	end	strand
SC_RS24585			helix-turn-helix transcriptional regulator	HTH (other)	HTH_11	1	4903856	4904881	-
SC_RS24660			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	4917934	4918656	+
SC_RS24870			transcriptional regulator WhiJ	HTH (other)	HTH_31	1	4959584	4960435	-
SC_RS24895			bacterial transcriptional activator domain-containing protein	SARP	BTAD	1	4964061	4967069	+
SC_RS25240			helix-turn-helix transcriptional regulator	HTH (other)	HTH_17	1	5040186	5040371	-
SC_RS25300			GntR family transcriptional regulator	GntR	GntR	1	5049893	5050702	+
SC_RS25495			AfsR/SARP family transcriptional regulator	SARP	BTAD	1	5093313	5093666	-
SC_RS25515			response regulator	Sigma factor	GerE;Response_reg;Sigma70_r4_2	3	5098476	5099108	+
SC_RS25530			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	5102043	5102990	-
SC_RS25555			helix-turn-helix domain-containing protein	HTH (other)	HTH_36	1	5107257	5108129	-
SC_RS25565			helix-turn-helix domain-containing protein	HTH (other)	HTH_31	1	5108924	5109772	+
SC_RS25875			helix-turn-helix domain-containing protein	HTH (other)	HTH_19;HTH_25;HTH_26;HTH_3;HTH_31	5	5157368	5157973	+
SC_RS25930			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	4	5165438	5166505	+
SC_RS25945			RNA polymerase sigma factor	Sigma factor	Sigma70_r2;Sigma70_r4_2	2	5168216	5169475	+
SC_RS25990			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	5178021	5178941	+
SC_RS26125			LuxR C-terminal-related transcriptional regulator	Sigma factor	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2	4	5213402	5214157	+
SC_RS26340			MocR-like pyridoxine biosynthesis transcription factor PdxR	GntR	GntR	1	5267682	5269070	+
SC_RS26410			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	5281448	5282203	-
SC_RS26645			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	5330904	5331857	+
SC_RS26855			RNA polymerase sigma factor SigJ	Sigma factor	Sigma70_r2;Sigma70_r4_2	2	5373018	5373932	+
SC_RS26885			helix-turn-helix domain-containing protein	HTH (other)	HTH_3;HTH_31	2	5377855	5378730	-
SC_RS27045			acyl-CoA-like ligand-binding transcription factor	TetR	TetR_N	1	5414535	5415242	-
SC_RS27485			helix-turn-helix transcriptional regulator	Sigma factor	GerE;Sigma70_r4_2	2	5504937	5507768	-
SC_RS27500			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	5510516	5511115	-
SC_RS27570			TetR family transcriptional regulator ActII	TetR	TetR_N	1	5523183	5523962	-
SC_RS27635			helix-turn-helix domain-containing protein	HTH (other)	HTH_19;HTH_26;HTH_3;HTH_31	4	5536422	5536994	+
SC_RS27640			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	5537246	5538175	-
SC_RS27820			response regulator transcription factor	Sigma factor	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2	4	5580065	5580679	+
SC_RS28225			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	5669080	5669691	+
SC_RS28300			GlxA family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	5683497	5684465	-
SC_RS28370			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	5699058	5699702	+
SC_RS28665			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	5769695	5770348	-
SC_RS28935			response regulator	Response regulator	Response_reg	1	5818975	5819478	+
SC_RS29260			GlxA family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	5885486	5886499	-
SC_RS29270			TetR/AcrR family transcriptional regulator	TetR	TetR_C_11;TetR_N	2	5887579	5888283	-
SC_RS29355			response regulator	Response regulator	Response_reg	1	5907344	5908036	-
SC_RS29460			response regulator	Sigma factor	GerE;Response_reg;Sigma70_r4_2	3	5940593	5941267	+
SC_RS29500			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	5949398	5950312	+
SC_RS29970			IclR family transcriptional regulator NdgR	HTH (other)	HTH_IclR	1	6051099	6051815	-
SC_RS30275			helix-turn-helix domain-containing protein	HTH (other)	HTH_19;HTH_26;HTH_3;HTH_31	4	6111177	6111392	+
SC_RS30400			GntR family transcriptional regulator	GntR	GntR	1	6136289	6137068	-
SC_RS30605			PucR family transcriptional regulator	HTH (other)	HTH_30	1	6180444	6182102	+
SC_RS30635			response regulator	LuxR	GerE;Response_reg	2	6187781	6188494	+
SC_RS30970			HAMP domain-containing protein	Response regulator	Response_reg	1	6279265	6284754	+
SC_RS30975			response regulator	Response regulator	Response_reg	1	6285256	6285930	+
SC_RS31040			AraC family transcriptional regulator	AraC	AraC_binding;HTH_18	2	6301456	6302322	+
SC_RS31165			response regulator	LuxR	GerE;Response_reg	2	6322367	6323026	+
SC_RS31335			sporulation transcriptional regulator WhiH	GntR	FCD;GntR	2	6366349	6367236	+
SC_RS31370			response regulator	LuxR	GerE;Response_reg	2	6375020	6375709	+
SC_RS31385			response regulator	MarR	HTH_11;HTH_20;HTH_24;HTH_29;HTH_IclR;MarR_2;Response_reg	7	6377983	6378663	-
SC_RS31445			GntR family transcriptional regulator	GntR	FCD;GntR	2	6393195	6393890	+
SC_RS31780			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	6473606	6474202	+
SC_RS31810			LysR substrate-binding domain-containing protein	LysR	HTH_1;LysR_substrate	2	6481608	6482600	-
SC_RS31955			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	6509216	6509833	+
SC_RS32000			TetR-like C-terminal domain-containing protein	TetR	TetR_C_11;TetR_N	2	6519692	6520303	+
SC_RS32055			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	6532428	6533018	-
SC_RS32590			substrate-binding domain-containing protein	Other regulatory	Peripla_BP_1;Peripla_BP_4	2	6661975	6662988	-
SC_RS32595			transcriptional regulator CprB	TetR	TetR_N	1	6663344	6663991	+
SC_RS32840			helix-turn-helix transcriptional regulator	HTH (other)	HTH_18	1	6724307	6724990	+
SC_RS32850			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	6725692	6726270	-
SC_RS33015			helix-turn-helix transcriptional regulator	HTH (other)	HTH_24	1	6753801	6754784	-
SC_RS33045			GntR family transcriptional regulator	GntR	FCD;GntR	2	6761595	6762416	+
SC_RS33060			response regulator	Sigma factor	GerE;Response_reg;Sigma70_r4_2	3	6765623	6766405	-
SC_RS33095			PucR family transcriptional regulator	HTH (other)	HTH_30	1	6771761	6773470	-
SC_RS33215			ATP-binding protein	LuxR	GerE	1	6800241	6803072	-
SC_RS33220			helix-turn-helix transcriptional regulator	LuxR	GerE	1	6803232	6804071	-
SC_RS33445			RNA polymerase sigma factor SigJ	Sigma factor	Sigma70_r2;Sigma70_r4_2	2	6862307	6863275	-
SC_RS33520			response regulator transcription factor	LuxR	GerE;Response_reg	2	6876381	6877070	+
SC_RS33530			myo-inositol degradation transcriptional regulator	GntR	GntR;HTH_IclR;MarR_2	3	6878304	6879041	+
SC_RS33535			sugar ABC transporter substrate-binding protein	Other regulatory	Peripla_BP_1;Peripla_BP_4	2	6879297	6880301	+
SC_RS33680			ScbR family autoregulator-binding transcription factor	TetR	TetR_N	1	6945705	6946379	-
SC_RS33745			TetR/AcrR family transcriptional regulator	TetR	HTH_31;TetR_C_6;TetR_N	3	6958987	6959844	-
SC_RS33790			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	6968600	6969571	+
SC_RS33845			ScbR family autoregulator-binding transcription factor	TetR	TetR_N	1	6983231	6983887	-
SC_RS33895			LuxR C-terminal-related transcriptional regulator	Sigma factor	GerE;Sigma70_r4_2	2	6991755	6994433	-
SC_RS34030			response regulator	Sigma factor	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2	4	7024013	7024681	+
SC_RS34235			ATP-dependent Clp protease ATP-binding subunit	Sigma factor	Sigma54_activat	1	7073756	7076284	-
SC_RS34260			PucR family transcriptional regulator	HTH (other)	HTH_30	1	7079908	7081521	+
SC_RS34370			cupin domain-containing protein	AraC	AraC_binding	1	7117871	7118257	+
SC_RS34490			ArsR/SmtB family transcription factor	HTH (other)	HTH_20;HTH_5	2	7147028	7147390	-
SC_RS34785			helix-turn-helix domain-containing protein	HTH (other)	HTH_18;HTH_AraC	2	7208891	7209373	+
SC_RS34795			RNA polymerase sigma factor SigF	Sigma factor	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	4	7210082	7210882	+
SC_RS34890			helix-turn-helix domain-containing protein	HTH (other)	HTH_3;HTH_31	2	7232761	7233579	-
SC_RS34960			Lrp/AsnC family transcriptional regulator	MarR	AsnC_trans_reg;HTH_24;MarR_2	3	7252536	7253519	+
SC_RS35195			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	7319193	7319846	-
SC_RS35345			helix-turn-helix domain-containing protein	HTH (other)	HTH_31	1	7357519	7358352	+
SC_RS35505			helix-turn-helix transcriptional regulator	AraC	AraC_binding;HTH_18;HTH_AraC	3	7402846	7403751	+
SC_RS35520			response regulator	LuxR	GerE;Response_reg	2	7407798	7408466	-
SC_RS35530			IclR family transcriptional regulator	HTH (other)	HTH_IclR	1	7409712	7410506	-
SC_RS35610			two-component system response regulator RamR	LuxR	GerE	1	7426396	7427004	-
SC_RS35750			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	4	7467726	7468784	+
SC_RS35855			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	7487571	7488326	-
SC_RS35915			GlxA family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	7503189	7504166	+
SC_RS36035			helix-turn-helix domain-containing protein	HTH (other)	HTH_3;HTH_31	2	7529043	7529657	+
SC_RS36075			TetR/AcrR family transcriptional regulator	TetR	TetR_C_7;TetR_N	2	7536362	7537048	-
SC_RS36100			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	7541642	7542313	-
SC_RS36230			ArsR/SmtB family transcription factor	HTH (other)	HTH_20;HTH_5	2	7570606	7570968	-
SC_RS36250			ArsR/SmtB family transcription factor	HTH (other)	HTH_20;HTH_5	2	7574420	7574779	+
SC_RS36340			ArsR/SmtB family transcription factor	HTH (other)	HTH_20;HTH_5	2	7601654	7602007	+
SC_RS36370			ArsR/SmtB family transcription factor	HTH (other)	HTH_20;HTH_5	2	7606744	7607052	+
SC_RS36955			helix-turn-helix domain-containing protein	HTH (other)	HTH_31	1	7713425	7714828	+
SC_RS37110			sugar ABC transporter substrate-binding protein	Other regulatory	Peripla_BP_1;Peripla_BP_4	2	7746957	7747979	+
SC_RS37145			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_4	2	7753893	7754939	+
SC_RS37305			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	4	7797371	7798381	-
SC_RS37500			PadR family transcriptional regulator	PadR	PadR	1	7844184	7844771	+
SC_RS37895			helix-turn-helix transcriptional regulator	LuxR	GerE	1	7925356	7928127	+
SC_RS37925			helix-turn-helix transcriptional regulator	HTH (other)	HTH_31	1	7934492	7935322	+
SC_RS37940			helix-turn-helix transcriptional regulator	LuxR	GerE	1	7936673	7939486	+
SC_RS37950			MarR family winged helix-turn-helix transcriptional regulator	MarR	HTH_IclR;MarR;MarR_2	3	7940566	7941048	+
SC_RS37955			ArsR/SmtB family transcription factor	HTH (other)	HTH_20;HTH_5	2	7941058	7941408	+
SC_RS38085			ATP-binding protein	LuxR	GerE;HTH_38	2	7969712	7972438	+
SC_RS38325			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8027802	8028512	-
SC_RS38610			helix-turn-helix domain-containing protein	HTH (other)	HTH_3;HTH_31	2	8086495	8086968	+
SC_RS38690			ATP-binding protein	LuxR	GerE	1	8100524	8103490	-
SC_RS38785			SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	4	8120541	8121440	+
SC_RS38850			HAMP domain-containing protein	Response regulator	Response_reg	1	8134767	8138762	-
SC_RS38920			SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	4	8154965	8155756	-
SC_RS39010			helix-turn-helix domain-containing protein	HTH (other)	HTH_30;HTH_8	2	8173887	8175416	+
SC_RS39260			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	4	8225904	8226962	+
SC_RS39370			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	8246125	8247111	+
SC_RS39395			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	8252589	8253524	+
SC_RS39685			AraC family transcriptional regulator	AraC	AraC_binding;HTH_18	2	8308924	8309703	+
SC_RS39690			GntR family transcriptional regulator	GntR	FCD;GntR	2	8309894	8310544	-
SC_RS39760			GlxA family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	8326492	8327448	-
SC_RS39790			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8333583	8334140	-
SC_RS39815			ATP-dependent Clp protease ATP-binding subunit	Sigma factor	Sigma54_activat	1	8339604	8342117	+
SC_RS40010			IclR family transcriptional regulator	HTH (other)	HTH_20;HTH_5;HTH_IclR	3	8385161	8385997	-
SC_RS40190			MurR/RpiR family transcriptional regulator	HTH (other)	HTH_6	1	8425073	8426008	+
SC_RS40270			helix-turn-helix domain-containing protein	HTH (other)	HTH_31	1	8442864	8443736	+
SC_RS40390			MarR family winged helix-turn-helix transcriptional regulator	MarR	MarR;MarR_2	2	8468385	8468807	+
SC_RS40395			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	8468827	8469810	-
SC_RS40420			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8473207	8473920	+
SC_RS40655			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8531016	8531588	+
SC_RS40705			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8541365	8542072	+
SC_RS40730			MarR family winged helix-turn-helix transcriptional regulator	MarR	HTH_27;MarR_2	2	8545444	8545872	+
SC_RS40745			response regulator	Sigma factor	GerE;Response_reg;Sigma70_r4_2	3	8548323	8549003	+
SC_RS40780			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8553428	8554087	-
SC_RS40805			transcriptional regulator	HTH (other)	HTH_31	1	8558433	8559848	-
SC_RS40820			MarR family winged helix-turn-helix transcriptional regulator	MarR	HTH_27;MarR;MarR_2	3	8562591	8563058	-
SC_RS40850			telomere-associated protein Tap	HTH (other)	HTH_3;HTH_31	2	8567132	8569351	+
SC_RS40860			AraC family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	8569962	8570174	+
SC_RS40895			MarR family winged helix-turn-helix transcriptional regulator	MarR	MarR;MarR_2	2	8577403	8577879	+
SC_RS40985			MarR family winged helix-turn-helix transcriptional regulator	MarR	MarR;MarR_2	2	8595004	8595444	+
SC_RS40995			helix-turn-helix transcriptional regulator	HTH (other)	HTH_3;HTH_31	2	8596583	8597410	-
SC_RS41050			IclR family transcriptional regulator	MarR	HTH_IclR;MarR_2	2	8605797	8606564	+
SC_RS41060			helix-turn-helix domain-containing protein	HTH (other)	HTH_18;HTH_AraC	2	8607539	8608480	+
SC_RS41130			TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	TetR_N	1	8618313	8618951	+
SC_RS41190			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8628356	8628988	-
SC_RS01695			AraC family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	321944	322858	+
SC_RS01545			helix-turn-helix domain-containing protein	HTH (other)	HTH_31	1	295502	296374	-
SC_RS00480			GntR family transcriptional regulator	GntR	GntR	1	89274	90032	-
SC_RS00780			RNA polymerase sigma factor	Sigma factor	Sigma70_r4_2	1	145658	146182	-
SC_RS00830			sigma-70 family RNA polymerase sigma factor	Sigma factor	Sigma70_r4;Sigma70_r4_2	2	156182	156988	-
SC_RS00975			helix-turn-helix domain-containing protein	HTH (other)	HTH_31	1	178957	179805	+
SC_RS01210			helix-turn-helix transcriptional regulator	HTH (other)	HTH_31	1	232923	233864	+
SC_RS01265			ArsR/SmtB family transcription factor	HTH (other)	HTH_20	1	242698	243033	+
SC_RS01285			ScbR family autoregulator-binding transcription factor	TetR	TetR_N	1	246362	247006	-
SC_RS01305			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	250406	251017	+
SC_RS03330			DeoR/GlpR family DNA-binding transcription regulator	DeoR	DeoRC;HTH_DeoR	2	272898	273656	+
SC_RS08525			helix-turn-helix domain-containing protein	HTH (other)	HTH_19;HTH_26;HTH_3;HTH_31	4	1388876	1389448	-
SC_RS09855			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	1678678	1679229	-
SC_RS10220			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3	3	1756624	1757634	+
SC_RS13625			TetR family transcriptional regulator	TetR	TetR_N	1	2490268	2490921	+
SC_RS13825			response regulator transcription factor	LuxR	GerE;Response_reg	2	2526064	2526708	-
SC_RS13925			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	2548784	2549293	-
SC_RS16095			response regulator transcription factor	Response regulator	Response_reg;Trans_reg_C	2	3059223	3059927	-
SC_RS16475			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	3129646	3130077	+
SC_RS17075			TetR/AcrR family transcriptional regulator	TetR	TetR_C_11;TetR_N	2	3261641	3262273	-
SC_RS17795			response regulator transcription factor	LuxR	GerE;Response_reg	2	3434985	3435764	-
SC_RS22490			response regulator transcription factor	LuxR	GerE;Response_reg	2	4466063	4466677	-
SC_RS23725			MurR/RpiR family transcriptional regulator	HTH (other)	HTH_6	1	4721346	4722335	-
SC_RS24570			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	4901972	4902850	-
SC_RS26700			SigE family RNA polymerase sigma factor	Sigma factor	Sigma70_r2;Sigma70_r4;Sigma70_r4_2	3	5340411	5341142	+
SC_RS31020			ArsR/SmtB family transcription factor	HTH (other)	HTH_20	1	6294435	6294824	+
SC_RS31630			AfsR/SARP family transcriptional regulator	SARP	BTAD;Trans_reg_C	2	6432812	6433618	+
SC_RS33690			AfsR/SARP family transcriptional regulator	SARP	BTAD;Trans_reg_C	2	6947569	6948414	+
SC_RS33720			GntR family transcriptional regulator	GntR	FCD;GntR	2	6953679	6954356	-
SC_RS37710			MarR family winged helix-turn-helix transcriptional regulator	MarR	MarR;MarR_2	2	7887694	7888179	-
SC_RS37750			RNA polymerase sigma-70 factor	Sigma factor	Sigma70_r2;Sigma70_r4_2	2	7895116	7896042	-
SC_RS39325			MarR family winged helix-turn-helix transcriptional regulator	MarR	MarR;MarR_2	2	8238976	8239428	+
SC_RS39890			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	8359236	8360183	+
SC_RS39960			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8373973	8374590	-
SC_RS40125			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	8410259	8410624	-
SC_RS40675			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	8534142	8535239	-
SC_RS09100			Lrp/AsnC family transcriptional regulator	Lrp	AsnC_trans_reg;HTH_24	2	1521620	1522060	-
SC_RS22100			helix-turn-helix domain-containing protein	HTH (other)	HTH_17	1	4390643	4390861	+
SC_RS03185			TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	TetR_N	1	242203	242766	+
SC_RS03195			sigma-54-dependent Fis family transcriptional regulator	HTH (other)	HTH_50;HTH_8	2	243936	245759	-
SC_RS03710			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3	3	364559	365602	-
SC_RS22135			SigE family RNA polymerase sigma factor	Sigma factor	Sigma70_r2;Sigma70_r4;Sigma70_r4_2	3	4397767	4398372	+
SC_RS22220			response regulator transcription factor	Response regulator	Response_reg;Trans_reg_C	2	4415204	4415944	+
SC_RS07125			TetR/AcrR family transcriptional regulator	TetR	TetR_C_13;TetR_N	2	1092334	1092897	+
SC_RS24095			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	4802192	4802821	+
SC_RS24560			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	4899301	4899900	-
SC_RS20295			GbsR/MarR family transcriptional regulator	MarR	MarR;MarR_2	2	4009793	4010302	-
SC_RS23155			TetR family transcriptional regulator	TetR	TetR_N	1	4602509	4603132	+
SC_RS39410			TetR/AcrR family transcriptional regulator	TetR	TetR_C_13;TetR_N	2	8255351	8255941	+
SC_RS39835			helix-turn-helix transcriptional regulator	HTH (other)	HTH_11	1	8346301	8347302	-
SC_RS13080			MarR family transcriptional regulator	MarR	MarR;MarR_2	2	2373706	2374182	+
SC_RS02745			sigma-70 family RNA polymerase sigma factor	Sigma factor	Sigma70_r2;Sigma70_r4_2	2	148225	149184	+
SC_RS20465			helix-turn-helix transcriptional regulator	LuxR	GerE	1	4045944	4046981	-
SC_RS05550			MurR/RpiR family transcriptional regulator	HTH (other)	HTH_6	1	768450	769367	+
SC_RS18150			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	3515302	3515955	-
SC_RS18960			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	3725586	3726185	+
SC_RS39915			ROK family transcriptional regulator	HTH (other)	HTH_24	1	8365625	8366890	+
SC_RS36085			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	7538739	7539902	-
SC_RS26970			MarR family winged helix-turn-helix transcriptional regulator	MarR	MarR;MarR_2	2	5396005	5396511	-
SC_RS03465			TetR/AcrR family transcriptional regulator	TetR	TetR_C_8;TetR_N	2	306816	307460	-
SC_RS11550			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	2038269	2038841	-
SC_RS09950			aminotransferase-like domain-containing protein	GntR	GntR	1	1696856	1698334	-
SC_RS26480			RNA polymerase sigma factor	Sigma factor	Sigma70_r2;Sigma70_r4_2	2	5292481	5293098	+
SC_RS25540			helix-turn-helix transcriptional regulator	HTH (other)	HTH_11	1	5104850	5105851	-
SC_RS33985			response regulator transcription factor	Response regulator	Response_reg;Trans_reg_C	2	7016283	7016945	-
SC_RS26760			DeoR/GlpR family DNA-binding transcription regulator	DeoR	DeoRC;HTH_11;HTH_DeoR	3	5354193	5355182	+
SC_RS37360			LacI family DNA-binding transcriptional regulator	LacI	HTH_31;LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	5	7812783	7813832	-
SC_RS19375			RNA polymerase sigma factor	Sigma factor	Sigma70_ECF;Sigma70_r2;Sigma70_r4;Sigma70_r4_2	4	3810669	3811226	-
SC_RS38950			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8161308	8161964	+
SC_RS06215			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	904019	904747	+
SC_RS10470			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	1810631	1811224	-
SC_RS23925			recombinase family protein	HTH (other)	HTH_22;HTH_7	2	4766995	4767627	+
SC_RS15360			ROK family transcriptional regulator	MarR	HTH_24;MarR_2	2	2888309	2889526	+
SC_RS02325			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	4	47789	48844	-
SC_RS02820			pyridoxamine 5'-phosphate oxidase family protein	HTH (other)	HTH_19;HTH_25;HTH_3;HTH_31	4	164023	164931	-
SC_RS03250			helix-turn-helix domain-containing protein	HTH (other)	HTH_18	1	254332	255198	-
SC_RS03630			GntR family transcriptional regulator	GntR	FCD;GntR;HTH_23;HTH_28;HTH_29;HTH_32	6	348206	349381	+
SC_RS04675			response regulator transcription factor	Response regulator	Response_reg;Trans_reg_C	2	592306	592995	-
SC_RS07300			MarR family winged helix-turn-helix transcriptional regulator	MarR	HTH_24;HTH_27;HTH_IclR;MarR;MarR_2	5	1129716	1130108	-
SC_RS07840			FadR/GntR family transcriptional regulator	GntR	FCD;GntR	2	1241559	1242302	+
SC_RS13675			GlxA family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	2499573	2500565	-
SC_RS19360			Crp/Fnr family transcriptional regulator	MarR	HTH_Crp_2;MarR_2	2	3809247	3809876	-
SC_RS19650			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	4	3873639	3874676	+
SC_RS20835			response regulator transcription factor	Response regulator	Response_reg;Trans_reg_C	2	4112648	4113550	-
SC_RS22750			BTAD domain-containing putative transcriptional regulator	SARP	BTAD;Trans_reg_C	2	4517961	4521269	+
SC_RS23025			TetR family transcriptional regulator	TetR	TetR_N	1	4582548	4583180	-
SC_RS23300			AraC family transcriptional regulator	HTH (other)	HTH_18	1	4628765	4629634	-
SC_RS24370			helix-turn-helix domain-containing protein	HTH (other)	HTH_19;HTH_3;HTH_31	3	4863650	4864507	+
SC_RS24490			PadR family transcriptional regulator	PadR	PadR	1	4884950	4885462	+
SC_RS25650			IS481-like element IS1649 family transposase	HTH (other)	HTH_23;HTH_28;HTH_32	3	5122899	5123855	+
SC_RS26210			helix-turn-helix domain-containing protein	Sigma factor	HTH_3;HTH_31;Sigma70_r4_2	3	5237203	5238327	-
SC_RS26290			XRE family transcriptional regulator	HTH (other)	HTH_31	1	5255754	5257154	+
SC_RS26875			TetR family transcriptional regulator	TetR	TetR_N	1	5375964	5376623	-
SC_RS27250			AraC-like ligand-binding domain-containing protein	AraC	AraC_binding_2;HTH_18;HTH_AraC	3	5452583	5453623	+
SC_RS28395			RNA polymerase sigma factor SigF	Sigma factor	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	4	5704007	5705071	-
SC_RS29715			helix-turn-helix transcriptional regulator	LuxR	GerE	1	5992585	5995740	+
SC_RS30290			helix-turn-helix transcriptional regulator	HTH (other)	HTH_19;HTH_3;HTH_31	3	6115100	6115315	+
SC_RS32835			AraC family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	6723358	6724296	+
SC_RS32895			helix-turn-helix domain-containing protein	HTH (other)	HTH_3;HTH_31	2	6730923	6731741	-
SC_RS34035			response regulator transcription factor	Response regulator	Response_reg;Trans_reg_C	2	7024745	7025473	-
SC_RS36305			ArsR/SmtB family transcription factor	HTH (other)	HTH_20;HTH_5	2	7588044	7588445	+
SC_RS37190			LuxR family transcriptional regulator AbsR2	Sigma factor	GerE;Sigma70_r4_2	2	7760977	7762803	+
SC_RS37390			PucR family transcriptional regulator	HTH (other)	HTH_30	1	7820139	7821785	-
SC_RS38730			TetR/AcrR family transcriptional regulator	TetR	TetR_C_6;TetR_N	2	8111024	8111647	+
SC_RS41225			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	8634834	8635487	+
SC_RS41235			helix-turn-helix transcriptional regulator	HTH (other)	HTH_3;HTH_31	2	8636400	8637257	-
SC_RS41345			Mu transposase C-terminal domain-containing protein	HTH (other)	HTH_32	1	8658201	8660354	-
SC_RS02455			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	75916	76893	+
SC_RS13430			response regulator transcription factor	Sigma factor	GerE;Response_reg;Sigma70_r4_2	3	2450354	2451016	-
SC_RS28915			helix-turn-helix transcriptional regulator	HTH (other)	HTH_17	1	5816431	5816601	+
SC_RS37910			ATP-binding protein	LuxR	GerE	1	7929510	7932251	-
SC_RS02680			TetR/AcrR family transcriptional regulator	TetR	TetR_N	1	136683	137183	+
SC_RS24575			cupin domain-containing protein	AraC	AraC_binding	1	4902931	4903482	+
