gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term
SC_RS17040	SCO2987		protein_coding	NC_003888.3	3257116	3257622	+	MarR family winged helix-turn-helix transcriptional regulator	WP_011028699.1	GO:0006355,GO:0003700
SC_RS17045	SCO2988	galE	protein_coding	NC_003888.3	3257700	3258680	+	UDP-glucose 4-epimerase GalE	WP_003975823.1	GO:0006012,GO:0003978
SC_RS17050	SCO2989		protein_coding	NC_003888.3	3258693	3259130	-	glutaredoxin domain-containing protein	WP_003975822.1	GO:0015035
SC_RS17055	SCO2990		protein_coding	NC_003888.3	3259127	3259738	-	DinB family protein	WP_003975821.1	
SC_RS17060	SCO2991		protein_coding	NC_003888.3	3259735	3260529	-	hypothetical protein	WP_202492469.1	
SC_RS17065	SCO2992		protein_coding	NC_003888.3	3260554	3260949	-	GNAT family N-acetyltransferase	WP_161270067.1	GO:0008080
SC_RS17070	SCO2993		protein_coding	NC_003888.3	3261065	3261601	+	nucleoside/nucleotide kinase family protein	WP_003975818.1	
SC_RS17075	SCO2994		protein_coding	NC_003888.3	3261641	3262273	-	TetR/AcrR family transcriptional regulator	WP_016326371.1	GO:0006355,GO:0003677,GO:0003700
SC_RS17080	SCO2995		protein_coding	NC_003888.3	3262446	3263402	+	ABC transporter permease	WP_003975816.1	GO:0055085,GO:0042626,GO:0140359,GO:0016020,GO:0043190
SC_RS17085	SCO2996		protein_coding	NC_003888.3	3263395	3264306	+	ABC transporter ATP-binding protein	WP_161270068.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359
SC_RS17090	SCO2997		protein_coding	NC_003888.3	3264435	3266675	+	CDP-glycerol glycerophosphotransferase family protein	WP_011028705.1	GO:0019350,GO:0071555,GO:0047355
SC_RS17095	SCO2998		protein_coding	NC_003888.3	3266672	3268393	+	glycosyltransferase family 2 protein	WP_011028706.1	GO:0016757
SC_RS17100	SCO2999		protein_coding	NC_003888.3	3268611	3273572	-	NAD-glutamate dehydrogenase	WP_011028707.1	GO:0004352
SC_RS17105	SCO3000		protein_coding	NC_003888.3	3274075	3274746	-	HAD family hydrolase	WP_011028708.1	GO:0016787
SC_RS17110	SCO3001		protein_coding	NC_003888.3	3274805	3275308	-	DUF6912 family protein	WP_011028709.1	
SC_RS17115	SCO3003		protein_coding	NC_003888.3	3275599	3275841	-	hypothetical protein	WP_016326375.1	
SC_RS17120	SCO3004		protein_coding	NC_003888.3	3276479	3276748	+	Rv3235 family protein	WP_003975808.1	
SC_RS17125	SCO3005	secA	protein_coding	NC_003888.3	3276877	3279720	-	preprotein translocase subunit SecA	WP_003975807.1	GO:0006605,GO:0006886,GO:0017038,GO:0005524
SC_RS17130	SCO3006		protein_coding	NC_003888.3	3280002	3280577	+	GNAT family N-acetyltransferase	WP_011028711.1	GO:0008080,GO:0016746
SC_RS17135	SCO3007		protein_coding	NC_003888.3	3280662	3281837	+	winged helix-turn-helix domain-containing protein	WP_011028712.1	GO:0003677
SC_RS17140	SCO3008		protein_coding	NC_003888.3	3281872	3282630	-	response regulator	WP_003975804.1	GO:0000160
SC_RS17145	SCO3009	hpf	protein_coding	NC_003888.3	3282859	3283551	-	ribosome hibernation-promoting factor, HPF/YfiA family	WP_016326377.1	GO:0045182,GO:0005840
SC_RS17150	SCO3010		protein_coding	NC_003888.3	3283865	3284812	-	ComF family protein	WP_011028713.1	GO:0030420
SC_RS17155	SCO3011		protein_coding	NC_003888.3	3284985	3286832	-	LpqB family beta-propeller domain-containing protein	WP_011028714.1	
SC_RS17160	SCO3012	mtrB	protein_coding	NC_003888.3	3286822	3288888	-	two-component system sensor histidine kinase MtrB	WP_011028715.1	
SC_RS17165	SCO3013	mtrA	protein_coding	NC_003888.3	3288890	3289579	-	two-component system response regulator MtrA	WP_003975799.1	
SC_RS17170	SCO3014	mtnA	protein_coding	NC_003888.3	3289584	3290726	-	S-methyl-5-thioribose-1-phosphate isomerase	WP_011028716.1	GO:0019509,GO:0046523
SC_RS17175	SCO3015		protein_coding	NC_003888.3	3290867	3292255	+	glycerophosphoryl diester phosphodiesterase membrane domain-containing protein	WP_003975797.1	
SC_RS17180	SCO3016		protein_coding	NC_003888.3	3292290	3293012	+	DUF4129 domain-containing protein	WP_238363728.1	
SC_RS17185	SCO3017		protein_coding	NC_003888.3	3293009	3294226	+	DUF4350 domain-containing protein	WP_161270072.1	
SC_RS17190	SCO3018		protein_coding	NC_003888.3	3294223	3295215	+	AAA family ATPase	WP_016326385.1	GO:0005524,GO:0016887
SC_RS17195	SCO3019		protein_coding	NC_003888.3	3295215	3296525	+	DUF58 domain-containing protein	WP_011028719.1	
SC_RS17200	SCOr07	rrf	rRNA	NC_003888.3	3296632	3296748	-			
SC_RS17205	SCOr08		rRNA	NC_003888.3	3296833	3299954	-			
SC_RS17210	SCOr09		rRNA	NC_003888.3	3300233	3301759	-			
SC_RS17215	SCO3020		protein_coding	NC_003888.3	3302319	3303326	-	stage II sporulation protein M	WP_003975791.1	GO:0030435,GO:0042173,GO:1901893
SC_RS17220	SCO3021		protein_coding	NC_003888.3	3303453	3304409	+	RDD family protein	WP_003975790.1	GO:0005886
SC_RS17225	SCO3022		protein_coding	NC_003888.3	3304430	3305044	-	hypothetical protein	WP_003975789.1	
SC_RS17230	SCO3023	ahcY	protein_coding	NC_003888.3	3305155	3306612	-	adenosylhomocysteinase	WP_003975788.1	GO:0006730,GO:0004013
SC_RS17235	SCO3024		protein_coding	NC_003888.3	3306886	3307866	-	cation diffusion facilitator family transporter	WP_011028720.1	GO:0006812,GO:0055085,GO:0008324,GO:0016020
SC_RS17240	SCO3025	manA	protein_coding	NC_003888.3	3307981	3309132	-	mannose-6-phosphate isomerase, class I	WP_003975786.1	GO:0005975,GO:0004476,GO:0008270
SC_RS17245	SCO3026		protein_coding	NC_003888.3	3309183	3310310	-	SIS domain-containing protein	WP_003975785.1	GO:0005975,GO:0004347,GO:0004476
SC_RS17250	SCO3027		protein_coding	NC_003888.3	3310398	3310568	-	Trm112 family protein	WP_003975784.1	
SC_RS17255	SCO3028		protein_coding	NC_003888.3	3310820	3312184	-	phosphomannomutase/phosphoglucomutase	WP_011028721.1	GO:0005975,GO:0016868
SC_RS17260	SCO3029		protein_coding	NC_003888.3	3312276	3313892	-	L-lactate permease	WP_011028722.1	GO:0015727,GO:0015129,GO:0015295,GO:0005886
SC_RS17265	SCO3030		protein_coding	NC_003888.3	3314042	3314464	-	DUF3499 domain-containing protein	WP_003975781.1	
SC_RS17270	SCO3031		protein_coding	NC_003888.3	3314759	3315211	+	metallopeptidase family protein	WP_063628643.1	
SC_RS17275	SCO3032		protein_coding	NC_003888.3	3315241	3316761	-	DUF5719 family protein	WP_011028724.1	
SC_RS17280	SCO3033		protein_coding	NC_003888.3	3316758	3320564	-	glycosyltransferase family 2 protein	WP_011028725.1	GO:0009101,GO:0016757
SC_RS17285	SCO3034		protein_coding	NC_003888.3	3320753	3321016	-	WhiB family transcriptional regulator	WP_003975777.1	GO:0003677,GO:0046872,GO:0051536,GO:0051539
SC_RS17290	SCO3035		protein_coding	NC_003888.3	3321701	3322195	+	cysteine dioxygenase	WP_011028726.1	GO:0008198,GO:0017172
SC_RS17295	SCO3036	cofD	protein_coding	NC_003888.3	3322266	3323225	+	2-phospho-L-lactate transferase	WP_003975775.1	GO:0000287,GO:0043743
SC_RS17300	SCO3037		protein_coding	NC_003888.3	3323222	3324553	+	coenzyme F420-0:L-glutamate ligase	WP_011028727.1	GO:0043773,GO:0046872
SC_RS17305	SCO3038		protein_coding	NC_003888.3	3324630	3325610	+	DNA-3-methyladenine glycosylase family protein	WP_011028728.1	GO:0006281,GO:0019104,GO:0032993
SC_RS17310	SCO3039	manB	protein_coding	NC_003888.3	3325773	3326855	-	mannose-1-phosphate guanylyltransferase	WP_011028729.1	GO:0004475
SC_RS17315	SCO3040		protein_coding	NC_003888.3	3326959	3328209	-	peptidoglycan recognition protein family protein	WP_011028730.1	GO:0045087,GO:0008745,GO:0016019,GO:0042834,GO:0046872
SC_RS17320	SCO3041		protein_coding	NC_003888.3	3328349	3329113	+	TIGR03089 family protein	WP_016326394.1	
SC_RS17325	SCO3042		protein_coding	NC_003888.3	3329406	3330596	+	LCP family protein	WP_011028731.1	GO:0070726
SC_RS17330	SCO3043		protein_coding	NC_003888.3	3330863	3332596	+	LCP family protein	WP_154827235.1	GO:0070726,GO:0071555,GO:0005886
SC_RS17335	SCO3044		protein_coding	NC_003888.3	3332764	3334479	+	LCP family protein	WP_173943952.1	GO:0070726,GO:0071555,GO:0005886
SC_RS17340	SCO3045		protein_coding	NC_003888.3	3334686	3336392	+	LCP family protein	WP_016326398.1	GO:0070726,GO:0071555,GO:0005886
SC_RS17345	SCO3046		protein_coding	NC_003888.3	3336470	3338146	+	LCP family protein	WP_030873058.1	GO:0070726,GO:0071555,GO:0005886
SC_RS17350	SCO3047		protein_coding	NC_003888.3	3338345	3339850	+	LCP family protein	WP_435834300.1	GO:0070726,GO:0071555,GO:0005886
SC_RS17355	SCO3048		protein_coding	NC_003888.3	3339882	3341165	-	LCP family protein	WP_173943953.1	GO:0070726
SC_RS17360	SCO3049		protein_coding	NC_003888.3	3341286	3341852	+	acyl-CoA thioesterase	WP_030873063.1	GO:0016787,GO:0016790
SC_RS17365	SCO3050		protein_coding	NC_003888.3	3341888	3342928	-	vWA domain-containing protein	WP_011028737.1	
SC_RS17370	SCO3051		protein_coding	NC_003888.3	3343070	3344227	-	acyl-CoA dehydrogenase	WP_003975760.1	
SC_RS17375	SCO3052		protein_coding	NC_003888.3	3344420	3345763	+	UDP-glucose dehydrogenase family protein	WP_003975759.1	GO:0016616
SC_RS17380	SCO3053		protein_coding	NC_003888.3	3345819	3347939	-	FG-GAP-like repeat-containing protein	WP_011028738.1	
SC_RS17385	SCO3054		protein_coding	NC_003888.3	3348346	3348852	-	CGNR zinc finger domain-containing protein	WP_011028739.1	GO:0003676,GO:0008270
SC_RS17390	SCO3055		protein_coding	NC_003888.3	3348964	3349323	+	VOC family protein	WP_011028740.1	GO:0003824,GO:0046872
SC_RS17395	SCO3056		protein_coding	NC_003888.3	3349353	3349745	+	VOC family protein	WP_003975755.1	GO:0003824,GO:0046872
SC_RS17400	SCO3057		protein_coding	NC_003888.3	3349758	3350888	-	dipeptidase	WP_011028741.1	GO:0006508,GO:0046872,GO:0070573
SC_RS17405	SCO3058		protein_coding	NC_003888.3	3351008	3352210	-	dipeptidase	WP_011028742.1	GO:0006508,GO:0046872,GO:0070573
SC_RS17410	SCO3059	purE	protein_coding	NC_003888.3	3352225	3352767	-	5-(carboxyamino)imidazole ribonucleotide mutase	WP_003975752.1	GO:0006189,GO:0009152,GO:0004638,GO:0009320
SC_RS17415	SCO3060		protein_coding	NC_003888.3	3352764	3353999	-	5-(carboxyamino)imidazole ribonucleotide synthase	WP_003975751.1	GO:0006189,GO:0004638,GO:0005524,GO:0046872
SC_RS17420	SCO3061		protein_coding	NC_003888.3	3354084	3354656	+	GtrA family protein	WP_011028743.1	GO:0000271,GO:0005886,GO:0016020
SC_RS17425	SCO3062	draK	protein_coding	NC_003888.3	3354681	3355955	-	two-component system sensor histidine kinase DraK	WP_011028744.1	
SC_RS17430	SCO3063		protein_coding	NC_003888.3	3355990	3356667	-	response regulator transcription factor	WP_003975748.1	GO:0000160,GO:0006355,GO:0000156,GO:0003677
SC_RS17435	SCO3064		protein_coding	NC_003888.3	3357162	3358658	+	MFS transporter	WP_003975747.1	
SC_RS17440	SCO3065		protein_coding	NC_003888.3	3358788	3359225	+	VOC family protein	WP_011028745.1	GO:0003824,GO:0046872
SC_RS17445	SCO3066		protein_coding	NC_003888.3	3359355	3359867	-	ATP-binding protein	WP_011028746.1	GO:0005524,GO:0016787
SC_RS17450	SCO3067		protein_coding	NC_003888.3	3360064	3360441	-	STAS domain-containing protein	WP_003975744.1	GO:0006355,GO:0043856
SC_RS17455	SCO3068		protein_coding	NC_003888.3	3360694	3361608	+	RNA polymerase sigma factor SigF	WP_003975743.1	
SC_RS17460	SCO3069		protein_coding	NC_003888.3	3361685	3362008	-	hypothetical protein	WP_003975742.1	
SC_RS17465	SCO3070	hutI	protein_coding	NC_003888.3	3362037	3363212	-	imidazolonepropionase	WP_011028748.1	GO:0019556,GO:0016812,GO:0050480,GO:0005737
SC_RS17470	SCO3071		protein_coding	NC_003888.3	3363269	3364618	-	formimidoylglutamate deiminase	WP_011028749.1	GO:0016810
SC_RS17475	SCO3072		protein_coding	NC_003888.3	3364615	3365832	-	allantoate amidohydrolase	WP_011028750.1	GO:0016813
SC_RS17480	SCO3073	hutU	protein_coding	NC_003888.3	3365829	3367547	-	urocanate hydratase	WP_011028751.1	GO:0006548,GO:0016153
SC_RS17485	SCO3074		protein_coding	NC_003888.3	3367747	3368334	-	hypothetical protein	WP_011028752.1	
SC_RS17490	SCO3075		protein_coding	NC_003888.3	3368495	3369364	-	MurR/RpiR family transcriptional regulator	WP_011028753.1	GO:0006355,GO:0003677,GO:0003700
SC_RS17495	SCO3076		protein_coding	NC_003888.3	3369528	3369953	+	hypothetical protein	WP_016326410.1	
SC_RS17500	SCO3077		protein_coding	NC_003888.3	3370359	3371744	-	cystathionine beta-synthase	WP_011028755.1	GO:0019343,GO:0004122,GO:0005737
SC_RS17505	SCO3078		protein_coding	NC_003888.3	3371912	3372934	+	SGNH/GDSL hydrolase family protein	WP_003975733.1	GO:0016788
SC_RS17510	SCO3079		protein_coding	NC_003888.3	3373160	3374380	+	acetyl-CoA C-acetyltransferase	WP_003975732.1	GO:0016747
SC_RS17515	SCO3080		protein_coding	NC_003888.3	3374675	3375484	+	hypothetical protein	WP_011028756.1	
SC_RS17520	SCO3081		protein_coding	NC_003888.3	3375535	3375846	-	hypothetical protein	WP_167469766.1	
SC_RS17525	SCO3082		protein_coding	NC_003888.3	3375950	3376180	+	DUF4287 domain-containing protein	WP_003975729.1	
SC_RS17530	SCO3083		protein_coding	NC_003888.3	3376252	3377175	-	Bax inhibitor-1/YccA family protein	WP_003975728.1	GO:0016020
SC_RS17535	SCO3084		protein_coding	NC_003888.3	3377344	3378513	-	4-hydroxybenzoate 3-monooxygenase	WP_011028757.1	
SC_RS17540	SCO3085		protein_coding	NC_003888.3	3378735	3378965	-	ammonium transporter	WP_309242308.1	
SC_RS17545			protein_coding	NC_003888.3	3379043	3379237	+	hypothetical protein	WP_134111955.1	
SC_RS17550	SCO3086		protein_coding	NC_003888.3	3379423	3380202	+	lipoprotein	WP_011028759.1	
SC_RS17555			protein_coding	NC_003888.3	3380229	3380528	-	DUF2776 family protein	WP_134111953.1	
SC_RS17560			protein_coding	NC_003888.3	3380623	3380874	-	DUF2776 family protein	WP_093456306.1	
SC_RS17565	SCOt24		tRNA	NC_003888.3	3380890	3380976	-			
SC_RS17570	SCO3089		protein_coding	NC_003888.3	3381453	3382223	+	ABC transporter ATP-binding protein	WP_003975722.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359
SC_RS17575	SCO3090		protein_coding	NC_003888.3	3382330	3384861	+	ABC transporter permease	WP_003975721.1	GO:0055085,GO:0042626,GO:0140359,GO:0016020
SC_RS17580	SCO3091		protein_coding	NC_003888.3	3384933	3386249	-	SAM-dependent methyltransferase	WP_011028761.1	
SC_RS17585	SCO3092		protein_coding	NC_003888.3	3386513	3387937	-	NAD(P)/FAD-dependent oxidoreductase	WP_016326415.1	GO:0006116,GO:0003954
SC_RS17590	SCO3093		protein_coding	NC_003888.3	3388379	3389320	-	Ppx/GppA phosphatase family protein	WP_003975718.1	
SC_RS17595	SCO3094		protein_coding	NC_003888.3	3389317	3389877	-	DUF501 domain-containing protein	WP_011028762.1	
SC_RS17600	SCO3095	divIC	protein_coding	NC_003888.3	3389963	3390445	-	cell division protein DivIC	WP_003975716.1	
SC_RS17605	SCO3096	eno	protein_coding	NC_003888.3	3390541	3391821	-	phosphopyruvate hydratase	WP_003975715.1	GO:0006096,GO:0000287,GO:0004634,GO:0000015
SC_RS17610	SCO3097	rpfA	protein_coding	NC_003888.3	3392083	3392817	-	resuscitation-promoting factor protein RpfA	WP_011028764.1	
SC_RS17615	SCO3098	rpfC	protein_coding	NC_003888.3	3393171	3394196	-	resuscitation-promoting factor protein RpfC	WP_011028765.1	
SC_RS17620	SCO3099		protein_coding	NC_003888.3	3394340	3395641	-	cytochrome P450 family protein	WP_003975712.1	GO:0004497,GO:0005506,GO:0016705,GO:0020037
SC_RS17625	SCO3100		protein_coding	NC_003888.3	3395638	3396615	-	nucleoside triphosphate pyrophosphohydrolase	WP_003975711.1	
SC_RS17630	SCO3101		protein_coding	NC_003888.3	3396692	3397339	-	SurA N-terminal domain-containing protein	WP_003975710.1	
SC_RS17635	SCO3102	pkaE	protein_coding	NC_003888.3	3397490	3399001	-	serine/threonine protein kinase PkaE	WP_003975709.1	
SC_RS17640	SCO3103		protein_coding	NC_003888.3	3399019	3399624	-	hypothetical protein	WP_011028767.1	
SC_RS17645	SCO3104		protein_coding	NC_003888.3	3399763	3401802	-	N-6 DNA methylase	WP_011028768.1	GO:0003677,GO:0008170
SC_RS17650	SCO3105		protein_coding	NC_003888.3	3402007	3402504	+	hypothetical protein	WP_161270073.1	
SC_RS17655	SCO3106		protein_coding	NC_003888.3	3402554	3403453	+	lipoprotein	WP_011028770.1	
SC_RS17660	SCO3107		protein_coding	NC_003888.3	3403521	3404297	-	HNH endonuclease family protein	WP_011028771.1	
SC_RS17665	SCO3108		protein_coding	NC_003888.3	3404444	3404641	+	antitoxin	WP_003975703.1	
SC_RS17670	SCO3109	mfd	protein_coding	NC_003888.3	3404759	3408313	-	transcription-repair coupling factor	WP_011028772.1	GO:0006281,GO:0003684,GO:0005524
SC_RS17675	SCO3110		protein_coding	NC_003888.3	3408950	3411514	-	ABC transporter permease	WP_011028773.1	GO:0055085,GO:0042626,GO:0140359,GO:0016020
SC_RS17680	SCO3111		protein_coding	NC_003888.3	3411511	3412299	-	ABC transporter ATP-binding protein	WP_011028774.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359
SC_RS17685	SCO3112		pseudogene	NC_003888.3	3413025	3413129	-	zinc ribbon domain-containing protein		
SC_RS17690			pseudogene	NC_003888.3	3413248	3413409	+	DUF485 domain-containing protein		GO:0016020
SC_RS17695			pseudogene	NC_003888.3	3413399	3413716	+	cation acetate symporter		
SC_RS17700	SCO3114		protein_coding	NC_003888.3	3413804	3414700	-	coiled-coil domain-containing protein	WP_011028777.1	
SC_RS17705	SCO3115		protein_coding	NC_003888.3	3414901	3417570	-	SUKH-4 family immunity protein	WP_011028778.1	
SC_RS17710	SCO3116		protein_coding	NC_003888.3	3417578	3418585	-	SMI1/KNR4 family protein	WP_011028779.1	GO:0042546
SC_RS17715	SCO3117		protein_coding	NC_003888.3	3418879	3419409	+	YwqJ-related putative deaminase	WP_011028780.1	
SC_RS17720	SCO3118		protein_coding	NC_003888.3	3419502	3419999	+	SUKH-3 domain-containing protein	WP_003975695.1	
SC_RS17725	SCO3119		protein_coding	NC_003888.3	3420021	3421340	-	sensor histidine kinase	WP_003975694.1	GO:0007165,GO:0000155,GO:0004673,GO:0005524
SC_RS17730			pseudogene	NC_003888.3	3421475	3422199	+	hypothetical protein		
SC_RS17735	SCO3122	glmU	protein_coding	NC_003888.3	3422409	3423857	+	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	WP_003975692.1	GO:0000902,GO:0006048,GO:0009252,GO:0000287,GO:0003977,GO:0019134
SC_RS17740	SCO3123		protein_coding	NC_003888.3	3423989	3424963	+	ribose-phosphate diphosphokinase	WP_003975691.1	GO:0009058,GO:0000287,GO:0004749
SC_RS17745	SCO3124		protein_coding	NC_003888.3	3425176	3425772	+	50S ribosomal protein L25/general stress protein Ctc	WP_003975690.1	GO:0006412,GO:0003735,GO:0005840
SC_RS17750	SCO3125	pth	protein_coding	NC_003888.3	3425878	3426480	+	aminoacyl-tRNA hydrolase	WP_003975689.1	GO:0004045
SC_RS17755	SCO3126		protein_coding	NC_003888.3	3426533	3427051	+	hypothetical protein	WP_011028783.1	
SC_RS17760	SCO3127	ppc	protein_coding	NC_003888.3	3427132	3429867	-	phosphoenolpyruvate carboxylase	WP_003975687.1	GO:0006099,GO:0015977,GO:0008964
SC_RS17765	SCO3128		protein_coding	NC_003888.3	3430174	3431184	+	acyl-CoA desaturase	WP_003975685.1	GO:0006633,GO:0006636,GO:0016717,GO:0046872,GO:0016020
SC_RS17770	SCO3129		protein_coding	NC_003888.3	3431181	3431858	+	TetR/AcrR family transcriptional regulator	WP_003975684.1	GO:0006355,GO:0003677,GO:0003700
SC_RS17775	SCO3130		protein_coding	NC_003888.3	3431891	3433066	+	CaiB/BaiF CoA transferase family protein	WP_003975683.1	GO:0003824
SC_RS17780	SCO3131		protein_coding	NC_003888.3	3433079	3433456	-	VOC family protein	WP_003975682.1	
SC_RS17785	SCO3132		protein_coding	NC_003888.3	3433453	3434364	-	trans-aconitate 2-methyltransferase	WP_011028784.1	GO:0030798
SC_RS17790	SCO3133	tamR	protein_coding	NC_003888.3	3434529	3435026	+	MarR family transcriptional regulator TamR	WP_003975680.1	
SC_RS17795	SCO3134		protein_coding	NC_003888.3	3434985	3435764	-	response regulator transcription factor	WP_016326434.1	GO:0000160,GO:0006355,GO:0003677,GO:0003700
SC_RS17800	SCO3135		protein_coding	NC_003888.3	3436004	3436459	+	GNAT family N-acetyltransferase	WP_003975678.1	GO:0008080,GO:0016746
SC_RS17805	SCO3136	galK	protein_coding	NC_003888.3	3436463	3437626	-	galactokinase	WP_011028786.1	GO:0006012,GO:0046835,GO:0004335,GO:0005524
SC_RS17810	SCO3137	galE	protein_coding	NC_003888.3	3437662	3438627	-	UDP-glucose 4-epimerase GalE	WP_003975676.1	GO:0006012,GO:0003978
SC_RS17815	SCO3138	galT	protein_coding	NC_003888.3	3438624	3439685	-	galactose-1-phosphate uridylyltransferase	WP_011028787.1	GO:0006012,GO:0008108,GO:0008270
SC_RS17820	SCO3139		protein_coding	NC_003888.3	3439885	3441573	+	sodium:solute symporter family protein	WP_003975674.1	
SC_RS17825	SCO3140		protein_coding	NC_003888.3	3441595	3441891	+	hypothetical protein	WP_003975673.1	
SC_RS17830	SCO3144		protein_coding	NC_003888.3	3442302	3442976	-	helix-turn-helix transcriptional regulator	WP_011028791.1	GO:0006355,GO:0003677,GO:0003700
SC_RS17835	SCO3145		protein_coding	NC_003888.3	3443196	3445013	-	outer membrane protein assembly factor BamB family protein	WP_173943954.1	
SC_RS17840	SCO3146		protein_coding	NC_003888.3	3445110	3446915	-	outer membrane protein assembly factor BamB family protein	WP_134111951.1	
SC_RS17845	SCO3147		protein_coding	NC_003888.3	3447175	3448989	-	ABC-F family ATP-binding cassette domain-containing protein	WP_003975669.1	GO:0005524,GO:0016887
SC_RS17850	SCO3148		protein_coding	NC_003888.3	3449047	3449946	-	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	WP_011028794.1	GO:0016114,GO:0005524,GO:0050515
SC_RS17855	SCO3149	rsmA	protein_coding	NC_003888.3	3449961	3450821	-	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	WP_003975667.1	GO:0000154,GO:0006364,GO:0000179
SC_RS17860	SCO3150	rpfB	protein_coding	NC_003888.3	3450852	3452228	-	resuscitation-promoting factor protein RpfB	WP_011028795.1	
SC_RS17865	SCO3151		protein_coding	NC_003888.3	3452316	3453206	-	TatD family hydrolase	WP_011028796.1	GO:0004536,GO:0016788,GO:0046872
SC_RS17870	SCO3152		protein_coding	NC_003888.3	3453247	3453684	-	hypothetical protein	WP_011028797.1	
SC_RS17875	SCO3153	rsmI	protein_coding	NC_003888.3	3453841	3454701	-	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	WP_003975663.1	GO:0000451,GO:0008649,GO:0008757
SC_RS17880	SCO3154		protein_coding	NC_003888.3	3454798	3456543	+	dolichyl-phosphate-mannose--protein mannosyltransferase	WP_161270074.1	GO:0004169
SC_RS17885	SCO3155		protein_coding	NC_003888.3	3456606	3457136	+	hypothetical protein	WP_003975661.1	
SC_RS17890	SCO3156		protein_coding	NC_003888.3	3457367	3458992	+	penicillin-binding transpeptidase domain-containing protein	WP_003975660.1	GO:0008658
SC_RS17895	SCO3157		pseudogene	NC_003888.3	3459077	3460781	+	penicillin-binding transpeptidase domain-containing protein		GO:0008658
SC_RS17900	SCO3158		protein_coding	NC_003888.3	3460797	3461177	-	SsgA family sporulation/cell division regulator	WP_003975658.1	
SC_RS17905	SCO3159		protein_coding	NC_003888.3	3461363	3462424	+	energy-coupling factor ABC transporter permease	WP_011028801.1	GO:0042626,GO:0140359,GO:0016020,GO:0043190
SC_RS17910	SCO3160	cbiQ	protein_coding	NC_003888.3	3462426	3463187	+	cobalt ECF transporter T component CbiQ	WP_003975656.1	GO:0006824,GO:0032778,GO:0005886,GO:0043190
SC_RS17915	SCO3161		protein_coding	NC_003888.3	3463175	3463978	+	energy-coupling factor ABC transporter ATP-binding protein	WP_037897854.1	GO:0055085,GO:0005524
SC_RS17920	SCO3162		protein_coding	NC_003888.3	3464050	3465258	+	serine hydrolase domain-containing protein	WP_161270075.1	GO:0016787
SC_RS17925	SCO3163		protein_coding	NC_003888.3	3465317	3465592	-	DUF1876 domain-containing protein	WP_003975653.1	
SC_RS17930	SCO3164		protein_coding	NC_003888.3	3465682	3466527	-	DMT family transporter	WP_011028804.1	
SC_RS17935	SCO3165		protein_coding	NC_003888.3	3466524	3467063	-	YbaK/EbsC family protein	WP_003975651.1	
SC_RS17940	SCO3166		protein_coding	NC_003888.3	3467222	3469459	-	MMPL family transporter	WP_011028805.1	GO:0005215,GO:0016020
SC_RS17945	SCO3167		protein_coding	NC_003888.3	3469606	3470205	-	TetR/AcrR family transcriptional regulator	WP_003975649.1	GO:0006355,GO:0003677,GO:0003700
SC_RS17950	SCO3168		protein_coding	NC_003888.3	3470375	3473869	+	S41 family peptidase	WP_161270076.1	GO:0006508,GO:0005515,GO:0008236
SC_RS17955	SCO3169		protein_coding	NC_003888.3	3473958	3474185	-	hypothetical protein	WP_003975647.1	
SC_RS17960	SCO3170		protein_coding	NC_003888.3	3474274	3475167	-	SDR family oxidoreductase	WP_011028807.1	
SC_RS17965	SCO3171		protein_coding	NC_003888.3	3475164	3476108	-	alpha/beta fold hydrolase	WP_011028808.1	
SC_RS17970	SCO3172		protein_coding	NC_003888.3	3476105	3477664	-	flavin-containing monooxygenase	WP_011028809.1	GO:0004497,GO:0016709,GO:0050660
SC_RS17975	SCO3173		protein_coding	NC_003888.3	3477824	3478471	+	MerR family transcriptional regulator	WP_003975643.1	GO:0006355,GO:0003677,GO:0003700
SC_RS17980	SCO3174		protein_coding	NC_003888.3	3478490	3479293	-	exodeoxyribonuclease III	WP_134111949.1	GO:0006281,GO:0004518
SC_RS17985	SCO3175		protein_coding	NC_003888.3	3479362	3479847	+	GNAT family N-acetyltransferase	WP_003975641.1	GO:0008080,GO:0016746
SC_RS17990	SCO3176		protein_coding	NC_003888.3	3479867	3481618	-	hypothetical protein	WP_011028811.1	
SC_RS17995	SCOt26		tRNA	NC_003888.3	3481839	3481912	-			
SC_RS18000	SCO3177	sepX	protein_coding	NC_003888.3	3481968	3483236	-	divisome protein SepX/GlpR	WP_003975639.1	GO:1990586
SC_RS18005	SCO3178		protein_coding	NC_003888.3	3483410	3484072	-	GNAT family N-acetyltransferase	WP_030870558.1	GO:0008080,GO:0016746
SC_RS18010	SCO3179		protein_coding	NC_003888.3	3484069	3484608	-	MogA/MoaB family molybdenum cofactor biosynthesis protein	WP_011028812.1	GO:0006777,GO:0030151,GO:0046872
