tf_name	tf_sco	tf_rs	bs_start	bs_stop	bs_strand	bs_score	bs_qvalue	target_gene	target_sco	target_tss	distance_to_tss	target_strand	target_product
SigB	SCO0600	SC_RS04925	7042468	7042494	-	8.2551	0.0361	SC_RS34110		7042854	373.0	+	BlaI/MecI/CopY family transcriptional regulator
SigB	SCO0600	SC_RS04925	7056520	7056546	-	8.2551	0.0361	SC_RS34165	SCO6390	7056261	272.0	+	PP2C family protein-serine/threonine phosphatase
SigB	SCO0600	SC_RS04925	7058099	7058125	-	8.2551	0.0361	SC_RS34170	SCO6391	7057809	303.0	+	IS110-like element IS110 family transposase
SigB	SCO0600	SC_RS04925	7065278	7065304	+	8.2551	0.0361	SC_RS34205	SCO6399	7065699	408.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7089243	7089269	-	8.2551	0.0361	SC_RS34290	SCO6419	7089174	82.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7094825	7094851	-	8.2551	0.0361	SC_RS34315	SCO6424	7094582	256.0	-	HAMP domain-containing sensor histidine kinase
SigB	SCO0600	SC_RS04925	7094825	7094851	-	8.2551	0.0361	SC_RS34320	SCO6425	7094757	81.0	+	helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	7095802	7095828	-	8.2551	0.0361	SC_RS34325	SCO6426	7095676	139.0	+	ATP-binding cassette domain-containing protein
SigB	SCO0600	SC_RS04925	7095802	7095828	-	8.2551	0.0361	SC_RS34330	SCO6427	7096185	370.0	+	MFS transporter
SigB	SCO0600	SC_RS04925	7104834	7104860	+	8.2551	0.0361	SC_RS34335	SCO6428	7104511	336.0	-	glycoside hydrolase domain-containing protein
SigB	SCO0600	SC_RS04925	7104834	7104860	+	8.2551	0.0361	SC_RS34340	SCO6429	7104914	67.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	7150600	7150626	-	8.2551	0.0361	SC_RS34505	SCO6462	7151007	394.0	+	methylated-DNA--[protein]-cysteine S-methyltransferase
SigB	SCO0600	SC_RS04925	7150892	7150918	-	8.2551	0.0361	SC_RS34505	SCO6462	7151007	102.0	+	methylated-DNA--[protein]-cysteine S-methyltransferase
SigB	SCO0600	SC_RS04925	7162060	7162086	+	8.2551	0.0361	SC_RS34555	SCO6472	7161902	171.0	-	protein meaA
SigB	SCO0600	SC_RS04925	7167080	7167106	+	8.2551	0.0361	SC_RS34575	SCO6476	7166743	350.0	+	adenylosuccinate lyase
SigB	SCO0600	SC_RS04925	7174739	7174765	-	8.2551	0.0361	SC_RS34615	SCO6484	7174989	237.0	+	ATP-binding SpoIIE family protein phosphatase
SigB	SCO0600	SC_RS04925	7179074	7179100	+	8.2551	0.0361	SC_RS34625	SCO6486	7178603	484.0	+	M55 family metallopeptidase
SigB	SCO0600	SC_RS04925	7179074	7179100	+	8.2551	0.0361	SC_RS34630	SCO6487	7179429	342.0	+	M20/M25/M40 family metallo-hydrolase
SigB	SCO0600	SC_RS04925	7184036	7184062	+	8.2551	0.0361	SC_RS34645	SCO6490	7183718	331.0	+	GNAT family N-acetyltransferase
SigB	SCO0600	SC_RS04925	7197480	7197506	-	8.2551	0.0361	SC_RS34720	SCO6505	7197606	113.0	+	gas vesicle protein
SigB	SCO0600	SC_RS04925	7197480	7197506	-	8.2551	0.0361	SC_RS34725	SCO6506	7197932	439.0	+	GvpL/GvpF family gas vesicle protein
SigB	SCO0600	SC_RS04925	7200193	7200219	+	8.2551	0.0361	SC_RS34745	SCO6510	7200325	119.0	-	methyltransferase domain-containing protein
SigB	SCO0600	SC_RS04925	7204862	7204888	+	8.2551	0.0361	SC_RS34760	SCO6513	7204835	40.0	-	baeRF2 domain-containing protein
SigB	SCO0600	SC_RS04925	7204862	7204888	+	8.2551	0.0361	SC_RS34765	SCO6514	7204898	23.0	+	DUF6158 family protein
SigB	SCO0600	SC_RS04925	7206259	7206285	-	8.2551	0.0361	SC_RS34770	SCO6515	7205800	472.0	-	type 1 glutamine amidotransferase domain-containing protein
SigB	SCO0600	SC_RS04925	7206259	7206285	-	8.2551	0.0361	SC_RS34775	SCO6516	7206224	48.0	-	DUF2795 domain-containing protein
SigB	SCO0600	SC_RS04925	7206259	7206285	-	8.2551	0.0361	SC_RS34780	SCO6517	7206433	161.0	+	ATP-binding cassette domain-containing protein
SigB	SCO0600	SC_RS04925	7212187	7212213	-	8.2551	0.0361	SC_RS34805	SCO6522	7212176	24.0	+	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
SigB	SCO0600	SC_RS04925	7232531	7232557	+	8.2551	0.0361	SC_RS34880	SCO6537	7232125	419.0	-	helix-turn-helix domain-containing protein
SigB	SCO0600	SC_RS04925	7232531	7232557	+	8.2551	0.0361	SC_RS34885	SCO6538	7232354	190.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	7233296	7233322	+	8.2551	0.0361	SC_RS34890	SCO6539	7233579	270.0	-	helix-turn-helix domain-containing protein
SigB	SCO0600	SC_RS04925	7233296	7233322	+	8.2551	0.0361	SC_RS34895	SCO6540	7233669	360.0	+	4a-hydroxytetrahydrobiopterin dehydratase
SigB	SCO0600	SC_RS04925	7234488	7234514	-	8.2551	0.0361	SC_RS34905	SCO6542	7234796	295.0	+	rhamnogalacturonan lyase
SigB	SCO0600	SC_RS04925	7264542	7264568	-	8.2551	0.0361	SC_RS35000	SCO6562	7264344	211.0	-	2-dehydropantoate 2-reductase
SigB	SCO0600	SC_RS04925	7264542	7264568	-	8.2551	0.0361	SC_RS35005	SCO6563	7264548	7.0	+	OFA family MFS transporter
SigB	SCO0600	SC_RS04925	7275367	7275393	+	8.2551	0.0361	SC_RS35055	SCO6572	7275867	487.0	+	ThuA domain-containing protein
SigB	SCO0600	SC_RS04925	7279706	7279732	-	8.2551	0.0361	SC_RS35060	SCO6573	7279753	34.0	+	inositol-3-phosphate synthase
SigB	SCO0600	SC_RS04925	7306730	7306756	-	8.2551	0.0361	SC_RS35160	SCO6592	7306619	124.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7309992	7310018	-	8.2551	0.0361	SC_RS35165	SCO6593	7310059	54.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7335993	7336019	+	8.2551	0.0361	SC_RS35275	SCO6615	7336237	231.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	7340084	7340110	-	8.2551	0.0361	SC_RS35290	SCO6618	7339931	166.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7347667	7347693	+	8.2551	0.0361	SC_RS35320	SCO6624	7347440	240.0	-	DUF6408 family protein
SigB	SCO0600	SC_RS04925	7347667	7347693	+	8.2551	0.0361	SC_RS35325	SCO6625	7347733	53.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	7357627	7357653	+	8.2551	0.0361	SC_RS35340	SCO6628	7357314	326.0	-	ATP-binding protein
SigB	SCO0600	SC_RS04925	7357627	7357653	+	8.2551	0.0361	SC_RS35345	SCO6629	7357519	121.0	+	helix-turn-helix domain-containing protein
SigB	SCO0600	SC_RS04925	7360511	7360537	-	8.2551	0.0361	SC_RS35360	SCO6632	7360045	479.0	+	PWWP domain-containing protein
SigB	SCO0600	SC_RS04925	7360511	7360537	-	8.2551	0.0361	SC_RS35365	SCO6633	7360544	20.0	+	ATP-binding protein
SigB	SCO0600	SC_RS04925	7363206	7363232	-	8.2551	0.0361	SC_RS35370	SCO6635	7362943	276.0	+	BREX-2 system ATPase PglY
SigB	SCO0600	SC_RS04925	7386260	7386286	+	8.2551	0.0361	SC_RS35440	SCO6651	7386055	218.0	+	glycosyltransferase family 4 protein
SigB	SCO0600	SC_RS04925	7424617	7424643	+	8.2551	0.0361	SC_RS35605	SCO6684	7424565	65.0	+	ATP-binding cassette domain-containing protein
SigB	SCO0600	SC_RS04925	7427069	7427095	-	8.2551	0.0361	SC_RS35610	SCO6685	7427004	78.0	-	two-component system response regulator RamR
SigB	SCO0600	SC_RS04925	7427069	7427095	-	8.2551	0.0361	SC_RS35615	SCO6686	7427533	451.0	+	DUF4132 domain-containing protein
SigB	SCO0600	SC_RS04925	7452995	7453021	+	8.2551	0.0361	SC_RS35685	SCO6700	7453137	129.0	-	protocatechuate 3,4-dioxygenase subunit beta
SigB	SCO0600	SC_RS04925	7459632	7459658	-	8.2551	0.0361	SC_RS35720	SCO6707	7459941	296.0	-	ATP-dependent DNA ligase
SigB	SCO0600	SC_RS04925	7466884	7466910	-	8.2551	0.0361	SC_RS35745	SCO6712	7466508	389.0	+	multicopper oxidase domain-containing protein
SigB	SCO0600	SC_RS04925	7472464	7472490	+	8.2551	0.0361	SC_RS35780	SCO6718	7472651	174.0	-	dimethylargininase
SigB	SCO0600	SC_RS04925	7506503	7506529	-	8.2551	0.0361	SC_RS35935	SCO6750	7506901	385.0	-	isopentenyl-diphosphate Delta-isomerase
SigB	SCO0600	SC_RS04925	7524440	7524466	+	8.2551	0.0361	SC_RS36020	SCO6767	7524433	20.0	+	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
SigB	SCO0600	SC_RS04925	7531979	7532005	+	8.2551	0.0361	SC_RS36055	SCO6774	7532361	369.0	+	SGNH/GDSL hydrolase family protein
SigB	SCO0600	SC_RS04925	7555093	7555119	+	8.2551	0.0361	SC_RS36145	SCO6793	7554719	387.0	-	aldehyde dehydrogenase family protein
SigB	SCO0600	SC_RS04925	7555093	7555119	+	8.2551	0.0361	SC_RS36150	SCO6794	7555369	263.0	+	sensor histidine kinase
SigB	SCO0600	SC_RS04925	7564653	7564679	+	8.2551	0.0361	SC_RS36205	SCO6805	7564533	133.0	+	MFS transporter
SigB	SCO0600	SC_RS04925	7641384	7641410	-	8.2551	0.0361	SC_RS36550	SCO6870	7641461	64.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7653636	7653662	+	8.2551	0.0361	SC_RS36620	SCO6884	7653630	19.0	-	C40 family peptidase
SigB	SCO0600	SC_RS04925	7653636	7653662	+	8.2551	0.0361	SC_RS36625	SCO6885	7654146	497.0	+	DNA-methyltransferase
SigB	SCO0600	SC_RS04925	7657899	7657925	-	8.2551	0.0361	SC_RS36650	SCO6890	7657842	70.0	+	SH3 domain-containing protein
SigB	SCO0600	SC_RS04925	7657899	7657925	-	8.2551	0.0361	SC_RS36655	SCO6891	7658251	339.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	7667650	7667676	-	8.2551	0.0361	SC_RS36720	SCO6904	7667918	255.0	+	MSCRAMM family protein
SigB	SCO0600	SC_RS04925	7667961	7667987	+	8.2551	0.0361	SC_RS36720	SCO6904	7667918	56.0	+	MSCRAMM family protein
SigB	SCO0600	SC_RS04925	7680361	7680387	-	8.2551	0.0361	SC_RS36775	SCO6916	7680447	73.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7684198	7684224	+	8.2551	0.0361	SC_RS36795	SCO6920	7683782	429.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7684198	7684224	+	8.2551	0.0361	SC_RS36800		7684060	151.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7698997	7699023	-	8.2551	0.0361	SC_RS36860	SCO6930	7699360	350.0	-	lantibiotic dehydratase
SigB	SCO0600	SC_RS04925	7752814	7752840	+	8.2551	0.0361	SC_RS37135	SCO6984	7752531	296.0	-	Gfo/Idh/MocA family protein
SigB	SCO0600	SC_RS04925	7761374	7761400	-	8.2551	0.0361	SC_RS37185	SCO6992	7760904	483.0	-	beta-glucuronidase AbsR1
SigB	SCO0600	SC_RS04925	7761374	7761400	-	8.2551	0.0361	SC_RS37190	SCO6993	7760977	410.0	+	LuxR family transcriptional regulator AbsR2
SigB	SCO0600	SC_RS04925	7787875	7787901	-	8.2551	0.0361	SC_RS37275	SCO7010	7788084	196.0	-	glycoside hydrolase family 13 protein
SigB	SCO0600	SC_RS04925	7805081	7805107	-	8.2551	0.0361	SC_RS37320	SCO7019	7804737	357.0	-	carbohydrate binding domain-containing protein
SigB	SCO0600	SC_RS04925	7805081	7805107	-	8.2551	0.0361	SC_RS37325	SCO7020	7805118	24.0	+	carbohydrate-binding module family 20 domain-containing protein
SigB	SCO0600	SC_RS04925	7810958	7810984	+	8.2551	0.0361	SC_RS37345	SCO7024	7810502	469.0	+	GNAT family N-acetyltransferase
SigB	SCO0600	SC_RS04925	7813488	7813514	+	8.2551	0.0361	SC_RS37360	SCO7027	7813832	331.0	-	LacI family DNA-binding transcriptional regulator
SigB	SCO0600	SC_RS04925	7813488	7813514	+	8.2551	0.0361	SC_RS37365	SCO7028	7813971	470.0	+	ABC transporter substrate-binding protein
SigB	SCO0600	SC_RS04925	7835094	7835120	-	8.2551	0.0361	SC_RS37435	SCO7042	7835298	191.0	-	MarR family winged helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	7835094	7835120	-	8.2551	0.0361	SC_RS37440	SCO7043	7835428	321.0	+	helix-turn-helix domain-containing protein
SigB	SCO0600	SC_RS04925	7839082	7839108	+	8.2551	0.0361	SC_RS37465	SCO7048	7839061	34.0	-	fatty acid desaturase family protein
SigB	SCO0600	SC_RS04925	7839082	7839108	+	8.2551	0.0361	SC_RS37470	SCO7049	7839198	103.0	+	glutaminase
SigB	SCO0600	SC_RS04925	7848179	7848205	-	8.2551	0.0361	SC_RS37520	SCO7058	7848067	125.0	-	Rv1733c family protein
SigB	SCO0600	SC_RS04925	7853494	7853520	-	8.2551	0.0361	SC_RS37545	SCO7063	7853389	118.0	-	SpoIIE family protein phosphatase
SigB	SCO0600	SC_RS04925	7853494	7853520	-	8.2551	0.0361	SC_RS37550	SCO7064	7853666	159.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	7861883	7861909	+	8.2551	0.0361	SC_RS37590	SCO7072	7861831	65.0	-	dihydroxyacetone kinase subunit DhaL
SigB	SCO0600	SC_RS04925	7875562	7875588	-	8.2551	0.0361	SC_RS37670	SCO7088	7876051	476.0	-	response regulator
SigB	SCO0600	SC_RS04925	7876730	7876756	+	8.2551	0.0361	SC_RS37675	SCO7089	7877241	498.0	-	sensor histidine kinase
SigB	SCO0600	SC_RS04925	7893914	7893940	+	8.2551	0.0361	SC_RS37740	SCO7103	7893704	223.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	7893914	7893940	+	8.2551	0.0361	SC_RS37745	SCO7104	7894195	268.0	+	sigma-70 family RNA polymerase sigma factor family protein
SigB	SCO0600	SC_RS04925	7897342	7897368	+	8.2551	0.0361	SC_RS37760	SCO7107	7897409	54.0	-	YceI family protein
SigB	SCO0600	SC_RS04925	7912062	7912088	-	8.2551	0.0361	SC_RS37830	SCO7121	7911841	234.0	+	alpha/beta fold hydrolase
SigB	SCO0600	SC_RS04925	7918174	7918200	+	8.2551	0.0361	SC_RS37850	SCO7125	7918281	94.0	-	SDR family oxidoreductase
SigB	SCO0600	SC_RS04925	7918174	7918200	+	8.2551	0.0361	SC_RS37855	SCO7126	7918561	374.0	+	cupin domain-containing protein
SigB	SCO0600	SC_RS04925	7922157	7922183	-	8.2551	0.0361	SC_RS37870	SCO7129	7921794	376.0	-	carboxymuconolactone decarboxylase family protein
SigB	SCO0600	SC_RS04925	7922157	7922183	-	8.2551	0.0361	SC_RS37875	SCO7130	7922097	73.0	+	DUF427 domain-containing protein
SigB	SCO0600	SC_RS04925	7935814	7935840	-	8.2551	0.0361	SC_RS37930	SCO7141	7935958	131.0	-	malonic semialdehyde reductase
SigB	SCO0600	SC_RS04925	7935814	7935840	-	8.2551	0.0361	SC_RS37935	SCO7142	7936071	244.0	+	winged helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	7936644	7936670	-	8.2551	0.0361	SC_RS37940	SCO7143	7936673	16.0	+	helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	7940261	7940287	+	8.2551	0.0361	SC_RS37950	SCO7145	7940566	292.0	+	MarR family winged helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	7943976	7944002	+	8.2551	0.0361	SC_RS37970		7943562	427.0	-	fumarylacetoacetate hydrolase family protein
SigB	SCO0600	SC_RS04925	7943976	7944002	+	8.2551	0.0361	SC_RS37975	SCO7150	7944414	425.0	-	GNAT family N-acetyltransferase
SigB	SCO0600	SC_RS04925	7946047	7946073	-	8.2551	0.0361	SC_RS37990	SCO7153	7946421	361.0	+	sugar porter family MFS transporter
SigB	SCO0600	SC_RS04925	7951782	7951808	+	8.2551	0.0361	SC_RS38010	SCO7157	7951612	183.0	-	MFS transporter
SigB	SCO0600	SC_RS04925	7951782	7951808	+	8.2551	0.0361	SC_RS38015	SCO7158	7951544	251.0	+	SpoIIE family protein phosphatase
SigB	SCO0600	SC_RS04925	7953877	7953903	-	8.2551	0.0361	SC_RS38020	SCO7159	7954049	159.0	+	FUSC family protein
SigB	SCO0600	SC_RS04925	7978381	7978407	-	8.2551	0.0361	SC_RS38105	SCO7178	7977963	431.0	+	helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	7984239	7984265	+	8.2551	0.0361	SC_RS38135	SCO7184	7984029	223.0	+	branched-chain amino acid ABC transporter permease
SigB	SCO0600	SC_RS04925	7992201	7992227	-	8.2551	0.0361	SC_RS38155	SCO7188	7992590	376.0	-	S8 family serine peptidase
SigB	SCO0600	SC_RS04925	8003865	8003891	-	8.2551	0.0361	SC_RS38215	SCO7200	8004116	238.0	-	nitroreductase family deazaflavin-dependent oxidoreductase
SigB	SCO0600	SC_RS04925	8003865	8003891	-	8.2551	0.0361	SC_RS38220	SCO7201	8004242	364.0	+	MarR family winged helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	8009755	8009781	+	8.2551	0.0361	SC_RS38255	SCO7207	8009646	122.0	+	DUF3592 domain-containing protein
SigB	SCO0600	SC_RS04925	8043379	8043405	-	8.2551	0.0361	SC_RS38390	SCO7235	8043439	47.0	+	cytochrome c oxidase subunit 4
SigB	SCO0600	SC_RS04925	8055114	8055140	+	8.2551	0.0361	SC_RS38440	SCO7245	8055078	49.0	+	alpha/beta fold hydrolase
SigB	SCO0600	SC_RS04925	8057801	8057827	-	8.2551	0.0361	SC_RS38460	SCO7249	8057947	133.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	8080103	8080129	-	8.2551	0.0361	SC_RS38565	SCO7270	8079972	144.0	-	LysR family transcriptional regulator
SigB	SCO0600	SC_RS04925	8080103	8080129	-	8.2551	0.0361	SC_RS38570	SCO7271	8080101	15.0	+	L-glyceraldehyde 3-phosphate reductase
SigB	SCO0600	SC_RS04925	8090313	8090339	-	8.2551	0.0361	SC_RS38635	SCO7284	8089935	391.0	+	ribonuclease H family protein
SigB	SCO0600	SC_RS04925	8090313	8090339	-	8.2551	0.0361	SC_RS38640	SCO7285	8090751	425.0	+	FAD-dependent monooxygenase
SigB	SCO0600	SC_RS04925	8119285	8119311	-	8.2551	0.0361	SC_RS38770	SCO7311	8119483	185.0	-	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
SigB	SCO0600	SC_RS04925	8119285	8119311	-	8.2551	0.0361	SC_RS38775	SCO7312	8119746	448.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	8150777	8150803	+	8.2551	0.0361	SC_RS38890	SCO7335	8150437	353.0	-	alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase
SigB	SCO0600	SC_RS04925	8150777	8150803	+	8.2551	0.0361	SC_RS38895	SCO7336	8150771	19.0	-	DUF5133 domain-containing protein
SigB	SCO0600	SC_RS04925	8150777	8150803	+	8.2551	0.0361	SC_RS38900	SCO7337	8151064	274.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	8155391	8155417	+	8.2551	0.0361	SC_RS38920	SCO7341	8155756	352.0	-	SigB/SigF/SigG family RNA polymerase sigma factor
SigB	SCO0600	SC_RS04925	8157749	8157775	+	8.2551	0.0361	SC_RS38930	SCO7343	8157545	217.0	-	hydroxymethylbilane synthase
SigB	SCO0600	SC_RS04925	8170159	8170185	-	8.2551	0.0361	SC_RS38990	SCO7357	8169703	469.0	+	TauD/TfdA dioxygenase family protein
SigB	SCO0600	SC_RS04925	8172401	8172427	-	8.2551	0.0361	SC_RS38995	SCO7358	8172222	192.0	-	metallophosphoesterase family protein
SigB	SCO0600	SC_RS04925	8179109	8179135	-	8.2551	0.0361	SC_RS39035	SCO7366	8178701	421.0	+	maleylpyruvate isomerase family mycothiol-dependent enzyme
SigB	SCO0600	SC_RS04925	8185121	8185147	-	8.2551	0.0361	SC_RS39060	SCO7371	8185071	63.0	-	hemerythrin domain-containing protein
SigB	SCO0600	SC_RS04925	8186752	8186778	-	8.2551	0.0361	SC_RS39070	SCO7373	8186332	433.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	8191486	8191512	-	8.2551	0.0361	SC_RS39095	SCO7378	8191414	85.0	-	nucleotidyltransferase family protein
SigB	SCO0600	SC_RS04925	8191486	8191512	-	8.2551	0.0361	SC_RS39100	SCO7379	8191562	63.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	8215648	8215674	-	8.2551	0.0361	SC_RS39215	SCO7402	8216082	421.0	-	spore photoproduct lyase family protein
SigB	SCO0600	SC_RS04925	8230980	8231006	-	8.2551	0.0361	SC_RS39275	SCO7414	8230712	281.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	8230980	8231006	-	8.2551	0.0361	SC_RS39280	SCO7415	8230865	128.0	+	enolase C-terminal domain-like protein
SigB	SCO0600	SC_RS04925	8245490	8245516	-	8.2551	0.0361	SC_RS39360	SCO7431	8245092	411.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	8245490	8245516	-	8.2551	0.0361	SC_RS39365	SCO7432	8245909	406.0	-	snapalysin
SigB	SCO0600	SC_RS04925	8246891	8246917	+	8.2551	0.0361	SC_RS39375	SCO7434	8247219	315.0	+	PepSY domain-containing protein
SigB	SCO0600	SC_RS04925	8247356	8247382	-	8.2551	0.0361	SC_RS39375	SCO7434	8247219	150.0	+	PepSY domain-containing protein
SigB	SCO0600	SC_RS04925	8252324	8252350	-	8.2551	0.0361	SC_RS39390	SCO7437	8252494	157.0	-	benzoylformate decarboxylase
SigB	SCO0600	SC_RS04925	8252324	8252350	-	8.2551	0.0361	SC_RS39395	SCO7438	8252589	252.0	+	LysR family transcriptional regulator
SigB	SCO0600	SC_RS04925	8264269	8264295	-	8.2551	0.0361	SC_RS39450	SCO7449	8264413	131.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	8272200	8272226	-	8.2551	0.0361	SC_RS39490	SCO7457	8271969	244.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	8272200	8272226	-	8.2551	0.0361	SC_RS39495	SCO7458	8272128	85.0	+	resuscitation-promoting factor protein RpfE
SigB	SCO0600	SC_RS04925	8278220	8278246	-	8.2551	0.0361	SC_RS39525	SCO7464	8278029	204.0	+	roadblock/LC7 domain-containing protein
SigB	SCO0600	SC_RS04925	8278220	8278246	-	8.2551	0.0361	SC_RS39530	SCO7465	8278427	194.0	+	DUF742 domain-containing protein
SigB	SCO0600	SC_RS04925	8301654	8301680	+	8.2551	0.0361	SC_RS39645	SCO7489	8301216	451.0	-	ABC transporter substrate-binding protein
SigB	SCO0600	SC_RS04925	8301654	8301680	+	8.2551	0.0361	SC_RS39650	SCO7490	8301441	226.0	+	zinc-dependent alcohol dehydrogenase
SigB	SCO0600	SC_RS04925	8312513	8312539	+	8.2551	0.0361	SC_RS39700	SCO7500	8312979	453.0	-	NCS1 family nucleobase:cation symporter-1
SigB	SCO0600	SC_RS04925	8339292	8339318	+	8.2551	0.0361	SC_RS39810	SCO7522	8339479	174.0	-	NAD-dependent DNA ligase LigA
SigB	SCO0600	SC_RS04925	8339292	8339318	+	8.2551	0.0361	SC_RS39815	SCO7523	8339604	299.0	+	ATP-dependent Clp protease ATP-binding subunit
SigB	SCO0600	SC_RS04925	8362049	8362075	+	8.2551	0.0361	SC_RS39900	SCO7540	8361751	311.0	-	CBS domain-containing protein
SigB	SCO0600	SC_RS04925	8364320	8364346	+	8.2551	0.0361	SC_RS39905	SCO7541	8363910	423.0	-	SpoIIE family protein phosphatase
SigB	SCO0600	SC_RS04925	8366846	8366872	-	8.2551	0.0361	SC_RS39920	SCO7544	8366985	126.0	+	ABC transporter permease
SigB	SCO0600	SC_RS04925	8384913	8384939	-	8.2551	0.0361	SC_RS40005	SCO7561	8385164	238.0	-	serine hydrolase domain-containing protein
SigB	SCO0600	SC_RS04925	8549617	8549643	-	8.2551	0.0361	SC_RS40750		8549684	54.0	-	phosphatase PAP2 family protein
SigB	SCO0600	SC_RS04925	8549617	8549643	-	8.2551	0.0361	SC_RS40755	SCO7714	8549826	196.0	+	GNAT family N-acetyltransferase
SigB	SCO0600	SC_RS04925	8550838	8550864	-	8.2551	0.0361	SC_RS40760	SCO7715	8550431	420.0	+	SAM-dependent methyltransferase
SigB	SCO0600	SC_RS04925	8555213	8555239	+	8.2551	0.0361	SC_RS40790	SCO7721	8555357	131.0	+	maleylpyruvate isomerase family mycothiol-dependent enzyme
SigB	SCO0600	SC_RS04925	8563348	8563374	+	8.2551	0.0361	SC_RS40820	SCO7727	8563058	303.0	-	MarR family winged helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	8563348	8563374	+	8.2551	0.0361	SC_RS40825	SCO7728	8563210	151.0	+	GNAT family N-acetyltransferase
SigB	SCO0600	SC_RS04925	8563348	8563374	+	8.2551	0.0361	SC_RS40830	SCO7729	8563625	264.0	+	pirin family protein
SigB	SCO0600	SC_RS04925	8576967	8576993	+	8.2551	0.0361	SC_RS40890	SCO7741	8577372	392.0	-	bifunctional NAD(P)H-dependent oxidoreductase/GNAT family N-acetyltransferase
SigB	SCO0600	SC_RS04925	8576967	8576993	+	8.2551	0.0361	SC_RS40895	SCO7742	8577403	423.0	+	MarR family winged helix-turn-helix transcriptional regulator
SigB	SCO0600	SC_RS04925	8582928	8582954	-	8.2551	0.0361	SC_RS40920	SCO7749	8583106	165.0	+	cobalamin B12-binding domain-containing protein
SigB	SCO0600	SC_RS04925	8609420	8609446	-	8.2551	0.0361	SC_RS41070	SCO7782	8609130	303.0	+	IS110-like element IS110 family transposase
SigB	SCO0600	SC_RS04925	8611273	8611299	-	8.2551	0.0361	SC_RS41080	SCO7784	8610788	498.0	+	NADPH-dependent oxidoreductase
SigB	SCO0600	SC_RS04925	8611273	8611299	-	8.2551	0.0361	SC_RS41085	SCO7785	8611658	372.0	+	TetR/AcrR family transcriptional regulator
SigB	SCO0600	SC_RS04925	8649707	8649733	+	8.2551	0.0361	SC_RS41290	SCO7830	8649589	131.0	-	DUF6233 domain-containing protein
SigB	SCO0600	SC_RS04925	8649707	8649733	+	8.2551	0.0361	SC_RS41295	SCO7831	8649793	73.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	8649707	8649733	+	8.2551	0.0361	SC_RS41300	SCO7832	8650206	486.0	+	Na+/H+ antiporter NhaA
SigB	SCO0600	SC_RS04925	8653035	8653061	-	8.2551	0.0361	SC_RS41315	SCO7835	8653165	117.0	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	966	975	+	15.5714	0.0439	SC_RS01870		492	478.5	+	IS5-like element IS1648 family transposase
AbrC3	SCO4596	SC_RS25135	966	975	+	15.5714	0.0439	SC_RS02065		577	393.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	966	975	+	15.5714	0.0439	SC_RS02070		800	170.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	966	975	+	15.5714	0.0439	SC_RS02075	SCO0002	1144	173.5	+	DEAD/DEAH box helicase
AbrC3	SCO4596	SC_RS25135	2721	2730	+	15.5714	0.0439	SC_RS00010	SCP1.02c	2812	86.5	-	DUF932 domain-containing protein
