threshold	inst	n	n_both	n_A_only	n_C_only	n_neither	OR
0.75	+5598014	159	21	23	88	27	0.2801383399209486
0.75	+5598023	159	28	31	49	51	0.9400921658986175
0.75	+5598032	158	29	35	45	49	0.9022222222222223
0.75	+5598050	154	29	28	37	60	1.6795366795366795
0.75	+5627586	176	18	34	35	89	1.346218487394958
0.75	+5631606	194	51	32	63	48	1.2142857142857142
0.75	+5652010	181	16	50	29	86	0.9489655172413793
0.75	+5660162	157	15	17	25	100	3.5294117647058822
0.75	+5685712	181	7	3	132	39	0.6893939393939394
0.75	+5693194	171	37	48	33	53	1.2380050505050506
0.75	+571323	76	6	4	35	31	1.3285714285714285
0.75	+5765169	164	3	18	42	101	0.4007936507936508
0.75	+580712	75	5	23	9	38	0.9178743961352657
0.75	+582571	77	21	7	22	27	3.6818181818181817
0.75	+5835199	142	3	11	45	83	0.503030303030303
0.75	+5837177	151	3	31	7	110	1.5207373271889402
0.75	+5846938	147	1	21	27	98	0.1728395061728395
0.75	+5864450	168	8	16	28	116	2.0714285714285716
0.75	+5878391	167	2	12	55	98	0.296969696969697
0.75	+5886952	160	45	46	29	40	1.3493253373313343
0.75	+5901194	166	4	16	25	121	1.21
0.75	+5903472	182	12	21	84	65	0.4421768707482993
0.75	+5910961	199	35	38	50	76	1.4
0.75	+5918798	171	16	18	41	96	2.0813008130081303
0.75	+5937944	151	4	16	43	88	0.5116279069767442
0.75	+5944389	160	7	13	55	85	0.8321678321678322
0.75	+5973368	163	15	14	52	82	1.6895604395604396
0.75	+5974529	158	22	32	46	58	0.8668478260869565
0.75	+5976125	166	11	23	44	88	0.9565217391304348
0.75	+5984875	187	14	8	96	69	1.2578125
0.75	+59890	55	7	7	16	25	1.5625
0.75	+6004403	165	20	45	44	56	0.5656565656565656
0.75	+6007831	165	31	54	35	45	0.7380952380952381
0.75	+6058275	154	10	32	28	84	0.9375
0.75	+6059026	151	14	22	49	66	0.8571428571428571
0.75	+6062203	148	15	12	74	47	0.793918918918919
0.75	+6065122	156	13	27	29	87	1.4444444444444444
0.75	+6082367	152	18	27	47	60	0.851063829787234
0.75	+609828	84	18	24	16	26	1.21875
0.75	+6106596	126	8	30	17	71	1.1137254901960785
0.75	+6112592	124	19	38	21	46	1.0952380952380953
0.75	+6115116	125	15	27	32	51	0.8854166666666666
0.75	+6115148	122	5	11	17	89	2.379679144385027
0.75	+6124300	137	22	29	16	70	3.3189655172413794
0.75	+6125183	129	25	23	31	50	1.753155680224404
0.75	+6131209	132	40	15	42	35	2.2222222222222223
0.75	+6134066	158	10	17	46	85	1.0869565217391304
0.75	+6143024	130	42	23	37	28	1.381903642773208
0.75	+6144879	126	28	16	59	23	0.6822033898305084
0.75	+614825	79	12	9	32	26	1.0833333333333333
0.75	+6153020	135	7	24	19	85	1.3048245614035088
0.75	+6164126	137	17	31	29	60	1.1345939933259177
0.75	+6165411	145	24	17	51	53	1.467128027681661
0.75	+6175231	133	5	11	24	93	1.7613636363636365
0.75	+6182518	143	10	37	30	66	0.5945945945945946
0.75	+6200799	149	13	6	87	43	1.0708812260536398
0.75	+6202506	148	8	17	82	41	0.23529411764705882
0.75	+6203059	155	18	21	74	42	0.4864864864864865
0.75	+6206486	142	6	21	36	79	0.626984126984127
0.75	+6216858	140	12	30	20	78	1.56
0.75	+6216957	135	5	15	37	78	0.7027027027027027
0.75	+6216987	134	14	25	37	58	0.8778378378378379
0.75	+6235824	132	3	20	57	52	0.1368421052631579
0.75	+6237534	132	5	8	51	68	0.8333333333333334
0.75	+6244011	134	6	21	33	74	0.6406926406926406
0.75	+6260597	119	11	46	16	46	0.6875
0.75	+6269774	127	5	18	36	68	0.5246913580246914
0.75	+6270570	127	10	18	51	48	0.5228758169934641
0.75	+6286267	134	6	38	14	76	0.8571428571428571
0.75	+6286597	122	7	24	41	50	0.3556910569105691
0.75	+6289268	126	5	19	22	80	0.9569377990430622
0.75	+6289735	127	11	27	21	68	1.3192239858906525
0.75	+6314261	158	4	12	60	82	0.45555555555555555
0.75	+6323735	155	7	31	54	63	0.26344086021505375
0.75	+6325730	146	11	9	38	88	2.8304093567251463
0.75	+6325883	141	25	15	45	56	2.074074074074074
0.75	+6334867	132	19	27	24	62	1.8179012345679013
0.75	+6349624	136	20	16	41	59	1.798780487804878
0.75	+6350485	131	20	43	17	51	1.3953488372093024
0.75	+6360015	142	20	22	41	59	1.3082039911308203
0.75	+6396328	137	15	28	45	49	0.5833333333333334
0.75	+6397210	145	16	38	19	72	1.5955678670360112
0.75	+6403190	133	23	19	49	42	1.037593984962406
0.75	+6463120	130	11	10	63	46	0.8031746031746032
0.75	+6475455	138	5	23	11	99	1.9565217391304348
0.75	+648234	85	19	15	24	27	1.425
0.75	+648246	83	19	25	13	26	1.52
0.75	+648438	82	8	26	9	39	1.3333333333333333
0.75	+648450	82	27	10	17	28	4.447058823529412
0.75	+6485079	138	31	32	31	44	1.375
0.75	+6485788	126	14	34	14	64	1.8823529411764706
0.75	+6486995	131	0	11	33	87	0.0
0.75	+6490762	129	11	17	35	66	1.2201680672268909
0.75	+6494649	133	1	4	53	75	0.35377358490566035
0.75	+6519308	121	16	11	45	49	1.5838383838383838
0.75	+6527073	119	18	28	29	44	0.9753694581280788
0.75	+6532820	110	1	19	10	80	0.42105263157894735
0.75	+6542794	127	24	11	53	39	1.6054888507718696
0.75	+6547212	126	14	36	23	53	0.8961352657004831
0.75	+6566615	128	15	20	40	53	0.99375
0.75	+6583851	110	6	15	25	64	1.024
0.75	+6596536	123	20	28	22	53	1.7207792207792207
0.75	+6607885	127	13	25	28	61	1.1328571428571428
0.75	+6623620	110	10	20	25	55	1.1
0.75	+6624375	120	14	62	12	32	0.6021505376344086
0.75	+6638956	120	20	17	41	42	1.2051649928263988
0.75	+6668896	108	19	24	29	36	0.9827586206896551
0.75	+6693363	114	7	20	17	70	1.4411764705882353
0.75	+6701830	124	17	13	58	36	0.8116710875331565
0.75	+6710217	120	22	6	62	30	1.7741935483870968
0.75	+6711767	125	18	27	25	55	1.4666666666666666
0.75	+6712370	123	14	15	53	41	0.7220125786163522
0.75	+6737690	122	12	20	40	50	0.75
0.75	+6744699	123	12	6	55	50	1.8181818181818181
0.75	+6763424	122	6	30	14	72	1.0285714285714285
0.75	+6763991	118	0	7	51	60	0.0
0.75	+6767950	112	12	20	29	51	1.0551724137931036
0.75	+6783976	121	10	15	37	59	1.063063063063063
0.75	+6804897	122	7	23	26	66	0.7725752508361204
0.75	+6812698	100	14	26	17	43	1.3619909502262444
0.75	+6820717	114	4	6	59	45	0.5084745762711864
0.75	+6833700	99	10	17	30	42	0.8235294117647058
0.75	+6835500	102	11	16	28	47	1.1540178571428572
0.75	+6842192	120	6	31	22	61	0.5366568914956011
0.75	+6843280	132	0	19	16	97	0.0
0.75	+6858273	100	4	6	58	32	0.367816091954023
0.75	+6862638	113	12	13	40	48	1.1076923076923078
0.75	+687159	63	1	5	20	37	0.37
0.75	+6874316	95	9	7	42	37	1.1326530612244898
0.75	+6879641	97	16	16	40	25	0.625
0.75	+6915183	103	5	8	36	54	0.9375
0.75	+6917676	102	12	11	43	36	0.9133192389006343
0.75	+6925630	91	3	10	20	58	0.87
0.75	+6941575	102	24	28	21	29	1.183673469387755
0.75	+6957409	93	11	6	38	38	1.8333333333333333
0.75	+7012710	115	8	20	14	73	2.085714285714286
0.75	+7021005	103	3	7	41	52	0.5435540069686411
0.75	+7036517	106	4	8	33	61	0.9242424242424242
0.75	+7048059	99	20	15	29	35	1.6091954022988506
0.75	+7048673	98	7	25	15	51	0.952
0.75	+7048928	96	12	7	33	44	2.2857142857142856
0.75	+7049747	107	6	14	42	45	0.45918367346938777
0.75	+7051436	117	2	14	26	75	0.41208791208791207
0.75	+7055990	103	14	15	33	41	1.1595959595959595
0.75	+7060747	157	5	16	39	97	0.7772435897435898
0.75	+7061827	156	6	27	33	90	0.6060606060606061
0.75	+7072450	90	8	20	19	43	0.9052631578947369
0.75	+7077658	84	9	10	27	38	1.2666666666666666
0.75	+7084375	91	16	7	37	31	1.915057915057915
0.75	+7105960	96	4	13	40	39	0.3
0.75	+7107817	93	22	28	18	25	1.0912698412698412
0.75	+7122006	113	6	49	9	49	0.6666666666666666
0.75	+7123217	104	3	17	22	62	0.49732620320855614
0.75	+7123328	102	33	12	29	28	2.6551724137931036
0.75	+7135546	117	6	17	33	61	0.6524064171122995
0.75	+7135966	111	5	16	23	67	0.9103260869565217
0.75	+7136359	113	14	19	33	47	1.0494417862838916
0.75	+7149596	107	22	15	46	24	0.7652173913043478
0.75	+718697	72	12	15	33	12	0.2909090909090909
0.75	+7187260	99	5	24	17	53	0.6495098039215687
0.75	+7188373	101	10	17	31	43	0.8159392789373814
0.75	+7192538	105	21	16	18	50	3.6458333333333335
0.75	+72030	61	5	7	11	38	2.4675324675324677
0.75	+7207905	94	10	19	25	40	0.8421052631578947
0.75	+7258416	110	3	3	34	70	2.0588235294117645
0.75	+7271090	101	0	23	12	66	0.0
0.75	+7272283	98	24	22	30	22	0.8
0.75	+7279025	98	11	16	29	42	0.9956896551724138
0.75	+7289117	80	9	7	44	20	0.5844155844155844
0.75	+7290140	79	2	17	11	49	0.5240641711229946
0.75	+7296947	75	14	14	18	29	1.6111111111111112
0.75	+7297193	78	5	8	23	42	1.141304347826087
0.75	+7303268	81	3	18	6	54	1.5
0.75	+7322193	75	6	15	14	40	1.1428571428571428
0.75	+7328227	64	4	11	19	30	0.5741626794258373
0.75	+7346560	84	14	25	12	33	1.54
0.75	+7350564	77	2	16	12	47	0.4895833333333333
0.75	+7365585	95	22	25	15	33	1.936
0.75	+736996	69	18	19	23	9	0.3707093821510298
0.75	+7376402	89	9	7	33	40	1.5584415584415585
0.75	+7380013	75	2	19	14	40	0.3007518796992481
0.75	+7404539	92	4	14	18	56	0.8888888888888888
0.75	+7441178	105	8	12	43	42	0.6511627906976745
0.75	+7457895	92	10	4	36	42	2.9166666666666665
0.75	+7473392	96	7	11	45	33	0.4666666666666667
0.75	+7484194	89	2	13	17	57	0.5158371040723982
0.75	+7485692	106	10	19	24	53	1.162280701754386
0.75	+7500186	96	5	11	17	63	1.6844919786096257
0.75	+7502261	78	2	14	24	38	0.2261904761904762
0.75	+7513985	76	12	15	26	23	0.7076923076923077
0.75	+7531586	76	3	13	14	46	0.7582417582417582
0.75	+7546045	78	8	12	21	37	1.1746031746031746
0.75	+7560763	88	33	23	20	12	0.8608695652173913
0.75	+7589275	85	8	6	29	42	1.9310344827586208
0.75	+7592413	88	5	14	17	52	1.0924369747899159
0.75	+761711	87	3	11	33	40	0.3305785123966942
0.75	+7636110	105	9	7	54	35	0.8333333333333334
0.75	+7652935	75	7	12	36	20	0.32407407407407407
0.75	+7663066	76	12	11	33	20	0.6611570247933884
0.75	+7667296	75	12	5	29	29	2.4
0.75	+7668613	85	6	9	34	36	0.7058823529411765
0.75	+7721106	71	13	17	15	26	1.3254901960784313
0.75	+7733955	72	17	11	19	25	2.0334928229665072
0.75	+7763441	82	4	13	33	32	0.29836829836829837
0.75	+7775315	89	9	18	28	34	0.6071428571428571
0.75	+7783698	81	8	15	10	48	2.56
0.75	+7796765	81	2	8	43	28	0.16279069767441862
0.75	+7808992	76	10	10	7	49	7.0
0.75	+7827203	71	5	8	13	45	2.1634615384615383
0.75	+7828778	74	24	11	9	30	7.2727272727272725
0.75	+7849061	76	19	7	39	11	0.7655677655677655
0.75	+7878301	77	8	9	20	40	1.7777777777777777
0.75	+7884594	73	5	11	22	35	0.7231404958677686
0.75	+7905878	81	12	6	33	30	1.8181818181818181
0.75	+7923186	86	18	21	13	34	2.241758241758242
0.75	+7940629	78	6	7	31	34	0.9400921658986175
0.75	+7948269	77	3	7	31	36	0.4976958525345622
0.75	+7955200	69	6	6	28	29	1.0357142857142858
0.75	+796245	85	8	14	20	43	1.2285714285714286
0.75	+796427	84	2	19	8	55	0.7236842105263158
0.75	+7971226	70	6	7	15	42	2.4
0.75	+798226	80	15	13	12	40	3.8461538461538463
0.75	+7985359	66	4	8	23	31	0.6739130434782609
0.75	+7990365	84	1	11	18	54	0.2727272727272727
0.75	+8023237	73	4	12	19	38	0.6666666666666666
0.75	+8030243	64	5	18	16	25	0.4340277777777778
0.75	+8063022	79	13	11	17	38	2.641711229946524
0.75	+8086516	89	3	8	29	49	0.6336206896551724
0.75	+80983	62	2	8	25	27	0.27
0.75	+8118464	70	9	17	14	30	1.134453781512605
0.75	+8162164	68	11	9	25	23	1.1244444444444444
0.75	+8162355	68	7	13	20	28	0.7538461538461538
0.75	+8176866	70	8	14	26	22	0.4835164835164835
0.75	+826408	95	7	7	47	34	0.723404255319149
0.75	+8270701	77	6	6	19	46	2.4210526315789473
0.75	+8285300	82	9	16	15	42	1.575
0.75	+8305088	65	20	14	15	16	1.5238095238095237
0.75	+8315299	64	4	13	12	35	0.8974358974358975
0.75	+831763	96	3	8	32	53	0.62109375
0.75	+8320313	58	2	10	11	35	0.6363636363636364
0.75	+8351730	69	11	8	14	36	3.5357142857142856
0.75	+837137	81	13	19	17	32	1.2879256965944272
0.75	+8384277	57	2	8	15	32	0.5333333333333333
0.75	+8400987	68	2	12	14	40	0.47619047619047616
0.75	+8473729	72	8	11	15	38	1.8424242424242425
0.75	+8479403	71	18	19	13	21	1.5303643724696356
0.75	+8484851	63	5	15	16	27	0.5625
0.75	+8497861	63	1	5	22	35	0.3181818181818182
0.75	+8518499	66	6	7	29	24	0.7093596059113301
0.75	+8541409	67	5	4	23	35	1.9021739130434783
0.75	+8545044	67	2	4	27	34	0.6296296296296297
0.75	+8556871	59	3	23	8	25	0.4076086956521739
0.75	+8568964	63	6	23	8	26	0.8478260869565217
0.75	+8572423	50	9	10	11	20	1.6363636363636365
0.75	+8610821	54	1	6	13	34	0.4358974358974359
0.75	+8611162	51	4	6	10	31	2.066666666666667
0.75	+8618696	63	1	17	5	40	0.47058823529411764
0.75	+8630080	59	2	6	20	31	0.5166666666666667
0.75	+8630218	58	2	5	14	37	1.0571428571428572
0.75	+864746	79	19	13	25	22	1.2861538461538462
0.75	+8660178	80	16	14	33	17	0.5887445887445888
0.75	+8663514	77	2	10	21	44	0.41904761904761906
0.75	+8667371	92	9	10	30	43	1.29
0.75	+877290	99	2	22	7	68	0.8831168831168831
0.75	+877488	98	5	16	14	63	1.40625
0.75	+913153	70	7	14	23	26	0.5652173913043478
0.75	+914289	75	9	17	4	45	5.955882352941177
0.75	+934028	85	16	16	28	25	0.8928571428571429
0.75	+946272	73	29	16	12	16	2.4166666666666665
0.9	+101059	75	0	8	13	54	0.0
0.9	+1025654	101	1	14	19	67	0.2518796992481203
0.9	+1045180	97	1	13	5	78	1.2
0.9	+1092468	94	2	7	21	64	0.8707482993197279
0.9	+1115327	97	4	6	44	43	0.6515151515151515
0.9	+1145008	82	1	4	20	57	0.7125
0.9	+1147652	100	2	3	22	73	2.212121212121212
0.9	+1161370	91	3	8	26	54	0.7788461538461539
0.9	+1168616	96	4	4	22	66	3.0
0.9	+1172267	93	4	5	31	53	1.367741935483871
0.9	+1178737	80	3	14	13	50	0.8241758241758241
0.9	+1214414	92	3	5	39	45	0.6923076923076923
0.9	+1231640	112	3	8	15	86	2.15
0.9	+1237575	124	1	12	26	85	0.2724358974358974
0.9	+1237998	122	4	3	39	76	2.5982905982905984
0.9	+1249043	108	9	13	27	59	1.5128205128205128
0.9	+1282747	99	5	10	17	67	1.9705882352941178
0.9	+1296590	109	5	11	34	59	0.7887700534759359
0.9	+1308454	100	0	5	21	74	0.0
0.9	+1316552	98	1	8	24	65	0.3385416666666667
0.9	+1326115	107	2	4	16	85	2.65625
0.9	+1378792	103	0	6	32	65	0.0
0.9	+1400216	120	1	6	33	80	0.40404040404040403
0.9	+1420322	118	4	3	32	79	3.2916666666666665
0.9	+1447840	98	2	6	17	73	1.4313725490196079
0.9	+1492591	89	3	12	17	57	0.8382352941176471
0.9	+1517363	100	4	14	19	63	0.9473684210526315
0.9	+1517611	98	0	5	36	57	0.0
0.9	+1550661	99	1	13	20	65	0.25
0.9	+1589224	107	1	4	34	68	0.5
0.9	+1608883	113	6	7	27	73	2.3174603174603177
0.9	+1635825	135	3	3	32	97	3.03125
0.9	+1660893	106	7	9	32	58	1.4097222222222223
0.9	+1675040	117	1	11	11	94	0.7768595041322314
0.9	+1677539	128	3	5	25	95	2.28
0.9	+1740719	99	7	7	17	68	4.0
0.9	+1751548	116	2	14	21	79	0.5374149659863946
0.9	+1772486	123	0	14	26	83	0.0
0.9	+1788762	121	2	4	59	56	0.4745762711864407
0.9	+1823840	109	1	12	22	74	0.2803030303030303
0.9	+1831095	102	7	28	9	58	1.6111111111111112
0.9	+186458	71	1	4	21	45	0.5357142857142857
0.9	+1887435	112	2	7	19	84	1.263157894736842
0.9	+1895819	110	5	4	40	61	1.90625
0.9	+191485	68	4	12	18	34	0.6296296296296297
0.9	+1923560	121	0	8	23	90	0.0
0.9	+1944700	125	3	4	35	83	1.7785714285714285
0.9	+1947798	132	10	9	36	77	2.376543209876543
0.9	+1975673	113	0	5	8	100	0.0
0.9	+2005471	133	7	19	22	85	1.423444976076555
0.9	+2016196	122	1	8	7	106	1.8928571428571428
0.9	+2066362	147	2	6	37	102	0.918918918918919
0.9	+2078947	159	2	5	45	107	0.9511111111111111
0.9	+2101735	123	1	5	22	95	0.8636363636363636
0.9	+2109005	149	5	15	35	94	0.8952380952380953
0.9	+2109245	160	1	8	29	122	0.5258620689655172
0.9	+2119598	147	2	16	18	111	0.7708333333333334
0.9	+2231811	120	3	5	27	85	1.8888888888888888
0.9	+2236992	145	1	21	7	116	0.7891156462585034
0.9	+224082	72	2	13	22	35	0.24475524475524477
0.9	+2249999	140	1	12	26	101	0.32371794871794873
0.9	+2255111	140	0	8	18	114	0.0
0.9	+2268730	135	6	6	52	71	1.3653846153846154
0.9	+2271012	142	3	6	49	84	0.8571428571428571
0.9	+2274042	138	9	7	18	104	7.428571428571429
0.9	+2297085	123	1	5	31	86	0.5548387096774193
0.9	+232456	67	1	10	7	49	0.7
0.9	+23405	63	5	12	13	33	1.0576923076923077
0.9	+2340861	143	5	29	16	93	1.0021551724137931
0.9	+2361981	144	5	5	65	69	1.0615384615384615
0.9	+2362188	145	14	14	47	70	1.4893617021276595
0.9	+2400278	155	5	7	91	52	0.40816326530612246
0.9	+2410836	159	11	27	20	101	2.0574074074074074
0.9	+2411415	160	13	12	53	82	1.6761006289308176
0.9	+2415709	161	2	8	52	99	0.47596153846153844
0.9	+2419193	159	4	21	34	100	0.5602240896358543
0.9	+2419225	161	2	4	55	100	0.9090909090909091
0.9	+2421166	155	0	10	26	119	0.0
0.9	+2423333	145	5	13	48	79	0.6330128205128205
0.9	+2433109	149	11	22	31	85	1.3709677419354838
0.9	+2435429	163	14	17	52	80	1.2669683257918551
0.9	+2444862	172	12	25	42	93	1.062857142857143
0.9	+2446667	158	2	10	39	107	0.5487179487179488
0.9	+2453045	151	2	7	34	108	0.907563025210084
0.9	+2484552	152	0	21	9	122	0.0
0.9	+2497569	144	4	5	24	111	3.7
0.9	+2504540	158	3	7	36	112	1.3333333333333333
0.9	+2544297	168	3	6	83	76	0.4578313253012048
0.9	+255670	63	0	6	17	40	0.0
0.9	+2557818	172	1	14	43	114	0.1893687707641196
0.9	+2558065	175	2	8	50	115	0.575
0.9	+2558083	176	11	19	24	122	2.942982456140351
0.9	+2559888	186	18	34	46	88	1.0127877237851663
0.9	+2571890	190	2	12	45	131	0.48518518518518516
0.9	+2576748	190	2	5	41	142	1.3853658536585365
0.9	+2608315	175	0	18	17	140	0.0
0.9	+2618066	154	2	13	16	123	1.1826923076923077
0.9	+2679812	198	4	14	70	110	0.4489795918367347
0.9	+2682947	196	14	31	31	120	1.7481789802289283
0.9	+2701382	161	8	20	39	94	0.9641025641025641
0.9	+2712071	157	2	20	20	115	0.575
0.9	+2713585	149	5	11	42	91	0.9848484848484849
0.9	+2739860	166	3	10	17	136	2.4
0.9	+2854562	183	8	10	64	101	1.2625
0.9	+2854829	181	2	11	40	128	0.5818181818181818
0.9	+2860897	192	7	10	59	116	1.376271186440678
0.9	+2893662	162	2	12	22	126	0.9545454545454546
0.9	+2922117	174	15	23	38	98	1.6819221967963387
0.9	+2967284	193	0	11	16	166	0.0
0.9	+2968237	194	0	20	16	158	0.0
0.9	+2980761	194	4	5	59	126	1.7084745762711864
0.9	+3032598	180	2	64	5	109	0.68125
0.9	+3033657	193	9	18	55	111	1.009090909090909
0.9	+3034681	197	2	36	37	122	0.1831831831831832
0.9	+3038104	192	1	29	23	139	0.20839580209895053
0.9	+3055827	197	13	33	53	98	0.7284162378502002
0.9	+3090221	203	10	18	49	126	1.4285714285714286
0.9	+3122766	218	12	7	90	109	2.0761904761904764
0.9	+3147379	194	0	9	31	154	0.0
0.9	+3148885	191	2	12	32	145	0.7552083333333334
0.9	+3186653	190	4	18	33	135	0.9090909090909091
0.9	+3206945	196	2	14	38	142	0.5338345864661654
0.9	+3207838	204	3	3	121	77	0.6363636363636364
0.9	+3229084	214	6	12	61	135	1.1065573770491803
0.9	+3291265	179	15	33	24	107	2.0265151515151514
0.9	+3332434	227	2	23	36	166	0.40096618357487923
0.9	+3336233	233	0	25	37	171	0.0
0.9	+3337555	214	0	6	47	161	0.0
0.9	+3337690	213	1	9	32	171	0.59375
0.9	+3345421	199	9	28	58	104	0.5763546798029556
0.9	+3358874	214	10	27	43	134	1.1541774332472008
0.9	+3376220	197	1	12	10	174	1.45
0.9	+3377110	192	3	16	51	122	0.4485294117647059
0.9	+3384174	206	1	22	25	158	0.2872727272727273
0.9	+3389518	199	1	12	27	159	0.49074074074074076
0.9	+3402192	218	4	9	44	161	1.6262626262626263
0.9	+3403240	227	8	22	54	143	0.9629629629629629
0.9	+3416778	207	2	25	8	172	1.72
0.9	+3421908	204	1	35	6	162	0.7714285714285715
0.9	+3426865	200	0	10	69	121	0.0
0.9	+3458068	224	1	10	46	167	0.3630434782608696
0.9	+3467471	189	1	8	57	123	0.26973684210526316
0.9	+3481040	204	0	10	15	179	0.0
0.9	+3484387	217	3	10	104	100	0.28846153846153844
0.9	+3511840	203	2	4	104	93	0.44711538461538464
0.9	+3521389	219	4	16	67	132	0.4925373134328358
0.9	+3524592	227	2	9	58	158	0.6053639846743295
0.9	+3532293	264	9	30	81	144	0.5333333333333333
0.9	+3535450	236	2	7	82	145	0.5052264808362369
0.9	+357889	70	7	9	10	44	3.422222222222222
0.9	+3591025	229	4	8	45	172	1.9111111111111112
0.9	+3627013	234	8	11	72	143	1.4444444444444444
0.9	+3638361	237	18	39	56	124	1.021978021978022
0.9	+3642329	228	3	31	11	183	1.6099706744868034
0.9	+3652427	239	0	14	29	196	0.0
0.9	+3658320	239	22	29	66	122	1.4022988505747127
0.9	+3666188	220	1	10	29	180	0.6206896551724138
0.9	+3713379	254	8	8	110	128	1.1636363636363636
0.9	+3715070	255	6	50	10	189	2.268
0.9	+3752368	240	0	13	47	180	0.0
0.9	+3770308	243	3	10	90	140	0.4666666666666667
0.9	+3779730	267	6	58	22	181	0.8510971786833855
0.9	+3798569	235	5	22	82	126	0.3492239467849224
0.9	+3818188	235	8	29	57	141	0.6823956442831216
0.9	+3825682	264	13	68	36	147	0.7806372549019608
0.9	+3826784	284	26	55	49	154	1.4857142857142858
0.9	+3842521	234	2	19	48	165	0.3618421052631579
0.9	+3843041	241	2	10	27	202	1.4962962962962962
0.9	+3855272	258	8	14	88	148	0.961038961038961
0.9	+3866949	232	1	5	83	143	0.344578313253012
0.9	+3885936	253	4	19	42	188	0.9423558897243107
0.9	+3897447	239	0	19	13	207	0.0
0.9	+3907580	261	19	60	35	147	1.33
0.9	+3909879	257	6	18	35	198	1.8857142857142857
0.9	+391204	67	1	7	13	46	0.5054945054945055
0.9	+3918011	246	0	29	17	200	0.0
0.9	+3947109	263	4	15	47	197	1.1177304964539008
0.9	+3960369	256	25	54	35	142	1.8783068783068784
0.9	+397246	67	2	4	19	42	1.105263157894737
0.9	+4079728	264	9	18	88	149	0.8465909090909091
0.9	+4088375	290	22	66	27	175	2.1604938271604937
0.9	+4089243	291	3	6	101	181	0.8960396039603961
0.9	+409395	76	1	4	5	66	3.3
0.9	+4117351	288	10	30	46	202	1.463768115942029
0.9	+4119809	300	12	15	131	142	0.867175572519084
0.9	+4127183	275	11	25	87	152	0.7687356321839081
0.9	+4132159	309	3	23	67	216	0.42050616482803377
0.9	+4134416	304	6	21	80	197	0.7035714285714286
0.9	+4135549	319	4	13	118	184	0.47979139504563234
0.9	+4137009	313	22	28	99	164	1.3015873015873016
0.9	+4141751	311	2	8	45	256	1.4222222222222223
0.9	+4145034	282	11	25	83	163	0.8640963855421687
0.9	+4165195	273	2	27	28	216	0.5714285714285714
0.9	+4166176	284	7	21	58	198	1.1379310344827587
0.9	+4168526	295	4	17	70	204	0.6857142857142857
0.9	+4168538	296	19	26	68	183	1.966628959276018
0.9	+4173881	299	11	10	136	142	1.1485294117647058
0.9	+4179014	315	14	41	56	204	1.2439024390243902
0.9	+4181527	302	8	26	60	208	1.0666666666666667
0.9	+4218807	255	10	62	23	160	1.1220196353436185
0.9	+4244956	294	6	23	42	223	1.3850931677018634
0.9	+4256582	251	2	19	33	197	0.6283891547049442
0.9	+4275123	257	25	45	67	120	0.9950248756218906
0.9	+4290572	287	9	14	108	156	0.9285714285714286
0.9	+4292175	283	2	8	75	198	0.66
0.9	+4292797	271	3	17	11	240	3.8502673796791442
0.9	+429391	88	5	3	35	45	2.142857142857143
0.9	+4303403	269	1	5	38	225	1.1842105263157894
0.9	+4309902	270	1	15	77	177	0.15324675324675324
0.9	+4339627	288	27	47	76	138	1.0431131019036954
0.9	+4355490	287	8	20	54	205	1.5185185185185186
0.9	+43753	80	5	3	18	54	5.0
0.9	+4376355	247	3	9	54	181	1.117283950617284
0.9	+4380749	237	9	35	32	161	1.29375
0.9	+4380830	236	12	29	46	149	1.3403298350824588
0.9	+4410053	266	27	17	86	136	2.511627906976744
0.9	+4415926	265	17	27	83	138	1.0468540829986612
0.9	+4454316	279	7	19	56	197	1.2960526315789473
0.9	+4459595	274	2	28	10	234	1.6714285714285715
0.9	+4465003	249	2	11	71	165	0.4225352112676056
0.9	+4506740	246	7	7	148	84	0.5675675675675675
0.9	+4508895	254	17	15	126	96	0.8634920634920635
0.9	+4531247	236	6	15	81	134	0.6617283950617284
0.9	+4544892	223	7	14	80	122	0.7625
0.9	+4575035	262	8	7	49	198	4.618075801749272
0.9	+4581838	264	3	17	17	227	2.356401384083045
0.9	+4581915	278	21	18	85	154	2.1137254901960785
0.9	+4588611	291	22	63	56	150	0.935374149659864
0.9	+4601619	241	5	19	72	145	0.5299707602339181
0.9	+4608283	243	14	58	42	129	0.7413793103448276
0.9	+4627204	239	8	19	67	145	0.9112333071484682
0.9	+4639879	271	13	26	108	124	0.5740740740740741
0.9	+4663819	253	9	36	38	170	1.118421052631579
0.9	+466470	66	5	10	16	35	1.09375
0.9	+4669460	269	7	28	69	165	0.5978260869565217
0.9	+4669535	272	2	21	33	216	0.6233766233766234
0.9	+467033	68	2	8	12	46	0.9583333333333334
0.9	+4671073	277	6	43	35	193	0.7694352159468438
0.9	+4695344	257	2	6	60	189	1.05
0.9	+4699719	245	5	14	83	143	0.6153184165232358
0.9	+4712674	264	20	38	70	136	1.0225563909774436
0.9	+4727612	258	6	26	45	181	0.9282051282051282
0.9	+4763016	258	4	16	39	199	1.2756410256410255
0.9	+4763284	261	1	10	47	203	0.4319148936170213
0.9	+4815052	253	3	33	28	189	0.6136363636363636
0.9	+4829045	233	16	40	37	140	1.5135135135135136
0.9	+4832455	199	3	29	10	157	1.6241379310344828
0.9	+4840209	212	15	87	14	96	1.1822660098522169
0.9	+4848483	213	13	44	25	131	1.548181818181818
