gene_id,old_locus_tag,gene_name,chrom,start,end,strand,gff_tss,experimental_tss,tss_source,tss
SC_RS23150,SCO4193,,NC_003888.3,4601530,4602498,+,4601530,4601462.0,Jeong2016_dRNA-seq,4601462
SC_RS23155,SCO4194,,NC_003888.3,4602509,4603132,+,4602509,4602509.0,Jeong2016_dRNA-seq,4602509
SC_RS23160,SCO4195,,NC_003888.3,4603165,4605207,+,4603165,,GFF_annotation,4603165
SC_RS23165,SCO4196,,NC_003888.3,4605265,4606479,-,4606479,,GFF_annotation,4606479
SC_RS23170,SCO4197,,NC_003888.3,4606581,4607048,+,4606581,,GFF_annotation,4606581
SC_RS23175,SCO4198,,NC_003888.3,4607362,4607787,+,4607362,4607362.0,Jeong2016_dRNA-seq,4607362
SC_RS23180,SCO4199,,NC_003888.3,4607810,4608451,+,4607810,,GFF_annotation,4607810
SC_RS23185,SCO4200,,NC_003888.3,4608565,4608900,+,4608565,4608527.0,Jeong2016_dRNA-seq,4608527
SC_RS23190,SCO4201,,NC_003888.3,4609038,4610543,-,4610543,4610678.0,Jeong2016_dRNA-seq,4610678
SC_RS23195,SCO4202,,NC_003888.3,4610815,4611975,-,4611975,,GFF_annotation,4611975
SC_RS23200,SCO4203,,NC_003888.3,4612173,4612988,-,4612988,,GFF_annotation,4612988
SC_RS23205,SCO4204,mshA,NC_003888.3,4613253,4614626,+,4613253,,GFF_annotation,4613253
SC_RS23210,SCO4205,,NC_003888.3,4614619,4615125,+,4614619,4614619.0,Jeong2016_dRNA-seq,4614619
SC_RS23215,SCO4206,,NC_003888.3,4615154,4615969,-,4615969,4615969.0,Jeong2016_dRNA-seq,4615969
SC_RS23220,SCO4207,,NC_003888.3,4616019,4616486,+,4616019,4616019.0,Jeong2016_dRNA-seq,4616019
SC_RS23225,SCO4208,,NC_003888.3,4616569,4617858,-,4617858,4617903.0,Jeong2016_dRNA-seq,4617903
SC_RS23230,SCO4209,,NC_003888.3,4618020,4618781,+,4618020,4618020.0,Jeong2016_dRNA-seq,4618020
SC_RS23235,SCO4210,,NC_003888.3,4618881,4619375,-,4619375,4619401.0,Jeong2016_dRNA-seq,4619401
SC_RS23245,SCO4212,,NC_003888.3,4620341,4620667,+,4620341,4620341.0,Jeong2016_dRNA-seq,4620341
SC_RS23250,SCO4213,,NC_003888.3,4621124,4622725,+,4621124,4621093.0,Jeong2016_dRNA-seq,4621093
SC_RS23255,SCO4214,,NC_003888.3,4622993,4623433,-,4623433,4623623.0,Jeong2016_dRNA-seq,4623623
SC_RS23260,SCO4215,,NC_003888.3,4623766,4624524,+,4623766,4623652.0,Jeong2016_dRNA-seq,4623652
SC_RS23265,SCO4216,,NC_003888.3,4624587,4624796,-,4624796,4624796.0,Jeong2016_dRNA-seq,4624796
SC_RS23270,SCO4217,,NC_003888.3,4624932,4625816,-,4625816,,GFF_annotation,4625816
SC_RS23275,SCO4218,,NC_003888.3,4625975,4626166,+,4625975,4625942.0,Jeong2016_dRNA-seq,4625942
SC_RS23280,SCO4219,,NC_003888.3,4626394,4627158,+,4626394,4626220.0,Jeong2016_dRNA-seq,4626220
SC_RS23285,SCO4220,,NC_003888.3,4627348,4627767,-,4627767,4627747.0,Jeong2016_dRNA-seq,4627747
SC_RS23290,SCO4221,,NC_003888.3,4627832,4628248,-,4628248,4628248.0,Jeong2016_dRNA-seq,4628248
SC_RS23295,SCO4222,,NC_003888.3,4628357,4628737,+,4628357,4628314.0,Jeong2016_dRNA-seq,4628314
SC_RS23300,SCO4223,,NC_003888.3,4628765,4629634,-,4629634,,GFF_annotation,4629634
SC_RS23305,SCO4224,,NC_003888.3,4629724,4630989,-,4630989,,GFF_annotation,4630989
SC_RS23310,SCO4225,,NC_003888.3,4631073,4631465,-,4631465,4631506.0,Jeong2016_dRNA-seq,4631506
SC_RS23315,SCO4226,,NC_003888.3,4631601,4631849,-,4631849,4632008.0,Jeong2016_dRNA-seq,4632008
SC_RS23320,SCO4227,,NC_003888.3,4631977,4632132,-,4632132,4632208.0,Jeong2016_dRNA-seq,4632208
SC_RS23325,SCO4228,phoU,NC_003888.3,4632295,4632984,-,4632984,4633053.0,Jeong2016_dRNA-seq,4633053
SC_RS23330,SCO4229,,NC_003888.3,4633199,4634479,+,4633199,4633199.0,Jeong2016_dRNA-seq,4633199
SC_RS23335,SCO4230,,NC_003888.3,4634476,4635156,+,4634476,,GFF_annotation,4634476
SC_RS23340,SCO4231,,NC_003888.3,4635317,4636042,-,4636042,4636112.0,Jeong2016_dRNA-seq,4636112
SC_RS23345,SCO4232,,NC_003888.3,4636744,4637226,+,4636744,4636723.0,Jeong2016_dRNA-seq,4636723
SC_RS23350,SCO4233,ispD,NC_003888.3,4637542,4638354,+,4637542,,GFF_annotation,4637542
SC_RS23355,SCO4234,ispF,NC_003888.3,4638344,4638856,+,4638344,4638359.0,Jeong2016_dRNA-seq,4638359
SC_RS23360,SCO4235,cysS,NC_003888.3,4639322,4640722,+,4639322,,GFF_annotation,4639322
SC_RS23365,SCO4236,rlmB,NC_003888.3,4640855,4641799,+,4640855,4640684.0,Jeong2016_dRNA-seq,4640684
SC_RS23370,SCO4237,,NC_003888.3,4641917,4643638,+,4641917,4641923.0,Jeong2016_dRNA-seq,4641923
SC_RS23375,SCO4238,,NC_003888.3,4643727,4644464,-,4644464,4644464.0,Jeong2016_dRNA-seq,4644464
SC_RS23380,SCO4239,,NC_003888.3,4644506,4644952,-,4644952,4644971.0,Jeong2016_dRNA-seq,4644971
SC_RS23385,SCO4240,msiK,NC_003888.3,4645175,4646311,-,4646311,4646396.0,Jeong2016_dRNA-seq,4646396
SC_RS23390,SCOt47,,NC_003888.3,4646531,4646604,+,4646531,,GFF_annotation,4646531
SC_RS23395,SCO4241,,NC_003888.3,4646671,4648308,-,4648308,,GFF_annotation,4648308
SC_RS23400,SCO4242,,NC_003888.3,4648427,4649833,-,4649833,,GFF_annotation,4649833
SC_RS23405,SCO4243,,NC_003888.3,4649830,4650339,-,4650339,,GFF_annotation,4650339
SC_RS23410,SCO4244,,NC_003888.3,4650399,4652357,-,4652357,,GFF_annotation,4652357
SC_RS23415,SCO4245,,NC_003888.3,4652357,4652809,-,4652809,,GFF_annotation,4652809
SC_RS23420,SCO4246,,NC_003888.3,4652844,4654775,-,4654775,,GFF_annotation,4654775
SC_RS23425,SCO4247,,NC_003888.3,4654775,4655497,-,4655497,,GFF_annotation,4655497
SC_RS23430,SCO4248,,NC_003888.3,4655526,4655948,-,4655948,,GFF_annotation,4655948
SC_RS23435,,,NC_003888.3,4656039,4656887,-,4656887,,GFF_annotation,4656887
SC_RS23440,,,NC_003888.3,4660125,4660283,-,4660283,,GFF_annotation,4660283
SC_RS23445,SCO4251,,NC_003888.3,4660280,4660813,-,4660813,,GFF_annotation,4660813
SC_RS23450,SCO4252,,NC_003888.3,4660813,4661262,-,4661262,4661283.0,Jeong2016_dRNA-seq,4661283
SC_RS23455,SCO4253,,NC_003888.3,4661315,4662919,-,4662919,4662950.0,Jeong2016_dRNA-seq,4662950
SC_RS23460,SCO4254,,NC_003888.3,4663249,4666119,+,4663249,4663153.0,Jeong2016_dRNA-seq,4663153
SC_RS23465,SCO4255,,NC_003888.3,4666254,4666985,+,4666254,,GFF_annotation,4666254
SC_RS23470,SCO4256,,NC_003888.3,4667076,4668515,+,4667076,4667076.0,Jeong2016_dRNA-seq,4667076
SC_RS23475,SCO4257,,NC_003888.3,4668591,4670033,+,4668591,4668591.0,Jeong2016_dRNA-seq,4668591
SC_RS23480,SCO4258,,NC_003888.3,4670132,4671589,+,4670132,4670132.0,Jeong2016_dRNA-seq,4670132
SC_RS23485,SCO4259,,NC_003888.3,4671614,4673686,-,4673686,,GFF_annotation,4673686
SC_RS23490,SCO4260,,NC_003888.3,4673692,4674369,-,4674369,4674438.0,Jeong2016_dRNA-seq,4674438
SC_RS23495,SCO4261,,NC_003888.3,4674563,4675222,-,4675222,4675329.0,Jeong2016_dRNA-seq,4675329
SC_RS23500,SCO4263,,NC_003888.3,4675583,4679338,+,4675583,,GFF_annotation,4675583
SC_RS23505,SCO4264,,NC_003888.3,4679364,4680245,-,4680245,4680245.0,Jeong2016_dRNA-seq,4680245
SC_RS23510,SCO4265,,NC_003888.3,4680295,4681806,-,4681806,4681806.0,Jeong2016_dRNA-seq,4681806
SC_RS23515,SCO4266,,NC_003888.3,4681886,4682866,-,4682866,,GFF_annotation,4682866
SC_RS23520,SCO4267,,NC_003888.3,4682918,4684078,-,4684078,,GFF_annotation,4684078
SC_RS23525,SCO4268,,NC_003888.3,4684243,4684947,+,4684243,,GFF_annotation,4684243
SC_RS23530,SCO4269,,NC_003888.3,4684959,4685459,-,4685459,,GFF_annotation,4685459
SC_RS23535,SCO4270,,NC_003888.3,4685643,4686242,-,4686242,,GFF_annotation,4686242
SC_RS23540,SCO4271,,NC_003888.3,4686358,4687494,+,4686358,,GFF_annotation,4686358
SC_RS23545,SCO4272,,NC_003888.3,4687504,4688475,+,4687504,,GFF_annotation,4687504
SC_RS23550,SCO4273,,NC_003888.3,4688500,4689921,-,4689921,,GFF_annotation,4689921
SC_RS23555,SCO4274,,NC_003888.3,4690003,4690572,-,4690572,,GFF_annotation,4690572
SC_RS23560,SCO4275,,NC_003888.3,4690823,4692109,+,4690823,,GFF_annotation,4690823
SC_RS23565,SCO4276,,NC_003888.3,4692106,4692777,+,4692106,,GFF_annotation,4692106
SC_RS23570,SCO4277,,NC_003888.3,4692883,4693458,-,4693458,4693488.0,Jeong2016_dRNA-seq,4693488
SC_RS23575,SCO4278,arfB,NC_003888.3,4693616,4694053,+,4693616,4693625.0,Jeong2016_dRNA-seq,4693625
SC_RS23580,SCO4279,,NC_003888.3,4694071,4694541,-,4694541,,GFF_annotation,4694541
SC_RS23585,SCO4280,,NC_003888.3,4694592,4695200,-,4695200,,GFF_annotation,4695200
SC_RS23590,SCO4281,cdgB,NC_003888.3,4695536,4697197,+,4695536,4695458.0,Jeong2016_dRNA-seq,4695458
SC_RS23595,SCO4282,,NC_003888.3,4697318,4698292,+,4697318,,GFF_annotation,4697318
SC_RS23600,SCO4283,,NC_003888.3,4698343,4699275,-,4699275,,GFF_annotation,4699275
SC_RS23605,SCO4284,nagA,NC_003888.3,4699398,4700543,-,4700543,,GFF_annotation,4700543
SC_RS23610,SCO4285,,NC_003888.3,4700543,4701562,-,4701562,,GFF_annotation,4701562
SC_RS23615,SCO4286,,NC_003888.3,4701671,4702936,+,4701671,4701628.0,Jeong2016_dRNA-seq,4701628
SC_RS23620,SCO4287,,NC_003888.3,4702973,4703206,+,4702973,,GFF_annotation,4702973
SC_RS23625,SCO4288,otsB,NC_003888.3,4703578,4704450,+,4703578,,GFF_annotation,4703578
SC_RS23630,SCO4289,,NC_003888.3,4704590,4705072,+,4704590,4704546.0,Jeong2016_dRNA-seq,4704546
SC_RS23635,SCO4290,,NC_003888.3,4705079,4706467,-,4706467,,GFF_annotation,4706467
SC_RS23640,SCO4291,,NC_003888.3,4706614,4707315,+,4706614,,GFF_annotation,4706614
SC_RS23645,SCO4292,,NC_003888.3,4707339,4708283,-,4708283,4708420.0,Jeong2016_dRNA-seq,4708420
SC_RS23650,SCO4293,thrC,NC_003888.3,4708601,4709893,+,4708601,4708375.0,Jeong2016_dRNA-seq,4708375
SC_RS23655,SCO4294,,NC_003888.3,4709890,4710165,+,4709890,,GFF_annotation,4709890
SC_RS23660,SCO4295,,NC_003888.3,4710584,4710787,+,4710584,4710480.0,Jeong2016_dRNA-seq,4710480
SC_RS23665,SCO4296,groL,NC_003888.3,4711115,4712740,+,4711115,4710964.0,Jeong2016_dRNA-seq,4710964
SC_RS23670,SCO4297,,NC_003888.3,4712991,4714121,+,4712991,,GFF_annotation,4712991
SC_RS23675,SCO4298,,NC_003888.3,4714155,4715696,+,4714155,4714155.0,Jeong2016_dRNA-seq,4714155
SC_RS23680,SCO4299,,NC_003888.3,4715693,4716040,+,4715693,,GFF_annotation,4715693
SC_RS23685,SCO4300,,NC_003888.3,4716003,4716272,-,4716272,4716445.0,Jeong2016_dRNA-seq,4716445
SC_RS23690,SCO4301,,NC_003888.3,4716256,4717095,-,4717095,,GFF_annotation,4717095
SC_RS23695,SCO4302,,NC_003888.3,4717214,4717603,+,4717214,,GFF_annotation,4717214
SC_RS23700,SCO4303,,NC_003888.3,4717614,4718222,-,4718222,4718222.0,Jeong2016_dRNA-seq,4718222
SC_RS23705,SCO4304,,NC_003888.3,4718317,4719066,+,4718317,,GFF_annotation,4718317
SC_RS23710,SCO4305,,NC_003888.3,4719080,4719673,-,4719673,,GFF_annotation,4719673
SC_RS23715,SCO4306,,NC_003888.3,4719675,4720244,-,4720244,,GFF_annotation,4720244
SC_RS23720,SCO4307,murQ,NC_003888.3,4720312,4721247,-,4721247,,GFF_annotation,4721247
SC_RS23725,SCO4308,,NC_003888.3,4721346,4722335,-,4722335,,GFF_annotation,4722335
SC_RS23730,SCO4309,,NC_003888.3,4722391,4722771,+,4722391,,GFF_annotation,4722391
SC_RS23735,SCO4310,,NC_003888.3,4722782,4723078,+,4722782,,GFF_annotation,4722782
SC_RS23740,SCO4311,,NC_003888.3,4723060,4724157,-,4724157,4724157.0,Jeong2016_dRNA-seq,4724157
SC_RS23745,SCO4312,,NC_003888.3,4724168,4724854,-,4724854,,GFF_annotation,4724854
SC_RS23750,SCO4313,,NC_003888.3,4724955,4725605,+,4724955,4724896.0,Jeong2016_dRNA-seq,4724896
SC_RS23755,SCO4314,,NC_003888.3,4725616,4726299,+,4725616,,GFF_annotation,4725616
SC_RS23760,SCO4315,,NC_003888.3,4726384,4727073,+,4726384,,GFF_annotation,4726384
SC_RS23765,SCO4316,,NC_003888.3,4727234,4729279,-,4729279,,GFF_annotation,4729279
SC_RS23770,SCO4317,,NC_003888.3,4729584,4729769,+,4729584,,GFF_annotation,4729584
SC_RS23780,SCO4319,,NC_003888.3,4731490,4731672,-,4731672,,GFF_annotation,4731672
SC_RS23785,SCO4321,,NC_003888.3,4732070,4734673,-,4734673,,GFF_annotation,4734673
SC_RS23790,SCO4322,,NC_003888.3,4734723,4735823,+,4734723,4734770.0,Jeong2016_dRNA-seq,4734770
SC_RS23795,SCO4323,,NC_003888.3,4736376,4737038,+,4736376,,GFF_annotation,4736376
SC_RS23800,SCO4324,,NC_003888.3,4736987,4737265,-,4737265,4737265.0,Jeong2016_dRNA-seq,4737265
SC_RS23805,SCO4325,,NC_003888.3,4737441,4737824,+,4737441,4737284.0,Jeong2016_dRNA-seq,4737284
SC_RS23810,SCO4326,,NC_003888.3,4737844,4738692,-,4738692,4738692.0,Jeong2016_dRNA-seq,4738692
SC_RS23815,SCO4327,,NC_003888.3,4738682,4739389,-,4739389,,GFF_annotation,4739389
SC_RS23820,SCO4328,,NC_003888.3,4739405,4739914,-,4739914,4739831.0,Jeong2016_dRNA-seq,4739831
SC_RS23825,SCO4329,,NC_003888.3,4739973,4741364,-,4741364,,GFF_annotation,4741364
SC_RS23830,SCO4330,,NC_003888.3,4741698,4742624,+,4741698,4741408.0,Jeong2016_dRNA-seq,4741408
SC_RS23835,SCO4331,,NC_003888.3,4742777,4745905,+,4742777,4742721.0,Jeong2016_dRNA-seq,4742721
SC_RS23840,SCO4332,,NC_003888.3,4746028,4748436,-,4748436,4748436.0,Jeong2016_dRNA-seq,4748436
SC_RS23845,SCO4333,,NC_003888.3,4748536,4748796,-,4748796,4748796.0,Jeong2016_dRNA-seq,4748796
SC_RS23850,SCO4334,,NC_003888.3,4749000,4750457,+,4749000,4748911.0,Jeong2016_dRNA-seq,4748911
SC_RS23855,SCO4335,,NC_003888.3,4750489,4750677,-,4750677,4750671.0,Jeong2016_dRNA-seq,4750671
SC_RS23860,SCO4336,,NC_003888.3,4750828,4751265,+,4750828,4750828.0,Jeong2016_dRNA-seq,4750828
SC_RS23865,SCO4337,,NC_003888.3,4751293,4752672,+,4751293,,GFF_annotation,4751293
SC_RS23870,SCO4338,thpR,NC_003888.3,4752722,4753294,+,4752722,,GFF_annotation,4752722
SC_RS23880,SCO4340,,NC_003888.3,4754366,4756015,+,4754366,4754335.0,Jeong2016_dRNA-seq,4754335
SC_RS23885,SCO4342,,NC_003888.3,4756894,4757403,+,4756894,4756834.0,Jeong2016_dRNA-seq,4756834
SC_RS23895,SCO4345,,NC_003888.3,4759042,4759623,+,4759042,4759018.0,Jeong2016_dRNA-seq,4759018
SC_RS23900,SCO4346,,NC_003888.3,4759891,4761063,-,4761063,4761063.0,Jeong2016_dRNA-seq,4761063
SC_RS23905,SCO4347,,NC_003888.3,4761245,4761673,-,4761673,4761696.0,Jeong2016_dRNA-seq,4761696
SC_RS23910,SCO4348,,NC_003888.3,4761670,4763841,-,4763841,,GFF_annotation,4763841
SC_RS23915,SCO4349,,NC_003888.3,4763838,4765553,-,4765553,,GFF_annotation,4765553
SC_RS23920,SCO4350,,NC_003888.3,4765553,4766905,-,4766905,,GFF_annotation,4766905
SC_RS23925,SCO4351,,NC_003888.3,4766995,4767627,+,4766995,4766968.0,Jeong2016_dRNA-seq,4766968
SC_RS23930,SCO4352,,NC_003888.3,4767684,4768676,+,4767684,4767684.0,Jeong2016_dRNA-seq,4767684
SC_RS23940,SCO4354,,NC_003888.3,4769020,4769613,-,4769613,4769658.0,Jeong2016_dRNA-seq,4769658
SC_RS23945,SCO4355,,NC_003888.3,4769704,4770477,+,4769704,,GFF_annotation,4769704
SC_RS23950,SCO4356,,NC_003888.3,4770450,4771139,-,4771139,,GFF_annotation,4771139
SC_RS23955,SCO4357,,NC_003888.3,4771252,4772241,+,4771252,,GFF_annotation,4771252
SC_RS23960,SCO4358,,NC_003888.3,4772215,4773021,-,4773021,,GFF_annotation,4773021
SC_RS23965,SCO4359,,NC_003888.3,4773118,4774128,+,4773118,4773088.0,Jeong2016_dRNA-seq,4773088
SC_RS23970,SCO4360,,NC_003888.3,4774125,4774967,+,4774125,,GFF_annotation,4774125
SC_RS23975,SCO4361,,NC_003888.3,4775082,4775639,+,4775082,,GFF_annotation,4775082
SC_RS23980,SCO4362,,NC_003888.3,4775642,4776853,+,4775642,,GFF_annotation,4775642
SC_RS23985,SCO4363,,NC_003888.3,4776850,4777530,+,4776850,,GFF_annotation,4776850
SC_RS23990,SCO4364,,NC_003888.3,4777590,4777967,+,4777590,4777590.0,Jeong2016_dRNA-seq,4777590
SC_RS23995,SCO4365,,NC_003888.3,4778003,4778245,+,4778003,4778026.0,Jeong2016_dRNA-seq,4778026
SC_RS24000,SCO4366,serC,NC_003888.3,4778229,4779347,-,4779347,4779347.0,Jeong2016_dRNA-seq,4779347
SC_RS24005,SCO4367,,NC_003888.3,4779458,4782313,+,4779458,,GFF_annotation,4779458
SC_RS24010,SCO4368,,NC_003888.3,4782332,4783492,-,4783492,4783492.0,Jeong2016_dRNA-seq,4783492
SC_RS24015,SCO4369,,NC_003888.3,4783700,4785205,+,4783700,,GFF_annotation,4783700
SC_RS24020,SCO4370,,NC_003888.3,4785501,4786457,+,4785501,,GFF_annotation,4785501
SC_RS24025,SCO4371,,NC_003888.3,4786553,4787116,+,4786553,4786387.0,Jeong2016_dRNA-seq,4786387
SC_RS24030,SCO4372,,NC_003888.3,4787160,4787774,-,4787774,,GFF_annotation,4787774
SC_RS24035,SCO4373,,NC_003888.3,4787839,4788291,-,4788291,4788291.0,Jeong2016_dRNA-seq,4788291
SC_RS24040,SCO4374,,NC_003888.3,4788508,4789464,+,4788508,,GFF_annotation,4788508
SC_RS24045,SCO4375,,NC_003888.3,4789565,4790059,+,4789565,,GFF_annotation,4789565
SC_RS24050,SCO4376,,NC_003888.3,4790056,4790565,+,4790056,,GFF_annotation,4790056
SC_RS24055,SCO4377,,NC_003888.3,4790669,4792411,+,4790669,,GFF_annotation,4790669
SC_RS24060,SCO4378,,NC_003888.3,4792562,4793374,+,4792562,,GFF_annotation,4792562
SC_RS24065,SCO4379,,NC_003888.3,4793371,4795047,+,4793371,,GFF_annotation,4793371
SC_RS24070,SCO4380,,NC_003888.3,4795085,4796683,+,4795085,,GFF_annotation,4795085
SC_RS24075,SCO4381,,NC_003888.3,4796697,4798541,+,4796697,,GFF_annotation,4796697
SC_RS24080,SCO4382,,NC_003888.3,4798612,4799760,+,4798612,,GFF_annotation,4798612
SC_RS24085,SCO4383,,NC_003888.3,4799896,4801464,+,4799896,,GFF_annotation,4799896
SC_RS24090,SCO4384,,NC_003888.3,4801461,4802204,+,4801461,,GFF_annotation,4801461
SC_RS24095,SCO4385,,NC_003888.3,4802192,4802821,+,4802192,,GFF_annotation,4802192
SC_RS24100,SCO4386,,NC_003888.3,4802873,4803460,+,4802873,,GFF_annotation,4802873
SC_RS24105,SCO4387,pdxH,NC_003888.3,4803479,4804183,-,4804183,4804174.0,Jeong2016_dRNA-seq,4804174
SC_RS24110,SCO4388,,NC_003888.3,4804464,4805564,+,4804464,4804313.0,Jeong2016_dRNA-seq,4804313
SC_RS24115,SCO4389,,NC_003888.3,4805897,4806772,+,4805897,4805897.0,Jeong2016_dRNA-seq,4805897
SC_RS24120,SCO4390,,NC_003888.3,4806938,4808341,+,4806938,,GFF_annotation,4806938
SC_RS24125,SCO4391,,NC_003888.3,4808387,4808785,-,4808785,,GFF_annotation,4808785
SC_RS24130,SCO4392,,NC_003888.3,4808960,4809685,+,4808960,,GFF_annotation,4808960
SC_RS24135,SCO4393,,NC_003888.3,4809858,4810613,-,4810613,,GFF_annotation,4810613
SC_RS24140,SCO4394,,NC_003888.3,4810836,4811528,+,4810836,4810778.0,Jeong2016_dRNA-seq,4810778
SC_RS24145,SCO4395,,NC_003888.3,4812032,4812946,+,4812032,4811627.0,Jeong2016_dRNA-seq,4811627
SC_RS24150,SCO4396,,NC_003888.3,4812954,4814606,-,4814606,,GFF_annotation,4814606
SC_RS24155,SCO4397,,NC_003888.3,4814603,4815394,-,4815394,4815392.0,Jeong2016_dRNA-seq,4815392
SC_RS24160,SCO4398,,NC_003888.3,4815510,4816163,-,4816163,4816163.0,Jeong2016_dRNA-seq,4816163
SC_RS24165,SCO4399,,NC_003888.3,4816468,4817853,+,4816468,4816308.0,Jeong2016_dRNA-seq,4816308
SC_RS24170,SCO4400,,NC_003888.3,4818056,4819708,+,4818056,4817972.0,Jeong2016_dRNA-seq,4817972
SC_RS24175,SCO4401,,NC_003888.3,4819767,4821083,-,4821083,,GFF_annotation,4821083
SC_RS24180,SCO4402,,NC_003888.3,4821200,4821700,+,4821200,4821206.0,Jeong2016_dRNA-seq,4821206
SC_RS24185,SCO4403,purU,NC_003888.3,4821748,4822641,+,4821748,4821748.0,Jeong2016_dRNA-seq,4821748
SC_RS24190,SCO4404,,NC_003888.3,4822683,4823471,-,4823471,,GFF_annotation,4823471
SC_RS24195,SCO4405,,NC_003888.3,4823468,4824442,-,4824442,,GFF_annotation,4824442
SC_RS24200,SCO4406,,NC_003888.3,4824455,4825120,-,4825120,,GFF_annotation,4825120
SC_RS24205,SCO4407,,NC_003888.3,4825352,4826125,+,4825352,4825208.0,Jeong2016_dRNA-seq,4825208
SC_RS24210,SCO4408,,NC_003888.3,4826082,4827368,-,4827368,,GFF_annotation,4827368
SC_RS24215,SCO4409,,NC_003888.3,4827365,4827958,-,4827958,4828092.0,Jeong2016_dRNA-seq,4828092
SC_RS24220,SCO4410,,NC_003888.3,4828287,4828667,+,4828287,4828105.0,Jeong2016_dRNA-seq,4828105
SC_RS24225,SCO4411,calD,NC_003888.3,4828773,4829285,+,4828773,,GFF_annotation,4828773
SC_RS24230,SCO4412,,NC_003888.3,4829871,4830347,+,4829871,4829735.0,Jeong2016_dRNA-seq,4829735
SC_RS24235,SCO4413,,NC_003888.3,4830650,4831684,-,4831684,,GFF_annotation,4831684
SC_RS24240,SCO4414,,NC_003888.3,4831769,4833094,+,4831769,,GFF_annotation,4831769
SC_RS24245,SCO4415,,NC_003888.3,4833116,4833988,+,4833116,4833116.0,Jeong2016_dRNA-seq,4833116
SC_RS24250,SCO4416,,NC_003888.3,4834171,4835376,-,4835376,4835376.0,Jeong2016_dRNA-seq,4835376
SC_RS24255,SCO4417,,NC_003888.3,4835476,4836093,+,4835476,,GFF_annotation,4835476
SC_RS24260,SCO4418,,NC_003888.3,4836101,4836769,-,4836769,,GFF_annotation,4836769
SC_RS24265,SCO4419,,NC_003888.3,4836783,4837208,-,4837208,,GFF_annotation,4837208
SC_RS24270,SCO4421,,NC_003888.3,4837557,4838192,-,4838192,4838204.0,Jeong2016_dRNA-seq,4838204
SC_RS24275,SCO4422,,NC_003888.3,4838327,4839085,+,4838327,4838327.0,Jeong2016_dRNA-seq,4838327
SC_RS24280,SCO4423,,NC_003888.3,4839304,4841703,+,4839304,4839212.0,Jeong2016_dRNA-seq,4839212
SC_RS24285,SCO4424,,NC_003888.3,4841760,4842290,+,4841760,,GFF_annotation,4841760
SC_RS24290,SCO4425,,NC_003888.3,4842382,4842573,-,4842573,4842716.0,Jeong2016_dRNA-seq,4842716
SC_RS24295,SCO4426,afsR,NC_003888.3,4842787,4845768,-,4845768,4845857.0,Jeong2016_dRNA-seq,4845857
SC_RS24300,SCO4427,,NC_003888.3,4845862,4846281,-,4846281,,GFF_annotation,4846281
SC_RS24305,SCO4428,,NC_003888.3,4846352,4847875,-,4847875,,GFF_annotation,4847875
SC_RS24310,SCO4429,,NC_003888.3,4848064,4850667,+,4848064,4847949.0,Jeong2016_dRNA-seq,4847949
SC_RS24315,SCO4430,,NC_003888.3,4850742,4851305,+,4850742,4850697.0,Jeong2016_dRNA-seq,4850697
SC_RS24320,SCO4431,,NC_003888.3,4851343,4851852,-,4851852,4851852.0,Jeong2016_dRNA-seq,4851852
SC_RS24325,SCO4432,,NC_003888.3,4851904,4852578,+,4851904,,GFF_annotation,4851904
SC_RS24330,SCO4433,,NC_003888.3,4852634,4852984,-,4852984,,GFF_annotation,4852984
SC_RS24335,SCO4434,,NC_003888.3,4853069,4853965,+,4853069,4853069.0,Jeong2016_dRNA-seq,4853069
SC_RS24340,SCO4435,,NC_003888.3,4854071,4855186,+,4854071,,GFF_annotation,4854071
SC_RS24345,SCO4436,,NC_003888.3,4855250,4855660,+,4855250,4855250.0,Jeong2016_dRNA-seq,4855250
SC_RS24350,SCO4437,,NC_003888.3,4855908,4857491,-,4857491,,GFF_annotation,4857491
SC_RS24355,SCO4438,,NC_003888.3,4857727,4859604,-,4859604,4859674.0,Jeong2016_dRNA-seq,4859674
SC_RS24360,SCO4439,,NC_003888.3,4859813,4862452,-,4862452,4862495.0,Jeong2016_dRNA-seq,4862495
SC_RS24365,SCO4440,,NC_003888.3,4862642,4863400,+,4862642,4862394.0,Jeong2016_dRNA-seq,4862394
SC_RS24370,SCO4441,,NC_003888.3,4863650,4864507,+,4863650,,GFF_annotation,4863650
SC_RS24375,SCO4442,,NC_003888.3,4864681,4864872,+,4864681,,GFF_annotation,4864681
SC_RS24380,SCO4443,,NC_003888.3,4864966,4865850,-,4865850,,GFF_annotation,4865850
SC_RS24385,SCO4444,,NC_003888.3,4865924,4866445,-,4866445,4866445.0,Jeong2016_dRNA-seq,4866445
SC_RS24390,SCO4445,,NC_003888.3,4866642,4867625,-,4867625,,GFF_annotation,4867625
SC_RS24395,SCO4446,,NC_003888.3,4867733,4868950,+,4867733,,GFF_annotation,4867733
SC_RS24400,SCO4447,,NC_003888.3,4869137,4870225,+,4869137,4869082.0,Jeong2016_dRNA-seq,4869082
SC_RS24405,SCO4448,,NC_003888.3,4870304,4870987,-,4870987,,GFF_annotation,4870987
SC_RS24410,SCO4449,,NC_003888.3,4871042,4871941,-,4871941,,GFF_annotation,4871941
SC_RS24415,SCO4450,,NC_003888.3,4872011,4872658,+,4872011,4872011.0,Jeong2016_dRNA-seq,4872011
